"V1","V2","V3","V4","V5"
0.000238663484486874,0.00156412291865146,0.00156412291865146,0.00156412291865146,0.000677922620598923
0.000477326968973747,0.00312702163465331,0.00312702163465331,0.00312702163465331,0.00135554599166128
0.000715990453460621,0.00416827399940477,0.00364771582828735,0.00416827399940477,0.00187670266185183
0.000954653937947494,0.00572899635514064,0.00468869614800556,0.00572899635514064,0.00229351645954065
0.00119331742243437,0.00624901043619157,0.00520898227408972,0.00624901043619157,0.00276231806308289
0.00143198090692124,0.00780823654424459,0.00572913237765727,0.00780823654424459,0.00328306666572358
0.00167064439140811,0.00988530037308256,0.00624914645870819,0.00884704050369682,0.00380372005260263
0.00190930787589499,0.0109230161524018,0.00780837256676121,0.00988530037308256,0.00422011218048991
0.00214797136038186,0.0119601878416546,0.00832784255774564,0.0119601878416546,0.00479257654395078
0.00238663484486874,0.012478569652506,0.00988530037308256,0.012478569652506,0.00536485047588838
0.00262529832935561,0.0129968154408408,0.0119601878416546,0.0129968154408408,0.00578094335423909
0.00286396181384248,0.0140328989499606,0.012478569652506,0.0140328989499606,0.00630098463979333
0.00310262529832936,0.0145507366707455,0.013514925206659,0.0145507366707455,0.00687280969742607
0.00334128878281623,0.0150684383690139,0.0140328989499606,0.0150684383690139,0.00728863053074354
0.0035799522673031,0.0155860040447656,0.0145507366707455,0.0197178240097153,0.00775624873839116
0.00381861575178998,0.0166207273287191,0.0155860040447656,0.0233292218260642,0.00827573233162725
0.00405727923627685,0.0212664403614717,0.0166207273287191,0.0238446111415499,0.00869117230189817
0.00429594272076372,0.0248749817049715,0.0171378849369209,0.0253899629529074,0.00915843685100257
0.0045346062052506,0.0253899629529074,0.0181717920857747,0.0264195173812292,0.00967748517218546
0.00477326968973747,0.0264195173812292,0.0186885416264267,0.0274485277194846,0.01019646548211
0.00501193317422434,0.0279628288548373,0.019205155144562,0.0279628288548373,0.0110266109010621
0.00525059665871122,0.0289910230579929,0.0197216326401807,0.0295049161257958,0.0115971437447869
0.00548926014319809,0.0295049161257958,0.0212702489919371,0.0305322941938517,0.0121674453502335
0.00572792362768496,0.030018673171082,0.0217861823974894,0.0310457791941047,0.0127894355119969
0.00596658711217184,0.0310457791941047,0.0223019797805249,0.0315591281718411,0.0133593018453903
0.00620525059665871,0.0325852820372473,0.0269342265841318,0.0320723411270608,0.0139808839396038
0.00644391408114558,0.0330982229474338,0.0274486637420012,0.0336110278351037,0.0145505598414739
0.00668257756563246,0.0336110278351037,0.0289911590805096,0.034123696700257,0.0150682615397422
0.00692124105011933,0.034123696700257,0.0295050521483124,0.0346362295428936,0.0155858272154939
0.00715990453460621,0.0346362295428936,0.0305324302163683,0.0351486263630136,0.0161032024597224
0.00739856801909308,0.0361730119357038,0.0310459152166213,0.035660887160617,0.0166204960904408
0.00763723150357995,0.0371968534183275,0.0315592641943577,0.0371967173958108,0.0170341269612407
0.00787589498806683,0.0382201508108846,0.0320724771495774,0.0377084341033477,0.0176545664663146
0.0081145584725537,0.0387315954733883,0.0325855540822806,0.0387314594508717,0.0182232085970583
0.00835322195704057,0.0392429041133753,0.033611299880137,0.0397539407083291,0.0187916194895238
0.00859188544152745,0.0397540767308457,0.0341239687452902,0.04077587787572,0.0193598535527177
0.00883054892601432,0.0402651133257995,0.0346365015879269,0.0417972709530445,0.0199794905249435
0.00906921241050119,0.0412867784481572,0.0351488984080469,0.0423077634579318,0.020495818395794
0.00930787589498807,0.0417974069755611,0.0356611592056503,0.0428181199403024,0.020908755551759
0.00954653937947494,0.0423078994804484,0.036173283980737,0.0433283404001565,0.0213731636280143
0.00978520286396181,0.0428182559628191,0.0371971254633607,0.0438384248374939,0.0219406631696184
0.0100238663484487,0.0433284764226731,0.0377088421708976,0.0448581856446189,0.0225079314729443
0.0102625298329356,0.0438385608600105,0.0387318675184215,0.0453678620144064,0.0229719858906564
0.0105011933174224,0.0443485092748313,0.0392431761584086,0.0458774023616773,0.0235904938759943
0.0107398568019093,0.0458774023616773,0.0402653853708327,0.0474050712458738,0.0241058151802217
0.0109785202863962,0.0468960749886693,0.0407762859432699,0.048422927737766,0.0245695567461455
0.0112171837708831,0.0474052072683904,0.0412870504931904,0.0489316519499372,0.025084551596333
0.0114558472553699,0.0479142035255948,0.0423081715254816,0.0499486923067297,0.0257024474803461
0.0116945107398568,0.0489317879724538,0.0438386968825271,0.050457008451351,0.0261658353877267
0.0119331742243437,0.0494403761621084,0.0443486452973479,0.0514732326730438,0.0266804901816227
0.0121718377088305,0.0499488283292463,0.0448584576896521,0.05248891280467,0.0271949409417437
0.0124105011933174,0.0504571444738676,0.0453681340594397,0.0529965488367082,0.0280175099065199
0.0126491646778043,0.0509653245959723,0.0489319239949704,0.0535040488462298,0.0284802857125757
0.0128878281622912,0.0514733686955604,0.049440512184625,0.0540114128332348,0.0289428166781016
0.013126491646778,0.0524890488271867,0.0499489643517629,0.0545186407977231,0.0295080854504331
0.0133651551312649,0.0535041848687464,0.0504572804963842,0.0550257327396948,0.0300219241092293
0.0136038186157518,0.0540115488557514,0.0509654606184889,0.0555326886591499,0.0309460066781615
0.0138424821002387,0.0545187768202397,0.051473504718077,0.0560395085560883,0.0314593828604012
0.0140811455847255,0.0560395085560883,0.0519814127951485,0.0565461924305102,0.0319213289291056
0.0143198090692124,0.0570527402824154,0.0524891848497033,0.057559152111804,0.0323319128955331
0.0145584725536993,0.057559152111804,0.0529968208817415,0.0580654279186759,0.0329475780102735
0.0147971360381862,0.0580654279186759,0.0535043208912631,0.0585715677030313,0.0334604237046984
0.015035799522673,0.0585715677030313,0.054011684878268,0.05907757146487,0.0341268252181393
0.0152744630071599,0.05907757146487,0.0545189128427563,0.0600891709209976,0.0346904617202713
0.0155131264916468,0.0595834392041921,0.055026004784728,0.0605947666152864,0.0351517004718893
0.0157517899761337,0.0600891709209976,0.0555329607041831,0.0611002262870587,0.035561549916727
0.0159904534606205,0.0605947666152864,0.0565464644755434,0.0616055499363143,0.0359712361345448
0.0162291169451074,0.0621107375630532,0.0570530123274486,0.0626157891672756,0.0366879251723813
0.0164677804295943,0.0626157891672756,0.0575594241568372,0.0631207047489813,0.0370973257429142
0.0167064439140811,0.0631207047489813,0.0580656999637092,0.0646344993364822,0.0375067807224537
0.016945107398568,0.0636254843081704,0.0590778435099033,0.0651388708281214,0.0380184158164806
0.0171837708830549,0.0646346353589988,0.0600894429660308,0.065643106297244,0.0385299148879909
0.0174224343675418,0.0656432423197606,0.0605950386603197,0.06614720574385,0.0389389073909739
0.0176610978520286,0.0661473417663666,0.0611004983320919,0.0666511691679394,0.0393990307579555
0.0178997613365155,0.066651305190456,0.0621110096080865,0.0671549965695121,0.0400123290809067
0.0181384248210024,0.0676588239710849,0.0626160612123088,0.0676586879485683,0.0406255321880963
0.0183770883054893,0.0696720932396265,0.0631209767940146,0.0686656626391306,0.041289444489483
0.0186157517899761,0.0701751045060995,0.0636257563532037,0.0691689459506369,0.0417489829596432
0.018854415274463,0.0706779797500559,0.0641303998898762,0.0696720932396265,0.0421574313725597
0.0190930787589499,0.0711807189714957,0.0651392788956713,0.0701751045060995,0.0426678286616853
0.0193317422434368,0.0716833221704188,0.0656435143647939,0.0711807189714957,0.043178103530546
0.0195704057279236,0.0721857893468253,0.0661476138113999,0.0721857893468253,0.0436371795241497
0.0198090692124105,0.0731903156320885,0.0666515772354893,0.0731903156320885,0.0441471823479772
0.0200477326968974,0.0736923747409451,0.067155404637062,0.0746959488685919,0.0446058230695276
0.0202863961813842,0.0751975999098987,0.0676590960161181,0.0762003579024457,0.0451666575078172
0.0205250596658711,0.0756991149286888,0.0691692179956701,0.0767016008762026,0.0456251350023478
0.020763723150358,0.0772027078274429,0.0696723652846598,0.0772027078274429,0.0461345529293537
0.0210023866348449,0.0777036787561666,0.0701753765511328,0.0777036787561666,0.0466947208573118
0.0212410501193317,0.0782045136623736,0.0706782517950892,0.0792056393847212,0.0471529127045575
0.0214797136038186,0.078705212546064,0.0711809910165289,0.0797060662233783,0.0476109821315381
0.0217183770883055,0.0792057754072378,0.071683594215452,0.0802063570395189,0.0479674563408528
0.0219570405727924,0.0802064930620355,0.0721860613918586,0.0807065118331428,0.048476302973289
0.0221957040572792,0.0807066478556594,0.0726883925457485,0.0817064133528408,0.0489850135832085
0.0224343675417661,0.0812066666267667,0.0731905876771217,0.0822061600789148,0.0495950609680124
0.022673031026253,0.0827059068049889,0.0736926467859784,0.0827057707824723,0.0500527359296949
0.0229116945107399,0.0832053814860297,0.0741945698723184,0.083205245463513,0.0505103156756157
0.0231503579952267,0.0842039227805614,0.0756993869737221,0.0837045841220372,0.0509170502048227
0.0233890214797136,0.0847029893940523,0.0762007659699956,0.0842037867580448,0.0515774667275322
0.0236276849642005,0.0852019199850266,0.0767020089437525,0.0857004425084511,0.0520853339978487
0.0238663484486874,0.0857007145534843,0.0772031158949928,0.0861991010543921,0.0526437880420973
