"FacultyI","FacultyJ","XDIndicator"
"MwIL3roAAAAJ","-Jbd9DsAAAAJ",1
"GRGOG1AAAAAJ","0XV1sFsAAAAJ",1
"GRGOG1AAAAAJ","0XV1sFsAAAAJ",1
"1jE4flwAAAAJ","8v1PvG1CERwC",0
"U-0PM_cAAAAJ","3XYmsKQAAAAJ",1
"56qcx4MAAAAJ","izMnGyMAAAAJ",1
"56qcx4MAAAAJ","izMnGyMAAAAJ",1
"KWiJaj8AAAAJ","6P4bGWAAAAAJ",1
"nK3RdOIAAAAJ","7cys8kgAAAAJ",0
"IwkyeWgAAAAJ","8enm19QAAAAJ",0
"mF8cdJUAAAAJ","9yLaBrYAAAAJ",0
"XYy_Nm4AAAAJ","ALGiEhQAAAAJ",1
"v0tJmyYAAAAJ","ATOfqHEAAAAJ",1
"nwNHXf4AAAAJ","aVorcfUAAAAJ",0
"nwNHXf4AAAAJ","hwqQOpUAAAAJ",0
"aVorcfUAAAAJ","hwqQOpUAAAAJ",0
"nwNHXf4AAAAJ","aVorcfUAAAAJ",0
"nwNHXf4AAAAJ","aVorcfUAAAAJ",0
"b0k2tTgAAAAJ","EUMYhUvzt6IC",1
"bAa___kAAAAJ","LW4lnZYAAAAJ",1
"NhY4TT4AAAAJ","bAa___kAAAAJ",1
"wtZwMSgAAAAJ","bAa___kAAAAJ",1
"bAa___kAAAAJ","LW4lnZYAAAAJ",1
"wtZwMSgAAAAJ","bAa___kAAAAJ",1
"bAipNH8AAAAJ","Uph176YAAAAJ",1
"bAipNH8AAAAJ","Uph176YAAAAJ",1
"CTPwvRMAAAAJ","e4JfTgsAAAAJ",0
"D3aAA1wAAAAJ","JoFVg7cAAAAJ",0
"ea6cjVUAAAAJ","SeW3bhwAAAAJ",1
"EFEC_toAAAAJ","MnfzuPYAAAAJ",1
"EtRpNRAAAAAJ","55pOyCkAAAAJ",0
"b0k2tTgAAAAJ","EUMYhUvzt6IC",1
"vUDs6oEAAAAJ","FfqHjHoAAAAJ",0
"GglcIVYAAAAJ","p2Kq0Q4AAAAJ",0
"GljRwkUAAAAJ","wSslNAcAAAAJ",0
