"FacultyI","FacultyJ","XDIndicator"
"-YvgZDEAAAAJ","sxjynOsAAAAJ",1
"kMK1IvwAAAAJ","1z3mv7EAAAAJ",0
"e4JfTgsAAAAJ","1z3mv7EAAAAJ",0
"ATOfqHEAAAAJ","ID4wZFwAAAAJ",1
"gMQWxE0AAAAJ","bCTAqq4AAAAJ",1
"gMQWxE0AAAAJ","bCTAqq4AAAAJ",1
"waPNWUYAAAAJ","djRAUcYAAAAJ",0
"ONloO5IAAAAJ","e9OxXgwAAAAJ",1
"ATOfqHEAAAAJ","ID4wZFwAAAAJ",1
"jNUs6LsAAAAJ","XB_ZhjUAAAAJ",0
"kMK1IvwAAAAJ","1z3mv7EAAAAJ",0
"cYmUpBQAAAAJ","KRuCIOQAAAAJ",0
"cYmUpBQAAAAJ","KRuCIOQAAAAJ",0
"NdNSXFkAAAAJ","y2-3xzQAAAAJ",0
"qe_J1w4AAAAJ","vNCcKo0AAAAJ",1
"-YvgZDEAAAAJ","sxjynOsAAAAJ",1
"U-vDOsIAAAAJ","yi6DR64AAAAJ",1
"7P3t1woAAAAJ","UF1_VRcAAAAJ",0
"2LQimEIAAAAJ","vBvszjkAAAAJ",0
"qe_J1w4AAAAJ","vNCcKo0AAAAJ",1
"waPNWUYAAAAJ","djRAUcYAAAAJ",0
"jNUs6LsAAAAJ","XB_ZhjUAAAAJ",0
"NdNSXFkAAAAJ","y2-3xzQAAAAJ",0
"VjvupJUAAAAJ","Y8FpsToAAAAJ",0
"U-vDOsIAAAAJ","yi6DR64AAAAJ",1
