"year","coauthor_codes"
1980,"kMK1IvwAAAAJ,1z3mv7EAAAAJ"
1980,"VizsSmEAAAAJ,ATOfqHEAAAAJ"
1980,"bAipNH8AAAAJ,Uph176YAAAAJ"
1980,"ujDhg2sAAAAJ,e8e5qGcAAAAJ"
1980,"ONloO5IAAAAJ,e9OxXgwAAAAJ"
1980,"EtRpNRAAAAAJ,55pOyCkAAAAJ"
1980,"vUDs6oEAAAAJ,FfqHjHoAAAAJ"
1980,"gWBoNCsAAAAJ,iLQqwosAAAAJ"
1980,"lR-CRA0AAAAJ,HBgEJU0AAAAJ"
1980,"lR-CRA0AAAAJ,HBgEJU0AAAAJ"
1980,"lR-CRA0AAAAJ,HBgEJU0AAAAJ"
1980,"HBi2xQkAAAAJ,xQlXXWQAAAAJ"
1980,"HBi2xQkAAAAJ,xQlXXWQAAAAJ"
1980,"_pPy-pAAAAAJ,hgOSI1EAAAAJ"
1980,"EFEC_toAAAAJ,KIv0fKQAAAAJ"
1980,"lR-CRA0AAAAJ,HBgEJU0AAAAJ"
1980,"lR-CRA0AAAAJ,HBgEJU0AAAAJ"
1980,"lR-CRA0AAAAJ,HBgEJU0AAAAJ"
1980,"pKuBFaQAAAAJ,rNTIQXYAAAAJ"
1980,"RBuoCYEAAAAJ,LQ87h3sAAAAJ"
1980,"RBuoCYEAAAAJ,LQ87h3sAAAAJ"
1980,"pKuBFaQAAAAJ,rNTIQXYAAAAJ"
1980,"7P3t1woAAAAJ,UF1_VRcAAAAJ"
1980,"7P3t1woAAAAJ,UF1_VRcAAAAJ"
1980,"7P3t1woAAAAJ,UF1_VRcAAAAJ"
1980,"ujDhg2sAAAAJ,e8e5qGcAAAAJ"
1980,"bAipNH8AAAAJ,Uph176YAAAAJ"
1980,"VBkNT98AAAAJ,vUDs6oEAAAAJ"
1980,"VBkNT98AAAAJ,vUDs6oEAAAAJ"
1980,"VizsSmEAAAAJ,ATOfqHEAAAAJ"
1980,"VBkNT98AAAAJ,vUDs6oEAAAAJ"
1980,"VBkNT98AAAAJ,vUDs6oEAAAAJ"
1980,"vUDs6oEAAAAJ,FfqHjHoAAAAJ"
1980,"VBkNT98AAAAJ,vUDs6oEAAAAJ"
1980,"_pPy-pAAAAAJ,hgOSI1EAAAAJ"
