"FacultyI","FacultyJ","XDIndicator"
"--nVNvIAAAAJ","VuvKPiQAAAAJ",1
"-6cOYcYAAAAJ","Db4BCX8AAAAJ",1
"-6cOYcYAAAAJ","Db4BCX8AAAAJ",1
"-6cOYcYAAAAJ","Db4BCX8AAAAJ",1
"-6cOYcYAAAAJ","Db4BCX8AAAAJ",1
"-6cOYcYAAAAJ","Db4BCX8AAAAJ",1
"-cL-RwUAAAAJ","F_Go4V4AAAAJ",2
"-cL-RwUAAAAJ","luouyakAAAAJ",0
"-cwEbxUAAAAJ","2X5Wru0AAAAJ",2
"-cwEbxUAAAAJ","2X5Wru0AAAAJ",2
"-cwEbxUAAAAJ","2X5Wru0AAAAJ",2
"-DEyRIgAAAAJ","Dd4dphgAAAAJ",0
"-DEyRIgAAAAJ","Dd4dphgAAAAJ",0
"-fxI3cUAAAAJ","KnAit3cAAAAJ",2
"-fxI3cUAAAAJ","KnAit3cAAAAJ",2
"-GT5PAkAAAAJ","QclQnxIAAAAJ",1
"-GT5PAkAAAAJ","QclQnxIAAAAJ",1
"-GT5PAkAAAAJ","QclQnxIAAAAJ",1
"-GT5PAkAAAAJ","QclQnxIAAAAJ",1
"-had2Q8AAAAJ","n-FCqMEAAAAJ",0
"-IMW-w0AAAAJ","CZyWk8kAAAAJ",1
"-IMW-w0AAAAJ","CZyWk8kAAAAJ",1
"-IMW-w0AAAAJ","CZyWk8kAAAAJ",1
"-Jbd9DsAAAAJ","JoAxSpgAAAAJ",1
"-Jbd9DsAAAAJ","JoAxSpgAAAAJ",1
"-Jbd9DsAAAAJ","JoAxSpgAAAAJ",1
"-jW6ADwAAAAJ","hwc6A1MAAAAJ",1
"-jW6ADwAAAAJ","hTyZBhMAAAAJ",1
"-jW6ADwAAAAJ","5mIkNyYAAAAJ",1
"-jW6ADwAAAAJ","wyCIJfQAAAAJ",1
"-m5wrTkAAAAJ","8GA4R2wAAAAJ",1
"-m5wrTkAAAAJ","NHZdlVkAAAAJ",1
