"year","coauthor_codes"
2008,"1,--nVNvIAAAAJ,1"
2008,"--nVNvIAAAAJ,1,1,VuvKPiQAAAAJ"
2008,"--nVNvIAAAAJ"
2008,"0,-0CQuX8AAAAJ,0,0"
2008,"1,-0iKXsgAAAAJ,2"
2008,"1,-0iKXsgAAAAJ,2"
2008,"2,-0nYQVIAAAAJ,0"
2008,"-0ppt6oAAAAJ"
2008,"2,2,2,-0ppt6oAAAAJ"
2008,"-0ppt6oAAAAJ"
2008,"0,0,-234SKAAAAAJ"
2008,"0,-234SKAAAAAJ,0"
2008,"0,-31-oa0AAAAJ,0,0"
2008,"0,0,-5DNOLIAAAAJ,0,0"
2008,"0,0,-5LVcdsAAAAJ,0,0,0,0,0"
2008,"0,0,0,0,-5LVcdsAAAAJ,0,0,0"
2008,"0,0,-5ZxgGsAAAAJ,0,0,2"
2008,"-5ZxgGsAAAAJ,0,2"
2008,"1,1,1,1,-6cOYcYAAAAJ"
2008,"Db4BCX8AAAAJ,1,-6cOYcYAAAAJ"
2008,"Db4BCX8AAAAJ,1,1,-6cOYcYAAAAJ"
2008,"1,1,1,-6cOYcYAAAAJ"
2008,"1,2,Db4BCX8AAAAJ,-6cOYcYAAAAJ"
2008,"Db4BCX8AAAAJ,1,-6cOYcYAAAAJ"
2008,"1,1,2,1,1,1,1,-6cOYcYAAAAJ"
2008,"Db4BCX8AAAAJ,1,-6cOYcYAAAAJ"
2008,"1,-6cOYcYAAAAJ"
2008,"2,-6FYTfMAAAAJ,0,0,0"
2008,"0,-6FYTfMAAAAJ,0,0,0"
2008,"0,0,-6FYTfMAAAAJ,0"
2008,"0,0,-78feYUAAAAJ"
2008,"0,0,0,0,0,-aQaHIoAAAAJ,0,0,0,0,0,0,0,0"
2008,"-aQaHIoAAAAJ,0"
2008,"0,-aQaHIoAAAAJ,0"
2008,"2,0,-aQaHIoAAAAJ,0,0,2"
2008,"0,0,-aQaHIoAAAAJ,0,0,0,0"
2008,"0,-aQaHIoAAAAJ,0,2,0"
2008,"-aQaHIoAAAAJ,0,0,0"
2008,"-aQaHIoAAAAJ"
2008,"0,0,0,-chjN0MAAAAJ,0,0"
2008,"0,0,0,-chjN0MAAAAJ,0,0"
2008,"0,-chjN0MAAAAJ"
2008,"-chjN0MAAAAJ"
2008,"0,-chjN0MAAAAJ"
