"year","coauthor_codes"
1975,"-HwCwkAAAAAJ"
1975,"0,0,-HwCwkAAAAAJ"
1975,"0,0,-UyfaYEAAAAJ"
1975,"0,2,-UyfaYEAAAAJ"
1975,"0,0,-UyfaYEAAAAJ"
1975,"0,0,-UyfaYEAAAAJ"
1975,"0,2,0,0,-UyfaYEAAAAJ"
1975,"2,0,0,-UyfaYEAAAAJ"
1975,"0,0,-UyfaYEAAAAJ"
1975,"0,0,0,-UyfaYEAAAAJ"
1975,"-xOxPsUAAAAJ"
1975,"0e8QmOMAAAAJ"
1975,"0,0IrZEuIAAAAJ"
1975,"0,0IrZEuIAAAAJ"
1975,"0,0IrZEuIAAAAJ"
1975,"0,0,0,0,0IrZEuIAAAAJ"
1975,"0,0IrZEuIAAAAJ"
1975,"0XV1sFsAAAAJ,1"
1975,"1,0XV1sFsAAAAJ"
1975,"1,0XV1sFsAAAAJ"
1975,"1,0XV1sFsAAAAJ"
1975,"1jE4flwAAAAJ"
1975,"1jE4flwAAAAJ,0"
1975,"1jE4flwAAAAJ"
1975,"1jE4flwAAAAJ,0,0"
1975,"1jE4flwAAAAJ,0"
1975,"1jE4flwAAAAJ,0"
1975,"1jE4flwAAAAJ"
1975,"1jE4flwAAAAJ"
1975,"1jE4flwAAAAJ,0"
1975,"1jE4flwAAAAJ"
1975,"1jE4flwAAAAJ"
1975,"1jE4flwAAAAJ"
1975,"0,1jE4flwAAAAJ,0"
1975,"0,0,0,1somGYUAAAAJ"
1975,"0,0,0,1somGYUAAAAJ,0"
1975,"0,0,1somGYUAAAAJ,0,0"
1975,"0,0,1somGYUAAAAJ"
1975,"0,0,0,1somGYUAAAAJ"
1975,"0,0,1somGYUAAAAJ,0"
1975,"0,0,1wq5H9oAAAAJ"
1975,"0,0,1wq5H9oAAAAJ,0"
1975,"0,0,0,1wq5H9oAAAAJ"
1975,"0,0,1wq5H9oAAAAJ"
1975,"1z3mv7EAAAAJ,2,0,0"
1975,"e4JfTgsAAAAJ,1z3mv7EAAAAJ"
1975,"e4JfTgsAAAAJ,1z3mv7EAAAAJ"
1975,"1z3mv7EAAAAJ,2,0,0"
1975,"1,1,2ewb-10AAAAJ"
1975,"1,2ewb-10AAAAJ"
1975,"1,2ewb-10AAAAJ"
1975,"1,2ftJYXMAAAAJ"
1975,"1,2ftJYXMAAAAJ"
1975,"1,2hg5lYIAAAAJ"
1975,"2hg5lYIAAAAJ"
1975,"0,2K2gtpsAAAAJ"
1975,"0,0,0,2LQimEIAAAAJ"
1975,"2LQimEIAAAAJ,0,vBvszjkAAAAJ"
1975,"0,0,2LQimEIAAAAJ,0,vBvszjkAAAAJ"
1975,"0,0,2LQimEIAAAAJ"
1975,"2SF6AXQAAAAJ,0,0"
1975,"2SF6AXQAAAAJ,0,0,0"
1975,"2SF6AXQAAAAJ,0,0"
1975,"2SF6AXQAAAAJ,0"
1975,"2SF6AXQAAAAJ,0"
1975,"2SF6AXQAAAAJ,0,0,2"
1975,"0,2SF6AXQAAAAJ,0"
1975,"2SF6AXQAAAAJ,0,0"
1975,"2SF6AXQAAAAJ,0"
1975,"0,2SF6AXQAAAAJ,0,0"
1975,"2SF6AXQAAAAJ,0,0,0"
1975,"2SF6AXQAAAAJ,0,0"
1975,"0,2SF6AXQAAAAJ,0,0"
1975,"2SF6AXQAAAAJ,0"
1975,"0,2tT-FokAAAAJ"
1975,"1,3-gk0ioAAAAJ"
1975,"3XYmsKQAAAAJ,2"
1975,"3XYmsKQAAAAJ"
1975,"0,4ew4MwwAAAAJ"
