"year","Source","Target","s_dept","t_dept"
1996,12,3530,"CS","CS"
1996,12,3530,"CS","CS"
1996,1078,2088,"CS","CS"
1996,58,2088,"CS","CS"
1996,58,1078,"CS","CS"
1996,73,3334,"CS","CS"
1996,77,475,"CS","CS"
1996,83,3700,"BIO","BIO"
1996,83,3700,"BIO","BIO"
1996,83,3700,"BIO","BIO"
1996,83,1265,"BIO","BIO"
1996,1265,1904,"BIO","BIO"
1996,83,1904,"BIO","BIO"
1996,101,2501,"CS","CS"
1996,101,3028,"CS","CS"
1996,101,3028,"CS","CS"
1996,102,3669,"BIO","BIO"
1996,106,3955,"CS","CS"
1996,141,2044,"CS","CS"
1996,441,3000,"BIO","BIO"
1996,170,3000,"BIO","BIO"
1996,170,441,"BIO","BIO"
1996,179,3426,"BIO","BIO"
1996,188,1533,"CS","CS"
1996,199,3077,"BIO","CS"
1996,199,2530,"BIO","BIO"
1996,205,512,"BIO","BIO"
1996,212,3299,"BIO","BIO"
1996,213,920,"BIO","BIO"
1996,213,3076,"BIO","BIO"
1996,215,2408,"CS","CS"
1996,237,3184,"CS","CS"
1996,237,3272,"CS","CS"
1996,3184,3272,"CS","CS"
1996,237,3272,"CS","CS"
1996,237,2863,"CS","CS"
1996,237,2863,"CS","CS"
1996,256,4021,"CS","CS"
1996,256,4021,"CS","CS"
1996,262,637,"CS","CS"
1996,262,637,"CS","CS"
1996,262,637,"CS","CS"
1996,263,3395,"CS","CS"
1996,263,3395,"CS","CS"
1996,263,3395,"CS","CS"
1996,263,3395,"CS","CS"
1996,264,1479,"BIO","BIO"
1996,268,3272,"CS","CS"
1996,269,3519,"CS","CS"
1996,269,3519,"CS","CS"
1996,271,2908,"CS","CS"
1996,44,273,"CS","CS"
1996,44,273,"CS","CS"
1996,273,1589,"CS","CS"
1996,273,1589,"CS","CS"
1996,44,273,"CS","CS"
1996,278,3401,"CS","CS"
1996,280,2425,"CS","CS"
1996,287,3957,"BIO","BIO"
1996,289,2921,"CS","CS"
1996,301,3284,"CS","CS"
1996,339,536,"CS","CS"
1996,347,757,"BIO","BIO"
1996,348,2502,"CS","CS"
1996,353,1083,"CS","CS"
1996,354,1888,"CS","CS"
1996,354,1888,"CS","CS"
1996,354,1888,"CS","CS"
1996,354,1888,"CS","CS"
1996,356,1739,"BIO","BIO"
1996,380,410,"CS","CS"
1996,387,2062,"BIO","BIO"
1996,898,2062,"BIO","BIO"
1996,387,898,"BIO","BIO"
1996,387,898,"BIO","BIO"
1996,387,898,"BIO","BIO"
