"year","Source","Target","s_dept","t_dept"
1983,83,3456,"BIO","BIO"
1983,106,1558,"CS","CS"
1983,174,2170,"CS","CS"
1983,371,1999,"CS","CS"
1983,378,3168,"CS","CS"
1983,378,3168,"CS","CS"
1983,550,3668,"CS","CS"
1983,728,3025,"BIO","BIO"
1983,765,3853,"CS","CS"
1983,765,3853,"CS","CS"
1983,798,3467,"CS","CS"
1983,804,2486,"BIO","BIO"
1983,804,2486,"BIO","BIO"
1983,804,2486,"BIO","BIO"
1983,804,2486,"BIO","BIO"
1983,804,2486,"BIO","BIO"
1983,805,1092,"CS","CS"
1983,849,3410,"CS","CS"
1983,899,2584,"CS","BIO"
1983,1060,3350,"BIO","BIO"
1983,1060,1234,"BIO","BIO"
1983,1234,3350,"BIO","BIO"
1983,1060,1234,"BIO","BIO"
1983,1156,4018,"CS","BIO"
1983,1234,3350,"BIO","BIO"
1983,1283,2330,"CS","CS"
1983,1322,1455,"CS","CS"
1983,411,1335,"BIO","BIO"
1983,1508,4171,"CS","CS"
1983,106,1558,"CS","CS"
1983,1219,1574,"CS","CS"
1983,899,1641,"CS","CS"
1983,1644,2222,"BIO","BIO"
1983,1644,2222,"BIO","BIO"
1983,1644,2222,"BIO","BIO"
1983,1644,2222,"BIO","BIO"
1983,1814,3028,"CS","CS"
1983,83,1904,"BIO","BIO"
1983,1990,4187,"CS","CS"
1983,371,1999,"CS","CS"
1983,1644,2222,"BIO","BIO"
1983,1644,2222,"BIO","BIO"
1983,1644,2222,"BIO","BIO"
1983,1644,2222,"BIO","BIO"
1983,475,2267,"CS","CS"
1983,2276,4174,"BIO","BIO"
1983,2330,3422,"CS","CS"
1983,1283,2330,"CS","CS"
1983,2330,3422,"CS","CS"
1983,804,2486,"BIO","BIO"
1983,804,2486,"BIO","BIO"
1983,804,2486,"BIO","BIO"
1983,804,2486,"BIO","BIO"
1983,804,2486,"BIO","BIO"
1983,2546,3536,"CS","CS"
1983,2546,3536,"CS","CS"
1983,899,2584,"CS","BIO"
1983,1219,2683,"CS","CS"
1983,2422,2864,"CS","CS"
1983,2217,2948,"CS","CS"
1983,728,3025,"BIO","BIO"
1983,3028,4171,"CS","CS"
1983,378,3168,"CS","CS"
1983,378,3168,"CS","CS"
1983,1402,3310,"BIO","BIO"
1983,1234,3350,"BIO","BIO"
1983,557,3370,"BIO","BIO"
1983,849,3410,"CS","CS"
1983,2330,3422,"CS","CS"
1983,2330,3422,"CS","CS"
1983,798,3467,"CS","CS"
1983,798,3467,"CS","CS"
1983,3492,3570,"BIO","BIO"
1983,2546,3536,"CS","CS"
1983,2546,3536,"CS","CS"
1983,3492,3570,"BIO","BIO"
1983,3669,4060,"BIO","BIO"
1983,2879,3875,"CS","CS"
1983,1156,4018,"CS","BIO"
1983,500,4122,"CS","CS"
1983,3028,4171,"CS","CS"
1983,2276,4174,"BIO","BIO"
1983,1990,4187,"CS","CS"
