"year","Source","Target","s_dept","t_dept"
1987,106,1558,"CS","CS"
1987,216,817,"BIO","BIO"
1987,245,1417,"CS","CS"
1987,308,3547,"CS","CS"
1987,348,3320,"CS","CS"
1987,348,3320,"CS","CS"
1987,371,1999,"CS","CS"
1987,379,3429,"CS","CS"
1987,389,628,"BIO","BIO"
1987,415,1870,"CS","CS"
1987,415,1870,"CS","CS"
1987,415,1870,"CS","CS"
1987,415,1870,"CS","CS"
1987,470,3235,"CS","CS"
1987,498,2119,"CS","CS"
1987,505,533,"BIO","BIO"
1987,505,533,"BIO","BIO"
1987,513,1227,"CS","CS"
1987,537,3530,"CS","CS"
1987,590,1856,"BIO","BIO"
1987,389,628,"BIO","BIO"
1987,686,1083,"CS","CS"
1987,686,1083,"CS","CS"
1987,798,3467,"CS","CS"
1987,798,3467,"CS","CS"
1987,798,3467,"CS","CS"
1987,831,1338,"CS","CS"
1987,847,3718,"CS","CS"
1987,847,3718,"CS","CS"
1987,849,3410,"CS","CS"
1987,889,1515,"CS","CS"
1987,942,3028,"CS","CS"
1987,942,3028,"CS","CS"
1987,1098,1960,"BIO","BIO"
1987,1178,2236,"CS","CS"
1987,513,1227,"CS","CS"
1987,1255,3089,"CS","CS"
1987,1255,3089,"CS","CS"
1987,1255,3089,"CS","CS"
1987,401,1295,"CS","CS"
1987,831,1338,"CS","CS"
1987,1402,3570,"BIO","BIO"
1987,245,1417,"CS","CS"
1987,1449,2333,"BIO","BIO"
1987,1549,3317,"BIO","BIO"
1987,106,1558,"CS","CS"
1987,1568,3098,"BIO","BIO"
1987,1574,4116,"CS","CS"
1987,1574,4116,"CS","CS"
1987,1574,4116,"CS","CS"
1987,1574,4116,"CS","CS"
1987,1634,2951,"CS","CS"
1987,1644,2222,"BIO","BIO"
1987,834,1694,"CS","CS"
1987,1739,2486,"BIO","BIO"
1987,1826,3076,"BIO","BIO"
1987,1838,3771,"BIO","BIO"
1987,590,1856,"BIO","BIO"
1987,415,1870,"CS","CS"
1987,415,1870,"CS","CS"
1987,415,1870,"CS","CS"
1987,415,1870,"CS","CS"
1987,1911,3869,"CS","CS"
1987,1911,3869,"CS","CS"
1987,1098,1960,"BIO","BIO"
1987,1969,3426,"BIO","BIO"
1987,1969,3426,"BIO","BIO"
1987,231,1982,"CS","CS"
1987,1990,4187,"CS","CS"
1987,371,1999,"CS","CS"
1987,2032,2244,"CS","CS"
1987,3028,3481,"CS","CS"
1987,2059,3028,"CS","CS"
1987,2059,3481,"CS","CS"
1987,2105,2486,"BIO","BIO"
1987,498,2119,"CS","CS"
1987,2131,3425,"CS","CS"
1987,1322,2163,"CS","CS"
1987,1322,2163,"CS","CS"
1987,1644,2222,"BIO","BIO"
1987,1178,2236,"CS","CS"
1987,2032,2244,"CS","CS"
1987,2105,2486,"BIO","BIO"
1987,2105,2245,"BIO","BIO"
1987,2245,2486,"BIO","BIO"
1987,1449,2333,"BIO","BIO"
1987,2415,2486,"BIO","BIO"
1987,2434,3933,"CS","CS"
1987,1739,2486,"BIO","BIO"
1987,2415,2486,"BIO","BIO"
1987,2105,2486,"BIO","BIO"
1987,2596,3512,"CS","CS"
1987,2596,3168,"CS","CS"
1987,2596,4030,"CS","CS"
1987,3168,4030,"CS","CS"
1987,2613,2680,"BIO","BIO"
1987,2640,4069,"CS","CS"
1987,2613,2680,"BIO","BIO"
1987,3352,3668,"CS","CS"
1987,3668,3731,"CS","CS"
1987,2699,3668,"CS","CS"
1987,3352,3731,"CS","CS"
1987,2699,3352,"CS","CS"
1987,2699,3731,"CS","CS"
1987,2715,3765,"BIO","CS"
1987,2753,3062,"BIO","BIO"
1987,2767,3996,"CS","CS"
1987,2907,3439,"BIO","BIO"
1987,2907,3439,"BIO","BIO"
1987,1855,2917,"BIO","BIO"
1987,2948,4018,"CS","BIO"
1987,1634,2951,"CS","CS"
1987,1113,3014,"CS","CS"
1987,3028,4171,"CS","CS"
1987,3028,3481,"CS","CS"
1987,2059,3028,"CS","CS"
1987,2059,3481,"CS","CS"
1987,942,3028,"CS","CS"
1987,942,3028,"CS","CS"
1987,1283,3066,"CS","BIO"
1987,1826,3076,"BIO","BIO"
1987,1568,3098,"BIO","BIO"
1987,2596,3168,"CS","CS"
1987,2596,4030,"CS","CS"
1987,3168,4030,"CS","CS"
1987,348,3320,"CS","CS"
1987,348,3320,"CS","CS"
1987,529,3325,"CS","CS"
1987,3352,3668,"CS","CS"
1987,3668,3731,"CS","CS"
1987,3352,3731,"CS","CS"
1987,557,3370,"BIO","BIO"
1987,849,3410,"CS","CS"
1987,3422,3783,"CS","CS"
1987,2131,3425,"CS","CS"
1987,379,3429,"CS","CS"
1987,2907,3439,"BIO","BIO"
1987,2907,3439,"BIO","BIO"
1987,798,3467,"CS","CS"
1987,798,3467,"CS","CS"
1987,3028,3481,"CS","CS"
1987,2059,3028,"CS","CS"
1987,2059,3481,"CS","CS"
1987,1723,3504,"BIO","CS"
1987,2596,3512,"CS","CS"
1987,537,3530,"CS","CS"
1987,1953,3533,"CS","CS"
1987,1402,3570,"BIO","BIO"
1987,1043,3582,"BIO","BIO"
1987,3661,3862,"BIO","BIO"
1987,3352,3668,"CS","CS"
1987,3668,3731,"CS","CS"
1987,3352,3731,"CS","CS"
1987,847,3718,"CS","CS"
1987,847,3718,"CS","CS"
1987,18,3722,"BIO","BIO"
1987,3352,3668,"CS","CS"
1987,3668,3731,"CS","CS"
1987,3352,3731,"CS","CS"
1987,2715,3765,"BIO","CS"
1987,1838,3771,"BIO","BIO"
1987,3422,3783,"CS","CS"
1987,3661,3862,"BIO","BIO"
1987,1911,3869,"CS","CS"
1987,1911,3869,"CS","CS"
1987,2434,3933,"CS","CS"
1987,3122,3985,"CS","CS"
1987,3122,3985,"CS","CS"
1987,2596,3168,"CS","CS"
1987,2596,4030,"CS","CS"
1987,3168,4030,"CS","CS"
1987,2640,4069,"CS","CS"
1987,1574,4116,"CS","CS"
1987,1574,4116,"CS","CS"
1987,1574,4116,"CS","CS"
1987,3028,4171,"CS","CS"
1987,1990,4187,"CS","CS"
