"year","Source","Target","s_dept","t_dept"
1975,216,1234,"BIO","BIO"
1975,216,1234,"BIO","BIO"
1975,261,3496,"BIO","BIO"
1975,261,3496,"BIO","BIO"
1975,382,2313,"BIO","BIO"
1975,470,3864,"CS","CS"
1975,216,1234,"BIO","BIO"
1975,1240,1956,"BIO","BIO"
1975,1240,1956,"BIO","BIO"
1975,1251,3371,"CS","CS"
1975,1283,2062,"CS","BIO"
1975,1240,1956,"BIO","BIO"
1975,1283,2062,"CS","BIO"
1975,1283,2062,"CS","BIO"
1975,2170,2996,"CS","CS"
1975,2170,2996,"CS","CS"
1975,2170,2996,"CS","CS"
1975,2170,2996,"CS","CS"
1975,3322,3909,"CS","CS"
1975,557,3370,"BIO","BIO"
1975,557,3370,"BIO","BIO"
1975,261,3496,"BIO","BIO"
1975,261,3496,"BIO","BIO"
1975,3322,3909,"CS","CS"
