"year","Source","Target","s_dept","t_dept"
2014,2,2193,"BIO","BIO"
2014,2,728,"BIO","BIO"
2014,4,184,"BIO","BIO"
2014,4,2284,"BIO","BIO"
2014,631,2284,"BIO","BIO"
2014,4,631,"BIO","BIO"
2014,7,1569,"BIO","BIO"
2014,7,2989,"BIO","BIO"
2014,8,3882,"BIO","BIO"
2014,10,123,"BIO","BIO"
2014,12,2651,"CS","CS"
2014,12,2651,"CS","CS"
2014,12,2651,"CS","CS"
2014,12,3641,"CS","CS"
2014,12,3641,"CS","CS"
2014,12,3641,"CS","CS"
2014,15,137,"BIO","BIO"
2014,15,1110,"BIO","BIO"
2014,17,1474,"BIO","BIO"
2014,17,1474,"BIO","BIO"
2014,19,2822,"CS","BIO"
2014,19,1149,"CS","CS"
2014,19,2822,"CS","BIO"
2014,19,293,"CS","BIO"
2014,19,2822,"CS","BIO"
2014,19,2822,"CS","BIO"
2014,20,3870,"BIO","CS"
2014,2717,3870,"CS","CS"
2014,20,2717,"BIO","CS"
2014,20,1399,"BIO","CS"
2014,20,768,"BIO","CS"
2014,20,2584,"BIO","BIO"
2014,22,3822,"CS","CS"
2014,22,3822,"CS","CS"
2014,22,3822,"CS","CS"
2014,23,2184,"BIO","BIO"
2014,24,2921,"CS","CS"
2014,27,2876,"BIO","BIO"
2014,31,2063,"BIO","BIO"
2014,31,2063,"BIO","BIO"
2014,32,129,"BIO","BIO"
2014,32,3669,"BIO","BIO"
2014,32,2628,"BIO","BIO"
2014,33,3292,"CS","CS"
2014,33,1083,"CS","CS"
2014,1083,3292,"CS","CS"
2014,33,1083,"CS","CS"
2014,33,3292,"CS","CS"
2014,33,1945,"CS","CS"
2014,33,1083,"CS","CS"
2014,33,2968,"CS","BIO"
2014,1945,3292,"CS","CS"
2014,1083,3292,"CS","CS"
2014,2968,3292,"BIO","CS"
2014,1083,1945,"CS","CS"
2014,1945,2968,"CS","BIO"
2014,1083,2968,"CS","BIO"
2014,33,1083,"CS","CS"
2014,35,1724,"CS","CS"
2014,35,3536,"CS","CS"
2014,35,3536,"CS","CS"
2014,35,1625,"CS","CS"
2014,1625,3536,"CS","CS"
2014,1625,1724,"CS","CS"
2014,444,1625,"CS","CS"
2014,35,3536,"CS","CS"
2014,35,1724,"CS","CS"
2014,35,444,"CS","CS"
2014,1724,3536,"CS","CS"
2014,444,3536,"CS","CS"
2014,444,1724,"CS","CS"
2014,39,2435,"CS","CS"
2014,39,2435,"CS","CS"
2014,2232,2801,"CS","BIO"
2014,2801,3631,"BIO","BIO"
2014,42,2801,"BIO","BIO"
2014,2232,3631,"CS","BIO"
2014,42,2232,"BIO","CS"
2014,42,3631,"BIO","BIO"
2014,42,1485,"BIO","BIO"
2014,42,1485,"BIO","BIO"
2014,3363,3851,"CS","BIO"
2014,42,3851,"BIO","BIO"
