"year","Source","Target","s_dept","t_dept"
2008,1,3575,"CS","CS"
2008,12,1118,"CS","CS"
2008,12,1118,"CS","CS"
2008,12,1118,"CS","CS"
2008,12,1118,"CS","CS"
2008,12,1118,"CS","CS"
2008,18,1482,"BIO","CS"
2008,18,2238,"BIO","BIO"
2008,19,293,"CS","BIO"
2008,19,293,"CS","BIO"
2008,19,293,"CS","BIO"
2008,21,1124,"BIO","BIO"
2008,21,1124,"BIO","BIO"
2008,27,2082,"BIO","CS"
2008,27,2082,"BIO","CS"
2008,28,2815,"CS","CS"
2008,28,2815,"CS","CS"
2008,28,2815,"CS","CS"
2008,28,2815,"CS","CS"
2008,30,2376,"BIO","BIO"
2008,33,1083,"CS","CS"
2008,33,1083,"CS","CS"
2008,33,1083,"CS","CS"
2008,34,1959,"CS","CS"
2008,34,1959,"CS","CS"
2008,34,1959,"CS","CS"
2008,35,1737,"CS","CS"
2008,35,1724,"CS","CS"
2008,35,444,"CS","CS"
2008,35,3730,"CS","CS"
2008,1724,1737,"CS","CS"
2008,444,1737,"CS","CS"
2008,1737,3730,"CS","CS"
2008,444,1724,"CS","CS"
2008,1724,3730,"CS","CS"
2008,444,3730,"CS","CS"
2008,39,598,"CS","CS"
2008,39,2435,"CS","CS"
2008,598,3211,"CS","CS"
2008,39,3211,"CS","CS"
2008,2435,3211,"CS","CS"
2008,39,598,"CS","CS"
2008,598,2435,"CS","CS"
2008,39,2435,"CS","CS"
2008,39,2435,"CS","CS"
2008,39,2435,"CS","CS"
2008,39,598,"CS","CS"
2008,39,2435,"CS","CS"
2008,39,2435,"CS","CS"
2008,39,2435,"CS","CS"
2008,40,74,"BIO","BIO"
2008,41,598,"CS","CS"
2008,41,3384,"CS","CS"
2008,41,145,"CS","CS"
2008,41,1220,"CS","CS"
2008,42,3851,"BIO","BIO"
2008,42,2497,"BIO","BIO"
2008,43,1542,"BIO","BIO"
2008,43,1975,"BIO","BIO"
2008,1542,1975,"BIO","BIO"
2008,43,1954,"BIO","CS"
2008,49,1535,"BIO","CS"
2008,50,80,"BIO","BIO"
2008,54,500,"CS","CS"
2008,55,2021,"BIO","BIO"
2008,58,253,"CS","CS"
2008,58,3365,"CS","CS"
2008,60,2602,"CS","CS"
2008,60,453,"CS","CS"
2008,63,1092,"CS","CS"
2008,63,1092,"CS","CS"
2008,63,463,"CS","CS"
2008,63,1092,"CS","CS"
2008,63,844,"CS","CS"
2008,63,1860,"CS","CS"
2008,844,1860,"CS","CS"
2008,63,463,"CS","CS"
2008,64,3412,"BIO","BIO"
2008,64,3711,"BIO","BIO"
2008,935,1234,"BIO","BIO"
2008,64,1234,"BIO","BIO"
2008,64,935,"BIO","BIO"
2008,65,2418,"CS","CS"
2008,65,2858,"CS","CS"
2008,65,2858,"CS","CS"
2008,65,2966,"CS","CS"
2008,66,1311,"CS","CS"
2008,67,2401,"BIO","BIO"
2008,67,2401,"BIO","BIO"
2008,69,3750,"BIO","BIO"
2008,69,3750,"BIO","BIO"
2008,1535,2181,"CS","CS"
2008,70,2181,"BIO","CS"
2008,70,1535,"BIO","CS"
2008,70,3736,"BIO","BIO"
2008,321,2620,"CS","CS"
2008,71,321,"CS","CS"
2008,71,2620,"CS","CS"
2008,71,1473,"CS","CS"
2008,73,3668,"CS","CS"
2008,641,3668,"CS","CS"
2008,3544,3668,"CS","CS"
2008,1233,3668,"CS","CS"
2008,73,641,"CS","CS"
2008,73,3544,"CS","CS"
2008,73,1233,"CS","CS"
2008,641,3544,"CS","CS"
2008,641,1233,"CS","CS"
2008,1233,3544,"CS","CS"
2008,74,3463,"BIO","BIO"
2008,2178,3809,"BIO","BIO"
2008,76,2178,"BIO","BIO"
2008,76,3809,"BIO","BIO"
2008,77,513,"CS","CS"
2008,78,485,"CS","CS"
2008,23,79,"BIO","BIO"
2008,80,2380,"BIO","CS"
2008,80,2419,"BIO","BIO"
2008,83,3957,"BIO","BIO"
2008,2923,3336,"BIO","BIO"
2008,660,3336,"BIO","BIO"
2008,86,3336,"BIO","BIO"
2008,660,2923,"BIO","BIO"
2008,86,2923,"BIO","BIO"
2008,86,660,"BIO","BIO"
2008,2923,3336,"BIO","BIO"
2008,660,3336,"BIO","BIO"
2008,86,3336,"BIO","BIO"
2008,660,2923,"BIO","BIO"
2008,86,2923,"BIO","BIO"
2008,86,660,"BIO","BIO"
2008,87,1694,"CS","CS"
2008,87,1694,"CS","CS"
2008,87,3849,"CS","CS"
2008,1694,3849,"CS","CS"
