"ID","google_id","dept","XDIndicator"
2224,"LrjbEkIAAAAJ","CS","XD"
2225,"LrlwhwUAAAAJ","BIO","XD"
2226,"LRQYRlIAAAAJ","BIO","BIO"
2227,"lRTRxSIAAAAJ","BIO","XD"
2228,"lRUi-A8AAAAJ","CS","CS"
2229,"ls1xrQgAAAAJ","BIO","XD"
2230,"LSkqsVYAAAAJ","BIO","BIO"
2231,"LsuWoRoAAAAJ","CS","CS"
2232,"lsYXBx8AAAAJ","CS","XD"
2233,"LT0qxKwAAAAJ","BIO","XD"
2234,"lT6G78sAAAAJ","BIO","BIO"
2235,"ltX1UQMAAAAJ","BIO","BIO"
2236,"Lu7biGYAAAAJ","CS","XD"
2237,"lu7U-UQAAAAJ","BIO","BIO"
2238,"luouyakAAAAJ","BIO","XD"
2239,"Luwlu-0AAAAJ","BIO","XD"
2240,"LV1qWjgAAAAJ","CS","CS"
2241,"Lve9d-IAAAAJ","BIO","BIO"
2242,"lveDKoUAAAAJ","BIO","BIO"
2243,"LVx8a_kAAAAJ","BIO","BIO"
2244,"LW4lnZYAAAAJ","CS","CS"
2245,"lW61FSQAAAAJ","BIO","XD"
2246,"LWcEVAIAAAAJ","CS","CS"
2247,"LWj8mwwAAAAJ","CS","XD"
2248,"LWlN_BUAAAAJ","CS","CS"
2249,"lWqoF48AAAAJ","BIO","XD"
2250,"LWvyLLsAAAAJ","BIO","BIO"
2251,"LWyN17YAAAAJ","BIO","BIO"
2252,"LXVfPc8AAAAJ","BIO","XD"
2253,"lXvWihQAAAAJ","CS","CS"
2254,"Ly1WbocAAAAJ","CS","XD"
2255,"LYkku5wAAAAJ","CS","CS"
2256,"LYt_4uIAAAAJ","CS","CS"
2257,"lZ1mj0YAAAAJ","BIO","BIO"
2258,"Lzo5gtUAAAAJ","BIO","BIO"
2259,"lZSTLr0AAAAJ","CS","XD"
2260,"l_8ZFGIAAAAJ","BIO","BIO"
2261,"l_9TshUAAAAJ","BIO","BIO"
2262,"l_K1pgUAAAAJ","BIO","BIO"
2263,"L_KD93oAAAAJ","BIO","BIO"
2264,"l_sAwLsAAAAJ","BIO","XD"
2265,"M-pazfcAAAAJ","BIO","BIO"
2266,"M-Z7bAIAAAAJ","CS","CS"
2267,"m1qAiOUAAAAJ","CS","XD"
2268,"M2946AsAAAAJ","CS","CS"
2269,"M3sY_coAAAAJ","BIO","BIO"
2270,"M4AL53YAAAAJ","CS","CS"
2271,"m4NpPpcAAAAJ","BIO","BIO"
2272,"M4xQUc0AAAAJ","BIO","XD"
2273,"m4zCAPoAAAAJ","CS","CS"
2274,"M608PwEAAAAJ","BIO","BIO"
2275,"M6urChQAAAAJ","CS","CS"
2276,"M6uUMREAAAAJ","BIO","XD"
2277,"m6_ZE3MAAAAJ","BIO","XD"
2278,"M7cOMT4AAAAJ","BIO","XD"
2279,"m9F7mIgAAAAJ","CS","CS"
2280,"ma2bwakAAAAJ","BIO","XD"
2281,"MA4mtZEAAAAJ","BIO","BIO"
2282,"MA8PTRUAAAAJ","CS","CS"
2283,"MA8rI0MAAAAJ","CS","CS"
2284,"mAbA6EoAAAAJ","BIO","BIO"
2285,"mah-B4IAAAAJ","CS","CS"
2286,"mB5xnfMAAAAJ","BIO","BIO"
2287,"mb8mQH8AAAAJ","CS","CS"
2288,"MblzAJYAAAAJ","BIO","XD"
2289,"MbRIDjgAAAAJ","BIO","XD"
2290,"MCe-I6wAAAAJ","CS","CS"
2291,"mCpDQqYAAAAJ","BIO","XD"
2292,"MCWcNrgAAAAJ","BIO","BIO"
2293,"MdORQMcAAAAJ","BIO","XD"
2294,"mE4ra7cAAAAJ","BIO","BIO"
2295,"meBtX7EAAAAJ","CS","XD"
2296,"mF8cdJUAAAAJ","BIO","XD"
2297,"MFpkkWAAAAAJ","CS","CS"
2298,"MFTKkpwAAAAJ","BIO","BIO"
2299,"mGCSvQUAAAAJ","BIO","BIO"
2300,"MGVrVSIAAAAJ","CS","CS"
2301,"mGxYfZUAAAAJ","CS","CS"
2302,"mhlvI8wAAAAJ","CS","CS"
2303,"mhmvCgsAAAAJ","CS","CS"
2304,"Mhs-k4IAAAAJ","BIO","BIO"
2305,"mHwonDEAAAAJ","CS","XD"
2306,"mI3mfHcAAAAJ","CS","CS"
2307,"midoH4EAAAAJ","BIO","BIO"
2308,"MJ5G4xgAAAAJ","CS","CS"
2309,"mjci-OAAAAAJ","BIO","BIO"
2310,"MjmBY5AAAAAJ","CS","XD"
2311,"MJxapkwAAAAJ","BIO","BIO"
2312,"MJyWxOYAAAAJ","CS","CS"
2313,"MK2UiHcAAAAJ","BIO","BIO"
2314,"mkG5-UUAAAAJ","CS","CS"
2315,"mko42a0AAAAJ","BIO","BIO"
2316,"mkso-TAAAAAJ","BIO","BIO"
2317,"MKSxZp4AAAAJ","CS","CS"
2318,"MkU_TDAAAAAJ","CS","CS"
2319,"mkXVbwYAAAAJ","CS","CS"
2320,"mL4MovgAAAAJ","CS","XD"
2321,"mlafJ6wAAAAJ","CS","CS"
2322,"mlC_ztAAAAAJ","BIO","BIO"
2323,"MlZq4XwAAAAJ","CS","XD"
2324,"MM4XdKsAAAAJ","BIO","BIO"
2325,"mMfI2vUAAAAJ","BIO","BIO"
2326,"mMyjn7YAAAAJ","BIO","XD"
2327,"mn1QyYgAAAAJ","CS","CS"
2328,"mncyWbcAAAAJ","CS","CS"
2329,"Mne_iRgAAAAJ","BIO","XD"
2330,"MnfzuPYAAAAJ","CS","CS"
2331,"mNqVTp4AAAAJ","BIO","XD"
2332,"mNuzGVcAAAAJ","CS","CS"
2333,"MOaFLkMAAAAJ","BIO","XD"
2334,"MoFbcc0AAAAJ","CS","CS"
2335,"mOJJl04AAAAJ","BIO","BIO"
2336,"moocej8AAAAJ","BIO","BIO"
2337,"Mp1ZTuMAAAAJ","BIO","BIO"
2338,"MP9vHqQAAAAJ","BIO","BIO"
2339,"MpISgU4AAAAJ","BIO","BIO"
2340,"mqPgUdgAAAAJ","BIO","XD"
2341,"MQR-9fIAAAAJ","BIO","XD"
2342,"MqRa5voAAAAJ","CS","XD"
2343,"mQ_NwUIAAAAJ","CS","CS"
2344,"mRFXncEAAAAJ","BIO","BIO"
2345,"MRLeMUsAAAAJ","BIO","BIO"
2346,"MrWIWNwAAAAJ","CS","CS"
2347,"ms5tVWcAAAAJ","BIO","XD"
2348,"mSoiXbIAAAAJ","CS","CS"
2349,"mt2pfh0AAAAJ","BIO","BIO"
2350,"mtejbKYAAAAJ","CS","CS"
2351,"mTJLF-sAAAAJ","CS","CS"
2352,"mTLdrv8AAAAJ","BIO","BIO"
2353,"MTMmNecAAAAJ","CS","CS"
2354,"MtS6ifkAAAAJ","BIO","XD"
2355,"MtVE_gkAAAAJ","BIO","BIO"
2356,"MTZaRW4AAAAJ","CS","CS"
2357,"mUsuJvwAAAAJ","BIO","BIO"
2358,"MVhaA0AAAAAJ","CS","CS"
2359,"MvxSD2AAAAAJ","CS","CS"
2360,"MvZGiDgAAAAJ","BIO","BIO"
2361,"MWAFMFMAAAAJ","BIO","BIO"
2362,"MwFpac4AAAAJ","BIO","BIO"
2363,"MwIL3roAAAAJ","CS","CS"
2364,"MwLqCs4AAAAJ","CS","CS"
2365,"MWmrki0AAAAJ","BIO","BIO"
2366,"mwtIqCEAAAAJ","BIO","XD"
2367,"mX5bHM4AAAAJ","BIO","XD"
2368,"MXy0YAIAAAAJ","BIO","BIO"
2369,"MYqlcPgAAAAJ","CS","XD"
2370,"MYsIXF4AAAAJ","CS","CS"
2371,"MzAxRscAAAAJ","CS","CS"
2372,"mzcr92sAAAAJ","CS","CS"
2373,"mZKq5mYAAAAJ","BIO","BIO"
2374,"MZKvGjYAAAAJ","CS","CS"
2375,"M_wn8q0AAAAJ","BIO","XD"
2376,"n-FCqMEAAAAJ","BIO","XD"
2377,"n-Lxqf4AAAAJ","BIO","XD"
2378,"N0FiVZ4AAAAJ","BIO","XD"
2379,"n0uRPLgAAAAJ","CS","XD"
2380,"N3Jc1zMAAAAJ","CS","XD"
2381,"n3LTWi8AAAAJ","CS","XD"
2382,"n3qeflAAAAAJ","BIO","BIO"
2383,"n3vpktQAAAAJ","BIO","XD"
2384,"N5M5yMQAAAAJ","BIO","XD"
2385,"N5ogkesAAAAJ","BIO","XD"
2386,"n6bjh24AAAAJ","CS","CS"
2387,"n6HZgGMAAAAJ","BIO","BIO"
2388,"n6ItfK4AAAAJ","BIO","BIO"
2389,"n6wC7nwAAAAJ","CS","XD"
2390,"n7HjYQoAAAAJ","CS","XD"
2391,"N7sfFpcAAAAJ","CS","CS"
2392,"n7Z3EDsAAAAJ","CS","XD"
2393,"N9f43xoAAAAJ","BIO","XD"
2394,"narQv40AAAAJ","BIO","BIO"
2395,"nAtfgOYAAAAJ","BIO","XD"
2396,"NaVxc4wAAAAJ","CS","CS"
2397,"Nbel9ekAAAAJ","BIO","BIO"
2398,"nbM0mzwAAAAJ","BIO","BIO"
2399,"nbpafUkAAAAJ","CS","CS"
2400,"NByrsK0AAAAJ","CS","XD"
2401,"Nc8U6E4AAAAJ","BIO","BIO"
2402,"ncgNqP8AAAAJ","BIO","XD"
2403,"nChgOjEAAAAJ","CS","CS"
2404,"NcIqQ88AAAAJ","CS","CS"
2405,"nCMS90YAAAAJ","BIO","BIO"
2406,"NCQ3E5sAAAAJ","BIO","BIO"
2407,"NCQuZX0AAAAJ","CS","CS"
2408,"ND0FM6EAAAAJ","CS","CS"
2409,"Nd4kKIkAAAAJ","BIO","BIO"
2410,"nd8lQQIAAAAJ","CS","XD"
2411,"ndc9Yw8AAAAJ","BIO","BIO"
2412,"nDH-AqwAAAAJ","CS","CS"
2413,"NdIeYpEAAAAJ","CS","CS"
2414,"NDit5dwAAAAJ","BIO","XD"
2415,"NdNSXFkAAAAJ","BIO","XD"
2416,"nEAp11sAAAAJ","BIO","BIO"
2417,"NeJ-SQEAAAAJ","BIO","XD"
2418,"neO3vFYAAAAJ","CS","CS"
2419,"NEqM-4IAAAAJ","BIO","XD"
2420,"NerNaMIAAAAJ","BIO","BIO"
2421,"nExKrpsAAAAJ","CS","CS"
2422,"NE_tfEIAAAAJ","CS","XD"
2423,"Nf4G12YAAAAJ","CS","CS"
2424,"Nf4vo2UAAAAJ","BIO","XD"
2425,"nFb_T4wAAAAJ","CS","CS"
2426,"nFdbcvsAAAAJ","CS","XD"
2427,"NFdG-GMAAAAJ","CS","XD"
2428,"nfkH5V4AAAAJ","CS","XD"
2429,"nFXWzWwAAAAJ","BIO","BIO"
2430,"nGj4p9YAAAAJ","BIO","BIO"
2431,"nHdZpMUAAAAJ","BIO","XD"
2432,"NhnK838AAAAJ","CS","XD"
2433,"nhpEPFgAAAAJ","CS","CS"
2434,"NhY4TT4AAAAJ","CS","CS"
2435,"NHZdlVkAAAAJ","CS","CS"
2436,"niE2OkIAAAAJ","CS","CS"
2437,"NINFXC0AAAAJ","CS","CS"
2438,"NJ9c4ygAAAAJ","CS","CS"
2439,"njczUPMAAAAJ","CS","CS"
2440,"NjfTEZsAAAAJ","BIO","BIO"
2441,"njG9diQAAAAJ","BIO","BIO"
2442,"njmedqoAAAAJ","BIO","BIO"
2443,"njpX--gAAAAJ","BIO","BIO"
2444,"nK3RdOIAAAAJ","BIO","XD"
2445,"NK7srJYAAAAJ","BIO","XD"
2446,"NKQ2xvcAAAAJ","BIO","XD"
2447,"nKR2tGvMLFMC","CS","CS"
2448,"NKRYI9UAAAAJ","BIO","BIO"
2449,"nLuHfy4AAAAJ","CS","CS"
2450,"NlUlAGMAAAAJ","BIO","XD"
2451,"NMKiMdMAAAAJ","BIO","BIO"
2452,"nNU3STcAAAAJ","CS","CS"
2453,"NOi4NtYAAAAJ","BIO","XD"
2454,"NoNHPb4AAAAJ","CS","CS"
2455,"noo17fcAAAAJ","CS","XD"
2456,"NOucxBgAAAAJ","CS","XD"
2457,"np2P8G8AAAAJ","BIO","BIO"
2458,"NpcLBDsAAAAJ","CS","CS"
2459,"NPLom4YAAAAJ","BIO","XD"
2460,"nPzV2RIAAAAJ","BIO","BIO"
2461,"nq-EK3QAAAAJ","BIO","XD"
2462,"NqDgVtcAAAAJ","BIO","BIO"
2463,"NQLfHBIAAAAJ","BIO","BIO"
2464,"NRAo--UAAAAJ","CS","XD"
2465,"NRfuSNcAAAAJ","CS","CS"
2466,"NrOOkrMAAAAJ","CS","XD"
2467,"NScglmAAAAAJ","CS","CS"
2468,"nSlIK18AAAAJ","CS","XD"
2469,"nst5fHgAAAAJ","CS","CS"
2470,"ns_6BgMAAAAJ","CS","CS"
2471,"nt2k598AAAAJ","BIO","BIO"
2472,"NtLLvQoAAAAJ","BIO","BIO"
2473,"ntU7-hwAAAAJ","CS","CS"
2474,"NU-FHh4AAAAJ","CS","CS"
2475,"Nu9UvKIAAAAJ","BIO","XD"
2476,"nUfFpt0AAAAJ","BIO","BIO"
2477,"nUP4MMQAAAAJ","BIO","XD"
2478,"NUrQb4cAAAAJ","BIO","XD"
2479,"nusw_dsAAAAJ","BIO","BIO"
2480,"nv-MV58AAAAJ","CS","CS"
2481,"nvKQ7JQAAAAJ","CS","CS"
2482,"nVksQusAAAAJ","BIO","BIO"
2483,"nvR1mBgAAAAJ","CS","CS"
2484,"NW2I4PYAAAAJ","BIO","BIO"
2485,"nwfZfqoAAAAJ","CS","XD"
2486,"nwNHXf4AAAAJ","BIO","XD"
2487,"NWuJZEAAAAAJ","CS","CS"
2488,"nX9D5AoAAAAJ","CS","CS"
2489,"nXBQn7gAAAAJ","CS","XD"
2490,"NxBuRgcAAAAJ","BIO","XD"
2491,"nXJkAnAAAAAJ","BIO","BIO"
2492,"nxNkEiYAAAAJ","CS","XD"
2493,"NXtRD1cAAAAJ","CS","CS"
2494,"nYdU_wgAAAAJ","CS","CS"
2495,"NyqFkSYAAAAJ","BIO","BIO"
2496,"NyxsQ40AAAAJ","BIO","XD"
2497,"nz1cUQEAAAAJ","BIO","XD"
2498,"nZ3HZDMAAAAJ","BIO","BIO"
2499,"NZdvqZEAAAAJ","BIO","XD"
2500,"nziLHh4AAAAJ","BIO","XD"
2501,"NzQu5SwAAAAJ","CS","XD"
2502,"nztNRM0AAAAJ","CS","XD"
2503,"nzTXeNsAAAAJ","BIO","BIO"
2504,"N_9p2rMAAAAJ","BIO","BIO"
2505,"n_BMt9AAAAAJ","BIO","BIO"
2506,"o-6rUfoAAAAJ","BIO","XD"
2507,"o0hOu3cAAAAJ","BIO","BIO"
2508,"O0KuRBQAAAAJ","BIO","BIO"
2509,"O0W9jEQAAAAJ","CS","CS"
2510,"O1b7GZMAAAAJ","CS","CS"
2511,"O1FZe5EAAAAJ","CS","CS"
2512,"O1iKLewAAAAJ","BIO","BIO"
2513,"O1l6JGkAAAAJ","CS","CS"
2514,"O2e-vO4AAAAJ","BIO","XD"
2515,"o3ol4ZcAAAAJ","CS","CS"
2516,"O3qOkKsAAAAJ","BIO","XD"
2517,"o43oc6AAAAAJ","CS","CS"
2518,"O4rYanMAAAAJ","BIO","XD"
2519,"o4suLN4AAAAJ","BIO","XD"
2520,"o5yD6EwAAAAJ","BIO","XD"
2521,"o5YQMkMAAAAJ","CS","CS"
2522,"O8NWAXoAAAAJ","CS","CS"
2523,"o8oJ6s4AAAAJ","CS","CS"
2524,"O8XxkE4AAAAJ","CS","CS"
2525,"Oa6JkDAAAAAJ","CS","CS"
2526,"oAaMfQsAAAAJ","CS","CS"
2527,"oAj9a-wAAAAJ","BIO","XD"
2528,"oAMW4OEAAAAJ","CS","CS"
2529,"oAqKi9MAAAAJ","CS","CS"
2530,"OayIeVEAAAAJ","BIO","BIO"
2531,"ObdsXj8AAAAJ","BIO","XD"
2532,"ObnLfeoAAAAJ","BIO","BIO"
2533,"ob_3jn4AAAAJ","CS","CS"
2534,"Oc6lqIwAAAAJ","BIO","BIO"
2535,"oCFvA2UAAAAJ","CS","CS"
2536,"oclouSEAAAAJ","BIO","BIO"
2537,"OcN1_gwAAAAJ","CS","CS"
2538,"oD0ISLcAAAAJ","CS","CS"
2539,"odbmg-oAAAAJ","BIO","BIO"
2540,"OdWimfcAAAAJ","CS","CS"
2541,"oEHd9sMAAAAJ","CS","XD"
2542,"oEy88sEAAAAJ","BIO","BIO"
2543,"OEzRNokAAAAJ","BIO","BIO"
2544,"OFCP3qcAAAAJ","BIO","BIO"
2545,"OfcXtoIAAAAJ","CS","XD"
2546,"oFiuaXEAAAAJ","CS","CS"
2547,"OfYf-DMAAAAJ","CS","CS"
2548,"OG2QONwAAAAJ","CS","CS"
2549,"OGbi6t0AAAAJ","CS","CS"
2550,"ogj8ppAAAAAJ","CS","XD"
2551,"OgJKomcAAAAJ","CS","CS"
2552,"OGR--C0AAAAJ","BIO","BIO"
2553,"ogVUBZIAAAAJ","BIO","BIO"
2554,"oH9Vw-QAAAAJ","BIO","XD"
2555,"oHbIF48AAAAJ","CS","CS"
2556,"ohgrkzAAAAAJ","BIO","BIO"
2557,"OhiNDfkAAAAJ","CS","CS"
2558,"Ohw-I2sAAAAJ","BIO","XD"
2559,"OhzVBVcAAAAJ","BIO","BIO"
2560,"oIbxZhIAAAAJ","BIO","BIO"
2561,"oIdI_PcAAAAJ","CS","CS"
2562,"oii0f78AAAAJ","BIO","BIO"
2563,"OIoZ2vgAAAAJ","BIO","BIO"
2564,"OI_6OdYAAAAJ","BIO","BIO"
2565,"oJ80CYoAAAAJ","BIO","BIO"
2566,"oJESe-cAAAAJ","CS","CS"
2567,"ojgp8NcAAAAJ","CS","XD"
2568,"ojH7GEgAAAAJ","CS","CS"
2569,"oJMHGr8AAAAJ","BIO","XD"
2570,"oJZuq9oAAAAJ","CS","CS"
2571,"oK3QM1wAAAAJ","CS","CS"
2572,"okf5bmQAAAAJ","CS","XD"
2573,"okJj8GYAAAAJ","BIO","XD"
2574,"oKRMzLMAAAAJ","BIO","BIO"
2575,"okx33sUAAAAJ","CS","CS"
2576,"Ok_HjPUAAAAJ","BIO","BIO"
2577,"oK_XUmsAAAAJ","CS","XD"
2578,"ol6LIDsAAAAJ","BIO","BIO"
2579,"oM25EQkAAAAJ","CS","XD"
2580,"OMVTRscAAAAJ","CS","XD"
2581,"ONloO5IAAAAJ","CS","CS"
2582,"ONZL1lgAAAAJ","CS","CS"
2583,"OoItXTkAAAAJ","CS","CS"
2584,"OOLe2TIAAAAJ","BIO","XD"
2585,"OoSpdN0AAAAJ","BIO","BIO"
2586,"oOwNKsAAAAAJ","CS","CS"
2587,"op3lNakAAAAJ","BIO","BIO"
2588,"oQ6AeyEAAAAJ","CS","XD"
2589,"oq8WAwsAAAAJ","CS","CS"
2590,"OQAuVuoAAAAJ","BIO","XD"
2591,"OQbV_3UAAAAJ","BIO","XD"
2592,"oQsObk0AAAAJ","CS","XD"
2593,"oqux_wcAAAAJ","CS","CS"
2594,"orHlhhQAAAAJ","CS","CS"
2595,"OrhUjqEAAAAJ","CS","CS"
2596,"Ormag-QAAAAJ","CS","CS"
2597,"ORo3KQ0AAAAJ","BIO","XD"
2598,"oRqkuoQAAAAJ","CS","CS"
2599,"ORr4XJYAAAAJ","CS","CS"
2600,"oScjn_kAAAAJ","BIO","BIO"
2601,"OsIZgIYAAAAJ","CS","CS"
2602,"OsoQ-dcAAAAJ","CS","CS"
2603,"OSxYKeQAAAAJ","BIO","XD"
2604,"Os_A0tAAAAAJ","BIO","BIO"
2605,"Ot5KMdEAAAAJ","BIO","BIO"
2606,"OT79Y9UAAAAJ","CS","CS"
2607,"Ot9eWLsAAAAJ","BIO","XD"
2608,"OtbhlmIAAAAJ","BIO","BIO"
2609,"otivCBQAAAAJ","BIO","BIO"
2610,"OTk0hA0AAAAJ","BIO","XD"
2611,"OUAMn6oAAAAJ","CS","CS"
2612,"oUKhHwwAAAAJ","BIO","BIO"
2613,"ouLKf2YAAAAJ","BIO","BIO"
2614,"OUS_bT8AAAAJ","CS","XD"
2615,"ouY9ypcAAAAJ","CS","CS"
2616,"OvAV_eoAAAAJ","BIO","XD"
2617,"ovlpa_IAAAAJ","CS","CS"
2618,"OVUarmsAAAAJ","BIO","BIO"
2619,"OwRJIbUAAAAJ","BIO","XD"
2620,"oXasn9EAAAAJ","CS","CS"
2621,"OXHDKSwAAAAJ","BIO","XD"
2622,"oXX9SUQAAAAJ","CS","CS"
2623,"OXXvWKEAAAAJ","BIO","BIO"
2624,"oy7TshoAAAAJ","BIO","XD"
2625,"oY9R5YQAAAAJ","CS","XD"
2626,"oYIbJosAAAAJ","BIO","BIO"
2627,"oZBtvZMAAAAJ","CS","CS"
2628,"OZMQ0J0AAAAJ","BIO","XD"
2629,"OZnq5cwAAAAJ","BIO","BIO"
2630,"OZtBFywAAAAJ","BIO","XD"
2631,"O_7MVDIAAAAJ","CS","CS"
2632,"O_v3plsAAAAJ","BIO","BIO"
2633,"P-6kCNMAAAAJ","CS","CS"
2634,"P07ZE9sAAAAJ","CS","CS"
2635,"p0sQC6sAAAAJ","CS","XD"
2636,"P21gHIkAAAAJ","CS","CS"
2637,"p26NfLgAAAAJ","CS","CS"
2638,"P2ggwVUAAAAJ","BIO","BIO"
2639,"p2Kq0Q4AAAAJ","BIO","XD"
2640,"p2ttvlEAAAAJ","CS","CS"
2641,"p37YXYoAAAAJ","BIO","BIO"
2642,"p3cwqsYAAAAJ","BIO","BIO"
2643,"P3JdmqAAAAAJ","CS","CS"
2644,"p4urLfMAAAAJ","BIO","XD"
2645,"P5CovF0AAAAJ","CS","XD"
2646,"p5oWQ0AAAAAJ","CS","CS"
2647,"P5xcdGMAAAAJ","BIO","XD"
2648,"P6QOMhkAAAAJ","BIO","BIO"
2649,"P7ElVysAAAAJ","BIO","XD"
2650,"p7jDy6QAAAAJ","BIO","BIO"
2651,"P97vI1EAAAAJ","CS","CS"
2652,"P9IivpwAAAAJ","CS","CS"
2653,"p9RsPG4AAAAJ","CS","XD"
2654,"pAcF2lEAAAAJ","CS","XD"
2655,"pAH7ycsAAAAJ","BIO","BIO"
2656,"pAI5S50AAAAJ","CS","CS"
2657,"PApX2aoAAAAJ","BIO","XD"
2658,"pAUVJS0AAAAJ","CS","CS"
2659,"PbEw81gAAAAJ","CS","XD"
2660,"PBo0rn4AAAAJ","BIO","BIO"
2661,"PBV6PjEAAAAJ","BIO","BIO"
2662,"PC3lRvwAAAAJ","BIO","BIO"
2663,"pcCS60IAAAAJ","CS","XD"
2664,"pch98TIAAAAJ","BIO","BIO"
2665,"pcMNdKUAAAAJ","BIO","BIO"
2666,"PCSnKs8AAAAJ","BIO","XD"
2667,"pD3vFHoAAAAJ","BIO","BIO"
2668,"Pd8-ju0AAAAJ","CS","CS"
2669,"PDOSGdIAAAAJ","BIO","BIO"
2670,"pdpOwtkAAAAJ","CS","CS"
2671,"pdSlnRwAAAAJ","BIO","BIO"
2672,"PDZvz_YAAAAJ","CS","CS"
2673,"Pe3ZnfIAAAAJ","BIO","BIO"
2674,"PEcyW5AAAAAJ","BIO","BIO"
2675,"pEd15xAAAAAJ","BIO","BIO"
2676,"pEU-dQUAAAAJ","BIO","BIO"
2677,"PF5yTcsAAAAJ","BIO","BIO"
2678,"PfeGL9gAAAAJ","CS","XD"
2679,"pFIoo0kAAAAJ","BIO","BIO"
2680,"pGGjfS8AAAAJ","BIO","XD"
2681,"pGKFPa8AAAAJ","BIO","BIO"
2682,"pGPuloMAAAAJ","BIO","XD"
2683,"Ph16U5wAAAAJ","CS","CS"
2684,"PH4mytYAAAAJ","CS","CS"
2685,"PHGvd5cAAAAJ","CS","CS"
2686,"PHhhXC0AAAAJ","BIO","BIO"
2687,"pHSfld4AAAAJ","BIO","XD"
2688,"PiddTHsAAAAJ","BIO","XD"
2689,"piKM5NcAAAAJ","BIO","BIO"
2690,"Pil9rEEAAAAJ","CS","CS"
2691,"PiZymREAAAAJ","CS","CS"
2692,"pJ28HA0AAAAJ","CS","CS"
2693,"PjCDBjIAAAAJ","CS","XD"
2694,"Pjjq5SQAAAAJ","CS","CS"
2695,"PJQPzgcAAAAJ","CS","XD"
2696,"PJUjtoQAAAAJ","CS","CS"
2697,"pK034F0AAAAJ","BIO","XD"
2698,"PKBiSCoAAAAJ","CS","CS"
2699,"PkfChMgAAAAJ","CS","CS"
2700,"PKr0chgAAAAJ","BIO","XD"
2701,"pktpbkEAAAAJ","BIO","BIO"
2702,"pKuBFaQAAAAJ","CS","XD"
2703,"pL-Wh50AAAAJ","BIO","XD"
2704,"PLJ0L4QAAAAJ","CS","CS"
2705,"PLt9wB8AAAAJ","CS","CS"
2706,"pLVAYawAAAAJ","BIO","BIO"
2707,"plvmvDcAAAAJ","CS","CS"
2708,"plYoF-MAAAAJ","CS","XD"
2709,"Pm23sq4AAAAJ","CS","XD"
2710,"pM6S00EAAAAJ","BIO","XD"
2711,"PN-rzYUAAAAJ","CS","XD"
2712,"PNalJ58AAAAJ","CS","CS"
2713,"pnB9KEYAAAAJ","BIO","BIO"
2714,"Pnev7hAAAAAJ","CS","CS"
2715,"pNKH6b8AAAAJ","BIO","XD"
2716,"pOd2M64AAAAJ","CS","CS"
2717,"PogsVkYAAAAJ","CS","XD"
2718,"pouyVyUAAAAJ","CS","CS"
2719,"POWKkqEAAAAJ","CS","XD"
2720,"pPB_WK0AAAAJ","CS","XD"
2721,"pPInY4UAAAAJ","CS","XD"
2722,"pPUjlKwAAAAJ","CS","CS"
2723,"PQakxO4AAAAJ","CS","XD"
2724,"PqdLgQ0AAAAJ","CS","XD"
2725,"pQJjz8MAAAAJ","BIO","XD"
2726,"PQJuazcAAAAJ","BIO","BIO"
2727,"pQL5X08AAAAJ","BIO","XD"
2728,"PqQAVcAAAAAJ","CS","CS"
2729,"PqtYDZQAAAAJ","BIO","XD"
2730,"PR-ZnJUAAAAJ","CS","CS"
2731,"pr8YcVIAAAAJ","BIO","BIO"
2732,"prJFPwUAAAAJ","CS","XD"
2733,"pRWAwVEAAAAJ","BIO","XD"
2734,"PRX7FxYAAAAJ","BIO","BIO"
2735,"PsBGmRcAAAAJ","CS","CS"
2736,"PsfY-UcAAAAJ","BIO","XD"
2737,"PsGxHG0AAAAJ","CS","CS"
2738,"pSqVgOkAAAAJ","CS","CS"
2739,"PswI6pYAAAAJ","CS","CS"
2740,"Pt4QxysAAAAJ","BIO","BIO"
2741,"pT8-2f0AAAAJ","CS","CS"
2742,"PTHL_cUAAAAJ","BIO","XD"
2743,"pUaHHjUAAAAJ","CS","CS"
2744,"PUFxrroAAAAJ","CS","CS"
2745,"PUKbgQ0AAAAJ","BIO","BIO"
2746,"puOEoqoAAAAJ","BIO","BIO"
2747,"puQs_pcAAAAJ","BIO","XD"
2748,"PVdTviYAAAAJ","CS","CS"
2749,"PVdueKUAAAAJ","BIO","XD"
2750,"pwhyTq0AAAAJ","CS","CS"
2751,"PWp9YUUAAAAJ","BIO","BIO"
2752,"pWZ7c4MAAAAJ","CS","CS"
2753,"Px9wT4AAAAAJ","BIO","BIO"
2754,"PXbu1wIAAAAJ","CS","CS"
2755,"pxc_-XYAAAAJ","CS","XD"
2756,"pXDkqGMAAAAJ","CS","CS"
2757,"Pxtfhy8AAAAJ","BIO","BIO"
2758,"PxZT1sgAAAAJ","CS","CS"
2759,"py3k-ykAAAAJ","BIO","BIO"
2760,"Py54GcEAAAAJ","CS","XD"
2761,"pydtIvYAAAAJ","BIO","BIO"
2762,"pygPWvEAAAAJ","CS","CS"
2763,"PyM-ZRAAAAAJ","BIO","BIO"
2764,"PySbfcEAAAAJ","BIO","XD"
2765,"PyuqtQcAAAAJ","CS","XD"
2766,"Pz0YttAAAAAJ","CS","CS"
2767,"PzaBy-UAAAAJ","CS","XD"
2768,"PzboucsAAAAJ","CS","CS"
2769,"pZhZndYAAAAJ","CS","CS"
2770,"P_Xpuj0AAAAJ","BIO","BIO"
