"year","Source","s_dept","Target","t_dept"
2003,1223,"BIO",3027,"BIO"
2003,2364,"CS",1225,"CS"
2003,2364,"CS",1225,"CS"
2003,2364,"CS",1225,"CS"
2003,2364,"CS",1225,"CS"
2003,1227,"CS",513,"CS"
2003,1227,"CS",1059,"CS"
2003,1228,"CS",1721,"CS"
2003,1228,"CS",124,"CS"
2003,1721,"CS",124,"CS"
2003,871,"BIO",1230,"BIO"
2003,1231,"CS",1100,"CS"
2003,2017,"CS",1233,"CS"
2003,2928,"BIO",1234,"BIO"
2003,2928,"BIO",1234,"BIO"
2003,1234,"BIO",1826,"BIO"
2003,1237,"BIO",2884,"BIO"
2003,1237,"BIO",2070,"BIO"
2003,2884,"BIO",2070,"BIO"
2003,1249,"CS",4103,"CS"
2003,1934,"CS",1249,"CS"
2003,3782,"CS",1249,"CS"
2003,2247,"CS",1262,"BIO"
2003,2088,"CS",1266,"CS"
2003,2088,"CS",1078,"CS"
2003,1266,"CS",1078,"CS"
2003,2326,"BIO",1272,"BIO"
2003,1343,"CS",1273,"CS"
2003,1343,"CS",1273,"CS"
2003,485,"CS",1281,"CS"
2003,1285,"CS",1884,"CS"
2003,1289,"BIO",1739,"BIO"
2003,1293,"CS",2684,"CS"
2003,1293,"CS",2684,"CS"
2003,1304,"CS",913,"CS"
2003,1304,"CS",913,"CS"
2003,1304,"CS",913,"CS"
2003,1308,"BIO",2980,"BIO"
2003,1308,"BIO",372,"BIO"
2003,1311,"CS",641,"CS"
2003,1311,"CS",674,"CS"
2003,2692,"CS",1312,"CS"
2003,2692,"CS",1312,"CS"
2003,2445,"BIO",1313,"BIO"
2003,3853,"CS",1317,"CS"
2003,3853,"CS",147,"CS"
2003,1317,"CS",147,"CS"
2003,1968,"CS",1318,"CS"
2003,1968,"CS",1318,"CS"
2003,1968,"CS",1318,"CS"
2003,1320,"CS",1891,"CS"
2003,1320,"CS",1891,"CS"
2003,1320,"CS",1891,"CS"
2003,1324,"CS",410,"CS"
2003,1324,"CS",410,"CS"
2003,2586,"CS",1325,"CS"
2003,2586,"CS",1325,"CS"
2003,2586,"CS",1325,"CS"
2003,4171,"CS",2903,"CS"
2003,4171,"CS",1712,"CS"
2003,4171,"CS",1325,"CS"
2003,2903,"CS",1712,"CS"
2003,2903,"CS",1325,"CS"
2003,1712,"CS",1325,"CS"
2003,2259,"CS",1329,"CS"
2003,1339,"CS",3753,"CS"
2003,3387,"BIO",1342,"BIO"
2003,3387,"BIO",2173,"BIO"
2003,3387,"BIO",419,"BIO"
2003,1342,"BIO",2173,"BIO"
2003,1342,"BIO",419,"BIO"
2003,2173,"BIO",419,"BIO"
2003,1343,"CS",396,"CS"
2003,1343,"CS",396,"CS"
2003,2760,"CS",1345,"CS"
2003,4044,"BIO",1359,"BIO"
2003,1362,"CS",235,"CS"
2003,1362,"CS",3595,"CS"
2003,1362,"CS",753,"CS"
2003,1362,"CS",3595,"CS"
2003,1362,"CS",3595,"CS"
2003,1362,"CS",235,"CS"
2003,1367,"BIO",8,"BIO"
2003,4064,"CS",1378,"CS"
2003,4064,"CS",107,"CS"
2003,1378,"CS",107,"CS"
2003,1378,"CS",107,"CS"
2003,4064,"CS",1378,"CS"
2003,4064,"CS",107,"CS"
2003,1378,"CS",107,"CS"
2003,4064,"CS",1378,"CS"
2003,4064,"CS",107,"CS"
2003,1378,"CS",107,"CS"
2003,4064,"CS",1378,"CS"
2003,4064,"CS",107,"CS"
2003,1378,"CS",107,"CS"
2003,1378,"CS",107,"CS"
2003,1378,"CS",107,"CS"
2003,4008,"CS",1378,"CS"
2003,4064,"CS",1378,"CS"
2003,4064,"CS",107,"CS"
2003,1378,"CS",107,"CS"
2003,1385,"CS",2658,"CS"
2003,1385,"CS",3730,"CS"
2003,2658,"CS",3730,"CS"
2003,4091,"CS",1396,"CS"
2003,4091,"CS",1396,"CS"
2003,1399,"CS",4019,"CS"
2003,3122,"CS",1399,"CS"
2003,1399,"CS",2447,"CS"
2003,3853,"CS",1400,"CS"
2003,3853,"CS",1400,"CS"
2003,3853,"CS",147,"CS"
2003,1400,"CS",147,"CS"
2003,3292,"CS",1413,"CS"
2003,3292,"CS",1918,"CS"
2003,3292,"CS",1413,"CS"
2003,1918,"CS",1413,"CS"
2003,1918,"CS",3639,"CS"
2003,1918,"CS",52,"CS"
2003,1918,"CS",1413,"CS"
2003,3639,"CS",52,"CS"
2003,3639,"CS",1413,"CS"
2003,52,"CS",1413,"CS"
2003,3292,"CS",1413,"CS"
2003,485,"CS",1415,"CS"
2003,485,"CS",1415,"CS"
2003,1415,"CS",2059,"CS"
2003,1417,"CS",763,"CS"
2003,1417,"CS",493,"CS"
2003,1417,"CS",4154,"CS"
2003,1417,"CS",493,"CS"
2003,1422,"CS",3977,"CS"
2003,1423,"CS",2691,"CS"
2003,1423,"CS",1631,"CS"
2003,1424,"BIO",2333,"BIO"
2003,1424,"BIO",1838,"BIO"
2003,2333,"BIO",1838,"BIO"
2003,1427,"CS",3378,"CS"
2003,1427,"CS",662,"CS"
2003,3378,"CS",662,"CS"
2003,1427,"CS",662,"CS"
2003,1427,"CS",662,"CS"
2003,1428,"CS",364,"CS"
2003,1428,"CS",364,"CS"
2003,3076,"BIO",1433,"BIO"
2003,3076,"BIO",1826,"BIO"
2003,1433,"BIO",1826,"BIO"
2003,2059,"CS",1434,"CS"
2003,3257,"CS",1439,"CS"
2003,3257,"CS",1439,"CS"
2003,854,"CS",2392,"CS"
2003,854,"CS",1441,"CS"
2003,2392,"CS",1441,"CS"
2003,854,"CS",2392,"CS"
2003,854,"CS",1441,"CS"
2003,2392,"CS",1441,"CS"
2003,854,"CS",2392,"CS"
2003,854,"CS",1441,"CS"
2003,2392,"CS",1441,"CS"
2003,854,"CS",2392,"CS"
2003,854,"CS",1441,"CS"
2003,2392,"CS",1441,"CS"
2003,854,"CS",2392,"CS"
2003,854,"CS",1441,"CS"
2003,2392,"CS",1441,"CS"
2003,4165,"CS",1441,"CS"
2003,854,"CS",2392,"CS"
2003,854,"CS",1441,"CS"
2003,2392,"CS",1441,"CS"
2003,3602,"BIO",1444,"BIO"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,2046,"CS",1452,"CS"
2003,1455,"CS",1178,"CS"
2003,1144,"CS",1459,"CS"
2003,1679,"BIO",1462,"BIO"
2003,3649,"CS",1464,"CS"
2003,3649,"CS",1464,"CS"
2003,1468,"CS",2369,"CS"
2003,1468,"CS",2369,"CS"
2003,1468,"CS",2369,"CS"
2003,1486,"CS",4028,"CS"
2003,1486,"CS",3584,"CS"
2003,4028,"CS",3584,"CS"
2003,2749,"BIO",1487,"BIO"
2003,1490,"CS",3668,"CS"
2003,1493,"BIO",1566,"BIO"
2003,2526,"CS",1495,"CS"
2003,1496,"CS",3783,"CS"
2003,1496,"CS",2086,"CS"
2003,3783,"CS",2086,"CS"
2003,1497,"CS",410,"CS"
2003,1497,"CS",410,"CS"
2003,1498,"CS",598,"CS"
2003,3211,"CS",1498,"CS"
2003,1498,"CS",598,"CS"
2003,3967,"CS",1498,"CS"
2003,3967,"CS",598,"CS"
2003,1498,"CS",598,"CS"
2003,3967,"CS",1498,"CS"
2003,3967,"CS",598,"CS"
2003,1498,"CS",598,"CS"
2003,1502,"CS",2601,"CS"
2003,32,"BIO",1503,"BIO"
2003,32,"BIO",1503,"BIO"
2003,1504,"CS",921,"CS"
2003,2216,"CS",1504,"CS"
2003,1504,"CS",921,"CS"
2003,444,"CS",1509,"CS"
2003,1509,"CS",3999,"CS"
2003,1509,"CS",604,"CS"
2003,1509,"CS",3999,"CS"
2003,1509,"CS",604,"CS"
2003,2156,"CS",1509,"CS"
2003,3620,"BIO",1514,"BIO"
2003,3620,"BIO",1514,"BIO"
2003,3620,"BIO",1514,"BIO"
2003,889,"CS",1515,"CS"
2003,1517,"BIO",3736,"BIO"
2003,3713,"CS",1519,"CS"
2003,3713,"CS",1519,"CS"
2003,1525,"BIO",342,"BIO"
2003,1526,"BIO",1738,"CS"
2003,1526,"BIO",1738,"CS"
2003,3334,"CS",1530,"CS"
2003,1530,"CS",2254,"CS"
2003,3334,"CS",73,"CS"
2003,3334,"CS",1530,"CS"
2003,73,"CS",1530,"CS"
2003,1530,"CS",2254,"CS"
2003,3334,"CS",73,"CS"
2003,3334,"CS",1530,"CS"
2003,73,"CS",1530,"CS"
2003,1530,"CS",2254,"CS"
2003,3334,"CS",73,"CS"
2003,3334,"CS",1530,"CS"
2003,73,"CS",1530,"CS"
2003,3334,"CS",73,"CS"
2003,3334,"CS",1530,"CS"
2003,73,"CS",1530,"CS"
2003,1532,"CS",101,"CS"
2003,3365,"CS",1533,"CS"
2003,3365,"CS",1533,"CS"
2003,1534,"CS",3587,"CS"
2003,1534,"CS",3587,"CS"
2003,1534,"CS",1705,"CS"
2003,1534,"CS",3587,"CS"
2003,1705,"CS",3587,"CS"
2003,1534,"CS",3587,"CS"
2003,1534,"CS",3587,"CS"
2003,2181,"CS",1535,"CS"
2003,2181,"CS",1535,"CS"
2003,2181,"CS",1535,"CS"
2003,1537,"BIO",281,"BIO"
2003,1537,"BIO",4101,"BIO"
2003,281,"BIO",4101,"BIO"
2003,4108,"CS",1541,"CS"
2003,1543,"CS",1042,"CS"
2003,1543,"CS",1042,"CS"
2003,2764,"BIO",1544,"BIO"
2003,2962,"BIO",1547,"BIO"
2003,2962,"BIO",1685,"BIO"
2003,1547,"BIO",1685,"BIO"
2003,3588,"CS",1547,"BIO"
2003,1550,"BIO",1954,"CS"
2003,1550,"BIO",2795,"CS"
2003,1550,"BIO",3570,"BIO"
2003,1888,"CS",1558,"CS"
2003,174,"CS",1558,"CS"
2003,1888,"CS",1558,"CS"
2003,3561,"BIO",1561,"BIO"
2003,1563,"BIO",698,"BIO"
2003,1493,"BIO",1566,"BIO"
2003,3098,"BIO",1568,"BIO"
2003,1014,"BIO",1568,"BIO"
2003,1571,"CS",3508,"CS"
2003,1571,"CS",3632,"CS"
2003,3508,"CS",3632,"CS"
2003,1571,"CS",476,"CS"
2003,1575,"BIO",2082,"CS"
2003,908,"CS",1577,"CS"
2003,908,"CS",1577,"CS"
2003,908,"CS",1577,"CS"
2003,2720,"CS",1580,"CS"
2003,3732,"CS",1581,"CS"
2003,1584,"BIO",3169,"BIO"
2003,3028,"CS",1588,"CS"
2003,353,"CS",4087,"CS"
2003,353,"CS",1588,"CS"
2003,4087,"CS",1588,"CS"
2003,353,"CS",4087,"CS"
2003,353,"CS",1588,"CS"
2003,4087,"CS",1588,"CS"
2003,3028,"CS",1588,"CS"
2003,156,"CS",1588,"CS"
2003,156,"CS",786,"CS"
2003,1588,"CS",786,"CS"
2003,846,"CS",1588,"CS"
2003,1662,"CS",3371,"CS"
2003,1662,"CS",1588,"CS"
2003,3371,"CS",1588,"CS"
2003,3028,"CS",1588,"CS"
2003,846,"CS",1588,"CS"
2003,353,"CS",4087,"CS"
2003,353,"CS",1588,"CS"
2003,4087,"CS",1588,"CS"
2003,353,"CS",1588,"CS"
2003,476,"CS",1589,"CS"
2003,476,"CS",273,"CS"
2003,476,"CS",1589,"CS"
2003,273,"CS",1589,"CS"
2003,273,"CS",1589,"CS"
2003,3311,"CS",1590,"CS"
2003,1590,"CS",1140,"CS"
2003,1596,"CS",2921,"CS"
2003,1596,"CS",500,"CS"
2003,1596,"CS",3476,"CS"
2003,2921,"CS",500,"CS"
2003,2921,"CS",3476,"CS"
2003,500,"CS",3476,"CS"
2003,1597,"CS",2795,"CS"
2003,1599,"CS",4008,"CS"
2003,1599,"CS",4018,"BIO"
2003,1220,"CS",1599,"CS"
2003,1220,"CS",107,"CS"
2003,1599,"CS",107,"CS"
2003,1601,"CS",1042,"CS"
2003,3707,"CS",1601,"CS"
2003,1601,"CS",3864,"CS"
2003,1605,"CS",2834,"BIO"
2003,1605,"CS",2135,"BIO"
2003,2834,"BIO",2135,"BIO"
2003,1612,"BIO",2876,"BIO"
2003,2656,"CS",1618,"CS"
2003,1977,"BIO",1620,"BIO"
2003,1977,"BIO",1620,"BIO"
2003,3857,"CS",1623,"CS"
2003,1623,"CS",646,"CS"
2003,3857,"CS",1623,"CS"
2003,3857,"CS",1623,"CS"
2003,3857,"CS",3561,"BIO"
2003,1623,"CS",3561,"BIO"
2003,3857,"CS",1623,"CS"
2003,1625,"CS",2095,"CS"
2003,1941,"BIO",1626,"BIO"
2003,1627,"CS",1042,"CS"
2003,1627,"CS",1042,"CS"
2003,1627,"CS",1042,"CS"
2003,1627,"CS",1042,"CS"
2003,2364,"CS",1628,"CS"
2003,1630,"CS",1035,"BIO"
2003,1630,"CS",939,"CS"
2003,117,"CS",1630,"CS"
2003,1631,"CS",351,"CS"
2003,1423,"CS",1631,"CS"
2003,1631,"CS",44,"CS"
2003,1631,"CS",351,"CS"
2003,3937,"CS",1633,"CS"
2003,3937,"CS",1633,"CS"
2003,2867,"CS",1634,"CS"
2003,3656,"CS",1635,"CS"
2003,1637,"CS",3343,"CS"
2003,3423,"CS",1643,"CS"
2003,1645,"BIO",3819,"BIO"
2003,399,"CS",1652,"CS"
2003,3211,"CS",1652,"CS"
2003,399,"CS",1652,"CS"
2003,399,"CS",1652,"CS"
2003,3211,"CS",399,"CS"
2003,3211,"CS",1652,"CS"
2003,399,"CS",1652,"CS"
2003,399,"CS",1652,"CS"
2003,3857,"CS",1658,"CS"
2003,3857,"CS",1658,"CS"
2003,1662,"CS",289,"CS"
2003,1662,"CS",2346,"CS"
2003,1662,"CS",3371,"CS"
2003,1662,"CS",1821,"CS"
2003,289,"CS",2346,"CS"
2003,289,"CS",3371,"CS"
2003,289,"CS",1821,"CS"
2003,2346,"CS",3371,"CS"
2003,2346,"CS",1821,"CS"
2003,3371,"CS",1821,"CS"
2003,1662,"CS",3371,"CS"
2003,1665,"BIO",2271,"BIO"
2003,621,"CS",1666,"CS"
2003,1666,"CS",2035,"CS"
2003,2187,"CS",1668,"BIO"
2003,2187,"CS",898,"BIO"
2003,1668,"BIO",898,"BIO"
2003,2584,"BIO",1668,"BIO"
2003,1668,"BIO",387,"BIO"
2003,1668,"BIO",2715,"BIO"
2003,1668,"BIO",898,"BIO"
2003,387,"BIO",2715,"BIO"
2003,387,"BIO",898,"BIO"
2003,2715,"BIO",898,"BIO"
2003,1671,"CS",263,"CS"
2003,54,"CS",1672,"CS"
2003,1675,"CS",460,"CS"
2003,1675,"CS",39,"CS"
2003,1874,"CS",1675,"CS"
2003,1679,"BIO",1462,"BIO"
2003,907,"CS",1681,"CS"
2003,907,"CS",1681,"CS"
2003,907,"CS",1681,"CS"
2003,907,"CS",1681,"CS"
2003,907,"CS",1681,"CS"
2003,907,"CS",1681,"CS"
2003,1683,"BIO",926,"BIO"
2003,1683,"BIO",926,"BIO"
2003,1127,"CS",1684,"CS"
2003,1684,"CS",616,"CS"
2003,2962,"BIO",1685,"BIO"
2003,3895,"CS",1685,"BIO"
2003,1693,"CS",513,"CS"
2003,1693,"CS",1747,"CS"
2003,1693,"CS",513,"CS"
2003,1747,"CS",513,"CS"
2003,1693,"CS",1747,"CS"
2003,1693,"CS",513,"CS"
2003,1747,"CS",513,"CS"
2003,3351,"CS",1705,"CS"
2003,3262,"CS",3765,"CS"
2003,3262,"CS",1705,"CS"
2003,3765,"CS",1705,"CS"
2003,3351,"CS",1705,"CS"
2003,3262,"CS",3765,"CS"
2003,3262,"CS",1705,"CS"
2003,3765,"CS",1705,"CS"
2003,1534,"CS",1705,"CS"
2003,1534,"CS",3587,"CS"
2003,1705,"CS",3587,"CS"
2003,3262,"CS",3765,"CS"
2003,3262,"CS",1705,"CS"
2003,3765,"CS",1705,"CS"
2003,4171,"CS",2903,"CS"
2003,4171,"CS",1712,"CS"
2003,4171,"CS",1325,"CS"
2003,2903,"CS",1712,"CS"
2003,2903,"CS",1325,"CS"
2003,1712,"CS",1325,"CS"
2003,1719,"BIO",199,"BIO"
2003,1721,"CS",124,"CS"
2003,1721,"CS",3721,"CS"
2003,1724,"CS",3727,"CS"
2003,2027,"CS",1728,"CS"
2003,1734,"BIO",2614,"CS"
2003,1734,"BIO",2614,"CS"
2003,1734,"BIO",2614,"CS"
2003,4157,"CS",1735,"CS"
2003,308,"CS",1738,"CS"
2003,2048,"BIO",1739,"BIO"
2003,1289,"BIO",1739,"BIO"
2003,2048,"BIO",1739,"BIO"
2003,3753,"CS",1744,"CS"
2003,1693,"CS",1747,"CS"
2003,1693,"CS",513,"CS"
2003,1747,"CS",513,"CS"
2003,1693,"CS",1747,"CS"
2003,1693,"CS",513,"CS"
2003,1747,"CS",513,"CS"
2003,1747,"CS",513,"CS"
2003,855,"BIO",1750,"BIO"
2003,1751,"BIO",2764,"BIO"
2003,1754,"CS",3384,"CS"
2003,1754,"CS",3384,"CS"
2003,1755,"CS",4134,"CS"
2003,1044,"CS",1758,"CS"
2003,1758,"CS",2356,"CS"
2003,1293,"CS",1758,"CS"
2003,1044,"CS",1758,"CS"
2003,1044,"CS",1758,"CS"
2003,1758,"CS",1632,"CS"
2003,2538,"CS",1758,"CS"
2003,1044,"CS",1758,"CS"
2003,1044,"CS",1758,"CS"
2003,1760,"CS",2252,"BIO"
2003,1856,"BIO",1760,"CS"
2003,1856,"BIO",987,"BIO"
2003,1760,"CS",987,"BIO"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1448,"CS",1764,"CS"
2003,1776,"CS",2210,"CS"
2003,1776,"CS",1691,"CS"
2003,1776,"CS",3656,"CS"
2003,1776,"CS",1691,"CS"
2003,1776,"CS",1691,"CS"
2003,1776,"CS",1691,"CS"
2003,229,"CS",1779,"CS"
2003,229,"CS",1780,"BIO"
2003,3426,"BIO",1780,"BIO"
2003,2018,"CS",1783,"CS"
2003,1785,"BIO",2333,"BIO"
2003,668,"BIO",1785,"BIO"
2003,1254,"BIO",1786,"BIO"
2003,3743,"CS",1788,"CS"
2003,1791,"BIO",2005,"BIO"
2003,1791,"BIO",2005,"BIO"
2003,847,"CS",1792,"CS"
2003,2581,"CS",1794,"CS"
2003,1799,"BIO",1916,"BIO"
2003,1805,"BIO",1678,"BIO"
2003,8,"BIO",1806,"BIO"
2003,1816,"CS",417,"CS"
2003,1662,"CS",289,"CS"
2003,1662,"CS",2346,"CS"
2003,1662,"CS",3371,"CS"
2003,1662,"CS",1821,"CS"
2003,289,"CS",2346,"CS"
2003,289,"CS",3371,"CS"
2003,289,"CS",1821,"CS"
2003,2346,"CS",3371,"CS"
2003,2346,"CS",1821,"CS"
2003,3371,"CS",1821,"CS"
2003,289,"CS",1821,"CS"
2003,1821,"CS",2400,"CS"
2003,289,"CS",1821,"CS"
2003,1164,"BIO",1826,"BIO"
2003,3076,"BIO",1433,"BIO"
2003,3076,"BIO",1826,"BIO"
2003,1433,"BIO",1826,"BIO"
2003,1234,"BIO",1826,"BIO"
2003,2928,"BIO",1826,"BIO"
2003,1831,"CS",2678,"CS"
2003,2986,"BIO",1833,"BIO"
2003,1424,"BIO",2333,"BIO"
2003,1424,"BIO",1838,"BIO"
2003,2333,"BIO",1838,"BIO"
2003,1840,"CS",4073,"CS"
2003,1842,"CS",1100,"CS"
2003,1842,"CS",2094,"CS"
2003,1842,"CS",1100,"CS"
2003,3793,"CS",1844,"CS"
2003,1850,"CS",3783,"CS"
2003,1850,"CS",1496,"CS"
2003,1850,"CS",3783,"CS"
2003,1496,"CS",3783,"CS"
2003,2806,"CS",1850,"CS"
2003,2806,"CS",1181,"CS"
2003,1850,"CS",1181,"CS"
2003,1851,"CS",1499,"CS"
2003,1851,"CS",1499,"CS"
2003,1851,"CS",1499,"CS"
2003,1851,"CS",1499,"CS"
2003,1856,"BIO",987,"BIO"
2003,799,"CS",1857,"CS"
2003,799,"CS",1857,"CS"
2003,799,"CS",1857,"CS"
2003,799,"CS",1857,"CS"
2003,799,"CS",1857,"CS"
2003,1867,"BIO",2605,"BIO"
2003,3939,"CS",1870,"CS"
2003,1870,"CS",3572,"CS"
2003,415,"CS",1870,"CS"
2003,2908,"CS",1870,"CS"
2003,2032,"CS",2502,"CS"
2003,2032,"CS",1877,"CS"
2003,2502,"CS",1877,"CS"
2003,2032,"CS",1877,"CS"
2003,2032,"CS",2428,"CS"
2003,1877,"CS",2428,"CS"
2003,2032,"CS",1877,"CS"
2003,2032,"CS",1877,"CS"
2003,2032,"CS",1877,"CS"
2003,2027,"CS",1878,"CS"
2003,1879,"BIO",2406,"BIO"
2003,1879,"BIO",2406,"BIO"
2003,604,"CS",1880,"CS"
2003,256,"CS",3077,"CS"
2003,256,"CS",1883,"CS"
2003,256,"CS",379,"CS"
2003,3077,"CS",1883,"CS"
2003,3077,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",1883,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,936,"CS",1883,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,936,"CS",1883,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",844,"CS"
2003,1883,"CS",1092,"CS"
2003,379,"CS",844,"CS"
2003,379,"CS",1092,"CS"
2003,844,"CS",1092,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1285,"CS",1884,"CS"
2003,1885,"BIO",2366,"BIO"
2003,1886,"CS",1940,"CS"
2003,1886,"CS",598,"CS"
2003,1940,"CS",598,"CS"
2003,1886,"CS",3640,"CS"
2003,1886,"CS",598,"CS"
2003,1751,"BIO",1890,"BIO"
2003,1751,"BIO",1890,"BIO"
2003,1751,"BIO",1890,"BIO"
2003,1891,"CS",337,"CS"
2003,1320,"CS",1891,"CS"
2003,1891,"CS",337,"CS"
2003,1320,"CS",1891,"CS"
2003,1320,"CS",1891,"CS"
2003,3125,"CS",1902,"CS"
2003,3125,"CS",1902,"CS"
2003,1066,"CS",1905,"CS"
2003,1066,"CS",1905,"CS"
2003,1066,"CS",1905,"CS"
2003,3757,"BIO",1910,"BIO"
2003,1914,"CS",278,"CS"
2003,2131,"CS",1915,"CS"
2003,1918,"CS",3639,"CS"
2003,1918,"CS",52,"CS"
2003,1918,"CS",1413,"CS"
2003,3639,"CS",52,"CS"
2003,3639,"CS",1413,"CS"
2003,52,"CS",1413,"CS"
2003,1918,"CS",52,"CS"
2003,1918,"CS",52,"CS"
2003,3292,"CS",1918,"CS"
2003,3292,"CS",1413,"CS"
2003,1918,"CS",1413,"CS"
2003,3057,"CS",1934,"CS"
2003,4162,"CS",1934,"CS"
2003,1934,"CS",1249,"CS"
2003,1134,"CS",1936,"CS"
2003,1936,"CS",2863,"CS"
2003,1936,"CS",3128,"CS"
2003,1134,"CS",1936,"CS"
2003,1936,"CS",2863,"CS"
2003,1939,"CS",1109,"CS"
2003,1939,"CS",2625,"CS"
2003,1109,"CS",2625,"CS"
2003,1886,"CS",1940,"CS"
2003,1886,"CS",598,"CS"
2003,1940,"CS",598,"CS"
2003,1940,"CS",2119,"CS"
2003,1941,"BIO",1626,"BIO"
2003,1947,"CS",4066,"CS"
2003,1947,"CS",4066,"CS"
2003,4108,"CS",1948,"CS"
2003,4108,"CS",1541,"CS"
2003,1948,"CS",1541,"CS"
2003,538,"CS",1953,"CS"
2003,1955,"CS",1995,"CS"
2003,1397,"CS",1955,"CS"
2003,1397,"CS",1955,"CS"
2003,1955,"CS",1995,"CS"
2003,2704,"CS",1955,"CS"
2003,1965,"CS",2748,"CS"
2003,3365,"CS",1966,"CS"
2003,3365,"CS",1966,"CS"
2003,3927,"CS",1967,"CS"
2003,1967,"CS",3298,"CS"
2003,3927,"CS",1967,"CS"
2003,1968,"CS",639,"CS"
2003,1968,"CS",1318,"CS"
2003,1968,"CS",1318,"CS"
2003,1968,"CS",1318,"CS"
2003,1969,"BIO",91,"BIO"
2003,1972,"BIO",631,"BIO"
2003,1977,"BIO",1620,"BIO"
2003,785,"BIO",1977,"BIO"
2003,1977,"BIO",1620,"BIO"
2003,3236,"CS",1980,"CS"
2003,1980,"CS",2834,"BIO"
2003,1982,"CS",2656,"CS"
2003,1982,"CS",2656,"CS"
2003,1982,"CS",2656,"CS"
2003,1982,"CS",2656,"CS"
2003,1982,"CS",2656,"CS"
2003,1982,"CS",2656,"CS"
2003,1982,"CS",1618,"CS"
2003,2656,"CS",1618,"CS"
2003,2953,"BIO",1983,"BIO"
2003,1987,"CS",1249,"CS"
2003,1990,"CS",3274,"CS"
2003,1990,"CS",1560,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",1028,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",1883,"CS"
2003,1996,"CS",379,"CS"
2003,1883,"CS",379,"CS"
2003,1996,"CS",676,"CS"
2003,1791,"BIO",2005,"BIO"
2003,1791,"BIO",2005,"BIO"
2003,2777,"CS",2009,"CS"
2003,4104,"CS",2015,"CS"
2003,1129,"CS",2015,"CS"
2003,3743,"CS",2016,"CS"
2003,2017,"CS",1233,"CS"
2003,2018,"CS",1783,"CS"
2003,2020,"BIO",646,"CS"
2003,84,"BIO",2023,"BIO"
2003,84,"BIO",2023,"BIO"
2003,4156,"CS",2031,"BIO"
2003,2032,"CS",2120,"CS"
2003,3071,"CS",2035,"CS"
2003,3765,"CS",2046,"CS"
2003,3765,"CS",2046,"CS"
2003,3765,"CS",2046,"CS"
2003,3765,"CS",2046,"CS"
2003,3765,"CS",2046,"CS"
2003,3765,"CS",2046,"CS"
2003,2048,"BIO",1739,"BIO"
2003,2048,"BIO",1739,"BIO"
2003,2057,"BIO",3027,"BIO"
2003,2835,"CS",2059,"CS"
2003,2062,"BIO",2187,"CS"
2003,2062,"BIO",898,"BIO"
2003,2187,"CS",898,"BIO"
2003,120,"BIO",2064,"BIO"
