"year","Source","s_dept","Target","t_dept"
2009,3704,"BIO",3387,"BIO"
2009,3704,"BIO",3387,"BIO"
2009,1015,"CS",3706,"CS"
2009,3464,"CS",3706,"CS"
2009,1015,"CS",3706,"CS"
2009,3707,"CS",3934,"CS"
2009,3707,"CS",884,"CS"
2009,3712,"BIO",1614,"BIO"
2009,3713,"CS",2144,"CS"
2009,3713,"CS",2144,"CS"
2009,3713,"CS",2614,"CS"
2009,1254,"BIO",3716,"BIO"
2009,761,"CS",3718,"CS"
2009,761,"CS",3718,"CS"
2009,761,"CS",3718,"CS"
2009,3719,"CS",107,"CS"
2009,3719,"CS",107,"CS"
2009,3719,"CS",3731,"CS"
2009,3719,"CS",3731,"CS"
2009,1583,"CS",3720,"CS"
2009,3265,"BIO",3721,"CS"
2009,146,"CS",3725,"CS"
2009,2775,"CS",3726,"CS"
2009,2775,"CS",2179,"CS"
2009,3726,"CS",2179,"CS"
2009,3480,"CS",3726,"CS"
2009,2692,"CS",3727,"CS"
2009,3727,"CS",984,"CS"
2009,3729,"CS",1447,"CS"
2009,3732,"CS",1581,"CS"
2009,2455,"CS",3734,"BIO"
2009,2469,"CS",3738,"CS"
2009,2920,"CS",3740,"CS"
2009,3741,"BIO",4183,"BIO"
2009,3741,"BIO",4183,"BIO"
2009,3741,"BIO",539,"BIO"
2009,3741,"BIO",2468,"CS"
2009,3741,"BIO",539,"BIO"
2009,3741,"BIO",4183,"BIO"
2009,539,"BIO",4183,"BIO"
2009,3743,"CS",3375,"CS"
2009,3743,"CS",1782,"CS"
2009,3743,"CS",3375,"CS"
2009,3743,"CS",802,"CS"
2009,1782,"CS",3375,"CS"
2009,1782,"CS",802,"CS"
2009,3375,"CS",802,"CS"
2009,3743,"CS",3375,"CS"
2009,3743,"CS",3375,"CS"
2009,3743,"CS",802,"CS"
2009,3375,"CS",802,"CS"
2009,3743,"CS",3375,"CS"
2009,3743,"CS",3962,"CS"
2009,3743,"CS",802,"CS"
2009,3375,"CS",3962,"CS"
2009,3375,"CS",802,"CS"
2009,3962,"CS",802,"CS"
2009,3743,"CS",3375,"CS"
2009,3743,"CS",802,"CS"
2009,3743,"CS",1415,"CS"
2009,3743,"CS",3375,"CS"
2009,1415,"CS",3375,"CS"
2009,2117,"CS",3745,"CS"
2009,1392,"BIO",3294,"BIO"
2009,1392,"BIO",3746,"BIO"
2009,3294,"BIO",3746,"BIO"
2009,3362,"BIO",3746,"BIO"
2009,1392,"BIO",3746,"BIO"
2009,982,"CS",3747,"CS"
2009,3541,"CS",3747,"CS"
2009,353,"CS",3747,"CS"
2009,353,"CS",3747,"CS"
2009,2256,"CS",3747,"CS"
2009,353,"CS",3747,"CS"
2009,3747,"CS",2748,"CS"
2009,3750,"BIO",3671,"BIO"
2009,3541,"CS",3752,"CS"
2009,3753,"CS",4031,"CS"
2009,3757,"BIO",719,"BIO"
2009,3760,"CS",1606,"CS"
2009,2391,"CS",1495,"CS"
2009,2391,"CS",3762,"CS"
2009,2391,"CS",3968,"CS"
2009,1495,"CS",3762,"CS"
2009,1495,"CS",3968,"CS"
2009,3762,"CS",3968,"CS"
2009,3762,"CS",3832,"CS"
2009,3762,"CS",3832,"CS"
2009,3762,"CS",2653,"CS"
2009,3029,"CS",3762,"CS"
2009,3262,"CS",3765,"CS"
2009,3262,"CS",3765,"CS"
2009,3262,"CS",3765,"CS"
2009,3262,"CS",2136,"CS"
2009,3262,"CS",1362,"CS"
2009,3262,"CS",3765,"CS"
2009,3262,"CS",235,"CS"
2009,3262,"CS",859,"CS"
2009,3262,"CS",1318,"CS"
2009,3262,"CS",71,"CS"
2009,3262,"CS",3318,"CS"
2009,2136,"CS",1362,"CS"
2009,2136,"CS",3765,"CS"
2009,2136,"CS",235,"CS"
2009,2136,"CS",859,"CS"
2009,2136,"CS",1318,"CS"
2009,2136,"CS",71,"CS"
2009,2136,"CS",3318,"CS"
2009,1362,"CS",3765,"CS"
2009,1362,"CS",235,"CS"
2009,1362,"CS",859,"CS"
2009,1362,"CS",1318,"CS"
2009,1362,"CS",71,"CS"
2009,1362,"CS",3318,"CS"
2009,3765,"CS",235,"CS"
2009,3765,"CS",859,"CS"
2009,3765,"CS",1318,"CS"
2009,3765,"CS",71,"CS"
2009,3765,"CS",3318,"CS"
2009,235,"CS",859,"CS"
2009,235,"CS",1318,"CS"
2009,235,"CS",71,"CS"
2009,235,"CS",3318,"CS"
2009,859,"CS",1318,"CS"
2009,859,"CS",71,"CS"
2009,859,"CS",3318,"CS"
2009,1318,"CS",71,"CS"
2009,1318,"CS",3318,"CS"
2009,71,"CS",3318,"CS"
2009,3262,"CS",3765,"CS"
2009,2728,"CS",3766,"CS"
2009,3768,"BIO",1549,"BIO"
2009,3769,"CS",846,"CS"
2009,3770,"CS",3668,"CS"
2009,3773,"BIO",2380,"CS"
2009,3782,"CS",751,"CS"
2009,3782,"CS",418,"CS"
2009,751,"CS",418,"CS"
2009,1693,"CS",3783,"CS"
2009,1693,"CS",3783,"CS"
2009,3784,"CS",2798,"CS"
2009,3785,"BIO",629,"BIO"
2009,3785,"BIO",15,"BIO"
2009,3785,"BIO",3593,"BIO"
2009,3785,"BIO",1683,"BIO"
2009,3785,"BIO",632,"BIO"
2009,15,"BIO",3593,"BIO"
2009,15,"BIO",1683,"BIO"
2009,15,"BIO",632,"BIO"
2009,3593,"BIO",1683,"BIO"
2009,3593,"BIO",632,"BIO"
2009,1683,"BIO",632,"BIO"
2009,401,"CS",3786,"CS"
2009,1888,"CS",3789,"CS"
2009,342,"BIO",1888,"CS"
2009,342,"BIO",3789,"CS"
2009,1888,"CS",3789,"CS"
2009,3189,"CS",3790,"CS"
2009,3790,"CS",3232,"CS"
2009,3792,"CS",397,"CS"
2009,3792,"CS",397,"CS"
2009,3793,"CS",2974,"CS"
2009,4054,"CS",301,"CS"
2009,4054,"CS",992,"CS"
2009,4054,"CS",3796,"CS"
2009,301,"CS",992,"CS"
2009,301,"CS",3796,"CS"
2009,992,"CS",3796,"CS"
2009,1954,"CS",342,"BIO"
2009,1954,"CS",3798,"CS"
2009,342,"BIO",3798,"CS"
2009,1954,"CS",342,"BIO"
2009,1954,"CS",3798,"CS"
2009,342,"BIO",3798,"CS"
2009,3798,"CS",3363,"CS"
2009,846,"CS",3798,"CS"
2009,1954,"CS",342,"BIO"
2009,1954,"CS",3798,"CS"
2009,342,"BIO",3798,"CS"
2009,3804,"CS",1978,"CS"
2009,2112,"CS",3804,"CS"
2009,2112,"CS",1090,"CS"
2009,2112,"CS",3858,"CS"
2009,3804,"CS",1090,"CS"
2009,3804,"CS",3858,"CS"
2009,1090,"CS",3858,"CS"
2009,453,"CS",3804,"CS"
2009,453,"CS",3804,"CS"
2009,453,"CS",3804,"CS"
2009,453,"CS",3804,"CS"
2009,3805,"BIO",1061,"BIO"
2009,3805,"BIO",2138,"BIO"
2009,1061,"BIO",2138,"BIO"
2009,3805,"BIO",2271,"BIO"
2009,3805,"BIO",4133,"BIO"
2009,3805,"BIO",2271,"BIO"
2009,3032,"CS",3807,"CS"
2009,3807,"CS",2875,"CS"
2009,2178,"BIO",3809,"BIO"
2009,2178,"BIO",2232,"CS"
2009,3809,"BIO",2232,"CS"
2009,3812,"CS",913,"CS"
2009,3812,"CS",3339,"CS"
2009,3814,"CS",652,"CS"
2009,1535,"CS",3815,"CS"
2009,3816,"BIO",1307,"BIO"
2009,3816,"BIO",1307,"BIO"
2009,1084,"CS",3818,"CS"
2009,3822,"CS",3318,"CS"
2009,2393,"BIO",3823,"BIO"
2009,2393,"BIO",3387,"BIO"
2009,2393,"BIO",3567,"BIO"
2009,3823,"BIO",3387,"BIO"
2009,3823,"BIO",3567,"BIO"
2009,3387,"BIO",3567,"BIO"
2009,3830,"BIO",1389,"BIO"
2009,723,"BIO",3846,"BIO"
2009,723,"BIO",2068,"BIO"
2009,3846,"BIO",2068,"BIO"
2009,2606,"CS",3849,"CS"
2009,2606,"CS",3849,"CS"
2009,2606,"CS",3849,"CS"
2009,3851,"BIO",42,"BIO"
2009,3851,"BIO",1941,"BIO"
2009,3851,"BIO",42,"BIO"
2009,3851,"BIO",42,"BIO"
2009,3853,"CS",3977,"CS"
2009,3853,"CS",3179,"CS"
2009,3853,"CS",3977,"CS"
2009,3853,"CS",3977,"CS"
2009,3853,"CS",338,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,2656,"CS",3857,"CS"
2009,2656,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,3857,"CS",1623,"CS"
2009,2112,"CS",3858,"CS"
2009,2112,"CS",3804,"CS"
2009,2112,"CS",3858,"CS"
2009,3804,"CS",3858,"CS"
2009,2112,"CS",3858,"CS"
2009,666,"CS",3858,"CS"
2009,2112,"CS",3858,"CS"
2009,2112,"CS",3858,"CS"
2009,1381,"CS",3860,"CS"
2009,1381,"CS",3860,"CS"
2009,3861,"CS",2637,"CS"
2009,2817,"BIO",3863,"CS"
2009,2817,"BIO",1368,"CS"
2009,3863,"CS",1368,"CS"
2009,2817,"BIO",3863,"CS"
2009,2817,"BIO",1368,"CS"
2009,3863,"CS",1368,"CS"
2009,2817,"BIO",3863,"CS"
2009,2817,"BIO",1368,"CS"
2009,3863,"CS",1368,"CS"
2009,3865,"BIO",811,"BIO"
2009,3867,"CS",1266,"CS"
2009,1911,"CS",3869,"CS"
2009,3870,"CS",2717,"CS"
2009,2103,"CS",3873,"CS"
2009,3874,"BIO",2126,"BIO"
2009,3874,"BIO",2126,"BIO"
2009,3874,"BIO",2126,"BIO"
2009,3874,"BIO",2126,"BIO"
2009,3875,"CS",2879,"CS"
2009,3875,"CS",2879,"CS"
2009,3877,"CS",4019,"CS"
2009,4064,"CS",3877,"CS"
2009,3656,"CS",3877,"CS"
2009,4064,"CS",3877,"CS"
2009,4064,"CS",3877,"CS"
2009,3878,"CS",1149,"CS"
2009,2325,"BIO",3879,"BIO"
2009,3880,"CS",1184,"CS"
2009,3880,"CS",1184,"CS"
2009,3887,"CS",2370,"CS"
2009,3887,"CS",707,"CS"
2009,2465,"CS",3888,"CS"
2009,2465,"CS",3888,"CS"
2009,2465,"CS",3888,"CS"
2009,4188,"CS",3889,"CS"
2009,4188,"CS",3889,"CS"
2009,4188,"CS",3889,"CS"
2009,3889,"CS",4022,"CS"
2009,3893,"CS",1509,"CS"
2009,3893,"CS",1747,"CS"
2009,3893,"CS",4158,"CS"
2009,3893,"CS",4158,"CS"
2009,3893,"CS",237,"CS"
2009,3893,"CS",513,"CS"
2009,3893,"CS",1747,"CS"
2009,3893,"CS",237,"CS"
2009,3893,"CS",4158,"CS"
2009,3893,"CS",237,"CS"
2009,3895,"CS",2400,"CS"
2009,3170,"BIO",3895,"CS"
2009,3895,"CS",2400,"CS"
2009,2055,"BIO",3896,"BIO"
2009,2055,"BIO",3896,"BIO"
2009,3900,"CS",1312,"CS"
2009,842,"CS",3907,"CS"
2009,2647,"BIO",3908,"BIO"
2009,3910,"CS",1949,"CS"
2009,3912,"CS",3345,"CS"
2009,3912,"CS",3345,"CS"
2009,3912,"CS",3201,"CS"
2009,3912,"CS",3345,"CS"
2009,3201,"CS",3345,"CS"
2009,3914,"CS",3154,"CS"
2009,3914,"CS",3064,"CS"
2009,777,"CS",3914,"CS"
2009,777,"CS",202,"CS"
2009,3914,"CS",202,"CS"
2009,3914,"CS",3154,"CS"
2009,3914,"CS",3154,"CS"
2009,3914,"CS",3154,"CS"
2009,3914,"CS",3154,"CS"
2009,3914,"CS",3154,"CS"
2009,3919,"CS",2693,"CS"
2009,3919,"CS",2693,"CS"
2009,3919,"CS",913,"CS"
2009,3919,"CS",674,"CS"
2009,3919,"CS",2693,"CS"
2009,674,"CS",2693,"CS"
2009,3919,"CS",2693,"CS"
2009,3919,"CS",2693,"CS"
2009,3919,"CS",913,"CS"
2009,415,"CS",2704,"CS"
2009,415,"CS",3921,"CS"
2009,415,"CS",1870,"CS"
2009,2704,"CS",3921,"CS"
2009,2704,"CS",1870,"CS"
2009,3921,"CS",1870,"CS"
2009,1246,"BIO",3923,"BIO"
2009,3926,"BIO",3186,"CS"
2009,1532,"CS",3927,"CS"
2009,777,"CS",3928,"CS"
2009,777,"CS",2625,"CS"
2009,3928,"CS",2625,"CS"
2009,3928,"CS",2625,"CS"
2009,3929,"BIO",3156,"BIO"
2009,3932,"BIO",2012,"BIO"
2009,3932,"BIO",2012,"BIO"
2009,1311,"CS",3933,"CS"
2009,1311,"CS",3182,"CS"
2009,3933,"CS",3182,"CS"
2009,3933,"CS",3182,"CS"
2009,1050,"CS",3934,"CS"
2009,3707,"CS",3934,"CS"
2009,2066,"CS",3934,"CS"
2009,2066,"CS",919,"CS"
2009,3934,"CS",919,"CS"
2009,2066,"CS",3934,"CS"
2009,852,"CS",3937,"CS"
2009,852,"CS",3937,"CS"
2009,1829,"BIO",3937,"CS"
2009,3938,"CS",2334,"CS"
2009,3938,"CS",2334,"CS"
2009,3940,"BIO",1256,"BIO"
2009,3940,"BIO",646,"CS"
2009,3945,"CS",3034,"CS"
2009,1462,"BIO",3946,"BIO"
2009,1388,"CS",3947,"CS"
2009,3947,"CS",2784,"CS"
2009,3948,"CS",1384,"CS"
2009,3948,"CS",1384,"CS"
2009,3948,"CS",1384,"CS"
2009,3948,"CS",1384,"CS"
2009,3668,"CS",641,"CS"
2009,3668,"CS",3544,"CS"
2009,3668,"CS",1233,"CS"
2009,3668,"CS",3949,"CS"
2009,641,"CS",3544,"CS"
2009,641,"CS",1233,"CS"
2009,641,"CS",3949,"CS"
2009,3544,"CS",1233,"CS"
2009,3544,"CS",3949,"CS"
2009,1233,"CS",3949,"CS"
2009,1233,"CS",3949,"CS"
2009,923,"BIO",3950,"BIO"
2009,632,"BIO",3950,"BIO"
2009,3951,"CS",602,"CS"
2009,3953,"BIO",2681,"BIO"
2009,3953,"BIO",1160,"BIO"
2009,2681,"BIO",1160,"BIO"
2009,3954,"BIO",1785,"BIO"
2009,3954,"BIO",1463,"BIO"
2009,3954,"BIO",3116,"BIO"
2009,1463,"BIO",3116,"BIO"
2009,3957,"BIO",83,"BIO"
2009,3958,"CS",2694,"CS"
2009,3958,"CS",2694,"CS"
2009,3958,"CS",2694,"CS"
2009,3958,"CS",2694,"CS"
2009,3958,"CS",2694,"CS"
2009,3960,"CS",2112,"CS"
2009,3960,"CS",3279,"CS"
2009,2112,"CS",3279,"CS"
2009,3960,"CS",2112,"CS"
2009,3960,"CS",2112,"CS"
2009,3960,"CS",1084,"CS"
2009,3960,"CS",1285,"CS"
2009,3960,"CS",892,"CS"
2009,3960,"CS",2112,"CS"
2009,3960,"CS",553,"CS"
2009,3960,"CS",2894,"CS"
2009,3960,"CS",2819,"CS"
2009,3960,"CS",2646,"CS"
2009,1084,"CS",1285,"CS"
2009,1084,"CS",892,"CS"
2009,1084,"CS",2112,"CS"
2009,1084,"CS",553,"CS"
2009,1084,"CS",2894,"CS"
2009,1084,"CS",2819,"CS"
2009,1084,"CS",2646,"CS"
2009,1285,"CS",892,"CS"
2009,1285,"CS",2112,"CS"
2009,1285,"CS",553,"CS"
2009,1285,"CS",2894,"CS"
2009,1285,"CS",2819,"CS"
2009,1285,"CS",2646,"CS"
2009,892,"CS",2112,"CS"
2009,892,"CS",553,"CS"
2009,892,"CS",2894,"CS"
2009,892,"CS",2819,"CS"
2009,892,"CS",2646,"CS"
2009,2112,"CS",553,"CS"
2009,2112,"CS",2894,"CS"
2009,2112,"CS",2819,"CS"
2009,2112,"CS",2646,"CS"
2009,553,"CS",2894,"CS"
2009,553,"CS",2819,"CS"
2009,553,"CS",2646,"CS"
2009,2894,"CS",2819,"CS"
2009,2894,"CS",2646,"CS"
2009,2819,"CS",2646,"CS"
2009,3960,"CS",2112,"CS"
2009,3375,"CS",3962,"CS"
2009,3375,"CS",3962,"CS"
2009,3743,"CS",3375,"CS"
2009,3743,"CS",3962,"CS"
2009,3375,"CS",3962,"CS"
2009,2802,"CS",3965,"CS"
2009,1062,"CS",3965,"CS"
2009,2095,"CS",3965,"CS"
2009,2095,"CS",3965,"CS"
2009,2095,"CS",3965,"CS"
2009,3967,"CS",598,"CS"
2009,3967,"CS",149,"CS"
2009,598,"CS",149,"CS"
2009,3967,"CS",1185,"CS"
2009,3967,"CS",598,"CS"
2009,3967,"CS",598,"CS"
2009,3967,"CS",1905,"CS"
2009,598,"CS",1905,"CS"
2009,3967,"CS",3211,"CS"
2009,3967,"CS",1498,"CS"
2009,3967,"CS",598,"CS"
2009,3211,"CS",1498,"CS"
2009,3211,"CS",598,"CS"
2009,1498,"CS",598,"CS"
2009,3967,"CS",598,"CS"
2009,3967,"CS",598,"CS"
2009,2391,"CS",1495,"CS"
2009,2391,"CS",3762,"CS"
2009,2391,"CS",3968,"CS"
2009,1495,"CS",3762,"CS"
2009,1495,"CS",3968,"CS"
2009,3762,"CS",3968,"CS"
2009,1304,"CS",3970,"CS"
2009,1304,"CS",3970,"CS"
2009,1304,"CS",3970,"CS"
2009,3976,"CS",3544,"CS"
2009,3977,"CS",2718,"CS"
2009,3853,"CS",3977,"CS"
2009,3668,"CS",3977,"CS"
2009,3977,"CS",2718,"CS"
2009,3977,"CS",2718,"CS"
2009,3668,"CS",3977,"CS"
2009,3977,"CS",3344,"CS"
2009,621,"CS",3977,"CS"
2009,3668,"CS",3977,"CS"
2009,3668,"CS",3977,"CS"
2009,3668,"CS",3977,"CS"
2009,3507,"CS",3977,"CS"
2009,3853,"CS",3977,"CS"
2009,3668,"CS",3977,"CS"
2009,3853,"CS",3977,"CS"
2009,3977,"CS",2718,"CS"
2009,3978,"BIO",1485,"BIO"
2009,4054,"CS",301,"CS"
2009,4054,"CS",992,"CS"
2009,4054,"CS",3985,"CS"
2009,301,"CS",992,"CS"
2009,301,"CS",3985,"CS"
2009,992,"CS",3985,"CS"
2009,3992,"CS",229,"CS"
2009,3992,"CS",2179,"CS"
2009,229,"CS",2179,"CS"
2009,3992,"CS",2179,"CS"
2009,816,"BIO",3994,"BIO"
2009,816,"BIO",3994,"BIO"
2009,3996,"CS",2634,"CS"
2009,3998,"BIO",2731,"BIO"
2009,1509,"CS",3999,"CS"
2009,2421,"CS",3999,"CS"
2009,2421,"CS",3999,"CS"
2009,4006,"CS",3363,"CS"
2009,4006,"CS",3363,"CS"
2009,4008,"CS",1378,"CS"
2009,4008,"CS",3667,"CS"
2009,4008,"CS",1378,"CS"
2009,1830,"BIO",4010,"BIO"
2009,4011,"CS",899,"CS"
2009,4011,"CS",3385,"CS"
2009,4011,"CS",899,"CS"
2009,3385,"CS",899,"CS"
2009,4011,"CS",899,"CS"
2009,4011,"CS",899,"CS"
2009,4011,"CS",899,"CS"
2009,4011,"CS",3624,"CS"
2009,899,"CS",3624,"CS"
2009,4011,"CS",2112,"CS"
2009,4011,"CS",899,"CS"
2009,4013,"BIO",1843,"BIO"
2009,4013,"BIO",4037,"BIO"
2009,4014,"CS",4015,"CS"
2009,4014,"CS",666,"CS"
2009,4014,"CS",2046,"CS"
2009,4014,"CS",4015,"CS"
2009,4014,"CS",4015,"CS"
2009,4014,"CS",2046,"CS"
2009,4014,"CS",2046,"CS"
2009,4014,"CS",4015,"CS"
2009,4014,"CS",666,"CS"
2009,4014,"CS",4015,"CS"
2009,4014,"CS",4015,"CS"
2009,4014,"CS",4015,"CS"
2009,4014,"CS",4015,"CS"
2009,4019,"CS",3682,"CS"
2009,4020,"BIO",2486,"BIO"
2009,4022,"CS",71,"CS"
2009,3889,"CS",4022,"CS"
2009,1535,"CS",4022,"CS"
2009,644,"CS",4024,"CS"
2009,843,"BIO",523,"BIO"
2009,843,"BIO",4025,"BIO"
2009,523,"BIO",4025,"BIO"
2009,4026,"CS",3872,"CS"
2009,4026,"CS",990,"CS"
2009,3245,"CS",4027,"BIO"
2009,4028,"CS",456,"CS"
2009,4028,"CS",3584,"CS"
2009,456,"CS",3584,"CS"
2009,4028,"CS",456,"CS"
2009,4028,"CS",456,"CS"
2009,4028,"CS",3584,"CS"
2009,456,"CS",3584,"CS"
2009,4028,"CS",456,"CS"
2009,4028,"CS",456,"CS"
2009,847,"CS",4030,"CS"
2009,3753,"CS",4031,"CS"
2009,4031,"CS",826,"CS"
2009,3471,"CS",4031,"CS"
2009,4032,"CS",3034,"CS"
2009,4032,"CS",3034,"CS"
2009,4032,"CS",3034,"CS"
2009,1195,"BIO",4033,"BIO"
2009,4035,"CS",4157,"CS"
2009,4035,"CS",4157,"CS"
2009,4035,"CS",3363,"CS"
2009,4035,"CS",4157,"CS"
2009,4111,"CS",4035,"CS"
2009,4111,"CS",4157,"CS"
2009,4035,"CS",4157,"CS"
2009,4036,"CS",3698,"CS"
2009,4037,"BIO",1738,"CS"
2009,4013,"BIO",4037,"BIO"
2009,2041,"CS",4039,"CS"
2009,1762,"CS",2041,"CS"
2009,1762,"CS",4039,"CS"
2009,2041,"CS",4039,"CS"
2009,4042,"BIO",3624,"CS"
2009,2695,"CS",4043,"CS"
2009,2695,"CS",4043,"CS"
2009,1571,"CS",3588,"CS"
2009,1571,"CS",4043,"CS"
2009,3588,"CS",4043,"CS"
2009,2695,"CS",4043,"CS"
2009,4044,"BIO",895,"BIO"
2009,1690,"CS",4050,"CS"
2009,1207,"BIO",4051,"BIO"
2009,289,"CS",4053,"CS"
2009,4054,"CS",301,"CS"
2009,4054,"CS",992,"CS"
2009,301,"CS",992,"CS"
2009,1847,"CS",1753,"CS"
2009,1847,"CS",4055,"CS"
2009,1753,"CS",4055,"CS"
2009,1634,"CS",4055,"CS"
2009,4058,"BIO",2953,"BIO"
2009,2526,"CS",4059,"CS"
2009,4062,"CS",1044,"CS"
2009,4062,"CS",2830,"CS"
2009,4062,"CS",1044,"CS"
2009,2830,"CS",1044,"CS"
2009,4062,"CS",1044,"CS"
2009,4064,"CS",718,"CS"
2009,4064,"CS",1175,"CS"
2009,4064,"CS",510,"CS"
2009,1220,"CS",4066,"CS"
2009,4066,"CS",114,"CS"
2009,2488,"CS",4067,"CS"
2009,2488,"CS",4067,"CS"
2009,2488,"CS",4067,"CS"
2009,1996,"CS",4073,"CS"
2009,1996,"CS",4073,"CS"
2009,4074,"BIO",2232,"CS"
2009,3074,"BIO",4075,"BIO"
2009,1795,"CS",4079,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",1860,"CS"
2009,4083,"CS",1860,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",1860,"CS"
2009,4083,"CS",1860,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",844,"CS"
2009,4083,"CS",844,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",4083,"CS"
2009,2643,"CS",381,"CS"
2009,2643,"CS",1092,"CS"
2009,4083,"CS",381,"CS"
2009,4083,"CS",1092,"CS"
2009,381,"CS",1092,"CS"
2009,2643,"CS",4083,"CS"
2009,4083,"CS",2259,"CS"
2009,2643,"CS",4083,"CS"
2009,4134,"CS",4085,"CS"
2009,4134,"CS",4085,"CS"
2009,4134,"CS",4085,"CS"
2009,4134,"CS",4085,"CS"
2009,2404,"CS",4087,"CS"
2009,353,"CS",4087,"CS"
2009,353,"CS",4087,"CS"
2009,2404,"CS",4087,"CS"
2009,1161,"BIO",4089,"BIO"
2009,1161,"BIO",4089,"BIO"
2009,1161,"BIO",4089,"BIO"
2009,3624,"CS",4092,"BIO"
2009,4098,"CS",2467,"CS"
2009,4098,"CS",2467,"CS"
2009,4098,"CS",2467,"CS"
2009,4098,"CS",2467,"CS"
2009,281,"BIO",4101,"BIO"
2009,387,"BIO",4101,"BIO"
2009,4102,"CS",3210,"CS"
2009,982,"CS",4102,"CS"
2009,982,"CS",3210,"CS"
2009,4102,"CS",3210,"CS"
2009,4103,"CS",1325,"CS"
2009,3144,"CS",4103,"CS"
2009,674,"CS",4103,"CS"
2009,4103,"CS",1325,"CS"
2009,4103,"CS",3619,"CS"
2009,4103,"CS",1325,"CS"
2009,4103,"CS",3619,"CS"
2009,4104,"CS",3371,"CS"
2009,2084,"BIO",4105,"BIO"
2009,4108,"CS",2904,"CS"
2009,4110,"BIO",1989,"BIO"
2009,4110,"BIO",660,"BIO"
2009,1989,"BIO",660,"BIO"
2009,2247,"CS",4110,"BIO"
2009,4111,"CS",4157,"CS"
2009,1091,"BIO",4112,"BIO"
2009,1091,"BIO",4112,"BIO"
2009,4112,"BIO",559,"BIO"
2009,4118,"CS",1606,"CS"
2009,1249,"CS",4119,"CS"
2009,4119,"CS",2817,"BIO"
2009,777,"CS",3137,"CS"
2009,777,"CS",4119,"CS"
2009,3137,"CS",4119,"CS"
2009,4122,"CS",500,"CS"
2009,577,"CS",4126,"CS"
2009,3616,"BIO",4132,"BIO"
2009,559,"BIO",4133,"BIO"
2009,559,"BIO",2527,"BIO"
2009,4133,"BIO",2527,"BIO"
2009,4134,"CS",4085,"CS"
2009,451,"CS",4134,"CS"
2009,4134,"CS",633,"CS"
2009,451,"CS",4134,"CS"
2009,451,"CS",4134,"CS"
2009,4134,"CS",4085,"CS"
2009,451,"CS",4134,"CS"
2009,4134,"CS",4085,"CS"
2009,4134,"CS",4085,"CS"
2009,3297,"BIO",4137,"BIO"
2009,3297,"BIO",4137,"BIO"
2009,3297,"BIO",4137,"BIO"
2009,3113,"CS",4139,"CS"
2009,3113,"CS",4139,"CS"
2009,4147,"BIO",2497,"BIO"
2009,2808,"BIO",4148,"BIO"
2009,4149,"CS",653,"CS"
2009,4153,"CS",71,"CS"
2009,4035,"CS",4157,"CS"
2009,4157,"CS",2369,"CS"
2009,3168,"CS",4157,"CS"
2009,4035,"CS",4157,"CS"
2009,4111,"CS",4035,"CS"
2009,4111,"CS",4157,"CS"
2009,4035,"CS",4157,"CS"
2009,1225,"CS",4157,"CS"
2009,1225,"CS",4157,"CS"
2009,4035,"CS",4157,"CS"
2009,3893,"CS",4158,"CS"
2009,3893,"CS",4158,"CS"
2009,3893,"CS",2703,"BIO"
2009,4158,"CS",2703,"BIO"
2009,3893,"CS",4158,"CS"
2009,3893,"CS",2703,"BIO"
2009,4158,"CS",2703,"BIO"
2009,3057,"CS",4162,"CS"
2009,385,"CS",4165,"CS"
2009,385,"CS",2392,"CS"
2009,4165,"CS",2392,"CS"
2009,385,"CS",4165,"CS"
2009,385,"CS",2392,"CS"
2009,4165,"CS",2392,"CS"
2009,385,"CS",4165,"CS"
2009,385,"CS",2392,"CS"
2009,4165,"CS",2392,"CS"
2009,385,"CS",4165,"CS"
2009,385,"CS",2392,"CS"
2009,4165,"CS",2392,"CS"
2009,4165,"CS",2392,"CS"
2009,4165,"CS",2392,"CS"
2009,4165,"CS",2392,"CS"
2009,4165,"CS",2392,"CS"
2009,3488,"CS",4171,"CS"
2009,3443,"CS",4177,"CS"
2009,4178,"CS",2438,"CS"
2009,1956,"BIO",4180,"BIO"
2009,4180,"BIO",3806,"BIO"
2009,4180,"BIO",4,"BIO"
2009,3658,"BIO",4180,"BIO"
2009,118,"BIO",4182,"BIO"
2009,3741,"BIO",4183,"BIO"
2009,3741,"BIO",4183,"BIO"
2009,3741,"BIO",539,"BIO"
2009,3741,"BIO",4183,"BIO"
