"year","coauthor_codes"
2013,"--nVNvIAAAAJ"
2013,"--nVNvIAAAAJ"
2013,"--nVNvIAAAAJ,VuvKPiQAAAAJ"
2013,"--nVNvIAAAAJ"
2013,"-0CQuX8AAAAJ"
2013,"-0CQuX8AAAAJ"
2013,"-0iKXsgAAAAJ"
2013,"-0nYQVIAAAAJ"
2013,"-0nYQVIAAAAJ"
2013,"-0nYQVIAAAAJ"
2013,"mAbA6EoAAAAJ,-0nYQVIAAAAJ,8vsRBCgAAAAJ"
2013,"-0nYQVIAAAAJ,5NAFTkAAAAAJ"
2013,"-0nYQVIAAAAJ"
2013,"-0nYQVIAAAAJ"
2013,"u-w6khsAAAAJ,nzTXeNsAAAAJ,jv-19EoAAAAJ,-0nYQVIAAAAJ"
2013,"-0ppt6oAAAAJ"
2013,"-0ppt6oAAAAJ"
2013,"-0rEuLgAAAAJ"
2013,"-0rEuLgAAAAJ"
2013,"-234SKAAAAAJ,RKvl6OoAAAAJ"
2013,"-234SKAAAAAJ"
2013,"-234SKAAAAAJ"
2013,"-234SKAAAAAJ,8iofTEAAAAAJ"
2013,"-234SKAAAAAJ"
2013,"-234SKAAAAAJ"
2013,"-31-oa0AAAAJ"
2013,"YadECXsAAAAJ,-31-oa0AAAAJ"
2013,"Fz-5bdcAAAAJ,-31-oa0AAAAJ,H15F-wYAAAAJ"
2013,"-5DNOLIAAAAJ"
2013,"-5DNOLIAAAAJ"
2013,"-5ZxgGsAAAAJ"
2013,"-5ZxgGsAAAAJ"
2013,"UjpbO6IAAAAJ,-6cOYcYAAAAJ"
2013,"Db4BCX8AAAAJ,-6cOYcYAAAAJ"
2013,"-6cOYcYAAAAJ"
2013,"-6cOYcYAAAAJ,wCxzFrMAAAAJ"
2013,"-6cOYcYAAAAJ"
2013,"Db4BCX8AAAAJ,-6cOYcYAAAAJ"
2013,"-6cOYcYAAAAJ"
2013,"-6FYTfMAAAAJ"
2013,"-6FYTfMAAAAJ"
2013,"-6FYTfMAAAAJ"
2013,"-aQaHIoAAAAJ"
2013,"-aQaHIoAAAAJ"
2013,"-aQaHIoAAAAJ"
2013,"-aQaHIoAAAAJ,0vsEnW8AAAAJ"
2013,"-aQaHIoAAAAJ"
2013,"-BLWw_kAAAAJ"
2013,"-BLWw_kAAAAJ"
2013,"-BLWw_kAAAAJ"
2013,"-chjN0MAAAAJ"
2013,"-chjN0MAAAAJ"
2013,"-chjN0MAAAAJ"
2013,"-chjN0MAAAAJ"
2013,"-chjN0MAAAAJ"
