"FacultyI","FacultyJ","XDIndicator"
"--nVNvIAAAAJ","cLb-v7gAAAAJ",1
"--nVNvIAAAAJ","jLEgvnsAAAAJ",1
"-0nYQVIAAAAJ","kUwCxIUAAAAJ",0
"-0nYQVIAAAAJ","kUwCxIUAAAAJ",0
"-0nYQVIAAAAJ","mAbA6EoAAAAJ",0
"-0nYQVIAAAAJ","8vsRBCgAAAAJ",0
"-0nYQVIAAAAJ","mAbA6EoAAAAJ",0
"-0ppt6oAAAAJ","SagVxawAAAAJ",0
"-0rEuLgAAAAJ","t_DFZvgAAAAJ",1
"-0rEuLgAAAAJ","0_vvBZkAAAAJ",1
"-0rEuLgAAAAJ","wbIMbL8AAAAJ",1
"-234SKAAAAAJ","RKvl6OoAAAAJ",0
"-31-oa0AAAAJ","YadECXsAAAAJ",0
"-31-oa0AAAAJ","YadECXsAAAAJ",0
"-5ZxgGsAAAAJ","H3vXtAUAAAAJ",0
"-6cOYcYAAAAJ","P97vI1EAAAAJ",1
"-6cOYcYAAAAJ","P97vI1EAAAAJ",1
"-6cOYcYAAAAJ","DqXsbPAAAAAJ",1
"-BLWw_kAAAAJ","lNFZCgwAAAAJ",0
"-chjN0MAAAAJ","FXbbGUYAAAAJ",0
"-chjN0MAAAAJ","7PeekG0AAAAJ",0
"-chjN0MAAAAJ","UedS9LQAAAAJ",2
"-cL-RwUAAAAJ","F_Go4V4AAAAJ",2
"-cwEbxUAAAAJ","Dj3gptkAAAAJ",1
"-cwEbxUAAAAJ","qDkQrKwAAAAJ",2
"-cwEbxUAAAAJ","hJuusUEAAAAJ",1
"-cwEbxUAAAAJ","qDkQrKwAAAAJ",2
"-D2TBHUAAAAJ","LT0qxKwAAAAJ",0
"-D2TBHUAAAAJ","NK7srJYAAAAJ",0
"-D2TBHUAAAAJ","bBf6Ff4AAAAJ",0
"-DEyRIgAAAAJ","izDottUAAAAJ",0
"-DEyRIgAAAAJ","izDottUAAAAJ",0
"-DfTtxgAAAAJ","XrIr0nYAAAAJ",1
"-DfTtxgAAAAJ","t_DFZvgAAAAJ",1
"-DfTtxgAAAAJ","XrIr0nYAAAAJ",1
"-DfTtxgAAAAJ","XrIr0nYAAAAJ",1
"-E5k6m4AAAAJ","_pPy-pAAAAAJ",1
"-fxI3cUAAAAJ","qRAMJHgAAAAJ",0
"-fxI3cUAAAAJ","qRAMJHgAAAAJ",0
"-fxI3cUAAAAJ","qRAMJHgAAAAJ",0
"-IMW-w0AAAAJ","CZyWk8kAAAAJ",1
"-Jbd9DsAAAAJ","4UyniXYAAAAJ",1
"-jW6ADwAAAAJ","hwc6A1MAAAAJ",1
"-jW6ADwAAAAJ","vL6ubpMAAAAJ",1
"-jW6ADwAAAAJ","hTyZBhMAAAAJ",1
"-jW6ADwAAAAJ","vL6ubpMAAAAJ",1
"-jW6ADwAAAAJ","vL6ubpMAAAAJ",1
"-LPp6oUAAAAJ","5i9FResAAAAJ",0
"-LPp6oUAAAAJ","41nF80QAAAAJ",0
"-LPp6oUAAAAJ","RmosgOcAAAAJ",0
"-LPp6oUAAAAJ","djRAUcYAAAAJ",0
"-o3I0zUAAAAJ","xYLmV7YAAAAJ",0
"-o3I0zUAAAAJ","UedS9LQAAAAJ",2
"-o3I0zUAAAAJ","7KqndP4AAAAJ",0
"-o3I0zUAAAAJ","xYLmV7YAAAAJ",0
"-o3I0zUAAAAJ","xYLmV7YAAAAJ",0
"-o3I0zUAAAAJ","UedS9LQAAAAJ",2
"-o3I0zUAAAAJ","xYLmV7YAAAAJ",0
"-o3I0zUAAAAJ","UedS9LQAAAAJ",2
"-o3I0zUAAAAJ","xYLmV7YAAAAJ",0
"-o3I0zUAAAAJ","9INT9oQAAAAJ",0
"-o3I0zUAAAAJ","7KqndP4AAAAJ",0
"-o3I0zUAAAAJ","B4VkeloAAAAJ",0
"-OdJO1UAAAAJ","L7pWt14AAAAJ",0
"-OdJO1UAAAAJ","TmhHwmQAAAAJ",0
"-OdJO1UAAAAJ","8CRLlesAAAAJ",0
"-OdJO1UAAAAJ","6UTCD84AAAAJ",0
"-PWcE1YAAAAJ","xjkmJsgAAAAJ",1
"-PWcE1YAAAAJ","a8jIPIkAAAAJ",1
"-PWcE1YAAAAJ","xjkmJsgAAAAJ",1
"-PWcE1YAAAAJ","xd_8IiIAAAAJ",1
"-PWcE1YAAAAJ","a8jIPIkAAAAJ",1
"-pyztDMAAAAJ","z4S5rC0AAAAJ",1
"-pyztDMAAAAJ","sPzla6IAAAAJ",1
"-pyztDMAAAAJ","TJI8JW0AAAAJ",1
"-pyztDMAAAAJ","cLjMQqsAAAAJ",1
"-rcrelQAAAAJ","sflJAhgAAAAJ",0
"-rcrelQAAAAJ","zrKC-PcAAAAJ",0
"-S8_yskAAAAJ","lNFZCgwAAAAJ",0
"-spRnaQAAAAJ","jkRa2LEAAAAJ",1
"-u5lh-0AAAAJ","Le4ScQcAAAAJ",0
"-vC_l2kAAAAJ","kBGGEjUAAAAJ",1
"-XpZ4fgAAAAJ","YxGHbuMAAAAJ",1
"-XpZ4fgAAAAJ","d1KEK84AAAAJ",1
"-XpZ4fgAAAAJ","h0gtwxIAAAAJ",1
"-XpZ4fgAAAAJ","PJUjtoQAAAAJ",1
"-XpZ4fgAAAAJ","d1KEK84AAAAJ",1
"-XXZGEoAAAAJ","p4urLfMAAAAJ",0
"-XXZGEoAAAAJ","p4urLfMAAAAJ",0
"-YZ5mIIAAAAJ","lR-CRA0AAAAJ",0
"-YZ5mIIAAAAJ","R5nkatMAAAAJ",0
"-YZ5mIIAAAAJ","R5nkatMAAAAJ",0
"-ZqZyP0AAAAJ","uLsDDUMAAAAJ",1
"-ZqZyP0AAAAJ","uLsDDUMAAAAJ",1
"-ZqZyP0AAAAJ","uLsDDUMAAAAJ",1
"0-hcsnoAAAAJ","WZjvuBgAAAAJ",0
"008lr2cAAAAJ","KltleWgAAAAJ",1
"008lr2cAAAAJ","KltleWgAAAAJ",1
"008lr2cAAAAJ","KltleWgAAAAJ",1
"008lr2cAAAAJ","cA28Zs0AAAAJ",1
"008lr2cAAAAJ","KltleWgAAAAJ",1
"00M1AqQAAAAJ","e4I7ihkAAAAJ",1
"02nHF0gAAAAJ","DqXsbPAAAAAJ",1
"02nHF0gAAAAJ","UjpbO6IAAAAJ",1
"02nHF0gAAAAJ","sPlonWcAAAAJ",1
"02nHF0gAAAAJ","DqXsbPAAAAAJ",1
"02nHF0gAAAAJ","sPlonWcAAAAJ",1
"04pdXhgAAAAJ","2SF6AXQAAAAJ",0
"04pdXhgAAAAJ","Kt1bjZoAAAAJ",2
"04pdXhgAAAAJ","2SF6AXQAAAAJ",0
"04TuVhEAAAAJ","VX7d5EQAAAAJ",1
"05cijuQAAAAJ","7BVA7tsAAAAJ",0
"06hgT8gAAAAJ","nfkH5V4AAAAJ",1
"06hgT8gAAAAJ","nfkH5V4AAAAJ",1
"06hgT8gAAAAJ","nfkH5V4AAAAJ",1
"06hgT8gAAAAJ","5whzpxEAAAAJ",1
"06hgT8gAAAAJ","nfkH5V4AAAAJ",1
"06hgT8gAAAAJ","EnCwNycAAAAJ",1
"06hgT8gAAAAJ","MYqlcPgAAAAJ",1
"07ds-DAAAAAJ","xYfYnG4AAAAJ",1
"07ds-DAAAAAJ","UEI2g60AAAAJ",1
"07ds-DAAAAAJ","UEI2g60AAAAJ",1
"07ds-DAAAAAJ","BFE6IQwAAAAJ",1
"07ds-DAAAAAJ","K1cZ7SsAAAAJ",1
"07ds-DAAAAAJ","55B-xqUAAAAJ",1
"07ds-DAAAAAJ","BFE6IQwAAAAJ",1
"07ds-DAAAAAJ","XGiiygQAAAAJ",1
"07ds-DAAAAAJ","lJ8qjPAAAAAJ",1
"07Z4HAQAAAAJ","y-JsL4kAAAAJ",1
"0ahvXiEAAAAJ","SfWhUQEAAAAJ",0
"0ahvXiEAAAAJ","SfWhUQEAAAAJ",0
"0DpK1EMAAAAJ","8ZpV-lkAAAAJ",1
"0DpK1EMAAAAJ","HRSDO6IAAAAJ",1
"0ESwQagAAAAJ","esPRxUoAAAAJ",0
"0fq5QeIAAAAJ","NzQu5SwAAAAJ",1
"0fq5QeIAAAAJ","eSYDGdsAAAAJ",1
"0irVeiQAAAAJ","2FbkAzYAAAAJ",1
"0irVeiQAAAAJ","2FbkAzYAAAAJ",1
"0irVeiQAAAAJ","lBzZU1IAAAAJ",1
"0irVeiQAAAAJ","aWQabOQAAAAJ",1
"0irVeiQAAAAJ","_JhgbioAAAAJ",1
"0irVeiQAAAAJ","H4UeZ2MAAAAJ",1
"0irVeiQAAAAJ","2FbkAzYAAAAJ",1
"0irVeiQAAAAJ","2FbkAzYAAAAJ",1
"0irVeiQAAAAJ","nst5fHgAAAAJ",1
"0irVeiQAAAAJ","w_HJY2MAAAAJ",1
"0Kvq4bUAAAAJ","9OukeycAAAAJ",1
"0Kvq4bUAAAAJ","9OukeycAAAAJ",1
"0lcJYs8AAAAJ","VX7d5EQAAAAJ",1
"0NdRYeoAAAAJ","u-w6khsAAAAJ",0
"0NdRYeoAAAAJ","V4woYDgAAAAJ",0
"0Qr2IGwAAAAJ","iDMvmEYAAAAJ",1
"0Qr2IGwAAAAJ","iDMvmEYAAAAJ",1
"0RMteS0AAAAJ","mah-B4IAAAAJ",1
"0RMteS0AAAAJ","mah-B4IAAAAJ",1
"0RMteS0AAAAJ","mah-B4IAAAAJ",1
"0RMteS0AAAAJ","mah-B4IAAAAJ",1
"0RMteS0AAAAJ","mah-B4IAAAAJ",1
"0U8U6t0AAAAJ","Vj55OEUAAAAJ",2
"0U8U6t0AAAAJ","Vj55OEUAAAAJ",2
"0U8U6t0AAAAJ","QiYAB0wAAAAJ",1
"0U8U6t0AAAAJ","Vj55OEUAAAAJ",2
"0U8U6t0AAAAJ","Vj55OEUAAAAJ",2
"0U8U6t0AAAAJ","QiYAB0wAAAAJ",1
"0U8U6t0AAAAJ","Vj55OEUAAAAJ",2
"0uj4niwAAAAJ","ja5NutgAAAAJ",0
"0uj4niwAAAAJ","NtLLvQoAAAAJ",0
"0VFi-vAAAAAJ","-PWcE1YAAAAJ",1
"0vsEnW8AAAAJ","Qjb5DnwAAAAJ",0
"0vsEnW8AAAAJ","Qjb5DnwAAAAJ",0
"0w0Dy34AAAAJ","g2v_-SkAAAAJ",1
"0zrqo3B-66wC","uJbM58UAAAAJ",1
"0zVOVQ0AAAAJ","RGllVAsAAAAJ",2
"0zVOVQ0AAAAJ","w90wOucAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0zZnyMEAAAAJ","NJ9c4ygAAAAJ",1
"0_vvBZkAAAAJ","wbIMbL8AAAAJ",1
"0_vvBZkAAAAJ","Gs5F2jYAAAAJ",1
"0_vvBZkAAAAJ","Gs5F2jYAAAAJ",1
"0_vvBZkAAAAJ","OMVTRscAAAAJ",1
"0_vvBZkAAAAJ","-0rEuLgAAAAJ",1
"117h3CAAAAAJ","KtbmEC4AAAAJ",0
"117h3CAAAAAJ","35uGc_MAAAAJ",0
"117h3CAAAAAJ","Htf2zbsAAAAJ",2
"117h3CAAAAAJ","OUS_bT8AAAAJ",2
"117h3CAAAAAJ","Htf2zbsAAAAJ",2
"117h3CAAAAAJ","KtbmEC4AAAAJ",0
"117h3CAAAAAJ","Htf2zbsAAAAJ",2
"117h3CAAAAAJ","KtbmEC4AAAAJ",0
"11NcM2EAAAAJ","Iwd9DdkAAAAJ",1
"11RguYAAAAAJ","L7pWt14AAAAJ",0
"11RguYAAAAAJ","TmhHwmQAAAAJ",0
"11RguYAAAAAJ","8CRLlesAAAAJ",0
"11RguYAAAAAJ","IqzMas0AAAAJ",0
"19KQ9w8AAAAJ","qJ8iOCsAAAAJ",0
"19KQ9w8AAAAJ","qJ8iOCsAAAAJ",0
"19KQ9w8AAAAJ","qJ8iOCsAAAAJ",0
"1a17o2YAAAAJ","bqlarqIAAAAJ",0
"1a17o2YAAAAJ","bqlarqIAAAAJ",0
"1A9MXTkAAAAJ","GJ2DVWUAAAAJ",0
"1A9MXTkAAAAJ","GJ2DVWUAAAAJ",0
"1Aa3qxIAAAAJ","SRC3O-4AAAAJ",1
"1fEZ_osAAAAJ","P5CovF0AAAAJ",1
"1FwsujMAAAAJ","uLsDDUMAAAAJ",1
"1FwsujMAAAAJ","-ZqZyP0AAAAJ",1
"1FwsujMAAAAJ","uLsDDUMAAAAJ",1
"1FwsujMAAAAJ","-ZqZyP0AAAAJ",1
"1FwsujMAAAAJ","uLsDDUMAAAAJ",1
"1HYDaVIAAAAJ","bxi6JXYAAAAJ",1
"1jE4flwAAAAJ","WKcmjR8AAAAJ",0
"1KRXBIwAAAAJ","lJ8qjPAAAAAJ",1
"1KRXBIwAAAAJ","lJ8qjPAAAAAJ",1
"1LG-V8EAAAAJ","utnDy7MAAAAJ",0
"1l_zPXQAAAAJ","LqBNliAAAAAJ",0
"1l_zPXQAAAAJ","8v1PvG1CERwC",0
"1pRIDP4AAAAJ","fSQCT0YAAAAJ",1
"1q4T4E4AAAAJ","RYcNIF4AAAAJ",0
"1RdlZvQAAAAJ","OI_6OdYAAAAJ",0
"1s3GeggAAAAJ","oYIbJosAAAAJ",0
"1SJPBDAAAAAJ","Q29WmWwAAAAJ",1
"1X-MOE8AAAAJ","BvErxkIAAAAJ",0
"1X-MOE8AAAAJ","fOznM_YAAAAJ",2
"1X-MOE8AAAAJ","Lj_J0HsAAAAJ",0
"1zmDOdwAAAAJ","rDfyQnIAAAAJ",1
"1zmDOdwAAAAJ","pouyVyUAAAAJ",1
"1zWBSKEAAAAJ","BL7eMuQAAAAJ",0
"1zWBSKEAAAAJ","BL7eMuQAAAAJ",0
"2-jY1SQAAAAJ","uy1OB3YAAAAJ",1
"206DEM0AAAAJ","s18-KHUAAAAJ",0
"206DEM0AAAAJ","7KqndP4AAAAJ",0
"206DEM0AAAAJ","s18-KHUAAAAJ",0
"206DEM0AAAAJ","s18-KHUAAAAJ",0
"206DEM0AAAAJ","mCpDQqYAAAAJ",0
"206DEM0AAAAJ","IJLURXkAAAAJ",0
"206DEM0AAAAJ","doh5By4AAAAJ",0
"206DEM0AAAAJ","s18-KHUAAAAJ",0
"206DEM0AAAAJ","mCpDQqYAAAAJ",0
"22aEccUAAAAJ","utnDy7MAAAAJ",0
"22aEccUAAAAJ","utnDy7MAAAAJ",0
"28yZqbcAAAAJ","P6QOMhkAAAAJ",0
"2aMqJTgAAAAJ","3qPiYJoAAAAJ",1
"2aSu29oAAAAJ","xPGhKkoAAAAJ",0
"2Bbi09MAAAAJ","ZCw4KcoAAAAJ",0
"2CYhvK0AAAAJ","aZxSckcAAAAJ",0
"2CYhvK0AAAAJ","PBV6PjEAAAAJ",0
"2C_5IhcAAAAJ","Bnnj5ScAAAAJ",0
"2C_5IhcAAAAJ","Bnnj5ScAAAAJ",0
"2C_5IhcAAAAJ","Bnnj5ScAAAAJ",0
"2eM6GocAAAAJ","f0NoTC0AAAAJ",1
"2eM6GocAAAAJ","98iA_ooAAAAJ",1
"2eM6GocAAAAJ","f0NoTC0AAAAJ",1
"2eM6GocAAAAJ","f0NoTC0AAAAJ",1
"2eM6GocAAAAJ","f0NoTC0AAAAJ",1
"2eM6GocAAAAJ","f0NoTC0AAAAJ",1
