"FacultyI","FacultyJ","XDIndicator"
"1somGYUAAAAJ","55pOyCkAAAAJ",0
"1z3mv7EAAAAJ","e4JfTgsAAAAJ",0
"2LQimEIAAAAJ","vBvszjkAAAAJ",0
"b2f-PjYAAAAJ","ID4wZFwAAAAJ",1
"bCTAqq4AAAAJ","gMQWxE0AAAAJ",1
"bCTAqq4AAAAJ","gMQWxE0AAAAJ",1
"FfqHjHoAAAAJ","vUDs6oEAAAAJ",0
"ID4wZFwAAAAJ","b2f-PjYAAAAJ",1
"KIv0fKQAAAAJ","EFEC_toAAAAJ",2
"KIv0fKQAAAAJ","EFEC_toAAAAJ",2
"LPTkkxUAAAAJ","hgOSI1EAAAAJ",1
"UF1_VRcAAAAJ","7P3t1woAAAAJ",0
"UF1_VRcAAAAJ","7P3t1woAAAAJ",0
"vBvszjkAAAAJ","2LQimEIAAAAJ",0
"vBvszjkAAAAJ","2LQimEIAAAAJ",0
"vUDs6oEAAAAJ","FfqHjHoAAAAJ",0
"ZJxvr5kAAAAJ","4tJhnt8AAAAJ",0
