"year","Source","Target","s_dept","t_dept"
1998,31,3169,"BIO","BIO"
1998,42,3093,"BIO","BIO"
1998,44,619,"CS","CS"
1998,63,3690,"CS","CS"
1998,66,3122,"CS","CS"
1998,66,1378,"CS","CS"
1998,66,2356,"CS","CS"
1998,23,70,"BIO","BIO"
1998,73,3334,"CS","CS"
1998,73,3668,"CS","CS"
1998,3371,3668,"CS","CS"
1998,641,3668,"CS","CS"
1998,73,3371,"CS","CS"
1998,73,641,"CS","CS"
1998,641,3371,"CS","CS"
1998,475,3912,"CS","CS"
1998,77,3912,"CS","CS"
1998,77,475,"CS","CS"
1998,77,475,"CS","CS"
1998,78,3777,"CS","CS"
1998,78,3777,"CS","CS"
1998,83,2863,"BIO","CS"
1998,94,1011,"BIO","BIO"
1998,1011,3734,"BIO","BIO"
1998,94,3734,"BIO","BIO"
1998,94,1011,"BIO","BIO"
1998,1011,3734,"BIO","BIO"
1998,94,3734,"BIO","BIO"
1998,101,3725,"CS","CS"
1998,101,2501,"CS","CS"
1998,101,398,"CS","BIO"
1998,398,3725,"BIO","CS"
1998,101,3725,"CS","CS"
1998,102,3669,"BIO","BIO"
1998,102,2746,"BIO","BIO"
1998,2746,3669,"BIO","BIO"
1998,106,3955,"CS","CS"
1998,131,1834,"BIO","BIO"
1998,136,1466,"CS","CS"
1998,141,1577,"CS","CS"
1998,141,2044,"CS","CS"
1998,144,1574,"CS","CS"
1998,170,441,"BIO","BIO"
1998,170,441,"BIO","BIO"
1998,173,3000,"BIO","BIO"
1998,879,3000,"BIO","BIO"
1998,173,879,"BIO","BIO"
1998,174,1558,"CS","CS"
1998,178,1941,"BIO","BIO"
1998,185,1249,"CS","CS"
1998,185,2640,"CS","CS"
1998,1249,2640,"CS","CS"
1998,185,2631,"CS","CS"
1998,185,1249,"CS","CS"
1998,185,2640,"CS","CS"
1998,1249,2631,"CS","CS"
1998,2631,2640,"CS","CS"
1998,1249,2640,"CS","CS"
1998,188,1533,"CS","CS"
1998,190,1215,"BIO","BIO"
1998,190,1722,"BIO","BIO"
1998,201,565,"BIO","BIO"
1998,203,1838,"BIO","BIO"
1998,212,3216,"BIO","BIO"
1998,1240,3299,"BIO","BIO"
1998,212,3299,"BIO","BIO"
1998,212,1240,"BIO","BIO"
1998,212,3299,"BIO","BIO"
1998,212,1956,"BIO","BIO"
1998,215,2408,"CS","CS"
1998,230,3361,"BIO","BIO"
1998,231,2898,"CS","CS"
1998,231,2217,"CS","CS"
1998,236,1304,"CS","CS"
1998,913,1304,"CS","CS"
1998,236,913,"CS","CS"
1998,237,2863,"CS","CS"
1998,237,2863,"CS","CS"
1998,237,2863,"CS","CS"
