"year","Source","Target","s_dept","t_dept"
1984,141,1577,"CS","CS"
1984,179,627,"BIO","BIO"
1984,213,2915,"BIO","BIO"
1984,223,2270,"CS","CS"
1984,452,4146,"CS","CS"
1984,470,3235,"CS","CS"
1984,735,3073,"CS","CS"
1984,798,3467,"CS","CS"
1984,804,2486,"BIO","BIO"
1984,804,2486,"BIO","BIO"
1984,831,1338,"CS","CS"
1984,831,1338,"CS","CS"
1984,847,2244,"CS","CS"
1984,847,3718,"CS","CS"
1984,847,3718,"CS","CS"
1984,392,891,"CS","CS"
1984,913,1397,"CS","CS"
1984,942,3028,"CS","CS"
1984,1043,1802,"BIO","BIO"
1984,1060,1234,"BIO","BIO"
1984,1060,1234,"BIO","BIO"
1984,805,1092,"CS","CS"
1984,1219,1574,"CS","CS"
1984,1060,1234,"BIO","BIO"
1984,1255,3089,"CS","CS"
1984,1283,2062,"CS","BIO"
1984,831,1338,"CS","CS"
1984,831,1338,"CS","CS"
1984,913,1397,"CS","CS"
1984,1449,2333,"BIO","BIO"
1984,1178,1455,"CS","CS"
1984,1549,3711,"BIO","BIO"
1984,1549,3711,"BIO","BIO"
1984,1549,3711,"BIO","BIO"
1984,1219,1574,"CS","CS"
1984,1574,4116,"CS","CS"
1984,1574,4116,"CS","CS"
1984,1574,4116,"CS","CS"
1984,1604,2381,"CS","CS"
1984,83,1904,"BIO","BIO"
1984,371,1999,"CS","CS"
1984,371,1999,"CS","CS"
1984,1283,2062,"CS","BIO"
1984,1283,2062,"CS","BIO"
1984,1283,2062,"CS","BIO"
1984,847,2244,"CS","CS"
1984,804,2486,"BIO","BIO"
1984,2245,2486,"BIO","BIO"
1984,804,2245,"BIO","BIO"
1984,1449,2333,"BIO","BIO"
1984,1604,2381,"CS","CS"
1984,804,2486,"BIO","BIO"
1984,804,2486,"BIO","BIO"
1984,2546,3536,"CS","CS"
1984,2546,3536,"CS","CS"
1984,399,2550,"CS","CS"
1984,2596,3168,"CS","CS"
1984,2640,4069,"CS","CS"
1984,2640,4069,"CS","CS"
1984,1219,2683,"CS","CS"
1984,1219,1574,"CS","CS"
1984,1574,2683,"CS","CS"
1984,2699,3352,"CS","CS"
1984,1845,2798,"BIO","CS"
1984,2833,3700,"BIO","BIO"
1984,2879,3875,"CS","CS"
1984,213,2915,"BIO","BIO"
1984,1976,2935,"BIO","BIO"
1984,3028,4171,"CS","CS"
1984,942,3028,"CS","CS"
1984,1396,3056,"CS","CS"
1984,2596,3168,"CS","CS"
1984,3273,3800,"CS","CS"
1984,3273,3442,"CS","CS"
1984,3442,3800,"CS","CS"
1984,1402,3310,"BIO","BIO"
1984,557,3370,"BIO","BIO"
1984,3442,3800,"CS","CS"
1984,798,3467,"CS","CS"
1984,798,3467,"CS","CS"
1984,2546,3536,"CS","CS"
1984,2546,3536,"CS","CS"
1984,2833,3700,"BIO","BIO"
1984,1549,3711,"BIO","BIO"
1984,1549,3711,"BIO","BIO"
1984,1549,3711,"BIO","BIO"
1984,1549,3711,"BIO","BIO"
1984,847,3718,"CS","CS"
1984,847,3718,"CS","CS"
1984,3442,3800,"CS","CS"
1984,3661,3862,"BIO","BIO"
1984,2879,3875,"CS","CS"
1984,3669,4060,"BIO","BIO"
1984,2640,4069,"CS","CS"
1984,2640,4069,"CS","CS"
1984,1574,4116,"CS","CS"
1984,1574,4116,"CS","CS"
1984,452,4146,"CS","CS"
1984,3028,4171,"CS","CS"
