"year","Source","Target","s_dept","t_dept"
1992,30,2486,"BIO","BIO"
1992,57,2166,"BIO","BIO"
1992,2166,2746,"BIO","BIO"
1992,57,2746,"BIO","BIO"
1992,66,2356,"CS","CS"
1992,66,2356,"CS","CS"
1992,83,1265,"BIO","BIO"
1992,128,1694,"CS","CS"
1992,128,1694,"CS","CS"
1992,139,3869,"CS","CS"
1992,139,3869,"CS","CS"
1992,143,3731,"CS","CS"
1992,143,3731,"CS","CS"
1992,199,3077,"BIO","CS"
1992,216,2876,"BIO","BIO"
1992,216,2876,"BIO","BIO"
1992,238,1778,"CS","CS"
1992,245,1417,"CS","CS"
1992,245,1417,"CS","CS"
1992,256,4021,"CS","CS"
1992,269,3519,"CS","CS"
1992,271,2908,"CS","CS"
1992,302,2434,"CS","CS"
1992,302,2434,"CS","CS"
1992,302,2434,"CS","CS"
1992,347,757,"BIO","BIO"
1992,347,757,"BIO","BIO"
1992,347,757,"BIO","BIO"
1992,353,1083,"CS","CS"
1992,354,1888,"CS","CS"
1992,354,1888,"CS","CS"
1992,354,1888,"CS","CS"
1992,382,2849,"BIO","BIO"
1992,395,3351,"BIO","CS"
1992,398,1683,"BIO","BIO"
1992,401,3786,"CS","CS"
1992,401,3786,"CS","CS"
1992,401,1684,"CS","CS"
1992,1684,3786,"CS","CS"
1992,401,3786,"CS","CS"
1992,401,3570,"CS","BIO"
1992,408,3423,"CS","CS"
1992,415,1870,"CS","CS"
1992,443,3270,"CS","CS"
1992,470,3235,"CS","CS"
1992,498,2119,"CS","CS"
1992,498,2119,"CS","CS"
1992,498,2119,"CS","CS"
1992,498,2119,"CS","CS"
1992,498,2119,"CS","CS"
1992,498,2119,"CS","CS"
1992,505,533,"BIO","BIO"
1992,529,3325,"CS","CS"
1992,529,3325,"CS","CS"
1992,529,3325,"CS","CS"
1992,529,3325,"CS","CS"
1992,529,3325,"CS","CS"
1992,529,3325,"CS","CS"
1992,529,3325,"CS","CS"
1992,536,661,"CS","CS"
1992,547,3184,"CS","CS"
1992,550,3668,"CS","CS"
1992,550,3270,"CS","CS"
1992,443,3270,"CS","CS"
1992,443,550,"CS","CS"
1992,567,591,"CS","CS"
1992,578,655,"BIO","BIO"
1992,567,591,"CS","CS"
1992,597,1219,"CS","CS"
1992,612,1870,"CS","CS"
1992,612,1870,"CS","CS"
1992,612,1870,"CS","CS"
1992,628,3299,"BIO","BIO"
1992,650,2262,"BIO","BIO"
1992,578,655,"BIO","BIO"
1992,536,661,"CS","CS"
1992,674,3267,"CS","CS"
1992,686,1083,"CS","CS"
1992,686,1083,"CS","CS"
1992,686,1083,"CS","CS"
1992,693,1523,"CS","CS"
1992,693,1523,"CS","CS"
1992,693,1523,"CS","CS"
1992,713,4184,"BIO","BIO"
1992,715,3071,"CS","CS"
1992,728,2834,"BIO","BIO"
1992,730,2702,"CS","CS"
1992,730,2702,"CS","CS"
1992,730,2702,"CS","CS"
1992,735,1761,"CS","CS"
1992,735,1761,"CS","CS"
1992,735,1761,"CS","CS"
1992,347,757,"BIO","BIO"
1992,347,757,"BIO","BIO"
1992,347,757,"BIO","BIO"
1992,785,1265,"BIO","BIO"
1992,790,1080,"BIO","BIO"
1992,790,1080,"BIO","BIO"
1992,798,3587,"CS","CS"
1992,798,3587,"CS","CS"
1992,799,2256,"CS","CS"
1992,812,2760,"CS","CS"
1992,814,3553,"BIO","BIO"
1992,814,3553,"BIO","BIO"
1992,830,3512,"CS","CS"
1992,830,2904,"CS","CS"
1992,847,3718,"CS","CS"
1992,849,3410,"CS","CS"
1992,853,3770,"CS","CS"
1992,853,3770,"CS","CS"
1992,2162,3355,"BIO","CS"
1992,874,2162,"BIO","BIO"
1992,874,3355,"BIO","CS"
1992,902,2440,"BIO","BIO"
1992,924,2594,"CS","CS"
1992,941,2463,"BIO","BIO"
1992,966,1415,"CS","CS"
1992,996,3755,"BIO","BIO"
1992,996,3755,"BIO","BIO"
1992,1025,1178,"CS","CS"
1992,1026,4008,"CS","CS"
1992,1043,3582,"BIO","BIO"
1992,1493,3582,"BIO","BIO"
1992,1043,1493,"BIO","BIO"
1992,1043,3582,"BIO","BIO"
1992,1044,2538,"CS","CS"
1992,1044,2538,"CS","CS"
1992,536,1075,"CS","CS"
1992,790,1080,"BIO","BIO"
1992,790,1080,"BIO","BIO"
1992,1083,1588,"CS","CS"
1992,686,1083,"CS","CS"
1992,686,1588,"CS","CS"
1992,1083,1588,"CS","CS"
1992,353,1083,"CS","CS"
1992,1090,3494,"CS","CS"
1992,1090,3494,"CS","CS"
1992,1103,2771,"BIO","BIO"
1992,1117,1751,"BIO","BIO"
1992,203,1117,"BIO","BIO"
1992,1121,3935,"CS","CS"
1992,1153,3348,"BIO","BIO"
1992,1156,4039,"CS","CS"
1992,1174,1958,"BIO","BIO"
1992,1178,2236,"CS","CS"
1992,1178,1455,"CS","CS"
1992,1178,2236,"CS","CS"
1992,1178,1455,"CS","CS"
1992,1178,4171,"CS","CS"
1992,1178,2236,"CS","CS"
1992,597,1219,"CS","CS"
1992,1233,3668,"CS","CS"
1992,1246,3075,"BIO","BIO"
1992,1246,3075,"BIO","BIO"
1992,640,1251,"CS","CS"
1992,1255,3089,"CS","CS"
1992,1280,4024,"CS","CS"
1992,1322,3512,"CS","CS"
1992,1322,3512,"CS","CS"
1992,1322,3512,"CS","CS"
1992,245,1417,"CS","CS"
1992,245,1417,"CS","CS"
1992,1453,2778,"CS","CS"
1992,1178,1455,"CS","CS"
1992,1455,3504,"CS","CS"
1992,1178,1455,"CS","CS"
1992,1043,3582,"BIO","BIO"
1992,1493,3582,"BIO","BIO"
1992,1043,1493,"BIO","BIO"
1992,1497,3422,"CS","CS"
