"year","Source","Target","s_dept","t_dept"
1979,216,2080,"BIO","BIO"
1979,415,1870,"CS","CS"
1979,530,3411,"BIO","BIO"
1979,1153,3631,"BIO","BIO"
1979,1153,3631,"BIO","BIO"
1979,1251,2581,"CS","CS"
1979,1251,2581,"CS","CS"
1979,1508,4171,"CS","CS"
1979,1596,1814,"CS","CS"
1979,415,1870,"CS","CS"
1979,1956,3763,"BIO","BIO"
1979,1283,2062,"CS","BIO"
1979,1283,2062,"CS","BIO"
1979,1283,2062,"CS","BIO"
1979,1283,2062,"CS","BIO"
1979,1080,2099,"BIO","BIO"
1979,2276,4174,"BIO","BIO"
1979,2422,2864,"CS","CS"
1979,3028,4171,"CS","CS"
1979,3028,4171,"CS","CS"
1979,1153,3631,"BIO","BIO"
1979,1153,3631,"BIO","BIO"
1979,1956,3763,"BIO","BIO"
1979,2415,3868,"BIO","BIO"
1979,2415,3868,"BIO","BIO"
1979,3028,4171,"CS","CS"
1979,3028,4171,"CS","CS"
1979,2276,4174,"BIO","BIO"
