"year","coauthor_codes"
1974,"-UyfaYEAAAAJ"
1974,"-UyfaYEAAAAJ"
1974,"-UyfaYEAAAAJ"
1974,"-UyfaYEAAAAJ"
1974,"-UyfaYEAAAAJ"
1974,"-UyfaYEAAAAJ"
1974,"0IrZEuIAAAAJ"
1974,"0XV1sFsAAAAJ"
1974,"0XV1sFsAAAAJ"
1974,"0y6JDD4AAAAJ"
1974,"1jE4flwAAAAJ"
1974,"1jE4flwAAAAJ"
1974,"1jE4flwAAAAJ"
1974,"1jE4flwAAAAJ"
1974,"1somGYUAAAAJ"
1974,"1wq5H9oAAAAJ"
1974,"1wq5H9oAAAAJ"
1974,"1wq5H9oAAAAJ"
1974,"1wq5H9oAAAAJ"
1974,"1z3mv7EAAAAJ"
1974,"2ftJYXMAAAAJ"
1974,"2ftJYXMAAAAJ"
1974,"2hg5lYIAAAAJ"
1974,"2LQimEIAAAAJ"
1974,"2LQimEIAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"2SF6AXQAAAAJ"
1974,"3-PRZG0AAAAJ"
1974,"4OOz4DcAAAAJ"
1974,"4OOz4DcAAAAJ"
1974,"4OOz4DcAAAAJ"
1974,"4OOz4DcAAAAJ"
1974,"4OOz4DcAAAAJ"
1974,"4OOz4DcAAAAJ"
1974,"4tJhnt8AAAAJ"
1974,"4tJhnt8AAAAJ"
1974,"4tJhnt8AAAAJ"
1974,"4tJhnt8AAAAJ"
1974,"4veQB4cAAAAJ"
1974,"4veQB4cAAAAJ"
1974,"4veQB4cAAAAJ"
1974,"4XyoYbAAAAAJ"
1974,"55pOyCkAAAAJ"
1974,"5iXE9k0AAAAJ"
1974,"5iXE9k0AAAAJ"
1974,"5iXE9k0AAAAJ"
1974,"5PboKNAAAAAJ"
1974,"5PboKNAAAAAJ"
1974,"628Jn7UAAAAJ"
1974,"628Jn7UAAAAJ"
1974,"6qE0tdAAAAAJ"
1974,"6qE0tdAAAAAJ"
1974,"6qE0tdAAAAAJ"
1974,"7btxQB0AAAAJ"
1974,"7btxQB0AAAAJ"
1974,"7btxQB0AAAAJ"
1974,"7cys8kgAAAAJ"
1974,"7cys8kgAAAAJ"
1974,"7cys8kgAAAAJ"
1974,"7cys8kgAAAAJ"
1974,"7cys8kgAAAAJ"
1974,"7cys8kgAAAAJ"
1974,"7P3t1woAAAAJ"
1974,"7PeekG0AAAAJ"
1974,"7PeekG0AAAAJ"
1974,"7PeekG0AAAAJ"
1974,"7VeXVsYAAAAJ"
1974,"7VeXVsYAAAAJ"
1974,"8ExiKC0AAAAJ"
1974,"8ExiKC0AAAAJ"
1974,"8ExiKC0AAAAJ,LPTkkxUAAAAJ,hgOSI1EAAAAJ"
1974,"8GA4R2wAAAAJ"
1974,"8GA4R2wAAAAJ"
1974,"8gIklOMAAAAJ"
1974,"8Qu_gAMAAAAJ"
1974,"8v3hRYcAAAAJ"
1974,"8vsRBCgAAAAJ"
1974,"a-qMWpwAAAAJ"
1974,"a-qMWpwAAAAJ"
1974,"a-qMWpwAAAAJ"
1974,"A1NhsZgAAAAJ"
1974,"a7LHl00AAAAJ"
1974,"a7LHl00AAAAJ"
1974,"a7LHl00AAAAJ"
1974,"AN-_Gn8AAAAJ"
1974,"aVorcfUAAAAJ"
1974,"azVcOOgAAAAJ"
1974,"azVcOOgAAAAJ"
1974,"azVcOOgAAAAJ"
1974,"azVcOOgAAAAJ"
1974,"azVcOOgAAAAJ"
1974,"azVcOOgAAAAJ"
1974,"azVcOOgAAAAJ"
1974,"B46xY4sAAAAJ"
