"FacultyI","FacultyJ","XDIndicator"
"--nVNvIAAAAJ","in6eBIwAAAAJ",1
"HtgKHRIAAAAJ","-6cOYcYAAAAJ",1
"-DEyRIgAAAAJ","-had2Q8AAAAJ",0
"sflJAhgAAAAJ","-had2Q8AAAAJ",0
"-IMW-w0AAAAJ","CZyWk8kAAAAJ",1
"-IMW-w0AAAAJ","CZyWk8kAAAAJ",1
"dShqnssAAAAJ","-m5wrTkAAAAJ",1
"sflJAhgAAAAJ","-o3I0zUAAAAJ",0
"gqB23VMAAAAJ","-PWcE1YAAAAJ",1
"8kA3eDwAAAAJ","-pyztDMAAAAJ",1
"UWZA0v4AAAAJ","-sGaL8sAAAAJ",1
"Un5KXJ4AAAAJ","-spRnaQAAAAJ",1
"-teHhxwAAAAJ","SGCNgQQAAAAJ",0
"-teHhxwAAAAJ","8AkiZd8AAAAJ",0
"SGCNgQQAAAAJ","8AkiZd8AAAAJ",0
"-XpZ4fgAAAAJ","B8O_SVkAAAAJ",1
"neO3vFYAAAAJ","-yrzguMAAAAJ",1
"-_yz0eUAAAAJ","q5z-aZEAAAAJ",0
"PogsVkYAAAAJ","008lr2cAAAAJ",1
"00M1AqQAAAAJ","98iA_ooAAAAJ",1
"00M1AqQAAAAJ","98iA_ooAAAAJ",1
"xdGKgtcAAAAJ","00M1AqQAAAAJ",1
"xdGKgtcAAAAJ","00M1AqQAAAAJ",1
"xdGKgtcAAAAJ","00M1AqQAAAAJ",1
"0zrqo3B-66wC","00M1AqQAAAAJ",1
"xdGKgtcAAAAJ","00M1AqQAAAAJ",1
"0zrqo3B-66wC","00M1AqQAAAAJ",1
"0zrqo3B-66wC","00M1AqQAAAAJ",1
"67aYFTQAAAAJ","02nHF0gAAAAJ",1
"67aYFTQAAAAJ","02nHF0gAAAAJ",1
"6Ff2c8wAAAAJ","02_kT4YAAAAJ",1
"6Ff2c8wAAAAJ","02_kT4YAAAAJ",1
"v6PsQKIAAAAJ","X08l_4IAAAAJ",1
"v6PsQKIAAAAJ","fIoDWp8AAAAJ",1
"v6PsQKIAAAAJ","02_kT4YAAAAJ",1
"v6PsQKIAAAAJ","ugFNit4AAAAJ",1
"v6PsQKIAAAAJ","xe0eVksAAAAJ",1
"v6PsQKIAAAAJ","NRAo--UAAAAJ",1
"v6PsQKIAAAAJ","2s9_ZWgAAAAJ",1
"X08l_4IAAAAJ","fIoDWp8AAAAJ",1
"X08l_4IAAAAJ","02_kT4YAAAAJ",1
"X08l_4IAAAAJ","ugFNit4AAAAJ",1
"X08l_4IAAAAJ","xe0eVksAAAAJ",1
"X08l_4IAAAAJ","NRAo--UAAAAJ",1
"X08l_4IAAAAJ","2s9_ZWgAAAAJ",1
"fIoDWp8AAAAJ","02_kT4YAAAAJ",1
"fIoDWp8AAAAJ","ugFNit4AAAAJ",1
"fIoDWp8AAAAJ","xe0eVksAAAAJ",1
"fIoDWp8AAAAJ","NRAo--UAAAAJ",1
