"year","Source","Target","s_dept","t_dept"
2006,1,712,"CS","CS"
2006,1,3575,"CS","CS"
2006,7,2989,"BIO","BIO"
2006,12,1118,"CS","CS"
2006,19,3245,"CS","CS"
2006,19,293,"CS","BIO"
2006,19,3707,"CS","CS"
2006,19,3424,"CS","CS"
2006,3424,3707,"CS","CS"
2006,19,1028,"CS","CS"
2006,19,293,"CS","BIO"
2006,19,3424,"CS","CS"
2006,24,338,"CS","CS"
2006,27,2265,"BIO","BIO"
2006,30,2660,"BIO","BIO"
2006,30,3110,"BIO","BIO"
2006,2660,3110,"BIO","BIO"
2006,30,2660,"BIO","BIO"
2006,30,2376,"BIO","BIO"
2006,30,3110,"BIO","BIO"
2006,30,3110,"BIO","BIO"
2006,33,1083,"CS","CS"
2006,33,1083,"CS","CS"
2006,33,1083,"CS","CS"
2006,33,1083,"CS","CS"
2006,33,1083,"CS","CS"
2006,33,1083,"CS","CS"
2006,34,1959,"CS","CS"
2006,34,1959,"CS","CS"
2006,34,1959,"CS","CS"
2006,34,1959,"CS","CS"
2006,39,1185,"CS","CS"
2006,39,2435,"CS","CS"
2006,39,598,"CS","CS"
2006,39,2435,"CS","CS"
2006,39,1185,"CS","CS"
2006,39,2435,"CS","CS"
2006,40,3099,"BIO","BIO"
2006,41,3384,"CS","CS"
2006,43,1722,"BIO","BIO"
2006,43,1722,"BIO","BIO"
2006,1631,2364,"CS","CS"
2006,44,2364,"CS","CS"
2006,44,1631,"CS","CS"
2006,45,2929,"BIO","BIO"
2006,45,2703,"BIO","BIO"
2006,45,2340,"BIO","BIO"
2006,2703,2929,"BIO","BIO"
2006,2340,2929,"BIO","BIO"
2006,2340,2703,"BIO","BIO"
2006,46,3974,"CS","CS"
2006,60,2602,"CS","CS"
2006,60,2602,"CS","CS"
2006,63,844,"CS","CS"
2006,63,1860,"CS","CS"
2006,844,1860,"CS","CS"
2006,63,1092,"CS","CS"
2006,63,1092,"CS","CS"
2006,63,1092,"CS","CS"
2006,64,3412,"BIO","BIO"
2006,64,3412,"BIO","BIO"
2006,65,2418,"CS","CS"
2006,65,2966,"CS","CS"
2006,67,2401,"BIO","BIO"
2006,67,2401,"BIO","BIO"
2006,2401,3664,"BIO","BIO"
2006,67,3664,"BIO","BIO"
2006,67,2401,"BIO","BIO"
2006,69,1570,"BIO","BIO"
2006,1570,2366,"BIO","BIO"
2006,69,2366,"BIO","BIO"
2006,71,2077,"CS","CS"
2006,145,2093,"CS","CS"
2006,73,2093,"CS","CS"
2006,1821,2093,"CS","CS"
2006,73,145,"CS","CS"
2006,145,1821,"CS","CS"
2006,73,1821,"CS","CS"
2006,145,2093,"CS","CS"
2006,73,2093,"CS","CS"
2006,1821,2093,"CS","CS"
2006,73,145,"CS","CS"
2006,145,1821,"CS","CS"
2006,73,1821,"CS","CS"
2006,73,145,"CS","CS"
2006,73,3770,"CS","CS"
2006,145,2093,"CS","CS"
2006,73,2093,"CS","CS"
2006,1821,2093,"CS","CS"
2006,73,145,"CS","CS"
2006,145,1821,"CS","CS"
2006,73,1821,"CS","CS"
2006,78,2059,"CS","CS"
2006,78,3481,"CS","CS"
2006,278,3481,"CS","CS"
2006,78,278,"CS","CS"
2006,80,2380,"BIO","CS"
2006,81,646,"CS","CS"
2006,81,646,"CS","CS"
2006,81,646,"CS","CS"
2006,82,1639,"BIO","BIO"
2006,83,3700,"BIO","BIO"
2006,83,1265,"BIO","BIO"
2006,87,1694,"CS","CS"
2006,87,3849,"CS","CS"
2006,1694,3849,"CS","CS"
2006,87,3849,"CS","CS"
2006,88,913,"CS","CS"
2006,88,3873,"CS","CS"
2006,913,3873,"CS","CS"
2006,294,3873,"CS","CS"
2006,88,913,"CS","CS"
2006,88,294,"CS","CS"
2006,294,913,"CS","CS"
2006,94,1363,"BIO","BIO"
2006,94,1363,"BIO","BIO"
