"year","Source","Target","s_dept","t_dept"
1991,57,2166,"BIO","BIO"
1991,66,2356,"CS","CS"
1991,73,3334,"CS","CS"
1991,74,2153,"BIO","BIO"
1991,83,1265,"BIO","BIO"
1991,83,2060,"BIO","BIO"
1991,83,559,"BIO","BIO"
1991,83,2527,"BIO","BIO"
1991,559,2060,"BIO","BIO"
1991,2060,2527,"BIO","BIO"
1991,559,2527,"BIO","BIO"
1991,95,711,"BIO","BIO"
1991,139,3869,"CS","CS"
1991,146,1280,"CS","CS"
1991,212,389,"BIO","BIO"
1991,237,3422,"CS","CS"
1991,3422,3783,"CS","CS"
1991,237,3783,"CS","CS"
1991,245,1417,"CS","CS"
1991,271,2908,"CS","CS"
1991,279,3668,"BIO","CS"
1991,287,3658,"BIO","BIO"
1991,337,2217,"CS","CS"
1991,347,757,"BIO","BIO"
1991,353,1083,"CS","CS"
1991,354,1888,"CS","CS"
1991,387,1668,"BIO","BIO"
1991,387,2584,"BIO","BIO"
1991,387,2715,"BIO","BIO"
1991,395,3351,"BIO","CS"
1991,401,3786,"CS","CS"
1991,470,3235,"CS","CS"
1991,490,1289,"BIO","BIO"
1991,490,804,"BIO","BIO"
1991,804,1289,"BIO","BIO"
1991,498,2119,"CS","CS"
1991,505,533,"BIO","BIO"
1991,513,1227,"CS","CS"
1991,1227,2717,"CS","CS"
1991,513,2717,"CS","CS"
1991,529,3325,"CS","CS"
1991,547,2330,"CS","CS"
1991,547,1181,"CS","CS"
1991,443,550,"CS","CS"
1991,581,1577,"CS","CS"
1991,597,1219,"CS","CS"
1991,612,1870,"CS","CS"
1991,628,3299,"BIO","BIO"
1991,628,2608,"BIO","BIO"
1991,674,705,"CS","CS"
1991,686,1083,"CS","CS"
1991,705,2631,"CS","CS"
1991,730,2702,"CS","CS"
1991,1417,2702,"CS","CS"
1991,730,1417,"CS","CS"
1991,831,1417,"CS","CS"
1991,889,1417,"CS","CS"
1991,1417,1623,"CS","CS"
1991,639,1417,"CS","CS"
1991,831,2702,"CS","CS"
1991,889,2702,"CS","CS"
1991,1623,2702,"CS","CS"
