"year","Source","Target","s_dept","t_dept"
2005,7,2989,"BIO","BIO"
2005,8,1306,"BIO","BIO"
2005,12,3945,"CS","CS"
2005,19,3707,"CS","CS"
2005,19,3424,"CS","CS"
2005,3424,3707,"CS","CS"
2005,20,3385,"BIO","CS"
2005,21,30,"BIO","BIO"
2005,28,1564,"CS","CS"
2005,30,2376,"BIO","BIO"
2005,30,3110,"BIO","BIO"
2005,2660,3110,"BIO","BIO"
2005,30,2660,"BIO","BIO"
2005,32,1503,"BIO","BIO"
2005,33,2404,"CS","CS"
2005,1083,2404,"CS","CS"
2005,33,1083,"CS","CS"
2005,33,2748,"CS","CS"
2005,1083,2748,"CS","CS"
2005,34,1959,"CS","CS"
2005,34,2363,"CS","CS"
2005,39,2435,"CS","CS"
2005,598,1185,"CS","CS"
2005,39,598,"CS","CS"
2005,598,2435,"CS","CS"
2005,39,1185,"CS","CS"
2005,1185,2435,"CS","CS"
2005,40,74,"BIO","BIO"
2005,528,3497,"CS","CS"
2005,42,3497,"BIO","CS"
2005,42,528,"BIO","CS"
2005,44,1631,"CS","CS"
2005,44,3790,"CS","CS"
2005,58,253,"CS","CS"
2005,159,253,"CS","CS"
2005,58,159,"CS","CS"
2005,58,3365,"CS","CS"
2005,60,2602,"CS","CS"
2005,63,844,"CS","CS"
2005,63,1860,"CS","CS"
2005,844,1860,"CS","CS"
2005,63,1092,"CS","CS"
2005,64,3412,"BIO","BIO"
2005,64,2749,"BIO","BIO"
2005,65,2418,"CS","CS"
2005,66,3064,"CS","CS"
2005,66,156,"CS","CS"
2005,66,786,"CS","CS"
2005,156,3064,"CS","CS"
2005,786,3064,"CS","CS"
2005,156,786,"CS","CS"
2005,67,2401,"BIO","BIO"
2005,2401,3664,"BIO","BIO"
2005,2401,3617,"BIO","BIO"
2005,67,3664,"BIO","BIO"
2005,67,3617,"BIO","BIO"
2005,3617,3664,"BIO","BIO"
2005,72,579,"BIO","BIO"
2005,73,145,"CS","CS"
2005,77,1667,"CS","CS"
2005,78,485,"CS","CS"
2005,79,1330,"BIO","BIO"
2005,82,1639,"BIO","BIO"
2005,83,3700,"BIO","BIO"
2005,87,2044,"CS","CS"
2005,87,2169,"CS","CS"
2005,87,3849,"CS","CS"
2005,88,913,"CS","CS"
2005,98,1988,"CS","CS"
2005,100,2482,"BIO","BIO"
2005,101,2501,"CS","CS"
2005,101,1683,"CS","BIO"
2005,1175,1378,"CS","CS"
2005,1175,2454,"CS","CS"
2005,107,1175,"CS","CS"
2005,1175,2370,"CS","CS"
2005,1378,2454,"CS","CS"
2005,107,1378,"CS","CS"
2005,1378,2370,"CS","CS"
2005,107,2454,"CS","CS"
2005,2370,2454,"CS","CS"
2005,107,2370,"CS","CS"
2005,114,1634,"CS","CS"
2005,114,3028,"CS","CS"
2005,119,2792,"BIO","BIO"
2005,124,1759,"CS","CS"
2005,128,2285,"CS","CS"
2005,136,1466,"CS","CS"
2005,136,2868,"CS","CS"
2005,136,2489,"CS","CS"
2005,136,3298,"CS","CS"
2005,2489,3298,"CS","CS"
2005,136,761,"CS","CS"
2005,1934,2868,"CS","CS"
2005,136,1934,"CS","CS"
2005,138,348,"CS","CS"
2005,139,3869,"CS","CS"
2005,139,2656,"CS","CS"
2005,146,2186,"CS","CS"
2005,147,2438,"CS","CS"
2005,147,3853,"CS","CS"
2005,147,1109,"CS","CS"
2005,598,3967,"CS","CS"
2005,149,3967,"CS","CS"
2005,149,598,"CS","CS"
2005,161,1810,"CS","CS"
2005,161,1712,"CS","CS"
2005,161,4043,"CS","CS"
2005,1712,1810,"CS","CS"
2005,1810,4043,"CS","CS"
2005,1712,4043,"CS","CS"
2005,161,510,"CS","CS"
2005,162,2382,"BIO","BIO"
2005,164,476,"CS","CS"
2005,169,860,"CS","CS"
2005,933,2232,"BIO","CS"
2005,933,3539,"BIO","BIO"
2005,169,933,"CS","BIO"
2005,2232,3539,"CS","BIO"
2005,169,2232,"CS","CS"
2005,169,3539,"CS","BIO"
2005,2232,2252,"CS","BIO"
2005,169,2252,"CS","BIO"
2005,172,2923,"BIO","BIO"
2005,176,1519,"CS","CS"
2005,177,945,"CS","CS"
2005,177,1311,"CS","CS"
2005,181,3689,"CS","CS"
2005,187,2440,"BIO","BIO"
2005,187,627,"BIO","BIO"
2005,627,2440,"BIO","BIO"
2005,190,2974,"BIO","CS"
2005,193,2726,"BIO","BIO"
2005,211,2193,"BIO","BIO"
2005,212,3216,"BIO","BIO"
2005,213,769,"BIO","BIO"
2005,219,755,"CS","CS"
2005,755,3974,"CS","CS"
2005,219,3974,"CS","CS"
2005,227,4121,"BIO","BIO"
2005,231,2898,"CS","CS"
2005,231,2217,"CS","CS"
2005,753,1362,"CS","CS"
2005,235,1362,"CS","CS"
2005,1362,3595,"CS","CS"
2005,235,753,"CS","CS"
2005,753,3595,"CS","CS"
2005,235,3595,"CS","CS"
2005,236,3697,"CS","CS"
2005,237,3184,"CS","CS"
2005,237,2217,"CS","CS"
2005,3893,4158,"CS","CS"
2005,3659,3893,"CS","CS"
2005,238,3893,"CS","CS"
2005,3659,4158,"CS","CS"
2005,238,4158,"CS","CS"
2005,238,3659,"CS","CS"
2005,1293,4158,"CS","CS"
2005,238,1293,"CS","CS"
2005,239,1785,"BIO","BIO"
2005,239,3624,"BIO","CS"
2005,245,2640,"CS","CS"
2005,254,1826,"BIO","BIO"
2005,256,3077,"CS","CS"
2005,256,1883,"CS","CS"
2005,256,379,"CS","CS"
2005,1883,3077,"CS","CS"
2005,379,3077,"CS","CS"
2005,379,1883,"CS","CS"
2005,263,2087,"CS","CS"
2005,1028,3143,"CS","CS"
2005,263,3143,"CS","CS"
2005,263,1028,"CS","CS"
2005,265,1743,"BIO","BIO"
2005,265,2393,"BIO","BIO"
2005,267,476,"CS","CS"
2005,268,747,"CS","CS"
2005,269,3311,"CS","CS"
2005,271,1175,"CS","CS"
2005,273,1589,"CS","CS"
2005,273,3182,"CS","CS"
2005,274,3800,"CS","CS"
2005,278,3659,"CS","CS"
2005,278,3777,"CS","CS"
2005,2155,3777,"CS","CS"
2005,278,2155,"CS","CS"
2005,2059,2835,"CS","CS"
2005,278,2835,"CS","CS"
2005,278,2059,"CS","CS"
2005,3401,3777,"CS","CS"
2005,278,3401,"CS","CS"
2005,279,2227,"BIO","BIO"
2005,280,2425,"CS","CS"
2005,280,2863,"CS","CS"
2005,281,2584,"BIO","BIO"
2005,285,1434,"CS","CS"
2005,285,485,"CS","CS"
2005,289,2346,"CS","CS"
2005,289,1821,"CS","CS"
2005,1821,2346,"CS","CS"
2005,289,2735,"CS","CS"
2005,291,2032,"CS","CS"
2005,291,4030,"CS","CS"
2005,296,1739,"BIO","BIO"
2005,299,3160,"BIO","CS"
2005,299,2291,"BIO","BIO"
2005,299,1145,"BIO","BIO"
2005,1145,2291,"BIO","BIO"
2005,2291,3160,"BIO","CS"
2005,1145,3160,"BIO","CS"
2005,299,706,"BIO","CS"
2005,374,706,"CS","CS"
2005,706,1145,"CS","BIO"
2005,706,3160,"CS","CS"
2005,299,374,"BIO","CS"
2005,374,1145,"CS","BIO"
2005,374,3160,"CS","CS"
2005,299,1392,"BIO","BIO"
2005,1392,3160,"BIO","CS"
2005,300,619,"CS","CS"
2005,619,1325,"CS","CS"
2005,300,1325,"CS","CS"
2005,1415,3284,"CS","CS"
2005,301,3284,"CS","CS"
2005,301,1415,"CS","CS"
2005,302,1113,"CS","CS"
2005,304,3997,"BIO","BIO"
2005,304,3630,"BIO","BIO"
2005,3630,3997,"BIO","BIO"
2005,307,403,"CS","CS"
2005,307,1325,"CS","CS"
2005,317,3622,"CS","CS"
2005,321,2620,"CS","CS"
2005,323,501,"BIO","BIO"
2005,323,1719,"BIO","BIO"
2005,323,4140,"BIO","BIO"
2005,326,2719,"CS","CS"
2005,328,2020,"BIO","BIO"
2005,1891,2774,"CS","CS"
2005,337,1891,"CS","CS"
2005,337,2774,"CS","CS"
2005,338,4141,"CS","CS"
2005,339,2134,"CS","CS"
2005,339,3544,"CS","CS"
2005,339,1712,"CS","CS"
2005,2134,3544,"CS","CS"
2005,1712,2134,"CS","CS"
2005,1712,3544,"CS","CS"
2005,340,3670,"CS","CS"
2005,345,2483,"CS","CS"
2005,345,1430,"CS","CS"
2005,345,3977,"CS","CS"
2005,1430,2483,"CS","CS"
2005,2483,3977,"CS","CS"
2005,1430,3977,"CS","CS"
2005,346,3503,"CS","CS"
2005,351,1423,"CS","CS"
2005,351,1631,"CS","CS"
2005,1423,1631,"CS","CS"
2005,352,3916,"CS","CS"
2005,352,2968,"CS","BIO"
2005,353,3541,"CS","CS"
2005,353,4087,"CS","CS"
2005,3541,4087,"CS","CS"
2005,353,982,"CS","CS"
2005,982,4087,"CS","CS"
2005,353,1601,"CS","CS"
2005,356,3283,"BIO","BIO"
2005,358,2573,"BIO","BIO"
2005,359,3176,"CS","BIO"
2005,359,2720,"CS","CS"
2005,361,672,"CS","CS"
2005,362,1358,"BIO","BIO"
2005,366,969,"CS","CS"
2005,366,1297,"CS","CS"
2005,366,3126,"CS","CS"
2005,373,3864,"CS","CS"
2005,374,3997,"CS","BIO"
2005,3160,3997,"CS","BIO"
2005,1939,2625,"CS","CS"
2005,376,1939,"CS","CS"
2005,376,2625,"CS","CS"
2005,378,1118,"CS","CS"
2005,378,3442,"CS","CS"
2005,1118,3442,"CS","CS"
2005,379,936,"CS","CS"
2005,379,1996,"CS","CS"
2005,380,3422,"CS","CS"
2005,382,3375,"BIO","CS"
2005,385,4165,"CS","CS"
2005,385,2392,"CS","CS"
2005,2392,4165,"CS","CS"
2005,385,2825,"CS","CS"
2005,387,4101,"BIO","BIO"
2005,387,898,"BIO","BIO"
2005,388,1433,"BIO","BIO"
2005,441,1091,"BIO","BIO"
2005,390,1091,"BIO","BIO"
2005,57,1091,"BIO","BIO"
2005,390,441,"BIO","BIO"
2005,57,441,"BIO","BIO"
2005,57,390,"BIO","BIO"
2005,391,3590,"CS","CS"
2005,229,395,"CS","BIO"
2005,395,2472,"BIO","BIO"
2005,397,848,"CS","CS"
2005,397,3792,"CS","CS"
2005,399,1652,"CS","CS"
2005,399,1442,"CS","CS"
2005,399,867,"CS","CS"
2005,867,1652,"CS","CS"
2005,1442,1652,"CS","CS"
2005,867,1442,"CS","CS"
2005,2032,2275,"CS","CS"
2005,399,2275,"CS","CS"
2005,399,2032,"CS","CS"
2005,399,3211,"CS","CS"
2005,1652,3211,"CS","CS"
2005,401,3786,"CS","CS"
2005,403,2769,"CS","CS"
2005,403,1631,"CS","CS"
2005,403,1325,"CS","CS"
2005,407,2426,"CS","CS"
2005,407,526,"CS","CS"
2005,407,3622,"CS","CS"
2005,317,407,"CS","CS"
2005,407,1206,"CS","CS"
2005,408,1561,"CS","BIO"
2005,412,542,"BIO","BIO"
2005,416,936,"CS","CS"
2005,416,3742,"CS","CS"
2005,418,2617,"CS","CS"
2005,419,1086,"BIO","BIO"
2005,421,1117,"BIO","BIO"
2005,421,1651,"BIO","BIO"
2005,422,1533,"CS","CS"
2005,422,3365,"CS","CS"
2005,423,816,"BIO","BIO"
2005,425,646,"BIO","CS"
2005,433,3445,"CS","CS"
2005,433,1422,"CS","CS"
2005,1066,1114,"CS","CS"
2005,443,1066,"CS","CS"
2005,443,1114,"CS","CS"
2005,443,3024,"CS","CS"
2005,444,1509,"CS","CS"
2005,444,3999,"CS","CS"
2005,1509,3999,"CS","CS"
2005,446,4096,"BIO","BIO"
2005,447,2764,"BIO","BIO"
2005,448,1008,"BIO","BIO"
2005,453,3422,"CS","CS"
2005,453,3430,"CS","CS"
2005,3422,3430,"CS","CS"
2005,453,2323,"CS","CS"
2005,455,583,"CS","CS"
2005,583,3024,"CS","CS"
2005,455,3024,"CS","CS"
2005,456,4028,"CS","CS"
2005,3584,4028,"CS","CS"
