"year","Source","Target","s_dept","t_dept"
1988,23,1263,"BIO","BIO"
1988,34,2363,"CS","CS"
1988,216,2876,"BIO","BIO"
1988,216,817,"BIO","BIO"
1988,237,3422,"CS","CS"
1988,339,2120,"CS","CS"
1988,378,1694,"CS","CS"
1988,380,3422,"CS","CS"
1988,411,2746,"BIO","BIO"
1988,498,2119,"CS","CS"
1988,500,1947,"CS","CS"
1988,505,533,"BIO","BIO"
1988,529,3325,"CS","CS"
1988,533,1611,"BIO","BIO"
1988,537,3530,"CS","CS"
1988,597,1219,"CS","CS"
1988,628,3299,"BIO","BIO"
1988,702,2296,"BIO","BIO"
1988,705,2631,"CS","CS"
1988,728,2834,"BIO","BIO"
1988,735,1761,"CS","CS"
1988,740,1492,"BIO","BIO"
1988,765,3853,"CS","CS"
1988,798,3467,"CS","CS"
1988,804,1289,"BIO","BIO"
1988,812,2760,"CS","CS"
1988,834,2596,"CS","CS"
1988,847,3718,"CS","CS"
1988,847,2214,"CS","CS"
1988,849,3410,"CS","CS"
1988,860,1923,"CS","BIO"
1988,889,1515,"CS","CS"
1988,913,1397,"CS","CS"
1988,942,3028,"CS","CS"
1988,966,4069,"CS","CS"
1988,996,3755,"BIO","BIO"
1988,1043,3582,"BIO","BIO"
1988,2252,3582,"BIO","BIO"
1988,1043,2252,"BIO","BIO"
1988,1043,1802,"BIO","BIO"
1988,1113,3014,"CS","CS"
1988,1117,1751,"BIO","BIO"
1988,1125,3957,"BIO","BIO"
1988,1240,3299,"BIO","BIO"
1988,1273,3235,"CS","CS"
1988,1322,3545,"CS","CS"
1988,831,1338,"CS","CS"
1988,1405,2760,"CS","CS"
1988,1480,3534,"BIO","BIO"
1988,1508,1778,"CS","CS"
1988,1526,2639,"BIO","BIO"
1988,1558,3754,"CS","CS"
1988,1558,1888,"CS","CS"
1988,1574,4116,"CS","CS"
1988,1721,2217,"CS","CS"
1988,1722,2252,"BIO","BIO"
1988,817,1785,"BIO","BIO"
1988,1871,2765,"BIO","CS"
1988,1955,3921,"CS","CS"
1988,1969,3426,"BIO","BIO"
1988,231,1982,"CS","CS"
1988,2105,2486,"BIO","BIO"
1988,2122,2574,"BIO","BIO"
1988,2131,3425,"CS","CS"
1988,2163,3245,"CS","CS"
1988,2187,3494,"CS","CS"
1988,2214,4139,"CS","CS"
1988,2222,3920,"BIO","BIO"
1988,1349,2267,"BIO","CS"
1988,1113,2306,"CS","CS"
1988,1816,2399,"CS","CS"
1988,2412,3668,"CS","CS"
1988,2434,3933,"CS","CS"
1988,2606,3800,"CS","CS"
1988,2613,2680,"BIO","BIO"
1988,2637,3873,"CS","CS"
1988,2639,3156,"BIO","BIO"
1988,1219,2683,"CS","CS"
1988,2699,3731,"CS","CS"
1988,2699,3668,"CS","CS"
1988,2412,2699,"CS","CS"
1988,3668,3731,"CS","CS"
1988,2722,3691,"CS","CS"
1988,421,2753,"BIO","BIO"
1988,2778,3437,"CS","CS"
1988,1550,2834,"BIO","BIO"
1988,2897,3423,"BIO","CS"
1988,2907,3439,"BIO","BIO"
1988,2834,2937,"BIO","BIO"
1988,3028,4171,"CS","CS"
1988,3042,3593,"BIO","BIO"
1988,1283,3066,"CS","BIO"
1988,386,3073,"BIO","CS"
1988,3184,3420,"CS","CS"
1988,1265,3188,"BIO","BIO"
1988,1322,3245,"CS","CS"
1988,3262,3765,"CS","CS"
1988,2804,3273,"CS","CS"
1988,384,3302,"BIO","BIO"
1988,557,3370,"BIO","BIO"
1988,1641,3415,"CS","CS"
1988,1953,3533,"CS","CS"
1988,674,3642,"CS","CS"
1988,3270,3796,"CS","CS"
1988,2465,3888,"CS","CS"
1988,3985,4054,"CS","CS"
1988,3102,4051,"BIO","BIO"
1988,2639,4060,"BIO","BIO"
1988,500,4122,"CS","CS"
