"year","Source","Target","s_dept","t_dept"
1997,12,3530,"CS","CS"
1997,30,962,"BIO","BIO"
1997,31,1570,"BIO","BIO"
1997,31,3169,"BIO","BIO"
1997,63,3690,"CS","CS"
1997,71,2717,"CS","CS"
1997,2717,3340,"CS","CS"
1997,71,3340,"CS","CS"
1997,77,475,"CS","CS"
1997,83,3700,"BIO","BIO"
1997,87,1113,"CS","CS"
1997,87,399,"CS","CS"
1997,94,1011,"BIO","BIO"
1997,1011,3734,"BIO","BIO"
1997,94,3734,"BIO","BIO"
1997,100,2482,"BIO","BIO"
1997,101,3725,"CS","CS"
1997,101,3028,"CS","CS"
1997,101,2501,"CS","CS"
1997,141,2044,"CS","CS"
1997,143,3975,"CS","CS"
1997,1228,2589,"CS","CS"
1997,147,1228,"CS","CS"
1997,147,2589,"CS","CS"
1997,170,441,"BIO","BIO"
1997,174,1558,"CS","CS"
1997,185,2903,"CS","CS"
1997,188,1533,"CS","CS"
1997,199,2609,"BIO","BIO"
1997,199,3077,"BIO","CS"
1997,213,2252,"BIO","BIO"
1997,215,2408,"CS","CS"
1997,219,848,"CS","CS"
1997,236,1304,"CS","CS"
1997,913,1304,"CS","CS"
1997,236,913,"CS","CS"
1997,237,3184,"CS","CS"
1997,237,3272,"CS","CS"
1997,3184,3272,"CS","CS"
1997,237,2863,"CS","CS"
1997,256,1996,"CS","CS"
1997,263,2144,"CS","CS"
1997,263,3395,"CS","CS"
1997,267,476,"CS","CS"
1997,269,3519,"CS","CS"
1997,536,2908,"CS","CS"
1997,271,536,"CS","CS"
1997,271,2908,"CS","CS"
1997,271,2625,"CS","CS"
1997,273,619,"CS","CS"
1997,273,3586,"CS","CS"
1997,273,1589,"CS","CS"
1997,273,408,"CS","CS"
1997,408,1589,"CS","CS"
1997,44,273,"CS","CS"
1997,274,2778,"CS","CS"
1997,3401,3777,"CS","CS"
1997,278,3401,"CS","CS"
1997,278,3777,"CS","CS"
1997,280,2425,"CS","CS"
1997,287,3957,"BIO","BIO"
1997,289,2921,"CS","CS"
1997,296,2499,"BIO","BIO"
1997,302,3122,"CS","CS"
1997,307,1571,"CS","CS"
1997,309,3452,"BIO","BIO"
1997,314,2221,"BIO","BIO"
1997,316,2252,"BIO","BIO"
1997,337,4014,"CS","CS"
1997,339,536,"CS","CS"
1997,347,757,"BIO","BIO"
1997,353,1083,"CS","CS"
1997,353,4087,"CS","CS"
1997,387,898,"BIO","BIO"
1997,389,3059,"BIO","BIO"
1997,392,1221,"CS","CS"
1997,392,2087,"CS","CS"
1997,401,3786,"CS","CS"
1997,403,1712,"CS","CS"
1997,408,1083,"CS","CS"
1997,380,3422,"CS","CS"
1997,410,3422,"CS","CS"
1997,2323,3422,"CS","CS"
1997,380,410,"CS","CS"
1997,380,2323,"CS","CS"
1997,410,2323,"CS","CS"
1997,417,3071,"CS","CS"
1997,419,2527,"BIO","BIO"
1997,433,2625,"CS","CS"
1997,443,2775,"CS","CS"
1997,449,1283,"CS","CS"
1997,470,1273,"CS","CS"
1997,1273,3235,"CS","CS"
1997,470,3235,"CS","CS"
