"V1","V2","V3","V4","V5"
0.000238663484486874,0.00156412291865146,0.00156412291865146,0.00156412291865146,0.000521510328733777
0.000477326968973747,0.00312702163465331,0.00312702163465331,0.00312702163465331,0.00104288463495093
0.000715990453460621,0.00416827399940477,0.00364771582828735,0.00416827399940477,0.00156412291865146
0.000954653937947494,0.00572899635514064,0.00468869614800556,0.00572899635514064,0.00208522517983537
0.00119331742243437,0.00624901043619157,0.00520898227408972,0.00624901043619157,0.00260619141850265
0.00143198090692124,0.00780823654424459,0.00572913237765727,0.00780823654424459,0.00312702163465331
0.00167064439140811,0.00988530037308256,0.00624914645870819,0.00884704050369682,0.00364771582828735
0.00190930787589499,0.0109230161524018,0.00780837256676121,0.00988530037308256,0.00364771582828735
0.00214797136038186,0.0119601878416546,0.00832784255774564,0.0119601878416546,0.00416827399940477
0.00238663484486874,0.012478569652506,0.00988530037308256,0.012478569652506,0.00468869614800556
0.00262529832935561,0.0129968154408408,0.0119601878416546,0.0129968154408408,0.00520898227408972
0.00286396181384248,0.0140328989499606,0.012478569652506,0.0140328989499606,0.00572913237765727
0.00310262529832936,0.0145507366707455,0.013514925206659,0.0145507366707455,0.00624914645870819
0.00334128878281623,0.0150684383690139,0.0140328989499606,0.0150684383690139,0.00676902451724249
0.0035799522673031,0.0155860040447656,0.0145507366707455,0.0197178240097153,0.00728876655326016
0.00381861575178998,0.0166207273287191,0.0155860040447656,0.0233292218260642,0.00780837256676121
0.00405727923627685,0.0212664403614717,0.0166207273287191,0.0238446111415499,0.00780837256676121
0.00429594272076372,0.0248749817049715,0.0171378849369209,0.0253899629529074,0.00832784255774564
0.0045346062052506,0.0253899629529074,0.0181717920857747,0.0264195173812292,0.00884717652621344
0.00477326968973747,0.0264195173812292,0.0186885416264267,0.0274485277194846,0.00936637447216462
0.00501193317422434,0.0279628288548373,0.019205155144562,0.0279628288548373,0.00988543639559918
0.00525059665871122,0.0289910230579929,0.0197216326401807,0.0295049161257958,0.0104043622965171
0.00548926014319809,0.0295049161257958,0.0212702489919371,0.0305322941938517,0.0109231521749184
0.00572792362768496,0.030018673171082,0.0217861823974894,0.0310457791941047,0.0114418060308031
0.00596658711217184,0.0310457791941047,0.0223019797805249,0.0315591281718411,0.0114418060308031
0.00620525059665871,0.0325852820372473,0.0269342265841318,0.0320723411270608,0.0119603238641712
0.00644391408114558,0.0330982229474338,0.0274486637420012,0.0336110278351037,0.0129969514633574
0.00668257756563246,0.0336110278351037,0.0289911590805096,0.034123696700257,0.0135150612291756
0.00692124105011933,0.034123696700257,0.0295050521483124,0.0346362295428936,0.0140330349724772
