"year","Source","Target","s_dept","t_dept"
1994,12,3530,"CS","CS"
1994,30,2660,"BIO","BIO"
1994,66,3122,"CS","CS"
1994,77,475,"CS","CS"
1994,83,1265,"BIO","BIO"
1994,100,2482,"BIO","BIO"
1994,101,2501,"CS","CS"
1994,101,1633,"CS","CS"
1994,102,3669,"BIO","BIO"
1994,106,3955,"CS","CS"
1994,107,3668,"CS","CS"
1994,3668,3731,"CS","CS"
1994,3668,4079,"CS","CS"
1994,3731,4079,"CS","CS"
1994,107,3731,"CS","CS"
1994,107,4079,"CS","CS"
1994,177,2855,"CS","CS"
1994,188,1533,"CS","CS"
1994,203,2333,"BIO","BIO"
1994,216,2876,"BIO","BIO"
1994,237,2863,"CS","CS"
1994,237,3422,"CS","CS"
1994,237,2940,"CS","CS"
1994,256,4021,"CS","CS"
1994,271,2625,"CS","CS"
1994,273,1589,"CS","CS"
1994,273,408,"CS","CS"
1994,289,2921,"CS","CS"
1994,302,2434,"CS","CS"
1994,340,3670,"CS","CS"
1994,1250,3670,"CS","CS"
1994,340,1250,"CS","CS"
1994,347,757,"BIO","BIO"
1994,353,1083,"CS","CS"
1994,354,1888,"CS","CS"
1994,380,2480,"CS","CS"
1994,380,410,"CS","CS"
1994,387,2584,"BIO","BIO"
1994,387,2715,"BIO","BIO"
1994,392,2170,"CS","CS"
1994,392,2087,"CS","CS"
1994,392,2422,"CS","CS"
1994,401,3786,"CS","CS"
1994,419,2527,"BIO","BIO"
1994,433,2625,"CS","CS"
1994,2144,3996,"CS","CS"
1994,443,3996,"CS","CS"
1994,443,2144,"CS","CS"
1994,489,3429,"CS","CS"
1994,498,2119,"CS","CS"
1994,504,3352,"CS","CS"
1994,504,3267,"CS","CS"
1994,3267,3352,"CS","CS"
1994,505,533,"BIO","BIO"
1994,510,4168,"CS","CS"
1994,513,1555,"CS","CS"
1994,529,3325,"CS","CS"
1994,533,1576,"BIO","BIO"
1994,536,1283,"CS","CS"
1994,538,2312,"CS","CS"
1994,538,1953,"CS","CS"
1994,547,2330,"CS","CS"
1994,504,550,"CS","CS"
1994,550,3267,"CS","CS"
1994,591,4161,"CS","CS"
1994,597,2163,"CS","CS"
1994,602,2855,"CS","CS"
1994,602,2769,"CS","CS"
1994,604,2217,"CS","CS"
1994,364,606,"CS","CS"
1994,612,1870,"CS","CS"
1994,620,2424,"BIO","BIO"
1994,628,3005,"BIO","BIO"
1994,638,3245,"CS","CS"
1994,536,638,"CS","CS"
1994,641,1311,"CS","CS"
1994,674,3632,"CS","CS"
1994,674,3731,"CS","CS"
1994,1694,3731,"CS","CS"
1994,674,1694,"CS","CS"
1994,679,1748,"CS","CS"
1994,703,3032,"CS","CS"
1994,705,2631,"CS","CS"
1994,708,3039,"CS","CS"
1994,711,3105,"BIO","BIO"
1994,713,4184,"BIO","BIO"
1994,715,1408,"CS","CS"
1994,718,3668,"CS","CS"
1994,718,3731,"CS","CS"
1994,730,1250,"CS","CS"
1994,735,1761,"CS","CS"
1994,764,2501,"CS","CS"
1994,765,3853,"CS","CS"
1994,785,2833,"BIO","BIO"
1994,785,1904,"BIO","BIO"
1994,789,1563,"BIO","BIO"
1994,798,3587,"CS","CS"
1994,812,2760,"CS","CS"
1994,829,3000,"BIO","BIO"
1994,831,1338,"CS","CS"
1994,847,1399,"CS","CS"
1994,847,4030,"CS","CS"
1994,847,3718,"CS","CS"
1994,853,3334,"CS","CS"
1994,854,2392,"CS","CS"
1994,878,3034,"CS","CS"
1994,880,3807,"CS","CS"
1994,2489,3807,"CS","CS"
