"year","Source","Target","s_dept","t_dept"
2001,18,23,"BIO","BIO"
2001,19,3245,"CS","CS"
2001,20,3385,"BIO","CS"
2001,21,30,"BIO","BIO"
2001,28,268,"CS","CS"
2001,31,3169,"BIO","BIO"
2001,39,1185,"CS","CS"
2001,44,2769,"CS","CS"
2001,54,1672,"CS","CS"
2001,55,94,"BIO","BIO"
2001,65,2418,"CS","CS"
2001,66,2356,"CS","CS"
2001,70,2751,"BIO","BIO"
2001,2717,3340,"CS","CS"
2001,71,3340,"CS","CS"
2001,71,2717,"CS","CS"
2001,73,3770,"CS","CS"
2001,73,81,"CS","CS"
2001,81,646,"CS","CS"
2001,73,646,"CS","CS"
2001,73,145,"CS","CS"
2001,74,3997,"BIO","BIO"
2001,77,2267,"CS","CS"
2001,78,485,"CS","CS"
2001,83,2271,"BIO","BIO"
2001,83,3658,"BIO","BIO"
2001,83,3700,"BIO","BIO"
2001,87,3849,"CS","CS"
2001,94,2917,"BIO","BIO"
2001,94,1011,"BIO","BIO"
2001,115,2190,"CS","CS"
2001,135,447,"BIO","BIO"
2001,136,3298,"CS","CS"
2001,136,2489,"CS","CS"
2001,2489,3298,"CS","CS"
2001,136,1466,"CS","CS"
2001,141,1577,"CS","CS"
2001,786,1577,"CS","CS"
2001,141,786,"CS","CS"
2001,143,3975,"CS","CS"
2001,147,1109,"CS","CS"
2001,152,2186,"CS","CS"
2001,418,2617,"CS","CS"
2001,159,2617,"CS","CS"
2001,159,418,"CS","CS"
2001,169,860,"CS","CS"
2001,170,441,"BIO","BIO"
2001,1423,3689,"CS","CS"
2001,181,1423,"CS","CS"
2001,181,3689,"CS","CS"
2001,184,3045,"BIO","BIO"
2001,190,3116,"BIO","BIO"
2001,190,2609,"BIO","BIO"
2001,219,1062,"CS","CS"
2001,219,3974,"CS","CS"
2001,228,2576,"BIO","BIO"
2001,228,3450,"BIO","BIO"
2001,2576,3450,"BIO","BIO"
2001,231,2217,"CS","CS"
2001,231,2898,"CS","CS"
2001,235,3640,"CS","CS"
2001,236,3697,"CS","CS"
2001,237,1948,"CS","CS"
2001,237,1541,"CS","CS"
2001,1541,1948,"CS","CS"
2001,237,2863,"CS","CS"
2001,238,1066,"CS","CS"
2001,244,929,"BIO","BIO"
2001,256,3077,"CS","CS"
2001,256,4028,"CS","CS"
2001,256,1996,"CS","CS"
2001,263,3395,"CS","CS"
2001,263,2144,"CS","CS"
2001,265,2393,"BIO","BIO"
2001,268,3272,"CS","CS"
2001,269,2614,"CS","CS"
2001,271,3977,"CS","CS"
2001,273,607,"CS","CS"
2001,273,1589,"CS","CS"
2001,274,1974,"CS","CS"
2001,278,3777,"CS","CS"
2001,2155,3777,"CS","CS"
2001,278,2155,"CS","CS"
2001,278,3401,"CS","CS"
2001,278,3659,"CS","CS"
2001,278,2835,"CS","CS"
2001,2670,2835,"CS","CS"
2001,278,2670,"CS","CS"
2001,281,387,"BIO","BIO"
2001,387,898,"BIO","BIO"
2001,281,898,"BIO","BIO"
2001,289,1821,"CS","CS"
2001,289,4067,"CS","CS"
2001,1415,3284,"CS","CS"
2001,301,3284,"CS","CS"
2001,301,1415,"CS","CS"
2001,301,1920,"CS","CS"
2001,317,1920,"CS","CS"
2001,301,317,"CS","CS"
2001,302,3122,"CS","CS"
2001,304,643,"BIO","BIO"
2001,307,3790,"CS","CS"
2001,2855,3790,"CS","CS"
2001,307,2855,"CS","CS"
2001,1571,3790,"CS","CS"
2001,307,1571,"CS","CS"
2001,1571,2855,"CS","CS"
2001,309,3452,"BIO","BIO"
2001,331,3640,"CS","CS"
2001,528,3640,"CS","CS"
2001,331,528,"CS","CS"
2001,334,4026,"CS","CS"
2001,337,1891,"CS","CS"
2001,346,3503,"CS","CS"
2001,348,3395,"CS","CS"
2001,1423,1571,"CS","CS"
2001,351,1423,"CS","CS"
2001,351,1571,"CS","CS"
2001,353,982,"CS","CS"
2001,353,4087,"CS","CS"
2001,982,4087,"CS","CS"
