"source","destination"
2574,2122
2576,3450
2584,387
2596,834
2596,2485
2596,3512
2596,3168
2596,4030
2606,3800
2613,2680
2619,2552
2631,705
2637,3873
2639,3156
2640,4069
2640,3351
2653,2572
2656,1982
2680,2613
2683,1574
2683,1219
2683,2452
2692,3727
2699,3352
2699,3668
2699,3731
2699,2412
2699,3270
2699,718
2702,174
2704,117
2705,3308
2708,2381
2708,3393
2715,3765
2715,4039
2716,2951
2717,3385
2717,1555
2722,3691
2746,2166
2746,57
2746,411
2753,421
2753,3062
2755,2646
2760,3422
2760,812
2760,1405
2765,3423
2767,3996
2775,399
2777,4116
2778,3437
2799,2109
2799,3969
2817,3492
2827,3586
2833,3700
2834,1550
2834,728
2855,3586
2864,2422
2876,216
2897,3423
2905,2018
2907,3439
2917,1855
2921,500
2921,3476
2921,1634
2921,1593
2937,2834
2948,4018
2951,1634
3014,1113
3028,4171
3028,3481
3028,2059
3028,942
3028,2236
3042,3593
3056,3122
3056,2704
3062,1177
3066,1283
3073,386
3076,1826
3089,3939
3098,1568
3105,711
3105,95
3108,2837
3132,3829
3153,3351
3153,2640
3153,1415
3156,2639
3157,2272
3163,1550
3163,3570
3168,2596
3168,4030
3168,378
3184,3420
3184,2217
3188,1265
3218,2227
3235,3428
3235,1273
3245,1322
3262,3765
3270,4031
3273,2804
3284,3351
3299,628
3302,384
3320,348
3325,529
3337,2917
3342,3631
3348,1153
3351,3284
3352,1912
3352,3731
3352,3668
3352,2412
3352,550
3370,557
3385,1156
3385,2717
3393,1878
3393,2434
3410,849
3415,1641
3420,3184
3422,237
3422,380
3422,2760
3422,2330
3422,2436
3422,3783
3425,2131
3428,3235
3429,379
3429,1789
3437,2778
3439,2907
3449,2120
3450,2576
3467,798
3476,500
3481,3028
3481,2059
3484,1876
3494,2187
3496,2603
3504,1723
3512,2596
3519,269
3530,537
3530,3857
3533,1953
3534,1480
3536,2546
3545,1322
3553,814
3564,2187
3570,1402
3570,1550
3570,3163
3574,942
3582,1043
3582,2252
3586,2855
3586,2827
3587,798
3593,3042
3596,3944
3609,2996
3631,3342
3631,2305
3631,1633
3632,3365
3642,674
3661,3862
3668,3731
3668,718
3668,3352
3668,2412
3669,2151
3684,353
3700,2833
3718,847
3722,18
3722,978
3727,2692
3731,3352
3731,3668
3731,718
3740,2528
3743,2163
3765,3262
3765,2715
3771,1838
3777,2797
3782,2412
3783,3422
3786,401
3788,1492
3796,3270
3800,2369
3800,1880
3800,2434
3805,2859
3826,2330
3829,3132
3835,2217
3857,3530
3862,3661
3869,1911
3888,2465
3920,2222
3921,2170
3933,2434
3933,2369
3939,3089
3944,3596
3955,4026
3985,4054
3985,3122
4026,3955
4030,2596
4030,3168
4031,3270
4039,2715
4039,4171
4051,3102
4060,2639
4069,2640
4079,2412
4116,1574
4116,2777
4122,500
4139,3427
4171,3028
4171,4039
4187,1990
