"source","destination"
588,984
588,3573
588,453
588,3802
588,376
592,4144
592,120
592,2366
594,1050
594,164
594,2819
594,495
594,2754
594,464
594,2428
597,51
597,3568
597,1914
597,3445
597,2519
598,219
598,3211
598,2435
598,149
598,3967
598,1905
598,39
598,1886
598,1940
598,1498
598,3203
598,41
599,3569
599,3663
600,13
600,1568
601,1584
601,2989
602,2863
602,3951
602,1712
603,2969
604,1509
604,2904
604,3807
604,4108
604,3032
604,2875
605,2169
606,1634
606,2009
606,3174
608,3365
608,1744
608,1185
608,373
609,2764
612,315
613,2654
614,453
614,2217
614,3977
614,2952
614,3344
616,1747
616,1684
616,3893
616,2684
616,513
618,2693
618,3353
618,1306
619,2691
619,300
619,1571
620,3495
620,3624
621,831
621,2625
621,3977
623,2196
623,3791
623,3492
623,2178
623,2461
623,3809
623,76
624,806
624,4039
624,2481
626,2252
626,3631
626,2719
626,1607
626,3064
626,920
626,2180
626,2232
626,1633
627,2366
627,187
627,2836
628,2401
628,530
628,2116
628,2070
629,3785
630,965
630,3207
630,2483
630,771
630,3371
630,3544
630,1220
630,1027
630,2426
631,1972
632,691
632,3785
632,15
632,3593
632,1683
633,453
633,907
633,4134
633,3422
633,2871
633,410
633,1497
634,961
634,1988
636,3063
638,1235
638,2521
638,1672
638,485
638,1482
638,2547
638,712
638,2228
638,3245
638,1213
640,2247
641,3668
641,3852
641,2369
641,3544
641,1233
641,238
641,1311
643,2260
643,3064
643,559
643,1621
643,1586
644,3992
644,2179
644,229
644,4024
644,3293
645,1791
646,81
646,3516
646,2548
646,936
646,672
646,3839
646,2748
646,2136
647,3640
648,300
648,552
649,568
649,3919
649,3093
649,2126
649,3977
649,2693
649,1345
649,652
650,2262
650,2953
651,3539
651,542
651,993
652,3814
652,839
652,1059
652,1345
652,3560
652,3919
652,3093
652,2126
652,568
652,3977
652,2693
652,2082
652,2785
653,4149
653,2656
655,199
655,1846
656,1826
656,1470
658,4086
658,2166
658,3534
658,2518
658,2471
659,1803
659,3989
659,4062
660,2923
660,2834
660,3519
660,3336
660,86
660,4110
660,1989
661,3903
662,1427
662,24
662,3378
662,1642
662,1156
664,2305
665,2120
665,3180
665,3485
666,3960
666,3309
666,4014
666,1090
666,3804
666,2868
666,2112
666,3858
666,2942
667,2415
667,2129
668,1785
668,1101
670,3974
671,3341
671,2890
671,1207
672,3516
672,361
672,936
672,646
672,3871
672,1266
673,1129
673,1455
674,4103
674,3330
674,2952
674,2693
674,1939
674,3919
676,4073
676,1996
676,4028
676,3071
676,229
678,2767
678,3624
679,2379
680,2817
680,1417
680,3265
680,1368
680,1499
680,763
682,2802
682,2975
685,2117
685,3378
685,87
685,2187
685,3980
686,353
688,2681
691,632
691,816
691,423
691,344
691,3299
693,2670
698,1817
700,4098
700,2652
702,527
702,711
703,1690
703,1509
703,3974
706,924
706,2088
707,3887
707,1747
707,3893
708,1006
708,2145
710,1455
710,3597
711,2126
711,1538
711,3871
711,2607
711,2296
712,4064
712,4104
712,2079
712,2547
712,3749
712,1129
712,353
712,974
712,2735
712,3371
712,3013
712,2806
712,847
712,993
712,289
712,1175
712,2906
715,2884
716,794
716,1644
718,4064
718,3604
718,3193
719,3515
719,3757
719,3664
719,2232
720,1205
720,1007
720,2843
720,1386
720,419
720,1798
720,3483
721,3669
721,2381
723,3846
723,2068
725,2803
725,772
725,2404
725,2117
725,971
726,3233
728,95
728,2834
728,2944
729,1687
730,455
730,3363
730,906
730,984
731,2691
731,1631
731,1281
731,181
731,351
731,164
732,3664
733,3191
733,3448
733,148
733,3236
734,2437
734,2943
734,3945
734,1635
734,3330
737,3173
737,3823
737,3387
737,22
737,419
737,1917
739,3421
739,2291
739,2950
739,3160
744,1728
745,705
745,4066
745,114
746,2239
747,268
747,2594
748,1040
750,1419
751,253
751,418
751,3365
751,87
751,872
753,1362
753,235
753,3595
753,577
753,4126
755,3584
755,219
755,3974
755,2800
757,342
757,347
757,3047
757,1797
757,1683
757,2796
757,1010
757,2180
757,528
758,326
759,2484
760,448
760,222
761,3718
761,795
762,425
762,2148
763,984
763,680
764,3418
764,2728
764,2511
764,3924
764,2870
768,1854
769,2252
769,213
770,2924
770,2998
770,3273
770,3937
770,2016
771,2483
771,3207
771,965
772,1592
772,3183
772,1423
772,2117
772,725
772,1996
772,2404
772,87
772,1883
772,456
773,2021
775,1474
777,3914
777,202
777,1812
777,3137
777,4119
777,2464
777,2155
777,3928
777,2625
777,3997
777,533
777,2128
777,1066
777,3423
778,1817
778,2630
778,2431
781,401
781,1737
781,3730
781,4098
781,2755
782,2931
783,530
783,2125
784,2195
784,1955
784,481
784,796
785,1265
785,2833
786,156
786,3064
786,1213
786,1891
786,2280
786,2379
786,2247
786,1311
786,3624
786,2084
786,66
786,1070
787,3418
787,2511
787,3924
788,1936
791,3517
791,3201
791,1018
791,1565
791,2555
791,1629
791,3748
792,2102
792,3687
794,1829
794,716
794,1340
795,761
796,784
798,3833
798,830
799,1615
799,2039
799,3861
802,3743
802,3375
802,1782
802,3962
804,2445
804,4099
804,1449
805,2614
805,3174
806,2481
806,4039
806,1280
806,2041
806,2775
807,3575
807,872
810,3616
810,1263
810,2711
811,3865
812,3422
812,939
812,2646
812,237
813,2903
813,2743
814,1561
814,3553
814,186
814,1846
815,1853
816,423
816,691
816,3994
818,3510
819,3034
819,4053
822,219
822,4128
822,2151
823,3752
823,3179
826,4031
826,3640
828,1936
828,1988
829,1244
829,4105
829,369
829,3629
829,3000
830,798
830,3656
830,2758
830,2170
830,2950
831,621
836,3192
836,3120
839,2159
839,1059
839,652
839,299
841,2162
842,3907
842,1784
842,274
843,4025
843,523
843,1806
844,1860
844,2643
844,1092
844,4083
844,63
844,1530
846,1954
846,452
847,1792
847,4120
847,1187
847,217
847,4104
847,458
847,4030
847,3013
847,2806
847,3371
847,712
848,2819
848,3064
848,2364
848,1212
848,1362
848,3706
848,1601
848,397
848,2571
848,3858
848,2509
848,2177
850,887
850,3624
850,158
851,2584
851,4174
851,4101
851,387
852,3937
853,3131
853,2163
853,712
853,4151
853,3013
853,2806
853,847
853,3371
854,2392
854,1441
854,4165
854,1459
854,385
854,2825
855,1306
855,3661
855,3755
855,2764
863,3790
864,2473
864,2774
864,2943
866,3479
867,3400
867,1442
867,399
867,1652
868,990
868,2254
869,2758
869,4053
870,2389
872,87
872,2364
872,2474
872,3365
872,751
872,2008
872,807
872,3575
872,1220
872,360
873,3110
874,1091
875,958
875,1984
876,1341
877,3439
877,3415
877,2178
877,2679
878,734
878,2943
878,3635
878,888
879,664
879,1861
880,784
880,3927
880,2586
880,2039
880,1208
880,2625
880,1770
881,2934
883,1352
884,3707
884,3934
884,919
884,3667
886,3160
886,3538
887,2147
887,342
888,3311
888,1050
888,3351
889,1515
890,3883
890,4037
890,2616
890,2309
892,3960
892,1084
892,1285
892,2112
892,553
892,2894
892,2819
892,2646
895,3477
895,4044
897,139
897,3869
897,1911
898,387
898,4101
898,2062
899,4011
899,3624
899,3385
902,2440
902,1053
902,120
905,3647
905,3394
905,1437
905,4137
905,1733
906,730
907,1684
907,2334
907,451
907,4134
907,633
907,1497
907,1059
907,561
908,1637
908,1965
908,1577
908,581
908,439
909,1923
911,4150
911,233
912,1411
913,3812
913,2615
913,88
913,196
913,3873
913,2444
913,3919
913,3233
913,294
913,2798
913,3029
913,2637
913,1304
913,1558
913,3047
913,1845
916,1753
916,1758
916,990
917,1723
919,884
919,1258
919,2754
919,122
919,3707
919,3544
919,2066
919,3934
919,3667
920,1561
921,3687
922,2162
923,3950
924,706
925,548
925,3534
925,1927
925,1086
925,2591
926,244
926,2222
928,504
928,4070
929,426
929,3202
929,2057
929,244
929,2812
929,398
929,1825
931,4062
931,2538
933,2252
935,1234
936,3839
936,2379
936,672
936,646
936,3871
936,121
936,1883
936,2678
939,2170
939,3656
939,3481
940,2329
940,2764
940,1085
941,2463
941,3389
941,3352
942,3574
942,338
942,1713
946,1652
946,294
948,3590
951,985
951,3447
952,3841
953,2265
958,875
958,384
960,1156
960,662
960,3369
960,3604
960,2117
961,1988
961,634
961,2695
962,3380
962,4076
965,3207
965,2483
965,771
965,1220
965,1027
965,2426
965,2509
965,3371
965,3544
969,3829
969,366
970,2004
970,1627
970,1157
970,3974
970,1225
970,1294
971,725
971,2803
973,3685
974,33
974,3292
974,353
974,1083
974,3211
974,399
974,1652
974,1114
974,2533
974,1066
974,2112
974,2772
974,3470
974,1534
974,2247
974,712
974,1442
974,867
974,339
974,3125
974,4028
974,4021
976,2680
976,1282
977,1010
977,2922
977,32
977,528
981,2971
982,3210
982,415
982,1870
982,3517
982,3104
983,2469
983,3738
983,2991
984,3174
984,2580
984,2180
984,763
984,231
984,2898
984,3727
984,2112
984,22
984,730
984,433
985,951
985,641
985,556
986,1340
987,1856
990,391
990,4026
991,485
991,1915
991,2797
991,2640
991,78
992,1744
992,2588
992,4054
992,301
992,2466
993,559
993,353
993,712
993,1366
993,651
996,3755
996,580
996,977
996,1010
996,2922
996,32
996,528
996,855
997,3173
1000,2747
1001,114
1001,3028
1001,1847
1004,1043
1006,2145
1006,2643
1006,4083
1006,449
1006,2850
1006,115
1007,265
1007,720
1008,448
1010,2796
1010,757
1010,2180
1010,528
1010,347
1010,977
1010,2922
1010,32
1011,932
1011,94
1011,3734
1014,2859
1014,1568
1014,1265
1014,287
1014,1440
1015,3770
1015,1880
1015,3144
1015,3706
1015,3464
1015,143
1015,4091
1016,3116
1016,2524
1016,3469
1016,5
1018,481
1018,2321
1018,1629
1018,791
1018,2555
1018,2906
1020,3754
1022,2546
1022,1311
1022,2369
1022,2123
1024,1744
1024,2588
1025,2407
1026,3334
1026,321
1026,2620
1026,951
1027,510
1027,1220
1027,630
1027,3143
1027,455
1028,3143
1028,263
1028,19
1028,1523
1028,2903
1028,3650
1031,3658
1035,135
1035,2222
1035,3954
1035,2252
1035,2475
1035,2232
1035,3107
1035,3997
1035,3895
1035,2764
1035,2719
1035,2986
1035,3160
1035,1923
1035,2950
1035,3363
1036,351
1036,307
1036,44
1037,4079
1037,1311
1037,33
1037,2636
1037,2369
1038,2466
1038,992
1038,1744
1040,748
1041,2597
1042,1543
1042,1627
1042,3742
1042,3544
1042,3541
1042,1601
1043,3278
1043,1542
1043,2157
1043,1785
1043,4137
1044,2538
1044,1758
1044,4062
1044,2830
1044,1147
1044,2356
1048,3047
1048,2147
1048,2252
1048,1296
1048,2295
1048,3363
1048,3497
1050,2754
1050,495
1050,594
1050,3934
1052,1872
1053,2440
1053,902
1054,1532
1054,2501
1055,4010
1058,923
1059,839
1059,652
1061,3387
1061,2138
1061,1330
1062,2783
1062,1227
1062,219
1062,143
1062,3965
1064,279
1066,1905
1066,974
1066,2112
1066,2310
1066,1114
1066,443
1066,1461
1066,777
1067,2284
1067,3291
1067,2973
1070,4042
1071,42
1072,2369
1075,2086
1075,3193
1075,1835
1075,415
1075,2704
1075,3921
1075,1870
1077,1581
1078,1266
1078,2088
1079,352
1079,2968
1079,3914
1079,3519
1079,3154
1079,2244
1080,3397
1082,3770
1082,3822
1082,2136
1082,2620
1082,1694
1082,145
1082,3262
1082,1362
1082,3765
1082,235
1082,2077
1082,859
1082,1318
1082,71
1082,3318
1082,22
1082,321
1082,3419
1082,853
1083,2379
1083,33
1083,560
1083,2748
1083,686
1083,1588
1083,3541
1083,2404
1083,3292
1083,353
1083,974
1084,2894
1084,3818
1084,3960
1084,1285
1084,892
1084,2112
1084,553
1084,2819
1084,2646
1085,2764
1085,3010
1085,3539
1085,3497
1085,2807
1086,419
1086,925
1087,2501
1090,2112
1090,1461
1090,2942
1090,666
1090,3858
1090,3279
1090,3804
1090,2103
1090,2614
1090,1213
1090,2868
1090,2447
1091,246
1091,1152
1091,874
1092,63
1092,2643
1092,4083
1092,381
1092,1860
1092,844
1093,278
1095,1888
1095,3789
1096,1889
1098,3157
1099,584
1099,2405
1099,2126
1099,425
1099,4167
1099,2183
1099,1781
1100,1368
1100,2278
1100,2182
1101,668
1101,1552
1105,2364
1106,3687
1106,921
1108,2223
1109,147
1109,2625
1109,3535
1109,3945
1109,2774
1109,3127
1109,2788
1109,2898
1109,375
1112,646
1112,553
1113,3600
1113,3210
1114,1066
1114,443
1114,1652
1115,2617
1115,3168
1117,421
1118,3174
1118,3945
1118,124
1118,2777
1118,3641
1121,2908
1121,3517
1121,2120
1122,3907
1123,728
1123,2834
1123,3300
1123,557
1123,4110
1123,1989
1123,660
1124,2922
1124,3997
1125,887
1125,3624
1125,3705
1125,2451
1126,2148
1126,1455
1127,1684
1129,1166
1129,3182
1129,1693
1129,2588
1129,4064
1129,1378
1129,3933
1130,786
1133,786
1133,1535
1134,1667
1134,4053
1134,1221
1136,3969
1137,1219
1137,1852
1140,3127
1141,1571
1143,1318
1143,3753
1143,3640
1143,105
1144,1459
1145,299
1145,3160
1145,3231
1145,1715
1145,2950
1145,374
1146,2722
1147,2278
1147,3363
1147,2180
1147,3423
1147,3906
1147,3064
1148,3311
1148,2343
1149,453
1149,3878
1151,85
1151,3448
1151,1490
1151,3541
1152,1091
1152,2680
1152,1282
1152,1336
1155,943
1155,3160
1155,2340
1155,3669
1155,3997
1155,2252
1155,626
1155,3631
1155,2719
1155,2801
1155,3895
1155,42
1155,3063
1155,3954
1155,3107
1155,2178
1155,3809
1155,2232
1155,886
1156,3497
1156,3246
1156,662
1156,2428
1157,1627
1158,1713
1158,2788
1160,3953
1160,2681
1160,1926
1160,4003
1161,4089
1161,3068
1161,3151
1163,229
1164,3554
1164,1826
1165,563
1165,2871
1166,3783
1166,1129
1167,2580
1167,3560
1168,723
1168,3846
1168,2068
1170,3047
1170,1797
1170,1523
1170,3375
1171,1261
1171,3363
1173,431
1174,2367
1174,1575
1175,1228
1175,1747
1175,1551
1175,2906
1175,3371
1175,4064
1175,3588
1175,3804
1175,3924
1175,271
1175,536
1175,1955
1177,3062
1178,2795
1178,3588
1178,2236
1178,4171
1179,3224
1179,1227
1180,509
1180,257
1181,3727
1181,1724
1184,3880
1184,583
1185,1905
1185,3203
1185,39
1186,3853
1187,847
1187,3527
1187,1399
1188,2080
1194,1249
1194,1376
1195,1669
1196,101
1196,2501
1197,485
1197,3488
1198,3655
1198,2043
1200,1826
1202,2256
1203,2376
1204,2675
1205,720
1205,3957
1205,265
1205,1386
1205,2843
1206,1623
1206,1658
1206,526
1206,3519
1206,2775
1207,2763
1207,671
1208,3947
1208,2601
1212,965
1212,848
1212,2483
1213,2046
1213,613
1213,1954
1213,1090
1213,1321
1215,2950
1215,3160
1215,3594
1215,3874
1215,2126
1215,2986
1215,2841
1219,3611
1220,409
1220,41
1220,1599
1220,107
1220,156
1220,2364
1220,872
1220,4066
1220,1027
1220,630
1221,289
