"year","coauthor_codes"
1983,"-cL-RwUAAAAJ"
1983,"-Dg42W8AAAAJ"
1983,"-GT5PAkAAAAJ"
1983,"-had2Q8AAAAJ"
1983,"-HwCwkAAAAAJ"
1983,"-HwCwkAAAAAJ"
1983,"-teHhxwAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-UyfaYEAAAAJ"
1983,"-xOxPsUAAAAJ"
1983,"-YvgZDEAAAAJ"
1983,"-YvgZDEAAAAJ"
1983,"-YvgZDEAAAAJ"
1983,"-YvgZDEAAAAJ"
1983,"-YvgZDEAAAAJ"
1983,"-YvgZDEAAAAJ"
1983,"05UuCNQAAAAJ"
1983,"05UuCNQAAAAJ"
1983,"05UuCNQAAAAJ"
1983,"05UuCNQAAAAJ"
1983,"05UuCNQAAAAJ"
1983,"05UuCNQAAAAJ"
1983,"05UuCNQAAAAJ,uzDaznAAAAAJ"
1983,"05UuCNQAAAAJ"
1983,"0e8QmOMAAAAJ"
1983,"0e8QmOMAAAAJ"
1983,"0e8QmOMAAAAJ"
1983,"0ESwQagAAAAJ"
1983,"0IHc9DUAAAAJ"
1983,"0iJRaawAAAAJ,gMQWxE0AAAAJ"
1983,"0IrZEuIAAAAJ"
1983,"0IrZEuIAAAAJ"
1983,"0IrZEuIAAAAJ"
1983,"0IrZEuIAAAAJ"
1983,"0IrZEuIAAAAJ"
1983,"0IrZEuIAAAAJ"
1983,"0IrZEuIAAAAJ"
1983,"0sU4eAwAAAAJ"
1983,"0udXcCEAAAAJ"
1983,"0udXcCEAAAAJ"
1983,"0XV1sFsAAAAJ"
1983,"0XV1sFsAAAAJ"
1983,"0XV1sFsAAAAJ"
1983,"0XV1sFsAAAAJ"
1983,"0XV1sFsAAAAJ"
1983,"0YlwI5MAAAAJ"
1983,"1fEZ_osAAAAJ,lc0ARagAAAAJ"
1983,"1jE4flwAAAAJ"
1983,"1jE4flwAAAAJ"
1983,"1jE4flwAAAAJ"
1983,"1jE4flwAAAAJ"
1983,"1NtRHc4AAAAJ"
1983,"1s3GeggAAAAJ"
1983,"1s3GeggAAAAJ"
1983,"1s3GeggAAAAJ"
1983,"1s3GeggAAAAJ"
1983,"1s3GeggAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1somGYUAAAAJ"
1983,"1T3wsnsAAAAJ"
1983,"1T3wsnsAAAAJ"
1983,"1T3wsnsAAAAJ"
1983,"1UnT11UAAAAJ"
1983,"1UnT11UAAAAJ"
1983,"1WIPsm0AAAAJ"
1983,"1WIPsm0AAAAJ"
1983,"1WIPsm0AAAAJ"
1983,"1WIPsm0AAAAJ"
1983,"1WIPsm0AAAAJ"
