"Faculty","XDIndicator","NumOfPolinator"
"--nVNvIAAAAJ",1,2
"in6eBIwAAAAJ",1,2
"-0ppt6oAAAAJ",0,1
"-0ppt6oAAAAJ",2,1
"-0ppt6oAAAAJ",0,5
"-31-oa0AAAAJ",0,5
"-5DNOLIAAAAJ",0,4
"-5ZxgGsAAAAJ",0,1
"-5ZxgGsAAAAJ",0,1
"-5ZxgGsAAAAJ",0,2
"-5ZxgGsAAAAJ",0,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",2,1
"-6cOYcYAAAAJ",1,3
"HtgKHRIAAAAJ",1,2
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",2,1
"-6cOYcYAAAAJ",1,1
"-78feYUAAAAJ",0,5
"-aQaHIoAAAAJ",0,2
"-aQaHIoAAAAJ",0,2
"-aQaHIoAAAAJ",0,2
"-aQaHIoAAAAJ",0,4
"-cL-RwUAAAAJ",0,6
"-cL-RwUAAAAJ",0,3
"-cL-RwUAAAAJ",0,2
"-cL-RwUAAAAJ",2,1
"-cwEbxUAAAAJ",1,1
"-D2TBHUAAAAJ",2,1
"-DEyRIgAAAAJ",0,4
"-DEyRIgAAAAJ",0,1
"-had2Q8AAAAJ",0,1
"-Dg42W8AAAAJ",0,1
"-E5k6m4AAAAJ",1,1
"-E5k6m4AAAAJ",1,3
"-EXWOU0AAAAJ",1,1
"-EXWOU0AAAAJ",1,1
"-EXWOU0AAAAJ",1,1
"-EXWOU0AAAAJ",1,1
"-GT5PAkAAAAJ",1,1
"-GT5PAkAAAAJ",1,1
"-GT5PAkAAAAJ",2,1
"-GT5PAkAAAAJ",2,1
"-GT5PAkAAAAJ",1,1
"-GT5PAkAAAAJ",1,1
"-GT5PAkAAAAJ",1,1
"-H7Y-VUAAAAJ",0,1
"-had2Q8AAAAJ",0,6
"-had2Q8AAAAJ",2,1
"-had2Q8AAAAJ",0,2
"-had2Q8AAAAJ",0,7
"-had2Q8AAAAJ",2,2
"sflJAhgAAAAJ",0,3
"sflJAhgAAAAJ",2,1
"-had2Q8AAAAJ",0,3
"-had2Q8AAAAJ",2,1
"-had2Q8AAAAJ",0,6
"-had2Q8AAAAJ",2,2
"-HwCwkAAAAAJ",0,6
"-HwCwkAAAAAJ",2,1
"-HwCwkAAAAAJ",0,3
"-HwCwkAAAAAJ",0,2
"-HwCwkAAAAAJ",0,2
"-HwCwkAAAAAJ",0,3
"-HwCwkAAAAAJ",2,1
"-IMW-w0AAAAJ",1,1
"CZyWk8kAAAAJ",1,1
"-IMW-w0AAAAJ",1,1
"CZyWk8kAAAAJ",1,1
"-Jbd9DsAAAAJ",1,4
"-Jbd9DsAAAAJ",2,1
"-Jbd9DsAAAAJ",1,2
"-Jbd9DsAAAAJ",1,2
"-Jbd9DsAAAAJ",2,1
"-Jbd9DsAAAAJ",2,1
"-Jbd9DsAAAAJ",1,4
"-Jbd9DsAAAAJ",2,1
"-Jbd9DsAAAAJ",1,9
"-Jbd9DsAAAAJ",2,1
"-jW6ADwAAAAJ",1,1
"-jW6ADwAAAAJ",1,6
"-jW6ADwAAAAJ",1,1
"-jW6ADwAAAAJ",1,2
"-jW6ADwAAAAJ",1,5
"-jW6ADwAAAAJ",1,1
"-LPp6oUAAAAJ",0,14
"-LPp6oUAAAAJ",2,2
"-LyegNoAAAAJ",0,2
"-LyegNoAAAAJ",0,2
"-LyegNoAAAAJ",2,1
"-m5wrTkAAAAJ",1,1
"-m5wrTkAAAAJ",1,3
"-m5wrTkAAAAJ",1,1
"-m5wrTkAAAAJ",1,7
"-m5wrTkAAAAJ",1,1
"dShqnssAAAAJ",1,1
"-m5wrTkAAAAJ",1,1
"-m5wrTkAAAAJ",1,2
"-m5wrTkAAAAJ",1,1
"-m5wrTkAAAAJ",1,3
"-m5wrTkAAAAJ",1,1
"-o3I0zUAAAAJ",0,2
"-o3I0zUAAAAJ",2,1
