"Faculty","XDIndicator","NumOfPolinator"
"--nVNvIAAAAJ",1,2
"-0ppt6oAAAAJ",0,5
"-0ppt6oAAAAJ",0,7
"-31-oa0AAAAJ",0,10
"-31-oa0AAAAJ",2,3
"IjbhBJsAAAAJ",0,10
"IjbhBJsAAAAJ",2,3
"f4eLuf8AAAAJ",0,22
"-31-oa0AAAAJ",0,22
"-31-oa0AAAAJ",0,2
"-5ZxgGsAAAAJ",2,3
"-5ZxgGsAAAAJ",0,1
"-5ZxgGsAAAAJ",0,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",1,1
"HtgKHRIAAAAJ",1,3
"-6cOYcYAAAAJ",1,3
"0Qr2IGwAAAAJ",1,3
"ZxXBaswAAAAJ",1,1
"ZxXBaswAAAAJ",2,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",2,1
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",2,1
"-aQaHIoAAAAJ",0,3
"-aQaHIoAAAAJ",0,2
"-aQaHIoAAAAJ",0,2
"-chjN0MAAAAJ",0,2
"-cL-RwUAAAAJ",0,1
"-cwEbxUAAAAJ",1,1
"-cwEbxUAAAAJ",1,4
"-cwEbxUAAAAJ",2,1
"-cwEbxUAAAAJ",2,1
"-cwEbxUAAAAJ",1,1
"ujDhg2sAAAAJ",2,1
"-D2TBHUAAAAJ",2,1
"-D2TBHUAAAAJ",2,1
"-DEyRIgAAAAJ",0,5
"-DEyRIgAAAAJ",2,1
"-DEyRIgAAAAJ",0,2
"-had2Q8AAAAJ",0,2
"-Dg42W8AAAAJ",0,2
"-Dg42W8AAAAJ",0,1
"-E5k6m4AAAAJ",1,1
"-EXWOU0AAAAJ",1,3
"-EXWOU0AAAAJ",2,1
"-EXWOU0AAAAJ",1,1
"-EXWOU0AAAAJ",1,1
"-EXWOU0AAAAJ",1,1
