"Faculty","XDIndicator","NumOfPolinator"
"--nVNvIAAAAJ",1,3
"--nVNvIAAAAJ",1,4
"--nVNvIAAAAJ",1,2
"--nVNvIAAAAJ",1,3
"--nVNvIAAAAJ",1,4
"Lk38PP0AAAAJ",0,3
"Lk38PP0AAAAJ",2,1
"-0CQuX8AAAAJ",0,3
"-0CQuX8AAAAJ",2,1
"-0CQuX8AAAAJ",0,3
"-0CQuX8AAAAJ",2,4
"a7LHl00AAAAJ",0,3
"a7LHl00AAAAJ",2,4
"-0CQuX8AAAAJ",0,1
"-0CQuX8AAAAJ",2,1
"-0iKXsgAAAAJ",1,2
"-0nYQVIAAAAJ",0,4
"1LG-V8EAAAAJ",0,2
"-0nYQVIAAAAJ",0,2
"-0nYQVIAAAAJ",0,4
"-0nYQVIAAAAJ",0,12
"-0nYQVIAAAAJ",2,1
"-0nYQVIAAAAJ",0,2
"mAbA6EoAAAAJ",0,18
"mAbA6EoAAAAJ",2,2
"-0nYQVIAAAAJ",0,18
"-0nYQVIAAAAJ",2,2
"8vsRBCgAAAAJ",0,18
"8vsRBCgAAAAJ",2,2
"-0ppt6oAAAAJ",0,5
"-0ppt6oAAAAJ",0,12
"-0ppt6oAAAAJ",2,1
"-0rEuLgAAAAJ",1,3
"-0rEuLgAAAAJ",2,2
"-0rEuLgAAAAJ",1,2
"-0rEuLgAAAAJ",1,2
"-0rEuLgAAAAJ",1,2
"-0rEuLgAAAAJ",2,1
"-234SKAAAAAJ",0,4
"gpQ-Vh4AAAAJ",0,4
"-234SKAAAAAJ",0,8
"-234SKAAAAAJ",2,1
"-234SKAAAAAJ",0,8
"-234SKAAAAAJ",2,4
"RKvl6OoAAAAJ",0,8
"RKvl6OoAAAAJ",2,4
"-234SKAAAAAJ",0,3
"-234SKAAAAAJ",2,1
"-234SKAAAAAJ",0,6
"-234SKAAAAAJ",2,1
"-234SKAAAAAJ",0,2
"-234SKAAAAAJ",2,1
"YadECXsAAAAJ",0,5
"-31-oa0AAAAJ",0,5
"0qFMG6jnGtAC",0,8
"0qFMG6jnGtAC",2,1
"-5LVcdsAAAAJ",0,8
"-5LVcdsAAAAJ",2,1
"-5ZxgGsAAAAJ",0,4
"-5ZxgGsAAAAJ",2,1
"-5ZxgGsAAAAJ",0,1
"-5ZxgGsAAAAJ",0,3
"-6cOYcYAAAAJ",1,2
"P97vI1EAAAAJ",1,2
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",1,2
"P97vI1EAAAAJ",1,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",1,2
"P97vI1EAAAAJ",1,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",2,1
"wCxzFrMAAAAJ",1,2
"wCxzFrMAAAAJ",2,1
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",2,1
"wCxzFrMAAAAJ",1,2
"wCxzFrMAAAAJ",2,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",1,3
"-6cOYcYAAAAJ",2,1
"wCxzFrMAAAAJ",1,3
"wCxzFrMAAAAJ",2,1
"-6cOYcYAAAAJ",1,3
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",2,1
"-6FYTfMAAAAJ",0,3
"-6FYTfMAAAAJ",2,1
"-6FYTfMAAAAJ",0,8
"-78feYUAAAAJ",0,2
"-78feYUAAAAJ",2,1
"-78feYUAAAAJ",0,1
"-aQaHIoAAAAJ",0,14
"-aQaHIoAAAAJ",2,1
"0vsEnW8AAAAJ",0,14
"0vsEnW8AAAAJ",2,1
"-aQaHIoAAAAJ",0,6
"-aQaHIoAAAAJ",0,5
"D9trGPkAAAAJ",0,5
"-BLWw_kAAAAJ",0,2
"-BLWw_kAAAAJ",2,2
"-BLWw_kAAAAJ",0,3
"-BLWw_kAAAAJ",0,2
"-BLWw_kAAAAJ",0,7
"-BLWw_kAAAAJ",2,2
"-chjN0MAAAAJ",0,9
"-chjN0MAAAAJ",0,5
"FXbbGUYAAAAJ",0,6
"-chjN0MAAAAJ",0,6
"-chjN0MAAAAJ",0,6
"-chjN0MAAAAJ",2,1
"-chjN0MAAAAJ",0,8
"FXbbGUYAAAAJ",0,1
"-chjN0MAAAAJ",0,1
"-chjN0MAAAAJ",0,4
"-cL-RwUAAAAJ",0,2
