"google_id","XDIndicator"
"fVCZuxAAAAAJ","BIO"
"FVTgmOwAAAAJ","CS"
"FVUQ30YAAAAJ","BIO"
"FWjqglcAAAAJ","CS"
"FXbbGUYAAAAJ","BIO"
"fxT5ulwAAAAJ","BIO"
"fXTd_SwAAAAJ","BIO"
"FY0bTnMAAAAJ","BIO"
"fyf_Vt4AAAAJ","BIO"
"FyhRqdYAAAAJ","BIO"
"Fz-5bdcAAAAJ","BIO"
"FzBDS4gAAAAJ","CS"
"F_Go4V4AAAAJ","XD"
"f_kGJwkAAAAJ","CS"
"g--NxecAAAAJ","BIO"
"G-HYm8EAAAAJ","XD"
"g-WedwYAAAAJ","CS"
"g0s8hgEAAAAJ","XD"
"G0WcJagAAAAJ","XD"
"g26ZEaoAAAAJ","BIO"
"G2EJz5kAAAAJ","CS"
"g2v_-SkAAAAJ","XD"
"G4Np3c0AAAAJ","BIO"
"g5tssnkAAAAJ","BIO"
"G6DD7GQAAAAJ","BIO"
"G6kA1CMAAAAJ","CS"
"g6noKX0AAAAJ","XD"
"G6XN5cRm0FIJ","CS"
"G7D5O-0AAAAJ","CS"
"g9bV-_sAAAAJ","CS"
"GaARSBEAAAAJ","BIO"
"GAkCu5kAAAAJ","BIO"
"gaO-vS4AAAAJ","CS"
"GAOlOs4AAAAJ","XD"
"gAP-9H8AAAAJ","CS"
"gAqwRfsAAAAJ","BIO"
"gaUJw58AAAAJ","BIO"
"gaXiAekAAAAJ","CS"
"gb2r2ssAAAAJ","CS"
"gb8sbdcAAAAJ","XD"
"gBefoakAAAAJ","XD"
"GbhwSZQAAAAJ","BIO"
"gBqwABAAAAAJ","BIO"
"Gc5_cCEAAAAJ","BIO"
"Gd39c9gAAAAJ","BIO"
"GD3jwG8AAAAJ","XD"
"GDuQaLIAAAAJ","XD"
"GdZvLR0AAAAJ","BIO"
"gE3DQUEAAAAJ","BIO"
"gEMiMt0AAAAJ","XD"
"GerRNbUAAAAJ","BIO"
"gexxlUYAAAAJ","CS"
"gFb9vegAAAAJ","CS"
"gg4kYgwAAAAJ","XD"
"GgKnNwEAAAAJ","CS"
"gglBK4QAAAAJ","BIO"
"GglcIVYAAAAJ","XD"
"GgQ9GEkAAAAJ","CS"
"gGSiW3YAAAAJ","CS"
"gh4gGRsAAAAJ","BIO"
"gHfzsl4AAAAJ","CS"
"GHMy08gAAAAJ","BIO"
"GhvZjJUAAAAJ","XD"
"ghWKWBUAAAAJ","CS"
"GHz1ZVIAAAAJ","CS"
"GIle-VwAAAAJ","XD"
"GJ2DVWUAAAAJ","BIO"
"gJczeYYAAAAJ","BIO"
"GJHeanUAAAAJ","BIO"
"GjhiSf8AAAAJ","XD"
"gjIz2bsAAAAJ","BIO"
"gJkhFkgAAAAJ","XD"
"Gjll3ewAAAAJ","BIO"
"gkACFVcAAAAJ","XD"
"gKTHzuAAAAAJ","XD"
"GKTKZ8kAAAAJ","XD"
"GKvAsQMAAAAJ","CS"
"GkvvVp8AAAAJ","XD"
"GlGy7vgAAAAJ","XD"
"GljRwkUAAAAJ","XD"
"GlqwYCwAAAAJ","XD"
"gM2WW9UAAAAJ","CS"
"GM40vTUAAAAJ","BIO"
"gM6KdmUAAAAJ","BIO"
"gMaqs9cAAAAJ","CS"
"GmcChLIAAAAJ","CS"
"gMndACUAAAAJ","CS"
"gMOBKfUAAAAJ","CS"
"gMQWxE0AAAAJ","CS"
"gMtCeMwAAAAJ","BIO"
"Gn5kfF8AAAAJ","CS"
"gncxCf4AAAAJ","XD"
"GnDVXWcAAAAJ","XD"
"GNEppUEAAAAJ","XD"
"gNMqz_4AAAAJ","XD"
"GnU8mlsAAAAJ","XD"
"GOjybYoAAAAJ","BIO"
"GOOFRX0AAAAJ","XD"
"GPlRHI8AAAAJ","BIO"
"gpQ-Vh4AAAAJ","BIO"
"gQ0QCfAAAAAJ","BIO"
"gqB23VMAAAAJ","CS"
"gqGfIIsAAAAJ","CS"
"GqI1Ma4AAAAJ","BIO"
"gQOKAggAAAAJ","CS"
"GR5FOqMAAAAJ","XD"
"GREz0H0AAAAJ","BIO"
"GRGOG1AAAAAJ","CS"
"GRlw3rcAAAAJ","CS"
"grQ_GBgAAAAJ","CS"
"grYHYo0AAAAJ","XD"
"Gs5F2jYAAAAJ","CS"
"GST4nE0AAAAJ","BIO"
"gs_WpWIAAAAJ","CS"
"GTGud6oAAAAJ","BIO"
"gTInMR0AAAAJ","BIO"
"gTYcv5gAAAAJ","XD"
"GU0SZmYAAAAJ","CS"
"GUAoEcAAAAAJ","CS"
"gUEkPQEAAAAJ","CS"
"guhwcP8AAAAJ","CS"
"GUucp2UAAAAJ","CS"
"gvo0nMsAAAAJ","CS"
"gVUD47sAAAAJ","CS"
"gVwJZpAAAAAJ","BIO"
"gVZmNskAAAAJ","BIO"
"gWBoNCsAAAAJ","CS"
"gwC7rCUAAAAJ","XD"
"Gwd6p_8AAAAJ","XD"
"Gwrwxa0AAAAJ","XD"
"GwtVjKYAAAAJ","CS"
"Gx8Rpr4AAAAJ","CS"
"GxE6F0cAAAAJ","BIO"
"gYdteuwAAAAJ","BIO"
"gyIf7XIAAAAJ","CS"
"gyL3CZ0AAAAJ","XD"
"gyLFs0IAAAAJ","CS"
"GYmhyu4AAAAJ","XD"
"GzG5kRAAAAAJ","XD"
"G_9MWCgAAAAJ","XD"
"g_kcwSoAAAAJ","XD"
"g_oE5yUAAAAJ","BIO"
"g_uZDGYAAAAJ","XD"
"G_wlUu8AAAAJ","BIO"
"h-3YCacAAAAJ","XD"
"h-JEcQ8AAAAJ","CS"
"H0fC2pEAAAAJ","XD"
"h0gtwxIAAAAJ","CS"
"H0Y2wgUAAAAJ","CS"
"H12ZKAEAAAAJ","BIO"
"H15F-wYAAAAJ","BIO"
"H1OAQgUAAAAJ","BIO"
"H1XVLwsAAAAJ","CS"
"h20U9WcAAAAJ","XD"
"h3gpLYAAAAAJ","CS"
"h3L7zkoAAAAJ","CS"
"H3vXtAUAAAAJ","BIO"
"H3wb878AAAAJ","CS"
"H4cQsHAAAAAJ","CS"
"H4dLAw0AAAAJ","CS"
"h4i4fh8AAAAJ","XD"
"H4rKFc8AAAAJ","CS"
"H4UeZ2MAAAAJ","XD"
"h5gEfxsAAAAJ","XD"
"h6jljQQAAAAJ","CS"
"h6yXnyEAAAAJ","CS"
"H73aVRAAAAAJ","BIO"
"H790-zwAAAAJ","CS"
"H7RavtAAAAAJ","BIO"
"H9g7NyAAAAAJ","BIO"
"hA7ADOUAAAAJ","BIO"
"HaI6LesAAAAJ","CS"
"Hb6J54cAAAAJ","CS"
"HbFGylgAAAAJ","CS"
"HBgEJU0AAAAJ","BIO"
"HBi2xQkAAAAJ","BIO"
"hBK59KQAAAAJ","XD"
"hBQ6fOEAAAAJ","BIO"
"hbrClrEAAAAJ","CS"
"hBsaDzUAAAAJ","BIO"
"HBtUqDIAAAAJ","BIO"
"HBUSGosAAAAJ","BIO"
"hc1m_BQAAAAJ","XD"
"hc9PP9gAAAAJ","CS"
"hcqjUUQAAAAJ","XD"
"hcuuM8gAAAAJ","BIO"
"HDbOhqYAAAAJ","BIO"
"hDcfRZEAAAAJ","BIO"
"hDLBEhkAAAAJ","XD"
"hdoSFx0AAAAJ","CS"
"HEAE9XsAAAAJ","CS"
"heYuqBkAAAAJ","CS"
"HF2G3LAAAAAJ","CS"
"hfADwdIAAAAJ","CS"
"hfK1RCgAAAAJ","BIO"
"hFrN_-0AAAAJ","XD"
"Hft_8cgAAAAJ","CS"
"hgOSI1EAAAAJ","CS"
"hgUGouQAAAAJ","XD"
"Hh7K_xMAAAAJ","XD"
"HHd7uewAAAAJ","CS"
"HHialjcAAAAJ","XD"
"hHKC6FEAAAAJ","XD"
"HHn7118AAAAJ","CS"
"hhOdBSYAAAAJ","BIO"
"hI4XguUAAAAJ","CS"
"hIq09eUAAAAJ","CS"
"HiqW7EoAAAAJ","CS"
"hiWagvQAAAAJ","BIO"
"HJ2DgisAAAAJ","XD"
"hJuusUEAAAAJ","XD"
"hjYT3JYAAAAJ","CS"
"HkB_Gz0AAAAJ","CS"
"hKeWP2sAAAAJ","XD"
"HKGYvu4AAAAJ","CS"
"hKTEh5oAAAAJ","XD"
"hL5ZhAQAAAAJ","XD"
"HlEEUUIAAAAJ","BIO"
"HlPjq-YAAAAJ","XD"
"HLRZ3oAAAAAJ","XD"
"hLSAMi8AAAAJ","CS"
"HLv0dl0AAAAJ","CS"
"HlXPvCoAAAAJ","CS"
"hma0WFAAAAAJ","CS"
"hmq4rGIAAAAJ","XD"
"HMQvdu8AAAAJ","XD"
"hmvHbL8AAAAJ","XD"
"hmy9MpkAAAAJ","BIO"
"HMZurWoAAAAJ","BIO"
"HnD2xxIAAAAJ","BIO"
"Ho2P5DYAAAAJ","BIO"
"hoGTGlMAAAAJ","XD"
"hOlkT4sAAAAJ","CS"
"HoQtR3cAAAAJ","CS"
"Hq28JM0AAAAJ","CS"
"hQazr50AAAAJ","XD"
"HQeEzR0AAAAJ","CS"
"hQtEfQcAAAAJ","CS"
"hqTu-QcAAAAJ","CS"
"hQZxBb0AAAAJ","BIO"
"HQZYwEcAAAAJ","XD"
"hRggMmIAAAAJ","CS"
"HriWXcEAAAAJ","CS"
"HRSDO6IAAAAJ","XD"
"HRx2lJQAAAAJ","BIO"
"hS9gtcwAAAAJ","XD"
"HsCLriEAAAAJ","BIO"
"hsJqhNAAAAAJ","CS"
"HSygdAYAAAAJ","CS"
"HTbZCZ4AAAAJ","XD"
"Htf2zbsAAAAJ","XD"
"HtgKHRIAAAAJ","CS"
"htRNTnYAAAAJ","BIO"
"hTsDchEAAAAJ","XD"
"hTyZBhMAAAAJ","CS"
"HU1ZfyQAAAAJ","BIO"
"huaPPRsAAAAJ","BIO"
"HUDkqSoAAAAJ","XD"
"HuSHIWkAAAAJ","CS"
"hv59470AAAAJ","BIO"
"hVsnXOQAAAAJ","BIO"
"hvT2mb8AAAAJ","BIO"
"HVtr6AIAAAAJ","BIO"
"HVtSJJsAAAAJ","XD"
"hVUzp6EAAAAJ","XD"
"HvwPRJ0AAAAJ","CS"
"hv_GqN4AAAAJ","XD"
"hwc6A1MAAAAJ","CS"
"HWF6UxgAAAAJ","XD"
"hwqQOpUAAAAJ","BIO"
"HWSuYAEAAAAJ","CS"
"hWYleB8AAAAJ","XD"
"hX7X5ioAAAAJ","BIO"
"hxHYAA8AAAAJ","BIO"
"hxlxVEUAAAAJ","XD"
"hXpZynkAAAAJ","CS"
"hybHuxYAAAAJ","BIO"
"Hyhp_zUAAAAJ","CS"
"hz1S-asAAAAJ","CS"
"hZxtGocAAAAJ","BIO"
"h_BrebAAAAAJ","BIO"
"h_MOIUUAAAAJ","XD"
"h_vjSXoAAAAJ","BIO"
"I-DJ7EsAAAAJ","CS"
"I-rKkyEAAAAJ","CS"
"I0ZGaCQAAAAJ","CS"
"I1EvjZsAAAAJ","CS"
"I1fl4oAAAAAJ","XD"
"I1w51gUAAAAJ","XD"
"i28fU0MAAAAJ","CS"
"i3pEsbgAAAAJ","XD"
"I4iKZSkAAAAJ","CS"
"I4TkqC0AAAAJ","XD"
"i4_3daEAAAAJ","CS"
"I5zd7t0AAAAJ","CS"
"i632EEwAAAAJ","XD"
"I8UXifUAAAAJ","BIO"
"I9cyQTQAAAAJ","BIO"
"IAywpN4AAAAJ","BIO"
"ibITRigAAAAJ","CS"
"iBl-QgEAAAAJ","CS"
"iB_t3xsAAAAJ","BIO"
"icbo4M0AAAAJ","CS"
"ICe2FxkAAAAJ","BIO"
"icGNWj4AAAAJ","XD"
"ICngR3sAAAAJ","CS"
"IcW1vJEAAAAJ","CS"
"iCWiQi8AAAAJ","CS"
"ID4wZFwAAAAJ","CS"
"Id792TsAAAAJ","CS"
"IdDGv6oAAAAJ","XD"
"iDmkDqMAAAAJ","BIO"
"iDMvmEYAAAAJ","CS"
"IdRYT-8AAAAJ","CS"
"IdWa_JkAAAAJ","CS"
"IeBc5OsAAAAJ","XD"
"IEctSMcAAAAJ","BIO"
"ieD5uTEAAAAJ","XD"
"iEGYZT4AAAAJ","CS"
"IEHo6YcAAAAJ","CS"
"IEKMwakAAAAJ","BIO"
"Ieo0BVEAAAAJ","BIO"
"IeqjwlIAAAAJ","CS"
"if0wXOEAAAAJ","BIO"
"If_k6LgAAAAJ","XD"
"iGccVmEAAAAJ","CS"
"IGDs4HwAAAAJ","CS"
"iGKJKNQAAAAJ","XD"
"igVM0AEAAAAJ","XD"
"IGyIeMsAAAAJ","BIO"
"iHpqfoQAAAAJ","XD"
"iIiVrrQAAAAJ","CS"
"iIPwqbMAAAAJ","XD"
"IirM9zMAAAAJ","XD"
"Iiut4KYAAAAJ","CS"
"iiyj5MsAAAAJ","XD"
"IjbhBJsAAAAJ","XD"
"IJLURXkAAAAJ","XD"
"IjteorwAAAAJ","BIO"
"ikdhy6gAAAAJ","XD"
"ikn-xhYAAAAJ","CS"
"IKz0hvkAAAAJ","CS"
"iL-hxJoAAAAJ","CS"
"ILQfpvIAAAAJ","BIO"
"iLQqwosAAAAJ","XD"
"iLWANowAAAAJ","BIO"
"im5aMngAAAAJ","XD"
"ImCQugUAAAAJ","BIO"
"Imh0w3AAAAAJ","CS"
"ImpbxLsAAAAJ","XD"
"imy3JY0AAAAJ","XD"
"in6eBIwAAAAJ","CS"
"iNbxQUEAAAAJ","BIO"
"inGtCcMAAAAJ","CS"
"IoGj8UEAAAAJ","CS"
"iopnWAMAAAAJ","XD"
"IPbxgZkAAAAJ","XD"
"iPcxP0YAAAAJ","CS"
"iPDwvU8AAAAJ","CS"
"iPTO_FEAAAAJ","XD"
"iqlfboYAAAAJ","BIO"
"IQosWycAAAAJ","CS"
"iQV2L2IAAAAJ","CS"
"IqzMas0AAAAJ","XD"
"iRaegw8AAAAJ","BIO"
"IrcFO1AAAAAJ","CS"
"iRfqtIEAAAAJ","BIO"
"irlmY1YAAAAJ","BIO"
"IrPitBgAAAAJ","XD"
"IrX5ZzQAAAAJ","BIO"
"iSEAH2MAAAAJ","XD"
"IsQQCHAAAAAJ","CS"
"ISRNX3gAAAAJ","XD"
"iSSbrhwAAAAJ","XD"
"it1vhYAAAAAJ","CS"
"iTii9qEAAAAJ","XD"
"ITJOwHEAAAAJ","XD"
"iTv2cOgAAAAJ","CS"
"IUFloN8AAAAJ","BIO"
"iuJrwKYAAAAJ","BIO"
"IUZgJogAAAAJ","CS"
"ivApfKcAAAAJ","CS"
"IvuuU14AAAAJ","XD"
"IWcGY98AAAAJ","XD"
"Iwd9DdkAAAAJ","CS"
"IWdFbTQAAAAJ","BIO"
"IwkyeWgAAAAJ","XD"
"iWq6Tn4AAAAJ","CS"
"Ixa74FIAAAAJ","CS"
"Ixhn-sQAAAAJ","BIO"
"IXiAPMoAAAAJ","CS"
"IXnzCb8AAAAJ","XD"
"iy321KUAAAAJ","BIO"
"iYgWtREAAAAJ","CS"
"IyjGlJ8AAAAJ","XD"
"iZ6IqSYAAAAJ","BIO"
"izDottUAAAAJ","BIO"
"iZgkmFIAAAAJ","XD"
"IzhtPq4AAAAJ","XD"
"IzLlyzsAAAAJ","CS"
"izMnGyMAAAAJ","CS"
"izVO9pYAAAAJ","XD"
"Izwn0HcAAAAJ","XD"
"IzXDyR8AAAAJ","CS"
"I_N__-QAAAAJ","CS"
"I_YsXU4AAAAJ","CS"
"J09a41oAAAAJ","XD"
"J0SKz5YAAAAJ","CS"
"J12C3nYAAAAJ","CS"
"J1a81tAAAAAJ","BIO"
"J1tqbNAAAAAJ","CS"
"j38QfhkAAAAJ","CS"
"J5f4Gq8AAAAJ","CS"
"j67v24EAAAAJ","XD"
"j6KFCRAAAAAJ","CS"
"J718FGIAAAAJ","BIO"
"j7F7yq0AAAAJ","CS"
"J7H4N_4AAAAJ","CS"
"j7WSgbwAAAAJ","XD"
"J8FwD7cAAAAJ","XD"
"J8J7NvkAAAAJ","BIO"
"J8YyZugAAAAJ","CS"
"J9KP4dsAAAAJ","BIO"
"J9Pa_8EAAAAJ","BIO"
"j9XJD8QAAAAJ","CS"
"ja5NutgAAAAJ","BIO"
"jA7e-WkAAAAJ","CS"
"JaIL3AgAAAAJ","BIO"
"JaM1iKMAAAAJ","CS"
"jB4y-j4AAAAJ","BIO"
"JbH6mVkAAAAJ","XD"
"JBNzgNMAAAAJ","BIO"
"Jbo1MqwAAAAJ","CS"
"jB_SrVoAAAAJ","BIO"
"Jc7sf8YAAAAJ","BIO"
"jcatRRIAAAAJ","CS"
"jcwyv0wAAAAJ","CS"
"jD0EPmgAAAAJ","XD"
"Jd6nw80AAAAJ","CS"
"jDCiMQkAAAAJ","CS"
"jDewJRwAAAAJ","XD"
"jDm73CQAAAAJ","CS"
"jdq0xz8AAAAJ","XD"
"jDqTrbEAAAAJ","BIO"
"jdSlREMAAAAJ","CS"
"jDuPZLMAAAAJ","CS"
"JE4GTLYAAAAJ","XD"
"JEApEv4AAAAJ","BIO"
"jEdhxGMAAAAJ","XD"
"jeOFRDsAAAAJ","CS"
"jevPwGEAAAAJ","CS"
"jeWN01gAAAAJ","BIO"
"JFGFujgAAAAJ","BIO"
"jGboazkAAAAJ","XD"
"JgC6C-kAAAAJ","BIO"
"jGZab7kAAAAJ","CS"
"jh-brekAAAAJ","BIO"
"jH1l1boAAAAJ","BIO"
"Jh3QCRYAAAAJ","CS"
"jh3Z4esAAAAJ","BIO"
"JHYKtv4AAAAJ","XD"
"jID7d1sAAAAJ","BIO"
"JinbAIQAAAAJ","CS"
"JIpg40gAAAAJ","XD"
"jIp_uw0AAAAJ","CS"
"jIs-Y2gAAAAJ","CS"
"Jj00ksMAAAAJ","CS"
"JJ9AvbAAAAAJ","CS"
"jJCBeRsAAAAJ","CS"
"jjEht8wAAAAJ","CS"
"jJPSj0IAAAAJ","CS"
"jJwwFLIAAAAJ","BIO"
"Jk3gxBEAAAAJ","CS"
"jkJlkSYAAAAJ","BIO"
"jkRa2LEAAAAJ","CS"
"jLEgvnsAAAAJ","XD"
"JLKYG_cAAAAJ","BIO"
"Jlv4MR4AAAAJ","CS"
"jM1cT4QAAAAJ","XD"
"jM23vRsKxuIC","CS"
"JMfZVZYAAAAJ","BIO"
"JMo-Z6UAAAAJ","BIO"
"jn-B_MoAAAAJ","CS"
"JN4tlsMAAAAJ","XD"
"JNLOr38AAAAJ","XD"
"JNPbTdIAAAAJ","CS"
"jNUs6LsAAAAJ","BIO"
"Jo2vLqMAAAAJ","CS"
"jo4B96sAAAAJ","XD"
"JoAxSpgAAAAJ","CS"
"JoFVg7cAAAAJ","BIO"
"JOkym8oAAAAJ","BIO"
"jOpgDgsAAAAJ","XD"
"JOU3JLkAAAAJ","XD"
"JOvtrn8AAAAJ","CS"
"jOX_9bQAAAAJ","CS"
"JP0dqTEAAAAJ","CS"
"Jp6Mz1sAAAAJ","CS"
"JpC9bmEAAAAJ","CS"
"JPM3RdEAAAAJ","XD"
"jpXyNF8AAAAJ","CS"
"Jq3bZ8oAAAAJ","XD"
"Jq3hCsYAAAAJ","XD"
"Jqe1DEEAAAAJ","BIO"
"jQNt6RwAAAAJ","CS"
"JQWeCFAAAAAJ","BIO"
"Jr0P0Z4AAAAJ","BIO"
"jRd24DQAAAAJ","BIO"
"jrkrn3sAAAAJ","CS"
"JS8aznIAAAAJ","CS"
"JsK4KpMAAAAJ","XD"
"jsxk8vsAAAAJ","CS"
"jTiRFi8AAAAJ","CS"
"JtjdERoAAAAJ","BIO"
"Jua_FnwAAAAJ","BIO"
"JuiXgE8AAAAJ","BIO"
"JujYwIEAAAAJ","BIO"
"JUn8PgwAAAAJ","CS"
"juRk4lQAAAAJ","CS"
"juUEPSAAAAAJ","XD"
"jUzA3H8AAAAJ","CS"
"jv-19EoAAAAJ","BIO"
"Jv28YrYAAAAJ","BIO"
"JVNms8wAAAAJ","CS"
"jWb94BoAAAAJ","CS"
"jwxhFAQAAAAJ","CS"
"JWXlepgAAAAJ","CS"
"jwyTawwAAAAJ","BIO"
"JXsCTy0AAAAJ","BIO"
"JXsWja0AAAAJ","CS"
"jXWewPgAAAAJ","XD"
"jYsDOQMAAAAJ","BIO"
"JyUhvFoAAAAJ","BIO"
"JYxa6eYAAAAJ","CS"
"jz2Tvk4AAAAJ","CS"
"jzHG0ssAAAAJ","BIO"
"JzwJFM4AAAAJ","XD"
"k0UDZCgAAAAJ","BIO"
"K1cZ7SsAAAAJ","XD"
"k1hJzF0AAAAJ","CS"
"K2-XMvwAAAAJ","BIO"
"k2n_5QoAAAAJ","BIO"
"K2oAEEkAAAAJ","BIO"
"k2suuZgAAAAJ","CS"
"k3OcjLQAAAAJ","BIO"
"k3YaoIEAAAAJ","CS"
"K4o-D-cAAAAJ","CS"
"k4oSgRkAAAAJ","CS"
"k5c56_wAAAAJ","CS"
"K6q7FbsAAAAJ","BIO"
"k6z6wAwAAAAJ","XD"
"K70yTUsAAAAJ","BIO"
"k7VhUnAAAAAJ","CS"
"K7y6AEEAAAAJ","XD"
"k98ryDAAAAAJ","BIO"
"k9B2zgsAAAAJ","XD"
"K9tsqbsAAAAJ","CS"
"K9_NT-MAAAAJ","XD"
"kaZIo1cAAAAJ","BIO"
"kazupicAAAAJ","BIO"
"kb7j48kAAAAJ","BIO"
"KbCoZfcAAAAJ","XD"
"kBGGEjUAAAAJ","CS"
"KBqkhiUAAAAJ","CS"
"KBqO-U0AAAAJ","BIO"
"KCiDjbkAAAAJ","XD"
"KClBPZUAAAAJ","BIO"
"KcM-4NsAAAAJ","CS"
"kCNqPUoAAAAJ","BIO"
"kCYbVq0AAAAJ","CS"
"kDkH9UkAAAAJ","XD"
"kdv2ajAAAAAJ","CS"
"KDZ-wWUAAAAJ","BIO"
"ke2MEF0AAAAJ","CS"
"kEM42bEAAAAJ","CS"
"KenJWYwAAAAJ","BIO"
"keO-0s0AAAAJ","CS"
"keQw9LQAAAAJ","BIO"
"KF3CIq0AAAAJ","BIO"
"KF4sBDIAAAAJ","BIO"
"kFCrflwAAAAJ","BIO"
"KfjUrPAAAAAJ","XD"
"kFNAlyAAAAAJ","XD"
"kFTwCoEAAAAJ","XD"
"kfwmW8oAAAAJ","BIO"
"KgdPjl8AAAAJ","XD"
"Kh10YKsAAAAJ","BIO"
"Kh9REfEAAAAJ","BIO"
"KH_iDdAAAAAJ","XD"
"KICA5DoAAAAJ","XD"
"kiQQEhMAAAAJ","BIO"
"kIUqgbcAAAAJ","CS"
"KIv0fKQAAAAJ","XD"
"kiV7yTQAAAAJ","BIO"
"kiZj3UcAAAAJ","BIO"
"kJkFuW4AAAAJ","BIO"
"KJssLHoAAAAJ","CS"
"KJvcrioAAAAJ","BIO"
"kjXJR4QAAAAJ","BIO"
"kKFx7RgAAAAJ","BIO"
"KKiQaBoAAAAJ","XD"
"KKUAx0sAAAAJ","CS"
"KlJrz9MAAAAJ","XD"
"KlM20sgAAAAJ","XD"
"KlnL3J8AAAAJ","BIO"
"KlpusxAAAAAJ","CS"
"KLRU9csAAAAJ","BIO"
"KltleWgAAAAJ","CS"
"kLUQrrYAAAAJ","CS"
"kLUW0psAAAAJ","CS"
"kMK1IvwAAAAJ","BIO"
"KmSuVtgAAAAJ","CS"
"KnAit3cAAAAJ","XD"
"KO1agYsAAAAJ","BIO"
"ko2-elgAAAAJ","XD"
"koFpOkcAAAAJ","BIO"
"KOrhfVMAAAAJ","CS"
"kOUPR1sAAAAJ","CS"
"KP-Vo44AAAAJ","CS"
"kpJ9xpsAAAAJ","BIO"
"KPjFQ4AAAAAJ","CS"
"KPw5wngAAAAJ","CS"
"KPxl53wzvv4C","XD"
"kqPhodQAAAAJ","CS"
"KqtBi6MAAAAJ","CS"
"kqW_-2gAAAAJ","CS"
"krAhswMAAAAJ","BIO"
"kRfNAVgAAAAJ","BIO"
"KrLrb14AAAAJ","XD"
"KRuCIOQAAAAJ","BIO"
"KRZoh34AAAAJ","XD"
"Kr_0YFMAAAAJ","XD"
"KSukVvIAAAAJ","CS"
"Kt1bjZoAAAAJ","XD"
"KtbmEC4AAAAJ","XD"
"KTF9-QkAAAAJ","XD"
"ktIQALAAAAAJ","BIO"
"ktQq83oAAAAJ","BIO"
"ktwwLjsAAAAJ","CS"
"ktyhG_oAAAAJ","XD"
"kUMiOQMAAAAJ","BIO"
"kUwCxIUAAAAJ","XD"
"Kv9AbjMAAAAJ","XD"
"KvfFlIMAAAAJ","CS"
"kvHmXM0AAAAJ","BIO"
"kvWZBlAAAAAJ","BIO"
"Kw5aM74AAAAJ","BIO"
"KWez2_sAAAAJ","CS"
"kWFP1ykAAAAJ","BIO"
"KWiJaj8AAAAJ","CS"
"kWnv_YkAAAAJ","CS"
"kXB8FBoAAAAJ","CS"
"KxBH0U4AAAAJ","BIO"
"kxDm9EsAAAAJ","CS"
"KxLLgn8AAAAJ","BIO"
"KxLzEI4AAAAJ","BIO"
"KxmUmKkAAAAJ","XD"
"kXVBr20AAAAJ","XD"
"Ky1op0MAAAAJ","XD"
"Ky6tLl0AAAAJ","BIO"
"kYAsdUIAAAAJ","BIO"
"kYK4tvsAAAAJ","CS"
"kZ3PYgwAAAAJ","BIO"
"KzESVKwAAAAJ","XD"
"KZFo7ZkAAAAJ","XD"
"kzk6nJEAAAAJ","XD"
"KzmHyt8AAAAJ","CS"
"kzoVUPYAAAAJ","XD"
"kztqPjYAAAAJ","XD"
"K_-KJi8AAAAJ","CS"
"K__JmtcAAAAJ","CS"
"L-07qlIAAAAJ","BIO"
"l-IhoaQAAAAJ","BIO"
"l0YE7V8AAAAJ","XD"
"L1pb8GUAAAAJ","XD"
"l2Pr9m8AAAAJ","XD"
"L2SLqHQAAAAJ","BIO"
"l3KIq-MAAAAJ","XD"
"L3KXa3cAAAAJ","XD"
"L3Z66_gAAAAJ","BIO"
"l4MgzcsAAAAJ","BIO"
"l4QhOVoAAAAJ","XD"
"l4ZJZkYAAAAJ","BIO"
"l5mmRVoAAAAJ","BIO"
"l5UcSXkAAAAJ","BIO"
"L7jhqMIAAAAJ","XD"
"l7nsfT4AAAAJ","XD"
"L7pWt14AAAAJ","BIO"
"L7TaWAUAAAAJ","BIO"
"L7utASgAAAAJ","XD"
"L82mYv8AAAAJ","XD"
"L9cC5tIAAAAJ","XD"
"LAPAOIUAAAAJ","XD"
"LAv0HTEAAAAJ","CS"
"lAzz_cwAAAAJ","BIO"
"LB1dq_sAAAAJ","CS"
"Lb4-GKsAAAAJ","XD"
"lB5lqocAAAAJ","BIO"
"LBpAB_QAAAAJ","BIO"
"lBzZU1IAAAAJ","CS"
"lc0ARagAAAAJ","CS"
"LCyuQYMAAAAJ","XD"
"lDYz0hYAAAAJ","BIO"
"Le4ScQcAAAAJ","BIO"
"Lf2KB6cAAAAJ","CS"
"LfcroyAAAAAJ","CS"
"lfLiQmcAAAAJ","CS"
"lFnZ7RkAAAAJ","CS"
"LgF3Ds0AAAAJ","XD"
"LgL2HpkAAAAJ","CS"
"LGp68QwAAAAJ","XD"
"lGsfTIsAAAAJ","XD"
"lH1PdF8AAAAJ","CS"
"lh527_4AAAAJ","XD"
"lhVOD7kAAAAJ","BIO"
"Li-BrU4AAAAJ","CS"
"LiAGLcwAAAAJ","CS"
"LIdVlPsAAAAJ","XD"
"LiMYijMAAAAJ","BIO"
"lJ8qjPAAAAAJ","CS"
"LjP106QAAAAJ","CS"
"LjuCA6AAAAAJ","BIO"
"Lj_J0HsAAAAJ","XD"
"Lk38PP0AAAAJ","XD"
"LkbowasAAAAJ","BIO"
"LkoaA0gAAAAJ","CS"
"LkWOEY0AAAAJ","BIO"
"Ll7EKP0AAAAJ","BIO"
"lL7fslgAAAAJ","BIO"
"lLmMKb0AAAAJ","XD"
"llo3F3QAAAAJ","CS"
"llOUqhkAAAAJ","XD"
