"Source","Target"
2166,57
66,2356
3334,73
2153,74
1265,83
83,2060
83,559
83,2527
2060,559
2060,2527
559,2527
711,95
139,3869
146,1280
389,212
3422,237
3422,3783
237,3783
1417,245
2908,271
279,3668
3658,287
337,2217
757,347
353,1083
354,1888
1668,387
2584,387
387,2715
3351,395
401,3786
470,3235
490,1289
490,804
1289,804
2119,498
505,533
1227,513
1227,2717
513,2717
529,3325
547,2330
1181,547
550,443
1577,581
597,1219
612,1870
3299,628
628,2608
705,674
686,1083
705,2631
2702,730
1417,2702
1417,730
1417,831
1417,889
1417,1623
1417,639
2702,831
2702,889
2702,1623
2702,639
730,831
730,889
730,1623
730,639
831,889
831,1623
831,639
889,1623
889,639
1623,639
735,1761
785,1904
785,1014
1080,790
798,3587
2760,812
1855,816
3718,847
1084,847
849,3410
3355,874
881,3686
889,1515
908,1577
3574,942
966,2797
966,1415
3755,996
3582,1043
353,1588
1083,1588
1751,1117
2872,1131
4039,1156
1455,1178
1212,443
1219,2330
1236,3259
3075,1246
1255,3089
1280,4024
1308,628
3512,1322
1378,1580
1415,2059
2778,1453
1480,3534
2414,1492
1533,1970
1888,1558
1596,4008
1599,4008
1630,1227
2921,1634
1645,3819
1667,3427
2584,1668
1721,2217
3697,1721
4075,1739
1751,2057
1802,1751
1758,2254
945,1760
4098,1798
1861,1816
2928,1826
1876,3484
1996,1880
3800,1880
2775,1888
83,1904
1265,1904
1911,3869
1947,4171
1947,718
1969,3426
2252,2001
2018,2905
2032,2244
3028,2059
2252,2092
3743,2163
2163,3375
2163,1322
3835,2217
2231,913
3028,2236
2486,2245
799,2256
77,2267
2217,2330
3783,2330
2434,3933
2434,2369
3933,2369
2396,1870
2406,3669
4079,2412
2422,2444
2550,399
2594,913
2606,3800
3257,2606
2635,2426
2572,2653
2452,2683
2692,3727
4039,2715
1668,2715
2951,2716
3385,2717
2722,3691
3726,2767
3996,2767
2777,4116
2797,3777
3586,2855
2907,3439
1417,2948
2702,2948
831,2948
2948,889
2948,1623
2948,639
2976,3221
3028,4171
3108,2837
342,3163
3184,2217
2858,3205
3259,3450
3262,3765
493,3278
3284,3351
3352,550
3381,2760
3577,3394
4026,3955
4026,3435
3955,3435
4026,2256
3955,2256
3435,2256
3449,2120
3467,3944
443,3493
3504,484
2187,3564
3631,1633
3642,674
353,3684
3697,2217
3722,978
3423,3751
3805,2859
1212,3892
3900,2827
3322,3909
4060,530
4069,146
4139,3427
4173,4163
30,2486
2166,2746
57,2746
1694,128
3731,143
3077,199
216,2876
1778,238
256,4021
3519,269
2434,302
382,2849
1683,398
401,1684
3786,1684
401,3570
3423,408
415,1870
3270,443
536,661
3184,547
3668,550
3270,550
591,567
578,655
2262,650
3267,674
1523,693
4184,713
3071,715
728,2834
785,1265
814,3553
830,3512
830,2904
3770,853
2162,3355
2162,874
2440,902
2594,924
941,2463
1178,1025
4008,1026
3582,1493
1043,1493
2538,1044
536,1075
686,1588
3494,1090
1103,2771
1117,203
3935,1121
3348,1153
1958,1174
1178,2236
4171,1178
3668,1233
640,1251
1455,3504
1497,3422
1215,1547
1563,2609
1582,3851
1605,2022
1630,3101
2951,1634
1692,1580
1103,1697
2771,1697
3267,1748
1754,3384
708,1843
1850,3783
1186,1882
1947,2855
1953,3338
1397,1955
1955,3921
1982,2656
2596,1990
2110,3005
4171,2120
2131,3425
2156,2901
3245,2163
3494,2187
2225,1271
2231,3572
30,2245
2776,2261
1349,2267
3530,2283
3530,3857
2283,3857
2296,1221
2422,2402
2410,3122
2444,1845
2937,2534
26,2561
2576,3450
2594,2830
2594,919
2596,3168
2596,4030
3168,4030
3873,2637
3668,2699
1397,2705
700,2705
2708,1667
2708,3586
3340,2717
3426,2720
2753,1843
2777,3656
3656,4116
3437,2778
2802,2874
3492,2817
2886,3777
138,2886
2886,1280
2921,500
2921,3476
500,3476
4008,2940
3299,3005
2591,3035
2701,3035
3056,633
3939,3089
3153,2640
3227,2369
3270,4031
2088,3296
3299,3969
3302,384
557,3370
4030,3371
3377,3425
488,3404
3419,2454
3519,3490
2603,3496
1550,3570
1550,3163
3570,3163
2777,3588
3609,2996
3642,679
2751,3644
2624,3644
3122,3691
3722,3100
1550,3726
3807,2489
323,3848
2160,3900
4054,3985
1297,4139
30,2660
2363,34
57,656
66,3122
83,1111
2482,100
190,2482
190,3426
2482,3426
388,203
216,1549
219,3974
2656,231
236,913
3255,239
2422,245
273,1589
274,513
2921,289
2502,348
392,2087
891,399
686,408
2471,411
419,2527
2961,1661
2961,463
