"Source","Target"
3673,2
1991,4
2503,1991
2503,4
6,2931
1181,12
2651,12
1118,12
1118,3641
12,3641
943,1816
943,3565
943,1118
943,2774
943,2599
943,12
943,3182
943,3641
1816,3565
1816,1118
1816,2774
1816,2599
1816,12
1816,3182
1816,3641
3565,1118
3565,2774
3565,2599
3565,12
3565,3182
3565,3641
1118,2774
1118,2599
1118,3182
2774,2599
2774,12
2774,3182
2774,3641
2599,12
2599,3182
2599,3641
12,3182
3182,3641
13,3456
15,1110
1492,17
3245,19
3245,4027
19,4027
293,19
19,1149
21,1124
22,3822
22,3318
3822,3318
2136,22
2136,3822
2990,27
2815,28
30,2376
980,31
33,1083
33,3292
3292,1083
33,353
33,974
3292,353
3292,974
353,1083
353,974
1083,974
1959,34
39,2435
145,1754
145,41
1754,41
3651,42
3851,42
1485,42
43,1975
43,587
43,508
508,1975
3790,44
2173,45
58,159
118,59
453,3422
453,60
453,3871
3422,60
3422,3871
60,3871
63,1092
3690,63
63,463
2644,64
64,3193
2858,65
1038,65
67,1751
68,1804
2077,71
4153,71
72,579
73,1233
2282,78
3478,82
3478,530
82,530
1548,83
3658,1265
3658,3199
3658,1031
3658,83
1265,3199
1265,1031
1265,83
3199,1031
3199,83
1031,83
2193,86
87,2008
87,3849
3365,87
3365,872
3365,751
87,872
87,751
872,751
1662,87
872,2008
2008,3849
3861,88
1658,3861
1658,88
4125,89
3096,91
3005,344
3005,91
344,91
92,2364
1438,95
728,95
97,3968
1794,98
2482,100
1598,101
1196,101
101,1331
905,4130
905,2747
905,101
4130,2747
4130,101
2747,101
106,2119
2469,3738
2469,107
3738,107
1220,1934
1220,107
1934,107
2504,109
1634,114
1006,115
116,1856
119,2792
120,902
120,1492
120,1269
936,121
123,1143
1354,124
1782,1354
1782,124
1693,1354
1693,124
2285,128
1418,139
139,897
140,1491
2275,141
3627,143
144,370
144,1567
146,3624
2438,147
147,3635
3444,147
148,2709
598,149
3967,598
3967,149
150,2104
1933,150
3926,153
850,158
160,2841
161,3144
162,671
164,3064
164,4021
2713,167
2252,3814
2252,2232
2252,535
2252,169
3814,2232
3814,535
3814,169
2232,535
2232,169
535,169
493,174
1371,174
945,177
179,4038
181,2189
3701,182
187,2366
2000,189
190,3448
202,2179
1719,203
1816,203
1816,1713
203,1713
206,3579
1961,212
3912,217
220,1150
220,1478
221,3426
222,2745
2072,222
2072,2453
222,2453
644,229
2775,202
2775,229
2775,2179
202,229
229,2179
231,2898
1362,235
1362,753
753,235
236,2635
1364,237
2433,237
3893,237
3770,1066
3770,238
1066,238
243,2379
1420,244
3005,244
929,244
2093,253
253,373
254,3049
256,1617
256,1883
2112,1461
2112,263
1461,263
3143,1028
3143,263
1028,263
121,263
1743,265
265,657
1225,266
268,4028
268,1713
268,3659
268,2112
268,1942
268,3279
3659,2112
3659,1942
3659,3279
2112,1942
2112,3279
1942,3279
268,747
268,2247
268,974
2247,974
658,3534
658,269
3534,269
1641,269
274,4187
1509,274
1093,278
279,920
2963,281
2963,2995
2995,281
4062,284
289,4053
289,1221
289,712
