"Source","Target"
18,23
3245,19
3385,20
21,30
268,28
3169,31
1185,39
44,2769
54,1672
55,94
2418,65
66,2356
2751,70
3340,2717
3340,71
2717,71
3770,73
81,73
81,646
73,646
145,73
3997,74
77,2267
485,78
83,2271
3658,83
3700,83
87,3849
2917,94
1011,94
2190,115
135,447
136,3298
136,2489
3298,2489
136,1466
1577,141
1577,786
141,786
3975,143
1109,147
152,2186
2617,418
2617,159
418,159
860,169
441,170
1423,3689
1423,181
3689,181
3045,184
190,3116
190,2609
219,1062
219,3974
228,2576
228,3450
2576,3450
231,2217
231,2898
3640,235
236,3697
237,1948
237,1541
1948,1541
237,2863
1066,238
929,244
256,3077
256,4028
1996,256
3395,263
2144,263
2393,265
268,3272
269,2614
3977,271
607,273
273,1589
1974,274
3777,278
3777,2155
278,2155
3401,278
3659,278
2835,278
2835,2670
278,2670
387,281
387,898
281,898
289,1821
289,4067
3284,1415
3284,301
1415,301
1920,301
317,1920
317,301
3122,302
304,643
3790,307
3790,2855
307,2855
1571,3790
1571,307
1571,2855
309,3452
3640,331
3640,528
331,528
4026,334
1891,337
3503,346
3395,348
1423,1571
1423,351
1571,351
353,982
353,4087
982,4087
353,2521
3419,353
3419,982
359,2720
969,366
378,3442
1996,379
380,410
380,920
410,920
3422,380
385,2392
854,385
854,2392
387,4101
2584,387
2584,3385
2584,1399
2584,2580
2584,2717
2584,898
387,3385
387,1399
387,2580
387,2717
3385,1399
3385,2580
3385,2717
3385,898
1399,2580
1399,2717
1399,898
2580,2717
2580,898
2717,898
392,2170
1343,396
3057,397
3211,399
3211,1652
399,1652
401,3786
403,1712
407,2426
407,965
2426,965
843,411
416,844
1816,417
419,2527
1117,421
2252,425
433,1422
3788,445
1940,449
1940,2119
449,2119
453,3977
476,577
479,2501
480,3890
1018,481
485,2636
485,3519
485,1641
3519,1641
485,2059
1417,493
2921,500
2117,500
2921,3476
500,3476
505,533
4103,510
510,1027
3481,4103
3481,510
1227,513
1693,1747
1693,513
1747,513
813,516
2795,522
527,4017
538,1953
538,3490
2167,542
545,1712
1181,4108
1181,547
4108,547
928,550
3805,559
568,4190
570,528
3640,570
3640,2119
570,2119
2447,575
577,44
1886,598
1498,598
3967,598
1584,601
602,1936
602,2863
1936,2863
3267,608
1684,616
630,965
630,2426
638,1672
391,641
3668,641
2227,649
485,4067
485,652
4067,652
655,2333
2526,659
2923,660
674,878
734,674
734,878
674,3024
3816,683
3668,686
3668,2434
3668,4007
3668,4157
686,2434
686,4007
686,4157
2434,4007
2434,4157
4007,4157
1563,698
700,806
702,527
3032,703
705,4157
705,3910
705,3588
705,2769
3588,2769
3371,712
4184,713
1757,715
1757,706
706,715
1205,720
