"Source","Target"
34,2363
141,1577
179,627
348,3320
415,1870
498,2119
533,2444
590,1856
702,2296
765,3853
798,3467
804,2486
1739,2486
804,1739
831,1338
847,2244
847,2434
847,3718
849,3410
1060,1234
1098,1960
1255,3089
1283,2330
411,1335
1402,3570
1526,2639
1549,3711
1596,1814
834,1694
1721,2217
1754,3262
1844,2898
83,1904
2415,2486
2546,3536
2608,2837
2640,4069
2697,2729
2699,3352
2879,3875
2948,4018
3042,3593
735,3073
2170,3304
557,3370
2596,3512
2330,3826
3669,4060
500,4122
213,2915
223,2270
452,4146
470,3235
392,891
913,1397
942,3028
1043,1802
805,1092
1219,1574
1283,2062
1449,2333
1178,1455
1574,4116
1604,2381
371,1999
2245,2486
804,2245
399,2550
2596,3168
1219,2683
1574,2683
1845,2798
2833,3700
1976,2935
3028,4171
1396,3056
3273,3800
3273,3442
3442,3800
1402,3310
3661,3862
83,3456
106,1558
174,2170
378,3168
550,3668
728,3025
899,2584
1060,3350
1234,3350
1156,4018
1322,1455
1508,4171
899,1641
1644,2222
1814,3028
1990,4187
475,2267
2276,4174
2330,3422
2422,2864
2217,2948
3492,3570
213,3529
216,2486
216,2080
279,3668
559,4060
1080,2099
716,2167
2415,2892
1379,2415
1379,2892
2444,2798
2702,2996
494,1209
627,716
1712,3533
1956,3763
2434,3933
848,2750
2808,2928
2827,3545
812,3381
3042,3737
