"serial_id","google_id","XDIndicator","XD95","XD00","XD05","XD10","XD15"
360,"471mb4wAAAAJ","CS","CS","CS","CS","CS","CS"
361,"47I8TqkAAAAJ","CS","CS","CS","CS","CS","CS"
362,"4A2BqsMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
363,"4aheXvQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
364,"4arkOLcAAAAJ","CS","CS","CS","CS","CS","CS"
365,"4bHar00AAAAJ","CS","CS","CS","CS","CS","CS"
366,"4BrebIYAAAAJ","CS","CS","XD","XD","XD","XD"
367,"4e2pnKYAAAAJ","CS","CS","CS","CS","CS","CS"
368,"4EHmg_4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
369,"4EL8ZOUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
370,"4EQ2zFYAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
371,"4esyQS4AAAAJ","CS","CS","CS","CS","CS","CS"
372,"4ew4MwwAAAAJ","BIO","BIO","BIO","XD","XD","XD"
373,"4FcaMpgAAAAJ","CS","CS","CS","CS","CS","CS"
374,"4glkLD0AAAAJ","CS","CS","CS","XD","XD","XD"
375,"4GTpCxcAAAAJ","CS","CS","CS","CS","CS","CS"
376,"4HrSWNcAAAAJ","CS","CS","CS","CS","CS","CS"
377,"4JMQMLgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
378,"4LCdnkYAAAAJ","CS","CS","CS","CS","CS","CS"
379,"4Mj-BjwAAAAJ","CS","XD","XD","XD","XD","XD"
380,"4n8JCSgAAAAJ","CS","CS","CS","XD","XD","XD"
381,"4O-rMYEAAAAJ","CS","CS","CS","CS","CS","CS"
382,"4OOz4DcAAAAJ","BIO","BIO","BIO","XD","XD","XD"
383,"4OvOdSgAAAAJ","CS","CS","CS","XD","XD","XD"
384,"4pkd0FsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
385,"4pWpdEIAAAAJ","CS","CS","CS","CS","CS","CS"
386,"4PYV1OEAAAAJ","XD","XD","XD","XD","XD","XD"
387,"4q6YakgAAAAJ","BIO","BIO","BIO","XD","XD","XD"
388,"4R7_wW8AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
389,"4SYHiigAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
390,"4tJhnt8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
391,"4Tnj6PcAAAAJ","CS","CS","CS","CS","CS","CS"
392,"4Ts9jNQAAAAJ","CS","CS","CS","CS","CS","CS"
393,"4TuZa4wAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
394,"4U1F6tcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
395,"4uiMIaEAAAAJ","BIO","XD","XD","XD","XD","XD"
396,"4UyniXYAAAAJ","CS","CS","CS","CS","CS","CS"
397,"4uypulQAAAAJ","CS","CS","CS","CS","CS","CS"
398,"4veQB4cAAAAJ","BIO","BIO","XD","XD","XD","XD"
399,"4VJre9IAAAAJ","CS","CS","CS","CS","CS","CS"
400,"4wXYfSUAAAAJ","CS","CS","CS","CS","CS","CS"
401,"4XyoYbAAAAAJ","CS","XD","XD","XD","XD","XD"
402,"4Y2pXqoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
403,"4yuKD_AAAAAJ","CS","CS","CS","CS","CS","CS"
404,"4_1z8yEAAAAJ","CS","CS","CS","CS","CS","CS"
405,"5--K4tgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
406,"50kDLlkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
407,"53RlhUcAAAAJ","CS","CS","CS","CS","CS","CS"
408,"54w2_AcAAAAJ","CS","CS","CS","XD","XD","XD"
409,"55B-xqUAAAAJ","CS","CS","CS","CS","CS","CS"
410,"55fqxgwAAAAJ","CS","CS","CS","XD","XD","XD"
411,"55pOyCkAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
412,"55VV_usAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
413,"568MtVQAAAAJ","CS","CS","CS","CS","CS","CS"
414,"56oq6hYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
415,"56qcx4MAAAAJ","CS","CS","CS","CS","CS","CS"
416,"59zyQMYAAAAJ","CS","CS","CS","CS","CS","CS"
417,"5Aut7EEAAAAJ","CS","CS","CS","CS","CS","CS"
418,"5bxyMBwAAAAJ","CS","CS","CS","CS","CS","CS"
419,"5C4hZEgAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
420,"5cDLwU0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
421,"5CH2x_YAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
422,"5cJzDZEAAAAJ","CS","CS","CS","CS","CS","CS"
423,"5CoasaYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
424,"5ctD7qIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
425,"5dNYKKcAAAAJ","BIO","BIO","BIO","XD","XD","XD"
426,"5drv17QAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
427,"5DUnLc8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
428,"5EqKofQAAAAJ","BIO","BIO","BIO","XD","XD","XD"
429,"5ExRjncAAAAJ","CS","CS","CS","CS","CS","CS"
430,"5FZewx8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
431,"5GQF2FwAAAAJ","CS","CS","CS","CS","CS","CS"
432,"5GxH-mYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
433,"5H0arvkAAAAJ","CS","CS","CS","CS","CS","CS"
434,"5HInsKgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
435,"5HLGWrIAAAAJ","CS","CS","CS","CS","CS","CS"
436,"5I3hyEgAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
437,"5i9FResAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
438,"5iXE9k0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
439,"5kL-ZrAAAAAJ","CS","CS","CS","CS","CS","CS"
440,"5lBWbGkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
441,"5LsAK74AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
442,"5LXPLI0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
443,"5m-oAesAAAAJ","CS","CS","CS","CS","CS","CS"
444,"5mIkNyYAAAAJ","CS","CS","CS","CS","XD","XD"
445,"5NAFTkAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
446,"5nhJokEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
447,"5nkhrpUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
448,"5OSMezYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
449,"5oU0wxcAAAAJ","CS","CS","CS","CS","CS","CS"
450,"5ouAiisAAAAJ","CS","CS","CS","CS","CS","CS"
451,"5P7Vo2IAAAAJ","CS","CS","CS","CS","XD","XD"
452,"5PboKNAAAAAJ","CS","CS","CS","CS","CS","CS"
453,"5pKTRxEAAAAJ","CS","CS","CS","CS","XD","XD"
454,"5pV6DQ4AAAAJ","CS","CS","CS","CS","XD","XD"
455,"5qSIhVkAAAAJ","CS","CS","CS","CS","CS","XD"
456,"5qwfn20AAAAJ","CS","CS","CS","CS","CS","XD"
457,"5t2myD8AAAAJ","CS","CS","CS","CS","CS","CS"
458,"5tcfuXMAAAAJ","CS","CS","CS","CS","CS","CS"
459,"5tk1PV8AAAAJ","CS","CS","CS","CS","CS","CS"
460,"5TzQdR4AAAAJ","CS","CS","CS","CS","CS","CS"
461,"5w-u8x8AAAAJ","CS","CS","CS","CS","CS","CS"
462,"5wcrtr4AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
463,"5wgTi1AAAAAJ","CS","CS","CS","CS","CS","CS"
464,"5whzpxEAAAAJ","CS","CS","CS","XD","XD","XD"
465,"5wppdUoAAAAJ","CS","CS","CS","CS","CS","CS"
466,"5xRaC-AAAAAJ","CS","CS","CS","CS","CS","XD"
467,"5X_j0lwAAAAJ","BIO","BIO","XD","XD","XD","XD"
468,"5ZTO0uMAAAAJ","CS","CS","CS","CS","CS","CS"
469,"60ZCtZMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
470,"628Jn7UAAAAJ","CS","CS","CS","CS","CS","CS"
471,"62GM5XcAAAAJ","CS","CS","CS","CS","CS","CS"
472,"64iWYEMAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
473,"65eUCyIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
474,"65swYMkAAAAJ","CS","CS","CS","XD","XD","XD"
475,"67aYFTQAAAAJ","CS","CS","CS","CS","XD","XD"
476,"67kghxAAAAAJ","CS","CS","CS","CS","CS","CS"
477,"67R6MqcAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
478,"6afbS1EAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
479,"6ArMETUAAAAJ","BIO","BIO","XD","XD","XD","XD"
480,"6c5cf1wAAAAJ","CS","CS","CS","CS","CS","CS"
481,"6CTPn44AAAAJ","CS","CS","CS","CS","CS","CS"
482,"6DkAchgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
483,"6EapkWgAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
484,"6enh82kAAAAJ","CS","CS","CS","CS","CS","CS"
485,"6Ff2c8wAAAAJ","CS","CS","CS","CS","CS","CS"
486,"6H0mhLUAAAAJ","CS","CS","CS","CS","CS","CS"
487,"6HE56R8AAAAJ","CS","CS","CS","CS","CS","CS"
488,"6hPAjdYAAAAJ","BIO","BIO","XD","XD","XD","XD"
489,"6IHX8J4AAAAJ","CS","CS","CS","CS","CS","CS"
490,"6II-xhMAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
491,"6IinLVUAAAAJ","CS","CS","CS","CS","CS","CS"
492,"6IxWYR0AAAAJ","CS","CS","CS","CS","XD","XD"
493,"6JEDxqcAAAAJ","CS","CS","CS","CS","CS","XD"
494,"6KUiLfAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
495,"6Kuq1acAAAAJ","CS","CS","CS","CS","CS","XD"
496,"6laH_QsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
497,"6o13_-QAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
498,"6P4bGWAAAAAJ","CS","CS","CS","CS","CS","CS"
499,"6pG19JoAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
500,"6qE0tdAAAAAJ","CS","CS","CS","CS","CS","CS"
501,"6QM1ANkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
502,"6RqRAWcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
503,"6S-WgLkAAAAJ","CS","CS","CS","CS","CS","CS"
504,"6s2hs3oAAAAJ","CS","CS","CS","CS","CS","CS"
505,"6t7Zm4oAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
506,"6UBlenoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
507,"6Ue8tWQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
508,"6UTCD84AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
509,"6VNQ_IkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
510,"6vXTtDQAAAAJ","CS","CS","CS","CS","CS","CS"
511,"6y4Vgs0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
512,"6Yne-voAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
513,"6YU6_QoAAAAJ","CS","CS","CS","CS","CS","CS"
514,"6Z88TncAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
515,"6_cxCKQAAAAJ","CS","CS","CS","CS","CS","CS"
516,"6_oL_9IAAAAJ","CS","CS","CS","CS","CS","CS"
517,"6_wqtu4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
518,"70BD9O8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
519,"70fkMMgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
520,"71OktocAAAAJ","CS","CS","CS","CS","CS","CS"
521,"71RQt3sAAAAJ","CS","CS","CS","CS","CS","CS"
522,"72e5VYEAAAAJ","CS","CS","CS","CS","CS","CS"
523,"76nnaMsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
524,"77kOUvYAAAAJ","CS","CS","CS","CS","CS","CS"
525,"79kYqosAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
526,"7anf7aEAAAAJ","CS","CS","CS","CS","CS","CS"
527,"7AUq6CUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
528,"7BM1uyYAAAAJ","CS","CS","CS","XD","XD","XD"
529,"7btxQB0AAAAJ","CS","CS","CS","CS","CS","CS"
530,"7BVA7tsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
531,"7BYgbUEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
532,"7b_ipvgAAAAJ","CS","CS","CS","CS","CS","CS"
533,"7cys8kgAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
534,"7e3e1HUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
535,"7EBqXaIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
536,"7eC3KMkAAAAJ","CS","CS","XD","XD","XD","XD"
537,"7egtxu0AAAAJ","CS","CS","CS","CS","CS","XD"
538,"7FXtL98AAAAJ","CS","CS","CS","CS","CS","CS"
539,"7g-uOHkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
540,"7gEOGwcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
541,"7iQEFwIAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
542,"7iUPeUQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
543,"7iV1PPYAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
544,"7iy44V4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
545,"7j3itaMAAAAJ","CS","CS","CS","CS","CS","CS"
546,"7jNkTbYAAAAJ","CS","CS","CS","CS","CS","CS"
547,"7K34d7cAAAAJ","CS","CS","CS","CS","CS","XD"
548,"7kDEN7kAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
549,"7KqndP4AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
550,"7lVfIWYAAAAJ","CS","CS","CS","CS","CS","CS"
551,"7MfZxCEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
552,"7MOW-j4AAAAJ","CS","CS","CS","CS","CS","CS"
553,"7nERaWEAAAAJ","CS","CS","CS","CS","CS","CS"
554,"7NhhkR8AAAAJ","CS","CS","CS","CS","CS","CS"
555,"7oJoP0IAAAAJ","CS","CS","CS","CS","CS","CS"
556,"7OvZhQIAAAAJ","CS","CS","CS","CS","CS","CS"
557,"7P3t1woAAAAJ","BIO","XD","XD","XD","XD","XD"
558,"7p61OCsAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
559,"7PeekG0AAAAJ","BIO","BIO","XD","XD","XD","XD"
560,"7QF1eF4AAAAJ","CS","CS","CS","CS","CS","CS"
561,"7QmEsOwAAAAJ","CS","CS","CS","CS","CS","CS"
562,"7QTGa98AAAAJ","CS","CS","CS","CS","CS","CS"
563,"7Sa6XgEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
564,"7SdcAiEAAAAJ","CS","CS","CS","CS","CS","CS"
565,"7t7dPnwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
566,"7VeXVsYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
567,"7vK1GRIAAAAJ","CS","CS","CS","CS","CS","CS"
568,"7X0YfAcAAAAJ","BIO","BIO","XD","XD","XD","XD"
569,"7xgWQEgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
570,"7XjL07wAAAAJ","CS","CS","CS","CS","CS","CS"
571,"7yeTclAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
572,"7zf7xGkAAAAJ","CS","CS","CS","CS","CS","CS"
573,"8-GYxFAAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
574,"80ILneUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
575,"81cvn3sAAAAJ","CS","CS","CS","CS","CS","CS"
576,"83SAwBsAAAAJ","CS","CS","CS","CS","CS","CS"
577,"84WzBlYAAAAJ","CS","CS","CS","CS","CS","XD"
578,"85KkItgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
579,"85qG4oIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
580,"861FJYUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
581,"89vejUwAAAAJ","CS","CS","CS","CS","CS","CS"
582,"8ablIzIAAAAJ","BIO","BIO","BIO","XD","XD","XD"
583,"8acGhSYAAAAJ","CS","CS","CS","CS","CS","CS"
584,"8AkiZd8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
585,"8ArX12gAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
586,"8BlBaP0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
587,"8CRLlesAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
588,"8cxDHS4AAAAJ","CS","CS","CS","CS","CS","CS"
589,"8DufNdkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
590,"8enm19QAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
591,"8ExiKC0AAAAJ","CS","CS","CS","CS","CS","CS"
592,"8f8IZigAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
593,"8Fa66PQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
594,"8fHNKl4AAAAJ","CS","CS","CS","CS","CS","CS"
595,"8fPm1GcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
596,"8fudeRAAAAAJ","CS","CS","CS","CS","CS","CS"
597,"8fztli4AAAAJ","CS","CS","CS","CS","XD","XD"
598,"8GA4R2wAAAAJ","CS","CS","CS","CS","CS","CS"
599,"8gIklOMAAAAJ","CS","CS","CS","CS","CS","CS"
600,"8I3rAqsAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
601,"8iofTEAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
602,"8iQk0DIAAAAJ","CS","CS","CS","CS","CS","CS"
603,"8ISuY00AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
604,"8kA3eDwAAAAJ","CS","CS","CS","CS","CS","CS"
605,"8lkdGgsAAAAJ","CS","CS","CS","CS","CS","CS"
606,"8Lp0W54AAAAJ","CS","CS","CS","CS","CS","CS"
607,"8mHLyRoAAAAJ","CS","CS","CS","CS","CS","CS"
608,"8mi-oYYAAAAJ","CS","CS","CS","CS","CS","CS"
609,"8Mv9l1oAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
610,"8N6uFIkAAAAJ","CS","CS","CS","CS","CS","CS"
611,"8nk9k5oAAAAJ","CS","CS","CS","CS","CS","CS"
612,"8odG5jkAAAAJ","CS","CS","CS","CS","CS","CS"
613,"8OOBH04AAAAJ","CS","CS","CS","CS","CS","XD"
614,"8OYE6iEAAAAJ","CS","CS","CS","CS","CS","XD"
615,"8QGbwSIAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
616,"8Qu_gAMAAAAJ","CS","CS","CS","CS","CS","CS"
617,"8R35rCwAAAAJ","CS","CS","CS","CS","CS","CS"
618,"8rhw83wAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
619,"8rjreLIAAAAJ","CS","CS","CS","CS","CS","CS"
620,"8ro0mcwAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
621,"8rttV7kAAAAJ","CS","CS","CS","XD","XD","XD"
622,"8SIqR9kAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
623,"8syZZBAAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
624,"8sz_AGoAAAAJ","CS","CS","CS","CS","CS","CS"
625,"8u-R4tAAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
626,"8UvpDEsAAAAJ","BIO","BIO","BIO","XD","XD","XD"
627,"8v1PvG1CERwC","BIO","BIO","BIO","BIO","BIO","BIO"
628,"8v3hRYcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
629,"8vJp_zIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
630,"8VkvOEEAAAAJ","CS","CS","CS","CS","CS","CS"
631,"8vsRBCgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
632,"8vXZpPwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
633,"8ys-38kAAAAJ","CS","CS","CS","XD","XD","XD"
634,"8ZpV-lkAAAAJ","CS","CS","CS","CS","CS","CS"
635,"8ZwKgNUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
636,"9-rUhp0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
637,"90qiDCwAAAAJ","CS","CS","CS","CS","CS","XD"
638,"910z20QAAAAJ","CS","CS","CS","CS","CS","CS"
639,"9177npMAAAAJ","CS","CS","CS","XD","XD","XD"
640,"92mdADUAAAAJ","CS","CS","CS","CS","CS","CS"
641,"93yNuV0AAAAJ","CS","CS","XD","XD","XD","XD"
642,"953LGdYAAAAJ","CS","CS","CS","CS","CS","CS"
643,"95xNBicAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
644,"95Z6-isAAAAJ","CS","CS","CS","CS","XD","XD"
645,"97Xv4U4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
646,"98iA_ooAAAAJ","CS","CS","XD","XD","XD","XD"
647,"98W28JoAAAAJ","CS","CS","CS","CS","CS","CS"
648,"99TuW7wAAAAJ","CS","CS","CS","CS","CS","CS"
649,"9AAcxvIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
650,"9bAg9PwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
651,"9CC9gHoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
652,"9DCRnPkAAAAJ","CS","CS","CS","XD","XD","XD"
653,"9eDoldEAAAAJ","CS","CS","CS","CS","CS","CS"
654,"9Ee76gwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
655,"9EJnQ4IAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
656,"9EkM1A8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
657,"9fg4Cf4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
658,"9fGoifYAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
659,"9gBvN78AAAAJ","CS","CS","CS","CS","CS","CS"
660,"9H5I3iIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
661,"9HNdszIAAAAJ","CS","CS","CS","CS","CS","CS"
662,"9hPnkXsAAAAJ","CS","CS","CS","CS","CS","CS"
663,"9hvCdiQAAAAJ","CS","CS","CS","CS","CS","CS"
664,"9INT9oQAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
665,"9j6RBYQAAAAJ","CS","CS","CS","CS","CS","CS"
666,"9jmmp5sAAAAJ","CS","CS","CS","CS","CS","CS"
667,"9K0aWCYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
668,"9KAjEhUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
669,"9kgD3pQAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
670,"9Kk7PNQAAAAJ","CS","CS","CS","CS","CS","CS"
671,"9lLUAyIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
672,"9m3beGEAAAAJ","CS","CS","CS","CS","CS","CS"
673,"9mIBxkMAAAAJ","CS","CS","CS","CS","CS","CS"
674,"9MSpWOUAAAAJ","CS","CS","CS","CS","CS","XD"
675,"9NkngDMAAAAJ","CS","CS","CS","CS","CS","CS"
676,"9OdHL5wAAAAJ","CS","CS","CS","CS","CS","CS"
677,"9OItN4cAAAAJ","CS","CS","CS","CS","CS","XD"
678,"9Oo_rDAAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
679,"9OukeycAAAAJ","CS","CS","CS","CS","CS","CS"
680,"9oz-dvgAAAAJ","CS","CS","CS","CS","XD","XD"
681,"9Po78a8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
682,"9qA78uUAAAAJ","CS","CS","CS","CS","CS","CS"
683,"9qSwlokAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
684,"9RgqL8gAAAAJ","CS","CS","CS","CS","CS","CS"
685,"9RlvgLEAAAAJ","CS","CS","CS","CS","CS","CS"
686,"9s9o-JcAAAAJ","CS","CS","CS","CS","CS","CS"
687,"9SJZTNoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
688,"9t0C7nkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
689,"9t4BTaAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
690,"9UERvVEAAAAJ","CS","CS","CS","CS","CS","CS"
691,"9UtdkBgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
692,"9v8XpowAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
693,"9VDFIQoAAAAJ","CS","CS","CS","CS","CS","CS"
694,"9WDXyy4AAAAJ","CS","CS","CS","CS","CS","CS"
695,"9WfDSNwAAAAJ","CS","CS","CS","CS","CS","CS"
696,"9XFx3VMAAAAJ","CS","CS","CS","CS","CS","CS"
697,"9xnCrRgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
698,"9Xv52PkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
699,"9Y2cn3EAAAAJ","CS","CS","CS","CS","CS","XD"
700,"9Yd716IAAAAJ","CS","CS","CS","CS","CS","CS"
701,"9yFBqIgAAAAJ","CS","CS","CS","CS","CS","CS"
702,"9yLaBrYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
703,"9Yuk3WgAAAAJ","CS","CS","CS","CS","CS","XD"
704,"9Z1pfWMAAAAJ","CS","CS","CS","CS","CS","CS"
705,"9ZGqm5QAAAAJ","CS","CS","CS","CS","CS","CS"
706,"9ZM8OlMAAAAJ","CS","CS","CS","XD","XD","XD"
707,"A-4JUL4AAAAJ","CS","CS","CS","CS","CS","XD"
708,"a-qMWpwAAAAJ","XD","XD","XD","XD","XD","XD"
709,"A0FvCDMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
710,"A0hv6xwAAAAJ","CS","CS","CS","CS","CS","CS"
711,"A0XsdIMAAAAJ","BIO","BIO","BIO","XD","XD","XD"
712,"a1ngrCIAAAAJ","CS","CS","CS","CS","XD","XD"
713,"A1NhsZgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
714,"a1VRT-wAAAAJ","CS","CS","CS","CS","CS","CS"
715,"A2fiOI0AAAAJ","CS","CS","CS","CS","XD","XD"
716,"A2t0N8AAAAAJ","BIO","BIO","BIO","XD","XD","XD"
717,"A2yKsOQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
718,"A45mhtsAAAAJ","CS","CS","CS","CS","CS","CS"
719,"a4jsUp4AAAAJ","BIO","BIO","BIO","XD","XD","XD"
720,"A4ZY-yQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
721,"a59MTe0AAAAJ","BIO","BIO","BIO","XD","XD","XD"
722,"a5eHXXsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
723,"A5RCBfEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
724,"A5XWspQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
725,"a6u7NTgAAAAJ","CS","CS","CS","CS","CS","CS"
