"Source","Target"
34,2363
54,500
57,2166
2166,2746
57,2746
74,2153
711,3105
95,711
95,3105
128,1694
174,2702
178,3865
191,633
216,817
216,2876
817,2876
237,3422
245,1417
264,1479
269,3519
271,536
307,1571
332,2765
337,2217
348,3320
353,1083
354,1888
213,382
387,2584
401,3786
411,2746
487,2596
498,2119
500,2921
2921,3476
500,3476
505,533
510,2059
529,3325
537,3530
538,2356
443,550
908,1577
581,908
581,1577
584,2552
597,1219
612,1870
686,1083
693,1523
718,1593
730,2702
735,1761
790,1080
798,3467
798,3587
812,2760
847,3718
847,2481
847,1084
859,1558
880,2489
880,2528
889,1515
392,891
392,2804
891,2804
913,2685
942,3574
996,3755
1043,1802
1113,3014
1117,1751
1121,2252
1144,3423
1178,2236
1178,1455
1204,1489
1205,1480
1237,1359
1283,3066
628,1308
708,1462
1480,3534
1555,2717
1558,1888
1577,2275
686,1588
1083,1588
1634,2921
1593,2921
1593,1634
1596,2921
500,1596
1596,3476
1599,3015
1605,2022
1633,3631
1634,2951
1645,3819
1668,2584
387,1668
1728,2275
1779,3034
1876,3484
1880,3800
1894,2179
1911,3869
1397,1955
1969,3426
1990,3122
2032,2244
2047,2417
2109,3969
2131,3425
2161,2545
2163,3375
2163,3743
2217,3835
2236,3028
2245,2486
799,2256
1349,2267
2272,3157
2290,3586
2369,2434
2369,3800
2434,3933
2369,3933
2412,4079
2422,3233
2452,2683
2528,2538
2576,3450
2606,3800
2613,2680
2639,3156
2572,2653
2692,3727
3668,3731
2699,3668
2699,3731
3352,3731
2699,3352
2699,3270
117,2704
2705,3308
2381,2708
2708,3393
2715,4039
2716,2951
2717,3385
2646,2755
2777,4116
2799,3969
2817,3492
2827,3586
2422,2864
2907,3439
3028,4171
3089,3939
2837,3108
3153,3351
2227,3218
3235,3428
3262,3765
3270,4031
3284,3351
384,3302
1912,3352
557,3370
1878,3393
2120,3449
2603,3496
3530,3857
2187,3564
2996,3609
3365,3632
978,3722
2528,3740
2797,3777
2412,3782
2859,3805
3955,4026
3985,4054
3427,4139
30,962
83,1265
101,1016
179,627
347,757
348,2502
415,1870
448,1008
550,3668
504,550
578,655
716,1843
718,3668
718,3731
765,3853
814,3553
831,1338
831,1213
834,2596
849,3410
860,1923
902,2440
1153,3348
1211,2305
1237,2347
640,1251
1255,3089
1322,1580
1373,1533
1464,1783
1492,3788
1497,1870
1508,1778
1550,3570
1550,3163
3163,3570
1590,2904
1601,2332
1634,3393
834,1694
1721,2217
1754,3384
1789,3429
708,1843
1880,2434
83,1904
1955,3921
1982,2656
231,1982
2018,2905
2127,4069
1113,2306
2217,2330
1455,2399
2369,2417
2434,3393
2485,2596
2546,3536
2552,2619
2640,3351
1574,2683
3352,3668
718,2699
2715,3765
2765,3423
399,2775
2778,3437
2855,3586
2834,2937
3056,3122
2704,3056
386,3073
3132,3829
2640,3153
1415,3153
2217,3184
2917,3337
3342,3631
1156,3385
2436,3422
3422,3783
2305,3631
2151,3669
353,3684
2434,3800
23,1263
339,2120
378,1694
380,3422
500,1947
533,1611
628,3299
702,2296
705,2631
728,2834
740,1492
804,1289
847,2214
913,1397
942,3028
966,4069
1043,3582
2252,3582
1043,2252
1125,3957
1240,3299
1273,3235
1322,3545
1405,2760
1526,2639
1558,3754
1574,4116
1722,2252
817,1785
1871,2765
2105,2486
2122,2574
2163,3245
2187,3494
2214,4139
2222,3920
1816,2399
2412,3668
2637,3873
1219,2683
2412,2699
2722,3691
421,2753
1550,2834
2897,3423
3042,3593
3184,3420
1265,3188
1322,3245
2804,3273
1641,3415
1953,3533
674,3642
3270,3796
2465,3888
3102,4051
2639,4060
500,4122
106,1558
308,3547
371,1999
379,3429
389,628
470,3235
513,1227
590,1856
1098,1960
401,1295
1402,3570
1449,2333
1549,3317
1568,3098
1644,2222
1739,2486
1826,3076
1838,3771
1990,4187
3028,3481
2059,3028
2059,3481
1322,2163
2105,2245
2415,2486
2596,3512
2596,3168
2596,4030
3168,4030
2640,4069
2753,3062
2767,3996
1855,2917
2948,4018
1723,3504
3661,3862
18,3722
3122,3985
108,804
141,1577
143,699
228,1787
268,2032
378,3168
550,2412
606,3014
708,3944
966,2640
1060,1234
1092,3944
1177,3062
1215,2609
470,1273
1283,2330
1322,1667
1634,2332
2109,2799
2170,3921
2330,3826
2330,3422
2412,3352
550,3352
2550,2798
2412,3731
2760,3422
2833,3700
550,3731
3596,3944
4039,4171
