"Faculty","XDIndicator","NumOfPolinator"
"--nVNvIAAAAJ",1,2
"--nVNvIAAAAJ",1,2
"VuvKPiQAAAAJ",1,2
"-0CQuX8AAAAJ",0,3
"-0iKXsgAAAAJ",1,1
"-0iKXsgAAAAJ",2,1
"-0iKXsgAAAAJ",1,1
"-0iKXsgAAAAJ",2,1
"-0nYQVIAAAAJ",0,1
"-0nYQVIAAAAJ",2,1
"-0ppt6oAAAAJ",2,3
"-234SKAAAAAJ",0,2
"-234SKAAAAAJ",0,2
"-31-oa0AAAAJ",0,3
"-5DNOLIAAAAJ",0,4
"-5LVcdsAAAAJ",0,7
"-5LVcdsAAAAJ",0,7
"-5ZxgGsAAAAJ",0,4
"-5ZxgGsAAAAJ",2,1
"-5ZxgGsAAAAJ",0,1
"-5ZxgGsAAAAJ",2,1
"-6cOYcYAAAAJ",1,4
"Db4BCX8AAAAJ",1,1
"-6cOYcYAAAAJ",1,1
"Db4BCX8AAAAJ",1,2
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",1,3
"Db4BCX8AAAAJ",1,1
"Db4BCX8AAAAJ",2,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",2,1
"Db4BCX8AAAAJ",1,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",1,6
"-6cOYcYAAAAJ",2,1
"Db4BCX8AAAAJ",1,1
"-6cOYcYAAAAJ",1,1
"-6cOYcYAAAAJ",1,1
"-6FYTfMAAAAJ",0,3
"-6FYTfMAAAAJ",2,1
"-6FYTfMAAAAJ",0,4
"-6FYTfMAAAAJ",0,3
"-78feYUAAAAJ",0,2
"-aQaHIoAAAAJ",0,13
"-aQaHIoAAAAJ",0,1
"-aQaHIoAAAAJ",0,2
"-aQaHIoAAAAJ",0,3
"-aQaHIoAAAAJ",2,2
"-aQaHIoAAAAJ",0,6
"-aQaHIoAAAAJ",0,3
"-aQaHIoAAAAJ",2,1
"-aQaHIoAAAAJ",0,3
"-chjN0MAAAAJ",0,5
"-chjN0MAAAAJ",0,5
"-chjN0MAAAAJ",0,1
"-chjN0MAAAAJ",0,1
"-chjN0MAAAAJ",0,1
"-chjN0MAAAAJ",0,5
"-chjN0MAAAAJ",2,1
"-cL-RwUAAAAJ",2,1
"F_Go4V4AAAAJ",2,1
"-cL-RwUAAAAJ",0,4
"luouyakAAAAJ",0,4
"-cL-RwUAAAAJ",0,2
"-cL-RwUAAAAJ",0,2
"-cwEbxUAAAAJ",1,1
"-cwEbxUAAAAJ",2,1
"2X5Wru0AAAAJ",2,1
"-cwEbxUAAAAJ",2,1
"2X5Wru0AAAAJ",2,1
"-cwEbxUAAAAJ",2,1
"2X5Wru0AAAAJ",2,3
"-cwEbxUAAAAJ",2,3
"-cwEbxUAAAAJ",1,1
"-cwEbxUAAAAJ",2,1
"-D2TBHUAAAAJ",0,1
"-D2TBHUAAAAJ",2,1
"-D2TBHUAAAAJ",0,2
"-D2TBHUAAAAJ",2,2
"-DEyRIgAAAAJ",0,1
"Dd4dphgAAAAJ",0,1
"-Dg42W8AAAAJ",0,4
"-Dg42W8AAAAJ",0,1
"-Dg42W8AAAAJ",0,1
"-Dg42W8AAAAJ",0,4
"-E5k6m4AAAAJ",1,2
"-E5k6m4AAAAJ",1,2
"-E5k6m4AAAAJ",1,2
"-E5k6m4AAAAJ",1,3
"-E5k6m4AAAAJ",1,3
"-ERiTHkAAAAJ",2,1
"-EXWOU0AAAAJ",1,3
"-EXWOU0AAAAJ",2,1
"-fxI3cUAAAAJ",2,11
"KnAit3cAAAAJ",2,11
"-fxI3cUAAAAJ",0,3
"-fxI3cUAAAAJ",2,10
"-fxI3cUAAAAJ",0,7
"-fxI3cUAAAAJ",2,1
"-fxI3cUAAAAJ",0,6
"-fxI3cUAAAAJ",2,3
"-fxI3cUAAAAJ",2,14
"KnAit3cAAAAJ",2,14
"-GT5PAkAAAAJ",1,4
"QclQnxIAAAAJ",1,3
"-GT5PAkAAAAJ",1,3
"QclQnxIAAAAJ",1,3
"-GT5PAkAAAAJ",1,3
"-GT5PAkAAAAJ",1,1
"-GT5PAkAAAAJ",1,6
"-GT5PAkAAAAJ",2,3
"QclQnxIAAAAJ",1,3
"-GT5PAkAAAAJ",1,3
"-GT5PAkAAAAJ",1,4
"-GT5PAkAAAAJ",1,4
"-GT5PAkAAAAJ",2,1
"QclQnxIAAAAJ",1,2
"-GT5PAkAAAAJ",1,2
"-H7Y-VUAAAAJ",0,2
"-had2Q8AAAAJ",0,9
"-had2Q8AAAAJ",0,2
"-had2Q8AAAAJ",2,1
"-had2Q8AAAAJ",0,8
"-had2Q8AAAAJ",0,5
"n-FCqMEAAAAJ",0,5
"-had2Q8AAAAJ",0,9
"-HwCwkAAAAAJ",0,1
"-HwCwkAAAAAJ",0,1
"-HwCwkAAAAAJ",0,2
"-HwCwkAAAAAJ",0,2
"-HwCwkAAAAAJ",0,4
"-HwCwkAAAAAJ",0,1
"-iLn_XwAAAAJ",0,2
"-iLn_XwAAAAJ",0,2
"-iLn_XwAAAAJ",0,1
"-iLn_XwAAAAJ",0,1
"-iLn_XwAAAAJ",0,1
"-IMW-w0AAAAJ",1,4
"-IMW-w0AAAAJ",2,2
"-IMW-w0AAAAJ",1,1
"-IMW-w0AAAAJ",2,1
"-IMW-w0AAAAJ",1,3
"CZyWk8kAAAAJ",1,3
"-IMW-w0AAAAJ",1,3
"-IMW-w0AAAAJ",2,1
"CZyWk8kAAAAJ",1,3
"CZyWk8kAAAAJ",2,1
"-IMW-w0AAAAJ",1,4
"-IMW-w0AAAAJ",2,1
"CZyWk8kAAAAJ",1,4
"CZyWk8kAAAAJ",2,1
"JoAxSpgAAAAJ",1,2
"-Jbd9DsAAAAJ",1,2
"JoAxSpgAAAAJ",1,2
"-Jbd9DsAAAAJ",1,2
"-Jbd9DsAAAAJ",1,1
"JoAxSpgAAAAJ",1,2
"-Jbd9DsAAAAJ",1,2
"-jW6ADwAAAAJ",1,2
"-jW6ADwAAAAJ",1,4
"-jW6ADwAAAAJ",1,2
"-jW6ADwAAAAJ",2,1
"hwc6A1MAAAAJ",1,2
"hwc6A1MAAAAJ",2,1
"hTyZBhMAAAAJ",1,2
"hTyZBhMAAAAJ",2,1
"5mIkNyYAAAAJ",1,2
"5mIkNyYAAAAJ",2,1
"wyCIJfQAAAAJ",1,2
"wyCIJfQAAAAJ",2,1
"-jW6ADwAAAAJ",1,1
"-Jz7TjkAAAAJ",0,4
"-Jz7TjkAAAAJ",0,4
"-Jz7TjkAAAAJ",2,1
"-Jz7TjkAAAAJ",0,5
"-LPp6oUAAAAJ",0,1
"-LPp6oUAAAAJ",0,9
"-LPp6oUAAAAJ",2,2
"-LPp6oUAAAAJ",0,2
"-LPp6oUAAAAJ",2,1
"-LyegNoAAAAJ",0,1
"-LyegNoAAAAJ",2,2
"8GA4R2wAAAAJ",1,3
"-m5wrTkAAAAJ",1,3
"-m5wrTkAAAAJ",1,4
"-m5wrTkAAAAJ",2,1
"-m5wrTkAAAAJ",1,2
"NHZdlVkAAAAJ",1,2
"-m5wrTkAAAAJ",1,3
"tCq7Wx0AAAAJ",1,2
"8GA4R2wAAAAJ",1,2
"-m5wrTkAAAAJ",1,2
"NHZdlVkAAAAJ",1,2
"-m5wrTkAAAAJ",1,1
"NHZdlVkAAAAJ",1,1
"-m5wrTkAAAAJ",1,2
"-m5wrTkAAAAJ",1,4
"-m5wrTkAAAAJ",1,4
"-m5wrTkAAAAJ",1,1
"NHZdlVkAAAAJ",1,1
"-m5wrTkAAAAJ",1,1
"8GA4R2wAAAAJ",1,3
"-m5wrTkAAAAJ",1,3
"-m5wrTkAAAAJ",1,1
"NHZdlVkAAAAJ",1,1
"-m5wrTkAAAAJ",1,2
"-m5wrTkAAAAJ",1,1
"NHZdlVkAAAAJ",1,1
"-m5wrTkAAAAJ",1,1
"NHZdlVkAAAAJ",1,1
"-m5wrTkAAAAJ",1,1
"-m5wrTkAAAAJ",1,3
"-MQXqOkAAAAJ",0,1
"-MQXqOkAAAAJ",0,1
"-MQXqOkAAAAJ",2,1
"01EOkNEAAAAJ",0,1
"01EOkNEAAAAJ",2,1
"-MQXqOkAAAAJ",0,1
"-MQXqOkAAAAJ",0,2
"-MQXqOkAAAAJ",2,2
"-MQXqOkAAAAJ",0,2
"-MQXqOkAAAAJ",0,1
"8GA4R2wAAAAJ",1,2
"-NkxFNoAAAAJ",1,2
"-NkxFNoAAAAJ",1,2
"uJbM58UAAAAJ",1,2
"-NkxFNoAAAAJ",1,3
"0zrqo3B-66wC",1,3
"-NkxFNoAAAAJ",1,3
"d_rxnzAAAAAJ",1,5
"-NkxFNoAAAAJ",1,5
"-o3I0zUAAAAJ",0,3
"-o3I0zUAAAAJ",2,1
"xYLmV7YAAAAJ",0,6
"xYLmV7YAAAAJ",2,3
"-o3I0zUAAAAJ",0,6
"-o3I0zUAAAAJ",2,3
"-o3I0zUAAAAJ",2,1
"-o3I0zUAAAAJ",0,15
"-o3I0zUAAAAJ",2,32
"-o3I0zUAAAAJ",2,3
"-o3I0zUAAAAJ",0,7
"-o3I0zUAAAAJ",2,3
"-o3I0zUAAAAJ",0,2
"-o3I0zUAAAAJ",2,2
"-o3I0zUAAAAJ",2,1
"nz1cUQEAAAAJ",0,2
"nz1cUQEAAAAJ",2,4
"-o3I0zUAAAAJ",0,2
"-o3I0zUAAAAJ",2,4
"-o3I0zUAAAAJ",0,2
"-o3I0zUAAAAJ",2,1
"-OdJO1UAAAAJ",0,1
"-OdJO1UAAAAJ",0,3
"-OdJO1UAAAAJ",2,1
"Gjll3ewAAAAJ",0,3
"Gjll3ewAAAAJ",2,1
"JQWeCFAAAAAJ",0,3
"JQWeCFAAAAAJ",2,1
"-OdJO1UAAAAJ",0,1
"-OdJO1UAAAAJ",2,2
"-OdJO1UAAAAJ",0,1
"-OdJO1UAAAAJ",2,3
"JNLOr38AAAAJ",2,3
"-OdJO1UAAAAJ",0,2
"-OdJO1UAAAAJ",2,5
"-OdJO1UAAAAJ",0,1
"-OdJO1UAAAAJ",0,4
"-OdJO1UAAAAJ",2,2
"-OdJO1UAAAAJ",0,2
"-OdJO1UAAAAJ",2,1
"-OdJO1UAAAAJ",0,3
"-OdJO1UAAAAJ",2,3
"-PWcE1YAAAAJ",1,1
"-PWcE1YAAAAJ",1,4
"-PWcE1YAAAAJ",1,1
"-PWcE1YAAAAJ",1,3
"-PWcE1YAAAAJ",1,1
"-PWcE1YAAAAJ",1,6
"-PWcE1YAAAAJ",1,4
"-PWYRzIAAAAJ",0,1
"-PWYRzIAAAAJ",2,1
"-PWYRzIAAAAJ",0,1
"-PWYRzIAAAAJ",2,1
"-PWYRzIAAAAJ",0,1
"-PWYRzIAAAAJ",0,1
"-PWYRzIAAAAJ",0,1
"-PWYRzIAAAAJ",0,1
"-pyztDMAAAAJ",1,14
"-pyztDMAAAAJ",2,1
"-pyztDMAAAAJ",1,1
"-pyztDMAAAAJ",1,1
"-pyztDMAAAAJ",2,1
"-pyztDMAAAAJ",1,5
"-pyztDMAAAAJ",1,5
"-pyztDMAAAAJ",1,14
"-pyztDMAAAAJ",2,1
"-pyztDMAAAAJ",1,2
"-pyztDMAAAAJ",2,1
"-rcrelQAAAAJ",0,1
"GIle-VwAAAAJ",2,7
"-rcrelQAAAAJ",2,7
"04pdXhgAAAAJ",0,1
"04pdXhgAAAAJ",2,2
"-S8_yskAAAAJ",0,1
"-S8_yskAAAAJ",2,2
"-S8_yskAAAAJ",0,1
"-S8_yskAAAAJ",0,2
"-sGaL8sAAAAJ",1,2
