"Faculty","XDIndicator","NumOfPolinator"
"-UyfaYEAAAAJ",0,3
"-UyfaYEAAAAJ",0,1
"-UyfaYEAAAAJ",0,2
"-UyfaYEAAAAJ",0,5
"-xOxPsUAAAAJ",0,1
"0e8QmOMAAAAJ",0,2
"0oj4N0sAAAAJ",2,1
"0oj4N0sAAAAJ",0,1
"1jE4flwAAAAJ",0,1
"1jE4flwAAAAJ",0,1
"1jE4flwAAAAJ",0,2
"1somGYUAAAAJ",0,1
"1somGYUAAAAJ",0,1
"1UnT11UAAAAJ",0,3
"1UnT11UAAAAJ",2,1
"1wq5H9oAAAAJ",0,2
"1wq5H9oAAAAJ",0,2
"1z3mv7EAAAAJ",2,1
"2hg5lYIAAAAJ",1,1
"2SF6AXQAAAAJ",0,2
"2SF6AXQAAAAJ",0,3
"4OOz4DcAAAAJ",0,2
"4OOz4DcAAAAJ",0,2
"4OOz4DcAAAAJ",0,2
"4OOz4DcAAAAJ",2,1
"4tJhnt8AAAAJ",0,1
"4tJhnt8AAAAJ",0,1
"4tJhnt8AAAAJ",0,1
"4veQB4cAAAAJ",0,3
"55pOyCkAAAAJ",0,2
"55pOyCkAAAAJ",0,2
"55pOyCkAAAAJ",0,4
"55pOyCkAAAAJ",0,2
"55pOyCkAAAAJ",0,1
"5PboKNAAAAAJ",1,1
"5PboKNAAAAAJ",1,1
"5PboKNAAAAAJ",1,1
"5PboKNAAAAAJ",1,2
"67aYFTQAAAAJ",1,2
"6hPAjdYAAAAJ",0,3
"6qE0tdAAAAAJ",1,3
"6qE0tdAAAAAJ",2,1
"7btxQB0AAAAJ",1,3
"7btxQB0AAAAJ",1,1
"7cys8kgAAAAJ",0,2
"7P3t1woAAAAJ",0,1
"7P3t1woAAAAJ",2,1
"7VeXVsYAAAAJ",0,1
"8ExiKC0AAAAJ",1,1
"8Qu_gAMAAAAJ",1,1
"8v3hRYcAAAAJ",0,2
"9Xv52PkAAAAJ",0,1
"ABV6wJ4AAAAJ",0,1
"aVorcfUAAAAJ",0,1
"aVorcfUAAAAJ",0,1
"azVcOOgAAAAJ",0,1
"bAipNH8AAAAJ",1,2
"bAipNH8AAAAJ",1,1
"BCRISEEAAAAJ",1,3
"BCRISEEAAAAJ",1,2
"blFs68UAAAAJ",1,7
"blFs68UAAAAJ",2,1
"BnxU9TEAAAAJ",1,4
"BnxU9TEAAAAJ",1,1
"BnxU9TEAAAAJ",2,1
"bWL2gvUAAAAJ",0,3
"bWL2gvUAAAAJ",0,2
"ChtFYsIAAAAJ",0,2
"CTXoO1AAAAAJ",1,1
"d7Gx1QYAAAAJ",1,3
"d7Gx1QYAAAAJ",1,1
"dCWcLaUAAAAJ",0,2
"dCWcLaUAAAAJ",0,2
"dCWcLaUAAAAJ",0,1
"dCWcLaUAAAAJ",2,2
"dCWcLaUAAAAJ",0,1
"dCWcLaUAAAAJ",0,3
"dCWcLaUAAAAJ",0,3
"dCWcLaUAAAAJ",0,1
"dCWcLaUAAAAJ",2,2
"dWVyVm4AAAAJ",0,1
"dWVyVm4AAAAJ",0,1
"dWVyVm4AAAAJ",0,1
"E5y_8wIAAAAJ",0,1
"e9OxXgwAAAAJ",1,2
"e9OxXgwAAAAJ",1,1
"EFEC_toAAAAJ",1,2
"EFEC_toAAAAJ",1,5
"EFEC_toAAAAJ",2,2
"f8FjAtMAAAAJ",1,1
"FfqHjHoAAAAJ",0,1
"FfqHjHoAAAAJ",0,1
"FfqHjHoAAAAJ",0,1
"FfqHjHoAAAAJ",0,1
"ffUu1PcAAAAJ",1,2
"forPRN8AAAAJ",1,1
