"year","Source","Target","s_dept","t_dept"
1986,106,1558,"CS","CS"
1986,108,804,"BIO","BIO"
1986,141,1577,"CS","CS"
1986,143,699,"CS","CS"
1986,179,627,"BIO","BIO"
1986,216,817,"BIO","BIO"
1986,228,1787,"BIO","BIO"
1986,268,2032,"CS","CS"
1986,348,3320,"CS","CS"
1986,378,3168,"CS","CS"
1986,379,3429,"CS","CS"
1986,498,2119,"CS","CS"
1986,505,533,"BIO","BIO"
1986,550,2412,"CS","CS"
1986,590,1856,"BIO","BIO"
1986,606,3014,"CS","CS"
1986,702,2296,"BIO","BIO"
1986,708,3944,"CS","CS"
1986,765,3853,"CS","CS"
1986,798,3467,"CS","CS"
1986,831,1338,"CS","CS"
1986,847,3718,"CS","CS"
1986,942,3028,"CS","CS"
1986,942,3574,"CS","CS"
1986,966,2640,"CS","CS"
1986,1043,1802,"BIO","BIO"
1986,1043,3582,"BIO","BIO"
1986,1060,1234,"BIO","BIO"
1986,1092,3944,"CS","CS"
1986,1177,3062,"BIO","BIO"
1986,1215,2609,"BIO","BIO"
1986,1255,3089,"CS","CS"
1986,1273,3235,"CS","CS"
1986,470,1273,"CS","CS"
1986,470,3235,"CS","CS"
1986,1283,2330,"CS","CS"
1986,1322,1667,"CS","CS"
1986,1402,3570,"BIO","BIO"
1986,1178,1455,"CS","CS"
1986,1508,1778,"CS","CS"
1986,1574,4116,"CS","CS"
1986,500,1596,"CS","CS"
1986,1634,2332,"CS","CS"
1986,834,1694,"CS","CS"
1986,1721,2217,"CS","CS"
1986,1739,2486,"BIO","BIO"
1986,1911,3869,"CS","CS"
1986,2032,2244,"CS","CS"
1986,2109,2799,"BIO","BIO"
1986,2170,3921,"CS","CS"
1986,2245,2486,"BIO","BIO"
1986,2330,3826,"CS","CS"
1986,2330,3422,"CS","CS"
1986,2412,3352,"CS","CS"
1986,550,3352,"CS","CS"
1986,2546,3536,"CS","CS"
1986,2550,2798,"CS","CS"
1986,3352,3731,"CS","CS"
1986,2699,3352,"CS","CS"
1986,2412,3731,"CS","CS"
1986,2699,3731,"CS","CS"
1986,2412,2699,"CS","CS"
1986,2715,3765,"BIO","CS"
1986,2760,3422,"CS","CS"
1986,2833,3700,"BIO","BIO"
1986,2834,2937,"BIO","BIO"
1986,2948,4018,"CS","BIO"
1986,3028,4171,"CS","CS"
1986,3042,3593,"BIO","BIO"
1986,1283,3066,"CS","BIO"
1986,3153,3351,"CS","CS"
1986,550,3731,"CS","CS"
1986,557,3370,"BIO","BIO"
1986,3596,3944,"CS","CS"
1986,3270,3796,"CS","CS"
1986,4039,4171,"CS","CS"
1986,2640,4069,"CS","CS"
