"year","Source","Target","s_dept","t_dept"
2004,12,1721,"CS","CS"
2004,12,3945,"CS","CS"
2004,19,293,"CS","BIO"
2004,19,3245,"CS","CS"
2004,19,3707,"CS","CS"
2004,19,3424,"CS","CS"
2004,3424,3707,"CS","CS"
2004,32,1503,"BIO","BIO"
2004,33,1083,"CS","CS"
2004,39,1185,"CS","CS"
2004,39,864,"CS","CS"
2004,44,3790,"CS","CS"
2004,44,1631,"CS","CS"
2004,54,1672,"CS","CS"
2004,55,3380,"BIO","BIO"
2004,60,2602,"CS","CS"
2004,63,1092,"CS","CS"
2004,63,2643,"CS","CS"
2004,844,2643,"CS","CS"
2004,1092,2643,"CS","CS"
2004,63,844,"CS","CS"
2004,844,1092,"CS","CS"
2004,63,3304,"CS","CS"
2004,65,2418,"CS","CS"
2004,66,2364,"CS","CS"
2004,71,2717,"CS","CS"
2004,73,3575,"CS","CS"
2004,73,3334,"CS","CS"
2004,1530,3334,"CS","CS"
2004,73,1530,"CS","CS"
2004,73,3770,"CS","CS"
2004,145,3668,"CS","CS"
2004,73,3668,"CS","CS"
2004,73,145,"CS","CS"
2004,73,3028,"CS","CS"
2004,1753,3028,"CS","CS"
2004,73,1753,"CS","CS"
2004,77,475,"CS","CS"
2004,78,278,"CS","CS"
2004,78,3777,"CS","CS"
2004,81,646,"CS","CS"
2004,83,3700,"BIO","BIO"
2004,86,3336,"BIO","BIO"
2004,87,2044,"CS","CS"
2004,87,3849,"CS","CS"
2004,3299,3616,"BIO","BIO"
2004,91,3616,"BIO","BIO"
2004,91,3299,"BIO","BIO"
2004,91,4010,"BIO","BIO"
2004,94,932,"BIO","BIO"
2004,98,1988,"CS","CS"
2004,100,2482,"BIO","BIO"
2004,101,4026,"CS","CS"
2004,101,1532,"CS","CS"
2004,101,3497,"CS","CS"
2004,101,1196,"CS","CS"
2004,1196,2501,"CS","CS"
2004,101,2501,"CS","CS"
2004,1220,4066,"CS","CS"
2004,107,1220,"CS","CS"
2004,107,4066,"CS","CS"
2004,107,1378,"CS","CS"
2004,1220,1599,"CS","CS"
2004,107,1599,"CS","CS"
2004,114,1634,"CS","CS"
2004,128,2285,"CS","CS"
2004,136,2489,"CS","CS"
2004,136,2868,"CS","CS"
2004,1934,2868,"CS","CS"
2004,136,1934,"CS","CS"
2004,136,1466,"CS","CS"
2004,138,348,"CS","CS"
2004,138,3968,"CS","CS"
2004,348,3968,"CS","CS"
2004,143,3975,"CS","CS"
2004,144,2541,"CS","CS"
2004,146,3725,"CS","CS"
2004,147,3853,"CS","CS"
2004,152,2186,"CS","CS"
2004,153,4096,"BIO","BIO"
2004,156,786,"CS","CS"
2004,156,3910,"CS","CS"
2004,159,2617,"CS","CS"
2004,160,3773,"BIO","BIO"
2004,163,2472,"BIO","BIO"
2004,164,476,"CS","CS"
2004,169,2252,"CS","BIO"
2004,169,860,"CS","CS"
2004,170,441,"BIO","BIO"
2004,177,1311,"CS","CS"
2004,177,786,"CS","CS"
2004,181,1423,"CS","CS"
2004,351,1423,"CS","CS"
2004,181,351,"CS","CS"
2004,1225,3689,"CS","CS"
2004,181,3689,"CS","CS"
2004,181,1225,"CS","CS"
2004,186,4190,"BIO","BIO"
2004,187,2291,"BIO","BIO"
2004,188,1533,"CS","CS"
2004,192,3291,"BIO","BIO"
2004,193,2726,"BIO","BIO"
2004,202,777,"CS","CS"
2004,211,3259,"BIO","BIO"
2004,217,1208,"CS","CS"
2004,219,755,"CS","CS"
2004,229,644,"CS","CS"
2004,231,2760,"CS","CS"
2004,231,2898,"CS","CS"
2004,235,1362,"CS","CS"
2004,1362,3595,"CS","CS"
2004,235,3595,"CS","CS"
2004,236,3697,"CS","CS"
2004,236,968,"CS","CS"
2004,968,3697,"CS","CS"
2004,237,2217,"CS","CS"
2004,237,812,"CS","CS"
2004,238,2920,"CS","CS"
2004,256,4028,"CS","CS"
2004,256,1486,"CS","CS"
2004,256,676,"CS","CS"
2004,676,4028,"CS","CS"
2004,1486,4028,"CS","CS"
2004,1028,3143,"CS","CS"
2004,263,3143,"CS","CS"
2004,263,1028,"CS","CS"
2004,265,2393,"BIO","BIO"
2004,1743,3062,"BIO","BIO"
2004,265,3062,"BIO","BIO"
2004,265,1743,"BIO","BIO"
2004,269,3519,"CS","CS"
2004,269,3311,"CS","CS"
2004,453,3977,"CS","CS"
2004,271,453,"CS","CS"
2004,271,3977,"CS","CS"
2004,273,3182,"CS","CS"
2004,273,1589,"CS","CS"
2004,273,607,"CS","CS"
2004,273,476,"CS","CS"
2004,476,1589,"CS","CS"
2004,274,3640,"CS","CS"
2004,278,2155,"CS","CS"
2004,3401,3777,"CS","CS"
2004,278,3401,"CS","CS"
2004,278,3777,"CS","CS"
2004,280,2425,"CS","CS"
2004,281,2995,"BIO","BIO"
2004,281,4101,"BIO","BIO"
2004,284,4083,"CS","CS"
2004,285,4103,"CS","CS"
2004,287,1067,"BIO","BIO"
2004,289,1221,"CS","CS"
2004,289,4168,"CS","CS"
2004,294,1561,"CS","BIO"
2004,299,2225,"BIO","BIO"
2004,299,1145,"BIO","BIO"
2004,299,3160,"BIO","CS"
2004,1145,2225,"BIO","BIO"
2004,2225,3160,"BIO","CS"
2004,1145,3160,"BIO","CS"
2004,300,2190,"CS","CS"
2004,300,619,"CS","CS"
2004,619,1325,"CS","CS"
2004,300,1325,"CS","CS"
2004,3284,4026,"CS","CS"
2004,1920,4026,"CS","CS"
2004,301,4026,"CS","CS"
2004,1920,3284,"CS","CS"
2004,301,3284,"CS","CS"
2004,301,1920,"CS","CS"
2004,303,3430,"BIO","CS"
2004,304,3997,"BIO","BIO"
