"year","Source","Target","s_dept","t_dept"
2000,11,978,"BIO","BIO"
2000,12,4108,"CS","CS"
2000,12,2217,"CS","CS"
2000,12,124,"CS","CS"
2000,19,3245,"CS","CS"
2000,21,30,"BIO","BIO"
2000,39,1185,"CS","CS"
2000,44,1571,"CS","CS"
2000,351,1571,"CS","CS"
2000,44,351,"CS","CS"
2000,49,2624,"BIO","BIO"
2000,54,2921,"CS","CS"
2000,57,2166,"BIO","BIO"
2000,66,3210,"CS","CS"
2000,81,145,"CS","CS"
2000,73,81,"CS","CS"
2000,81,646,"CS","CS"
2000,73,145,"CS","CS"
2000,145,646,"CS","CS"
2000,73,646,"CS","CS"
2000,73,3770,"CS","CS"
2000,76,2178,"BIO","BIO"
2000,77,475,"CS","CS"
2000,81,1082,"CS","CS"
2000,145,1082,"CS","CS"
2000,73,1082,"CS","CS"
2000,646,1082,"CS","CS"
2000,83,1265,"BIO","BIO"
2000,87,1113,"CS","CS"
2000,94,1011,"BIO","BIO"
2000,98,1988,"CS","CS"
2000,100,2482,"BIO","BIO"
2000,101,2501,"CS","CS"
2000,101,3725,"CS","CS"
2000,105,2722,"CS","CS"
2000,110,372,"BIO","BIO"
2000,132,1043,"BIO","BIO"
2000,1043,1785,"BIO","BIO"
2000,1043,3160,"BIO","CS"
2000,132,1785,"BIO","BIO"
2000,132,3160,"BIO","CS"
2000,1785,3160,"BIO","CS"
2000,136,1466,"CS","CS"
2000,136,761,"CS","CS"
2000,761,1466,"CS","CS"
2000,139,2656,"CS","CS"
2000,141,786,"CS","CS"
2000,141,1577,"CS","CS"
2000,143,3975,"CS","CS"
2000,146,152,"CS","CS"
2000,152,2186,"CS","CS"
2000,146,2186,"CS","CS"
2000,153,4137,"BIO","BIO"
2000,169,860,"CS","CS"
2000,170,441,"BIO","BIO"
2000,177,1408,"CS","CS"
2000,206,860,"BIO","CS"
2000,213,2252,"BIO","BIO"
2000,224,2135,"BIO","BIO"
2000,231,2898,"CS","CS"
2000,236,3697,"CS","CS"
2000,237,1948,"CS","CS"
2000,237,2863,"CS","CS"
2000,237,2399,"CS","CS"
2000,2399,2863,"CS","CS"
2000,237,3939,"CS","CS"
2000,238,2920,"CS","CS"
2000,238,1066,"CS","CS"
2000,244,929,"BIO","BIO"
2000,256,1996,"CS","CS"
2000,262,637,"CS","CS"
2000,263,2144,"CS","CS"
2000,265,657,"BIO","BIO"
2000,269,936,"CS","CS"
2000,269,2614,"CS","CS"
2000,273,607,"CS","CS"
2000,273,1589,"CS","CS"
2000,274,1648,"CS","CS"
2000,278,2586,"CS","CS"
2000,278,3777,"CS","CS"
2000,2059,2835,"CS","CS"
2000,278,2835,"CS","CS"
2000,2670,2835,"CS","CS"
2000,278,2059,"CS","CS"
2000,2059,2670,"CS","CS"
2000,278,2670,"CS","CS"
2000,280,2425,"CS","CS"
2000,281,387,"BIO","BIO"
2000,387,898,"BIO","BIO"
2000,281,898,"BIO","BIO"
2000,387,4101,"BIO","BIO"
2000,281,4101,"BIO","BIO"
2000,285,485,"CS","CS"
2000,285,2640,"CS","CS"
2000,289,2346,"CS","CS"
2000,289,1821,"CS","CS"
2000,1821,2346,"CS","CS"
2000,296,1449,"BIO","BIO"
2000,301,1920,"CS","CS"
2000,307,403,"CS","CS"
2000,316,2252,"BIO","BIO"
2000,320,2801,"BIO","BIO"
2000,339,2134,"CS","CS"
2000,340,2755,"CS","CS"
2000,340,3670,"CS","CS"
2000,344,3299,"BIO","BIO"
2000,2941,3503,"CS","CS"
2000,346,3503,"CS","CS"
2000,346,2941,"CS","CS"
2000,347,757,"BIO","BIO"
2000,348,2502,"CS","CS"
2000,353,4087,"CS","CS"
2000,353,3338,"CS","CS"
2000,353,1139,"CS","CS"
2000,873,1739,"BIO","BIO"
2000,356,873,"BIO","BIO"
2000,356,1739,"BIO","BIO"
2000,372,2980,"BIO","BIO"
2000,379,1092,"CS","CS"
2000,379,1996,"CS","CS"
2000,380,3422,"CS","CS"
2000,2323,3422,"CS","CS"
2000,380,2323,"CS","CS"
2000,384,2431,"BIO","BIO"
2000,387,2715,"BIO","BIO"
2000,898,2715,"BIO","BIO"
2000,395,4012,"BIO","BIO"
2000,396,1343,"CS","CS"
2000,399,3211,"CS","CS"
2000,401,3786,"CS","CS"
2000,403,1631,"CS","CS"
2000,407,2426,"CS","CS"
2000,410,812,"CS","CS"
2000,421,1117,"BIO","BIO"
2000,421,2146,"BIO","BIO"
2000,425,1401,"BIO","BIO"
2000,426,1503,"BIO","BIO"
2000,433,2625,"CS","CS"
2000,433,2599,"CS","CS"
2000,2599,2625,"CS","CS"
2000,447,2222,"BIO","BIO"
2000,449,1940,"CS","CS"
2000,1940,2119,"CS","CS"
2000,449,2119,"CS","CS"
2000,476,3182,"CS","CS"
2000,476,577,"CS","CS"
2000,479,2858,"BIO","CS"
2000,480,3890,"CS","CS"
2000,481,1018,"CS","CS"
2000,484,3903,"CS","CS"
2000,156,489,"CS","CS"
2000,492,1282,"CS","CS"
2000,498,2119,"CS","CS"
2000,505,533,"BIO","BIO"
2000,513,1509,"CS","CS"
2000,513,1227,"CS","CS"
2000,522,2795,"CS","CS"
2000,529,3325,"CS","CS"
2000,536,3176,"CS","BIO"
2000,1178,3176,"CS","BIO"
2000,536,1178,"CS","CS"
2000,536,1283,"CS","CS"
2000,538,1953,"CS","CS"
2000,1181,4108,"CS","CS"
2000,547,1181,"CS","CS"
2000,547,4108,"CS","CS"
2000,547,1936,"CS","CS"
2000,547,3912,"CS","CS"
2000,2330,3912,"CS","CS"
2000,547,2330,"CS","CS"
2000,548,3669,"BIO","BIO"
2000,550,928,"CS","CS"
2000,553,1918,"CS","CS"
2000,559,3805,"BIO","BIO"
2000,568,4190,"BIO","BIO"
2000,572,2170,"CS","CS"
2000,572,939,"CS","CS"
2000,939,2170,"CS","CS"
2000,575,1025,"CS","CS"
2000,44,577,"CS","CS"
2000,597,3245,"CS","CS"
2000,598,3967,"CS","CS"
2000,598,1498,"CS","CS"
2000,599,2766,"CS","CS"
2000,602,2863,"CS","CS"
2000,604,1880,"CS","CS"
2000,608,3267,"CS","CS"
2000,616,1684,"CS","CS"
2000,624,3640,"CS","CS"
2000,632,691,"BIO","BIO"
2000,633,2399,"CS","CS"
2000,633,3422,"CS","CS"
2000,633,2323,"CS","CS"
2000,638,1672,"CS","CS"
2000,638,3245,"CS","CS"
2000,638,1219,"CS","CS"
2000,641,3852,"CS","CS"
2000,644,2179,"CS","CS"
2000,652,2214,"CS","CS"
2000,659,2526,"CS","CS"
2000,660,2923,"BIO","BIO"
2000,668,1785,"BIO","BIO"
2000,674,734,"CS","CS"
2000,674,878,"CS","CS"
2000,674,3024,"CS","CS"
2000,674,1311,"CS","CS"
2000,1311,2369,"CS","CS"
2000,674,2369,"CS","CS"
2000,734,878,"CS","CS"
2000,680,763,"CS","CS"
2000,698,1563,"BIO","BIO"
2000,698,1301,"BIO","BIO"
2000,698,1817,"BIO","BIO"
2000,700,806,"CS","CS"
2000,1908,3032,"CS","CS"
2000,703,3032,"CS","CS"
2000,703,1908,"CS","CS"
2000,705,3588,"CS","CS"
2000,705,2769,"CS","CS"
2000,2769,3588,"CS","CS"
2000,705,3933,"CS","CS"
2000,705,4157,"CS","CS"
2000,3371,4064,"CS","CS"
2000,712,4064,"CS","CS"
2000,712,3371,"CS","CS"
2000,713,1946,"BIO","BIO"
2000,713,4184,"BIO","BIO"
2000,715,1482,"CS","CS"
2000,706,1757,"CS","CS"
2000,715,1757,"CS","CS"
2000,706,715,"CS","CS"
2000,720,1205,"BIO","BIO"
2000,725,2803,"CS","CS"
2000,725,2117,"CS","CS"
2000,733,3191,"CS","CS"
2000,734,3137,"CS","CS"
2000,740,1328,"BIO","BIO"
2000,2998,4031,"CS","CS"
2000,770,4031,"CS","CS"
2000,770,2998,"CS","CS"
2000,770,3922,"CS","CS"
2000,770,1158,"CS","CS"
2000,772,2117,"CS","CS"
2000,775,3630,"BIO","BIO"
