"Faculty","XDIndicator","NumOfPolinator"
"wKoaJ-4AAAAJ",0,3
"-0CQuX8AAAAJ",0,3
"-0CQuX8AAAAJ",0,3
"-0iKXsgAAAAJ",1,2
"jv-19EoAAAAJ",0,11
"jv-19EoAAAAJ",2,1
"-0nYQVIAAAAJ",0,11
"-0nYQVIAAAAJ",2,1
"nzTXeNsAAAAJ",0,12
"nzTXeNsAAAAJ",2,1
"jv-19EoAAAAJ",0,12
"jv-19EoAAAAJ",2,1
"-0nYQVIAAAAJ",0,12
"-0nYQVIAAAAJ",2,1
"-0nYQVIAAAAJ",0,23
"-0nYQVIAAAAJ",2,3
"-0nYQVIAAAAJ",0,5
"-0nYQVIAAAAJ",0,4
"-0ppt6oAAAAJ",0,2
"-0ppt6oAAAAJ",0,11
"-0ppt6oAAAAJ",0,3
"-234SKAAAAAJ",0,3
"-234SKAAAAAJ",2,1
"-234SKAAAAAJ",0,2
"-234SKAAAAAJ",2,1
"-31-oa0AAAAJ",0,5
"-31-oa0AAAAJ",0,6
"-31-oa0AAAAJ",2,5
"-31-oa0AAAAJ",0,2
"-31-oa0AAAAJ",2,4
"-5DNOLIAAAAJ",0,1
"-5LVcdsAAAAJ",0,6
"-5LVcdsAAAAJ",0,1
"-5LVcdsAAAAJ",2,2
"-6cOYcYAAAAJ",1,2
"-6cOYcYAAAAJ",1,3
"DqXsbPAAAAAJ",1,5
"-6cOYcYAAAAJ",1,5
"Db4BCX8AAAAJ",1,4
"-6cOYcYAAAAJ",1,4
"wCxzFrMAAAAJ",1,4
"Db4BCX8AAAAJ",1,2
"-6cOYcYAAAAJ",1,2
"Bwtxxf8AAAAJ",1,33
"Bwtxxf8AAAAJ",2,7
"im5aMngAAAAJ",1,33
"im5aMngAAAAJ",2,7
"vthMwawAAAAJ",1,33
"vthMwawAAAAJ",2,7
"Db4BCX8AAAAJ",1,33
"Db4BCX8AAAAJ",2,7
"q0MzO6cAAAAJ",1,33
"q0MzO6cAAAAJ",2,7
"ORr4XJYAAAAJ",1,33
"ORr4XJYAAAAJ",2,7
"-6cOYcYAAAAJ",1,33
"-6cOYcYAAAAJ",2,7
"s_YDrrgAAAAJ",1,33
"s_YDrrgAAAAJ",2,7
"wCxzFrMAAAAJ",1,33
"wCxzFrMAAAAJ",2,7
"P97vI1EAAAAJ",1,2
"-6cOYcYAAAAJ",1,2
"-6FYTfMAAAAJ",0,2
"uzDaznAAAAAJ",0,2
"-78feYUAAAAJ",0,2
"-aQaHIoAAAAJ",0,4
"-aQaHIoAAAAJ",0,5
"-aQaHIoAAAAJ",0,4
"-aQaHIoAAAAJ",0,2
"-aQaHIoAAAAJ",0,4
"-aQaHIoAAAAJ",0,2
"-aQaHIoAAAAJ",0,3
"-aQaHIoAAAAJ",2,2
"D9trGPkAAAAJ",0,3
"D9trGPkAAAAJ",2,2
"-BLWw_kAAAAJ",0,8
"-BLWw_kAAAAJ",2,1
"-BLWw_kAAAAJ",0,2
"-BLWw_kAAAAJ",0,3
"-BLWw_kAAAAJ",2,1
"-chjN0MAAAAJ",0,4
"-cL-RwUAAAAJ",0,2
"-cL-RwUAAAAJ",0,3
"-cL-RwUAAAAJ",2,1
"-cL-RwUAAAAJ",0,1
"-cL-RwUAAAAJ",2,1
"-cwEbxUAAAAJ",1,1
"-cwEbxUAAAAJ",2,1
"TkayRqQAAAAJ",2,3
"-cwEbxUAAAAJ",2,3
"-cwEbxUAAAAJ",1,1
"-cwEbxUAAAAJ",2,1
"TkayRqQAAAAJ",2,2
"-cwEbxUAAAAJ",2,2
"ZCw4KcoAAAAJ",2,2
"2X5Wru0AAAAJ",2,1
"-cwEbxUAAAAJ",2,1
"-cwEbxUAAAAJ",1,1
"-cwEbxUAAAAJ",2,1
"Dj3gptkAAAAJ",1,1
"Dj3gptkAAAAJ",2,1
"TkayRqQAAAAJ",2,2
"-cwEbxUAAAAJ",2,2
"ZCw4KcoAAAAJ",2,2
"-D2TBHUAAAAJ",0,1
"-D2TBHUAAAAJ",2,2
"-D2TBHUAAAAJ",2,2
"-DEyRIgAAAAJ",0,4
"-DEyRIgAAAAJ",2,3
"-DEyRIgAAAAJ",0,4
"Dd4dphgAAAAJ",0,4
"-DfTtxgAAAAJ",1,4
"XrIr0nYAAAAJ",1,4
"t_DFZvgAAAAJ",1,4
"KzmHyt8AAAAJ",1,3
"-DfTtxgAAAAJ",1,3
"XrIr0nYAAAAJ",1,3
"-Dg42W8AAAAJ",0,3
"-Dg42W8AAAAJ",0,2
"-Dg42W8AAAAJ",0,3
"-Dg42W8AAAAJ",0,1
"-E5k6m4AAAAJ",1,11
"-E5k6m4AAAAJ",2,1
"-E5k6m4AAAAJ",1,3
"-E5k6m4AAAAJ",1,2
"-E5k6m4AAAAJ",1,12
"-E5k6m4AAAAJ",2,1
"-E5k6m4AAAAJ",1,4
"-E5k6m4AAAAJ",2,1
"-E5k6m4AAAAJ",1,3
