"Faculty","XDIndicator","NumOfPolinator"
"-Dg42W8AAAAJ",0,2
"-GT5PAkAAAAJ",1,1
"-had2Q8AAAAJ",0,2
"-had2Q8AAAAJ",0,2
"-HwCwkAAAAAJ",0,1
"-HwCwkAAAAAJ",0,4
"-HwCwkAAAAAJ",0,1
"-HwCwkAAAAAJ",0,1
"-HwCwkAAAAAJ",2,1
"-HwCwkAAAAAJ",0,4
"-HwCwkAAAAAJ",0,4
"-m5wrTkAAAAJ",1,1
"-m5wrTkAAAAJ",1,1
"-UyfaYEAAAAJ",0,6
"-UyfaYEAAAAJ",2,1
"-UyfaYEAAAAJ",0,8
"-UyfaYEAAAAJ",0,3
"-UyfaYEAAAAJ",0,4
"-UyfaYEAAAAJ",0,4
"-UyfaYEAAAAJ",0,4
"-UyfaYEAAAAJ",0,1
"-UyfaYEAAAAJ",0,1
"-UyfaYEAAAAJ",0,3
"-UyfaYEAAAAJ",0,5
"-UyfaYEAAAAJ",0,1
"-UyfaYEAAAAJ",0,7
"-UyfaYEAAAAJ",0,3
"-UyfaYEAAAAJ",0,1
"-UyfaYEAAAAJ",0,4
"-UyfaYEAAAAJ",0,5
"-UyfaYEAAAAJ",0,2
"-UyfaYEAAAAJ",0,1
"-YvgZDEAAAAJ",1,1
"-YvgZDEAAAAJ",1,1
"-YvgZDEAAAAJ",2,1
"-YvgZDEAAAAJ",1,3
"-YvgZDEAAAAJ",1,1
"-YvgZDEAAAAJ",1,1
"01EOkNEAAAAJ",0,2
"01EOkNEAAAAJ",2,2
"01EOkNEAAAAJ",0,2
"01EOkNEAAAAJ",2,1
"01EOkNEAAAAJ",0,4
"01EOkNEAAAAJ",2,1
"01EOkNEAAAAJ",0,3
"01EOkNEAAAAJ",2,1
"01EOkNEAAAAJ",0,1
"01EOkNEAAAAJ",0,5
"01EOkNEAAAAJ",0,3
"01EOkNEAAAAJ",2,1
"05UuCNQAAAAJ",0,1
"05UuCNQAAAAJ",2,1
"05UuCNQAAAAJ",2,1
"05UuCNQAAAAJ",0,1
"05UuCNQAAAAJ",2,1
"05UuCNQAAAAJ",0,2
"05UuCNQAAAAJ",2,1
"05UuCNQAAAAJ",0,1
"05UuCNQAAAAJ",0,1
"05UuCNQAAAAJ",2,1
"05UuCNQAAAAJ",2,1
"05UuCNQAAAAJ",0,1
"05UuCNQAAAAJ",0,2
"05UuCNQAAAAJ",2,1
"060zUaAAAAAJ",0,1
"0ESwQagAAAAJ",0,3
"0IrZEuIAAAAJ",0,2
"0IrZEuIAAAAJ",0,1
"0IrZEuIAAAAJ",0,2
"0IrZEuIAAAAJ",0,3
"0udXcCEAAAAJ",0,2
"0udXcCEAAAAJ",0,1
"0udXcCEAAAAJ",2,1
"0udXcCEAAAAJ",0,1
"0XV1sFsAAAAJ",1,1
"GRGOG1AAAAAJ",1,1
"0XV1sFsAAAAJ",1,1
"1fEZ_osAAAAJ",1,2
"1h_0s3wAAAAJ",0,1
"1jE4flwAAAAJ",0,3
"1jE4flwAAAAJ",0,1
"1jE4flwAAAAJ",0,1
"1jE4flwAAAAJ",0,1
"1jE4flwAAAAJ",0,1
"1jE4flwAAAAJ",0,1
"1somGYUAAAAJ",0,3
"1somGYUAAAAJ",0,5
"1somGYUAAAAJ",0,3
"1somGYUAAAAJ",0,3
"1T3wsnsAAAAJ",0,1
"1UnT11UAAAAJ",0,5
"1UnT11UAAAAJ",0,1
"1wq5H9oAAAAJ",0,1
"1wq5H9oAAAAJ",0,4
"R1Wg5b8AAAAJ",0,18
"1wq5H9oAAAAJ",0,18
"1wq5H9oAAAAJ",0,4
"1wq5H9oAAAAJ",0,2
"1z3mv7EAAAAJ",0,5
"1z3mv7EAAAAJ",2,1
"1z3mv7EAAAAJ",0,1
"22aEccUAAAAJ",0,2
"22aEccUAAAAJ",0,1
"22aEccUAAAAJ",0,1
"M4AL53YAAAAJ",1,1
"26h2MnAAAAAJ",1,1
"27ytbx8AAAAJ",0,5
"27ytbx8AAAAJ",0,3
"2ewb-10AAAAJ",1,2
"2ewb-10AAAAJ",1,1
"2ewb-10AAAAJ",1,1
"2ewb-10AAAAJ",1,1
"2ftJYXMAAAAJ",1,1
"2hg5lYIAAAAJ",1,3
"2hg5lYIAAAAJ",1,2
"2hg5lYIAAAAJ",1,1
"2hg5lYIAAAAJ",1,1
"2hg5lYIAAAAJ",1,1
"2hg5lYIAAAAJ",2,2
"2hg5lYIAAAAJ",2,1
"2hg5lYIAAAAJ",1,2
"2K2gtpsAAAAJ",0,1
"2K2gtpsAAAAJ",0,1
"2LQimEIAAAAJ",0,5
"2LQimEIAAAAJ",2,1
"2nGk3QQAAAAJ",0,1
"2OJOZTUAAAAJ",1,2
"2OJOZTUAAAAJ",2,1
"2SF6AXQAAAAJ",0,1
"2SF6AXQAAAAJ",0,3
"2SF6AXQAAAAJ",0,7
"2SF6AXQAAAAJ",2,1
"2SF6AXQAAAAJ",0,4
"2SF6AXQAAAAJ",2,1
"2SF6AXQAAAAJ",0,1
"2SF6AXQAAAAJ",0,5
"2SF6AXQAAAAJ",0,2
"2SF6AXQAAAAJ",2,1
"2SF6AXQAAAAJ",0,4
"2SF6AXQAAAAJ",0,9
"2SF6AXQAAAAJ",0,4
"2SF6AXQAAAAJ",0,4
"2SF6AXQAAAAJ",2,3
"2SF6AXQAAAAJ",0,3
"2SF6AXQAAAAJ",2,1
"2SF6AXQAAAAJ",0,5
"2SF6AXQAAAAJ",2,1
"2SF6AXQAAAAJ",0,3
"2SF6AXQAAAAJ",2,1
"2SF6AXQAAAAJ",0,3
"2SF6AXQAAAAJ",0,3
"2SF6AXQAAAAJ",2,1
"2SF6AXQAAAAJ",0,3
"2SF6AXQAAAAJ",0,5
"2SF6AXQAAAAJ",0,1
"2SF6AXQAAAAJ",2,3
"2SF6AXQAAAAJ",0,5
"2SF6AXQAAAAJ",0,4
"2SF6AXQAAAAJ",0,3
"2SF6AXQAAAAJ",0,1
"2tT-FokAAAAJ",0,5
"3-gk0ioAAAAJ",1,1
"33k5ZFwAAAAJ",0,5
"33k5ZFwAAAAJ",2,1
"398l2V8AAAAJ",0,2
"398l2V8AAAAJ",2,1
"398l2V8AAAAJ",2,2
"398l2V8AAAAJ",0,3
"398l2V8AAAAJ",2,1
"3xIRwTgAAAAJ",0,3
"4esyQS4AAAAJ",1,3
"4esyQS4AAAAJ",2,1
"4esyQS4AAAAJ",1,3
"4esyQS4AAAAJ",2,1
"4ew4MwwAAAAJ",0,1
"4ew4MwwAAAAJ",0,2
"4ew4MwwAAAAJ",0,1
"4ew4MwwAAAAJ",0,1
"4ew4MwwAAAAJ",0,1
"4ew4MwwAAAAJ",0,1
"4ew4MwwAAAAJ",0,1
"4ew4MwwAAAAJ",0,1
"4OOz4DcAAAAJ",0,8
"4OOz4DcAAAAJ",2,1
"4OOz4DcAAAAJ",0,7
"4OOz4DcAAAAJ",0,4
"4OOz4DcAAAAJ",2,1
"4OOz4DcAAAAJ",0,6
"4OOz4DcAAAAJ",0,4
"4OOz4DcAAAAJ",2,2
"4OOz4DcAAAAJ",0,2
"4OOz4DcAAAAJ",0,2
"4OOz4DcAAAAJ",2,1
"4OOz4DcAAAAJ",0,4
"4OOz4DcAAAAJ",0,3
"4OOz4DcAAAAJ",0,8
"4OOz4DcAAAAJ",0,10
"4OOz4DcAAAAJ",2,1
"4OOz4DcAAAAJ",0,4
"4OOz4DcAAAAJ",2,1
"4OOz4DcAAAAJ",0,7
"4OOz4DcAAAAJ",0,4
"4OOz4DcAAAAJ",2,2
"4OOz4DcAAAAJ",0,4
"4OOz4DcAAAAJ",2,1
"4pkd0FsAAAAJ",0,3
"4pkd0FsAAAAJ",0,3
"4pWpdEIAAAAJ",1,1
"4tJhnt8AAAAJ",0,1
"4tJhnt8AAAAJ",0,2
"4U1F6tcAAAAJ",2,2
"4veQB4cAAAAJ",0,1
"4veQB4cAAAAJ",0,3
"4VJre9IAAAAJ",1,1
"4VJre9IAAAAJ",1,1
"4XyoYbAAAAAJ",1,2
"4XyoYbAAAAAJ",1,1
"4Y2pXqoAAAAJ",0,2
"4Y2pXqoAAAAJ",0,5
"55pOyCkAAAAJ",0,2
"55pOyCkAAAAJ",0,1
"55pOyCkAAAAJ",2,1
"55pOyCkAAAAJ",0,9
"55pOyCkAAAAJ",2,1
"55pOyCkAAAAJ",0,3
"55pOyCkAAAAJ",0,3
"55pOyCkAAAAJ",0,4
"55pOyCkAAAAJ",2,1
"55pOyCkAAAAJ",0,2
"55pOyCkAAAAJ",0,2
"55pOyCkAAAAJ",0,2
"5Aut7EEAAAAJ",1,1
"5iXE9k0AAAAJ",0,2
"5iXE9k0AAAAJ",0,1
"5iXE9k0AAAAJ",2,1
"5iXE9k0AAAAJ",0,1
"5LsAK74AAAAJ",0,4
"5LsAK74AAAAJ",0,1
"5wgTi1AAAAAJ",1,1
"628Jn7UAAAAJ",1,1
"67aYFTQAAAAJ",1,2
"67aYFTQAAAAJ",2,1
"67aYFTQAAAAJ",1,1
"67aYFTQAAAAJ",1,1
"6hPAjdYAAAAJ",0,1
"6hPAjdYAAAAJ",0,1
"6hPAjdYAAAAJ",0,2
"6hPAjdYAAAAJ",0,4
"6hPAjdYAAAAJ",0,3
"6hPAjdYAAAAJ",0,1
"6IxWYR0AAAAJ",1,1
"6IxWYR0AAAAJ",1,1
"6o13_-QAAAAJ",0,2
"6o13_-QAAAAJ",0,1
"6qE0tdAAAAAJ",1,1
"6Z88TncAAAAJ",0,1
"6Z88TncAAAAJ",0,1
"7AUq6CUAAAAJ",0,1
"7btxQB0AAAAJ",1,1
"7btxQB0AAAAJ",1,3
"7btxQB0AAAAJ",1,2
"7btxQB0AAAAJ",1,1
"7btxQB0AAAAJ",1,1
"7btxQB0AAAAJ",1,2
"7btxQB0AAAAJ",1,1
"7btxQB0AAAAJ",1,3
"7btxQB0AAAAJ",1,2
"7btxQB0AAAAJ",1,2
"7cys8kgAAAAJ",0,3
"7cys8kgAAAAJ",2,1
"7cys8kgAAAAJ",0,1
"7cys8kgAAAAJ",2,1
"7cys8kgAAAAJ",0,1
"7cys8kgAAAAJ",0,4
"7cys8kgAAAAJ",0,3
"7cys8kgAAAAJ",0,2
"7cys8kgAAAAJ",0,1
"7cys8kgAAAAJ",0,3
"7lVfIWYAAAAJ",2,1
"7P3t1woAAAAJ",0,1
"7P3t1woAAAAJ",2,1
"7PeekG0AAAAJ",0,1
"7PeekG0AAAAJ",2,1
"7PeekG0AAAAJ",0,3
"7PeekG0AAAAJ",0,8
"7PeekG0AAAAJ",2,1
"7VeXVsYAAAAJ",0,1
"7VeXVsYAAAAJ",0,2
"7VeXVsYAAAAJ",0,1
"7VeXVsYAAAAJ",0,1
"85KkItgAAAAJ",0,2
"8ExiKC0AAAAJ",1,4
"8ExiKC0AAAAJ",1,2
"8ExiKC0AAAAJ",1,1
"8ExiKC0AAAAJ",1,2
"8fudeRAAAAAJ",1,1
"8fudeRAAAAAJ",1,2
"8fudeRAAAAAJ",1,1
"8I3rAqsAAAAJ",0,1
"8Qu_gAMAAAAJ",1,2
"8Qu_gAMAAAAJ",1,2
"8v1PvG1CERwC",0,1
"8v1PvG1CERwC",2,1
"8v3hRYcAAAAJ",0,1
