"year","coauthor_codes"
1975,"e4JfTgsAAAAJ,1z3mv7EAAAAJ"
1975,"e4JfTgsAAAAJ,1z3mv7EAAAAJ"
1975,"2LQimEIAAAAJ,vBvszjkAAAAJ"
1975,"2LQimEIAAAAJ,vBvszjkAAAAJ"
1975,"4OOz4DcAAAAJ,MK2UiHcAAAAJ"
1975,"Y0E0lsgAAAAJ,628Jn7UAAAAJ"
1975,"e4JfTgsAAAAJ,1z3mv7EAAAAJ"
1975,"jNUs6LsAAAAJ,E5y_8wIAAAAJ"
1975,"jNUs6LsAAAAJ,E5y_8wIAAAAJ"
1975,"uFJi3IUAAAAJ,e9OxXgwAAAAJ"
1975,"EFEC_toAAAAJ,KIv0fKQAAAAJ"
1975,"jNUs6LsAAAAJ,E5y_8wIAAAAJ"
1975,"EFEC_toAAAAJ,KIv0fKQAAAAJ"
1975,"EFEC_toAAAAJ,KIv0fKQAAAAJ"
1975,"lc0ARagAAAAJ,rNTIQXYAAAAJ"
1975,"lc0ARagAAAAJ,rNTIQXYAAAAJ"
1975,"lc0ARagAAAAJ,rNTIQXYAAAAJ"
1975,"lc0ARagAAAAJ,rNTIQXYAAAAJ"
1975,"U-vDOsIAAAAJ,yi6DR64AAAAJ"
1975,"7P3t1woAAAAJ,UF1_VRcAAAAJ"
1975,"7P3t1woAAAAJ,UF1_VRcAAAAJ"
1975,"2LQimEIAAAAJ,vBvszjkAAAAJ"
1975,"2LQimEIAAAAJ,vBvszjkAAAAJ"
1975,"U-vDOsIAAAAJ,yi6DR64AAAAJ"
